,name,new_mod,new_EBV,new_M_B,new_M_V,new_M_I,new_M_J,new_M_H,new_M_K
54,ZLac,11.529,0.44374743112743636,-1.0629524946704787,-2.2367957974583805,-3.5961718448546955,-4.473444372857847,-5.018885039339966,-5.167653699897547
55,XXCen,10.339,0.1813609150017486,-2.915289860353101,-3.8095342445443525,-4.7790368206829665,-5.432543999406952,-5.861405698262528,-5.966454575100778
56,TYSct,11.238999999999999,0.9606350422389053,0.7695305542254804,-0.9150988135683354,-2.9025720786495484,-4.368116853561953,-5.0835518852558685,-5.2916777588146315
57,V340Nor,10.034,0.20862116848157308,-2.987739849803921,-4.02921362580452,-5.088657884489148,-5.86893437873492,-6.368284666270618,-6.491579421470738
58,AAGem,11.456,0.1703638998198255,-3.2336109306923726,-4.174794603581964,-5.147259118977834,-5.852756024245933,-6.337050823248335,-6.403287557826253
59,RXAur,10.024000000000001,0.17177339888256382,-3.019007117308208,-3.8896619216093193,-4.853154448338466,-5.531041281109921,-5.962333807811286,-6.030064768671509
60,UUMus,10.88,0.34865117748057534,-2.1781974727264424,-3.264776696737742,-4.5026962316165475,-5.404202795447421,-5.9233585821095325,-6.073274426911792
61,RYCas,10.922,0.4437903421300714,-2.3381333253450296,-3.5346971949198704,-4.861119894511281,-5.911307580916603,-6.472848192280496,-6.615960966195465
62,UNor,9.908,0.8118372138156008,-0.25809729718204844,-1.8068757993756088,-3.6446924860203698,-5.0195957334176775,-5.6974035196869846,-5.934359220125697
63,ZSct,12.999,0.7122699231319898,0.5400281257483874,-1.015528148283673,-2.8314251141564744,-4.056250219298834,-4.712223594839346,-4.911334849645757
64,BNPup,12.559999999999999,0.37267663912610993,-2.1143141368656897,-3.257934455622665,-4.53308014901858,-5.4148608610418165,-5.9493281364677015,-6.095652200219096
65,TTAql,10.48,0.6489039826511964,0.22109192179200687,-1.2910901360366362,-3.021926802710275,-4.146254319722698,-4.790945314622633,-4.986781726188361
66,LSPup,12.895999999999999,0.3640893019908727,-2.4252895364860194,-3.56425155456948,-4.814280945178244,-5.694345453934289,-6.235241531377076,-6.380633934993768
67,TXCyg,10.036000000000001,1.0494404831554736,0.42612851637575494,-1.3672072394078199,-3.5262060015599554,-5.209980513907085,-6.0060975103328165,-6.254964661489532
68,UZSct,11.793,0.7828139099293383,-1.3126055029159898,-2.952111070928237,-4.714795531124369,-6.122704432711045,-6.82566610383801,-6.99016721744046
69,RWCas,12.926,0.42791202395376926,-1.5812698530444165,-2.858244162629325,-4.28090845087863,-5.266811295487763,-5.850989193435908,-5.99058405535289
70,VWCen,11.575,0.4148585392935541,-2.0911497626871833,-3.4049769180818203,-4.852409966193746,-5.943769260079891,-6.575113822172809,-6.765279253251736
71,SZCyg,11.622,0.7435376401594339,0.2580585168066125,-1.3927034222850283,-3.2881636807492978,-4.584269399307229,-5.32012931943359,-5.5406817072519186
72,SVMon,10.444,0.15632895901007682,-3.302649475740662,-4.278877462397452,-5.303533497137652,-6.012256219020057,-6.50340882069394,-6.587854418025297
73,XCyg,10.097,0.21574834895261932,-2.775840411076781,-3.9195728328830395,-5.058060282392888,-5.797555267201847,-6.30016268275183,-6.423709167113081
74,CDCyg,12.483,0.6240398313195986,-0.4315311617373817,-1.8317413448376958,-3.497658737661319,-4.616408472692608,-5.236390183415623,-5.4326322200356865
75,YOph,9.618,0.7837200011173389,0.3715033407277948,-1.130394396390996,-2.945503793005726,-4.172051163746173,-4.789069385746772,-5.003448933170529
76,SZAql,12.488,0.7292760588221431,0.25127158769413327,-1.3432583300044776,-3.206509064642723,-4.468823432361308,-5.14683575773081,-5.372941741270533
77,CPCep,12.303999999999998,0.711163171538941,-0.5779689722672773,-2.2862129559292197,-4.168921477204965,-5.548370183131332,-6.301657545023188,-6.503106341755577
78,VYCar,10.815000000000001,0.1776434052213005,-3.3253120594871124,-4.4398718011352,-5.541386055090202,-6.292698565931479,-6.787624796005472,-6.91373674433509
79,VXCyg,12.603,0.8628417673796375,0.3107734703134603,-1.5062110913637714,-3.546288343549173,-5.003401638678222,-5.7757832075368425,-5.975780119872288
80,RYSco,10.498,0.7668502052577864,-0.3493001264927276,-1.8422138370173482,-3.6670660129065475,-4.972926440409065,-5.624440704500139,-5.856223446605064
81,RZVel,9.925,0.19291161846246913,-3.522123068799756,-4.540895472366225,-5.628304447198665,-6.407001477930938,-6.887607080498287,-7.018161561211581
82,WZSgr,10.950000000000001,0.47017043046288914,-1.8971833575823782,-3.3263995096048693,-4.90393090183976,-6.0328286568046225,-6.684438311238482,-6.888481541642981
83,WZCar,11.959999999999999,0.23908444056504086,-3.5354056066371427,-4.563317256974917,-5.69802489224075,-6.516360639036675,-7.021706423512459,-7.161088753580015
84,VZPup,13.189,0.3153673935175545,-3.106827447809173,-4.126013318938299,-5.278216097914486,-6.0676958891299835,-6.560633410727832,-6.692670584953658
85,SWVel,11.776000000000002,0.25527108319687614,-3.2704386656690585,-4.3345944012740905,-5.506249395974647,-6.3286855651720355,-6.837873586630612,-6.979104733751618
86,XPup,12.552,0.4391153907241665,-2.0533483472288343,-3.266487287960943,-4.689424271080252,-5.6349142880845955,-6.221409199120931,-6.394036987267352
87,RYVel,11.692,0.44623566256848984,-2.6059015409739485,-3.880008809903777,-5.291957356421497,-6.325150572491903,-6.866740594592583,-7.041962048378549
88,KQSco,12.244,0.914161746649203,-0.2259071014032282,-2.2081275583230746,-4.417309555460429,-6.096405247030338,-6.919597088056477,-7.199641179440446
89,AQPup,13.404,0.5836674765172748,-1.3251412066124564,-2.766894050849203,-4.415039582916315,-5.520065062847967,-6.162608823203706,-6.359759392051055
90,KNCen,12.234,0.5159618728538717,-3.409768827393413,-4.746373150681995,-6.258130875614652,-7.456404959999142,-8.11879554027344,-8.329716404931158
91,UCar,10.432,0.17472555220763497,-3.9765156709438343,-5.06512646636934,-6.188356891552559,-6.9622569281798485,-7.453607890412852,-7.583930049497952
92,RSPup,11.667,0.43940190917329086,-2.5794628017150547,-3.993841833370271,-5.492559834689125,-6.523597815344119,-7.130288371840019,-7.306764178171062
93,SVVul,12.197999999999999,0.555697651983903,-1.5415371251605112,-3.1223565840919925,-4.783992803127931,-5.881628122554861,-6.49322154172065,-6.671985433506946
94,SVul,13.979000000000001,0.8404666674753072,-0.9427664899117335,-2.885302664054758,-4.973000019745294,-6.432572377903989,-7.155741782193912,-7.398449017022517
