,logP,mMplx,EBV,M_B,M_V,M_I,M_J,M_H,M_K
57,1.052579,11.4064412652367,0.322,-1.8804412652366995,-3.035441265236699,-4.238441265236699,-5.134441265236699,-5.674441265236699,-5.820441265236699
58,1.053181,12.300634761167014,0.309,-1.491634761167015,-2.571634761167015,-3.719634761167015,-4.566634761167014,-5.100634761167014,-5.1946347611670145
59,1.065337,10.80361415548236,0.263,-2.1726141554823606,-3.134614155482361,-4.213614155482361,-4.984614155482361,-5.44861415548236,-5.534614155482361
60,1.065819,12.313232382609929,0.404,-1.3772323826099289,-2.5192323826099283,-3.827232382609928,-4.785232382609929,-5.324232382609929,-5.4852323826099285
61,1.084181,11.996823112034368,0.618,-0.6758231120343687,-2.046823112034369,-3.593823112034368,-4.821823112034369,-5.445823112034368,-5.623823112034368
62,1.101875,10.894666037511602,0.857,-0.05366603751160248,-1.647666037511602,-3.5426660375116015,-4.963666037511602,-5.657666037511602,-5.903666037511602
63,1.110645,12.066442294122076,0.492,-1.1394422941220768,-2.474442294122076,-4.011442294122077,-5.011442294122077,-5.588442294122077,-5.743442294122076
64,1.135867,12.388919204911469,0.416,-1.3199192049114679,-2.506919204911469,-3.836919204911469,-4.762919204911468,-5.312919204911469,-5.467919204911468
65,1.138459,9.932871345899628,0.435,-1.4968713458996277,-2.7948713458996277,-4.254871345899628,-5.160871345899627,-5.728871345899628,-5.8818713458996275
66,1.150646,13.05227817705691,0.462,-1.3672781770569102,-2.6042781770569103,-3.978278177056911,-4.958278177056911,-5.534278177056911,-5.699278177056911
67,1.167607,10.297969519686204,1.13,1.065030480313796,-0.8089695196862028,-3.069969519686204,-4.835969519686204,-5.660969519686204,-5.925969519686204
68,1.168739,12.235944074870767,1.02,0.8880559251292333,-0.9889440748707674,-3.051944074870768,-4.7019440748707675,-5.489944074870767,-5.7019440748707675
69,1.170032,12.150423688538693,0.38,-1.688423688538693,-2.917423688538692,-4.279423688538692,-5.2164236885386925,-5.783423688538693,-5.913423688538693
70,1.177138,12.645686718721777,0.439,-1.0596867187217764,-2.3976867187217774,-3.875686718721777,-4.991686718721777,-5.6316867187217765,-5.826686718721777
71,1.179252,11.57941626507364,0.571,-0.6694162650736395,-2.1474162650736393,-3.8244162650736397,-4.94441626507364,-5.618416265073639,-5.804416265073639
72,1.182801,11.493701472036832,0.234,-2.183701472036832,-3.2377014720368322,-4.3607014720368324,-5.148701472036833,-5.667701472036833,-5.7677014720368325
73,1.214482,10.119499113710727,0.228,-2.586499113710727,-3.7424991137107275,-4.896499113710727,-5.648499113710727,-6.155499113710727,-6.281499113710727
74,1.232334,11.831463238585702,0.493,-1.6144632385857012,-2.8834632385857013,-4.383463238585701,-5.368463238585702,-5.941463238585702,-6.111463238585702
75,1.233609,9.319633753826372,0.647,-1.788633753826372,-3.1536337538263712,-4.795633753826372,-5.882633753826372,-6.450633753826372,-6.637633753826371
76,1.234029,11.256058008028884,0.534,-1.2230580080288842,-2.6220580080288833,-4.238058008028884,-5.301058008028884,-5.909058008028883,-6.0960580080288835
77,1.251989,12.531832906000954,0.649,-0.30883290600095314,-1.954832906000954,-3.758832906000954,-5.074832906000954,-5.805832906000954,-5.994832906000954
78,1.276818,11.096359923379694,0.242,-2.4543599233796947,-3.633359923379694,-4.816359923379694,-5.633359923379694,-6.151359923379694,-6.290359923379694
79,1.303917,12.23020280080577,0.753,-0.46120280080577025,-2.168202800805771,-4.069202800805771,-5.4142028008057705,-6.14720280080577,-6.32520280080577
80,1.307927,10.476692647650534,0.718,-1.0146926476505342,-2.4586926476505333,-4.221692647650534,-5.477692647650534,-6.111692647650534,-6.333692647650534
81,1.309564,10.793705173405876,0.3,-2.5777051734058762,-3.7037051734058757,-4.9267051734058755,-5.8147051734058754,-6.333705173405876,-6.485705173405876
82,1.339443,10.967760656251569,0.435,-1.5437606562515693,-2.9377606562515695,-4.470760656251569,-5.563760656251569,-6.202760656251569,-6.399760656251569
83,1.361977,12.483841530446382,0.372,-2.0568415304463823,-3.217841530446382,-4.520841530446382,-5.4748415304463816,-6.0278415304463815,-6.193841530446382
84,1.364945,12.96163567071646,0.455,-2.1686356707164602,-3.327635670716459,-4.65663567071646,-5.588635670716459,-6.131635670716459,-6.29163567071646
85,1.370016,11.74250303919865,0.344,-2.46150303919865,-3.6145030391986506,-4.89850303919865,-5.811503039198651,-6.352503039198651,-6.511503039198651
86,1.414321,11.818070902897958,0.421,-2.116070902897958,-3.311070902897958,-4.711070902897958,-5.638070902897958,-6.218070902897958,-6.387070902897958
87,1.449158,11.955188031554531,0.545,-2.2111880315545314,-3.5841880315545307,-5.1211880315545315,-6.255188031554531,-6.832188031554531,-7.027188031554531
88,1.457818,11.484080204997342,0.869,0.2629197950026576,-1.6740802049973418,-3.826080204997342,-5.459080204997342,-6.266080204997342,-6.537080204997342
89,1.478624,12.415260552745409,0.518,-2.334260552745409,-3.7102605527454084,-5.275260552745409,-6.313260552745408,-6.932260552745409,-7.116260552745408
90,1.531857,12.70949627515709,0.791,-1.2414962751570897,-2.85349627515709,-4.713496275157089,-6.192496275157089,-6.9534962751570895,-7.2194962751570895
91,1.58897,11.122760074756943,0.263,-3.653760074756943,-4.8307600747569435,-6.065760074756943,-6.929760074756944,-7.452760074756943,-7.600760074756943
92,1.61742,11.05487314490565,0.457,-2.6128731449056506,-4.044873144905651,-5.565873144905651,-6.61487314490565,-7.227873144905651,-7.4078731449056505
93,1.652569,11.8154976151152,0.462,-3.115497615115201,-4.6024976151152,-6.1454976151152,-7.1474976151152,-7.7254976151152,-7.8854976151152005
94,1.837426,12.882775885631403,0.787,-2.0327758856314038,-3.921775885631403,-5.941775885631404,-7.346775885631404,-8.050775885631403,-8.282775885631404
