,logP,mMplx,EBV,BBV,VBV,IBV,JBV,HBV,KBV,BBI,VBI,IBI,JBI,HBI,KBI,BBJ,VBJ,IBJ,JBJ,HBJ,KBJ,BBH,VBH,IBH,JBH,HBH,KBH,BBK,VBK,IBK,JBK,HBK,KBK,BVI,VVI,IVI,JVI,HVI,KVI,BVJ,VVJ,IVJ,JVJ,HVJ,KVJ,BVH,VVH,IVH,JVH,HVH,KVH,BVK,VVK,IVK,JVK,HVK,KVK,BIJ,VIJ,IIJ,JIJ,HIJ,KIJ,BIH,VIH,IIH,JIH,HIH,KIH,BIK,VIK,IIK,JIK,HIK,KIK,BJH,VJH,IJH,JJH,HJH,KJH,BJK,VJK,IJK,JJK,HJK,KJK,BHK,VHK,IHK,JHK,HHK,KHK
10,0.635863,11.63388347911998,0.217,-4.8447221887974,-4.8447221887974,-4.788625414603852,-4.615496382345786,-4.744109285571593,-4.689109285571593,-4.740040174276677,-4.764812254048757,-4.740040174276677,-4.5921626813991825,-4.729645587382089,-4.679600003336505,-4.549745954562022,-4.619549490907799,-4.651720414286975,-4.549745954562023,-4.703353027253575,-4.662313734522731,-4.727979138995977,-4.755605356887917,-4.734442380802887,-4.589474267428217,-4.727979138995977,-4.678504382574365,-4.67356106098396,-4.714064839321492,-4.7091857461225,-4.577344436298821,-4.720460305316454,-4.67356106098396,-4.657255928099574,-4.701618172997533,-4.7016181729975335,-4.573710009732225,-4.7182074587118175,-4.672079907691409,-4.420589693809244,-4.520956925447663,-4.591776134487212,-4.520956925447663,-4.685507772905291,-4.650581219232975,-4.683790683027184,-4.721873711110213,-4.713933540170042,-4.579624626861127,-4.721873711110212,-4.674490316726818,-4.613334103410559,-4.668090062547903,-4.681233081844159,-4.5639198014809335,-4.712138870720435,-4.668090062547903,-4.127003732284532,-4.2968455044364315,-4.455516390512384,-4.455516390512384,-4.644943605702258,-4.623911960132638,-4.708150458042694,-4.740468959213656,-4.725239451016936,-4.585054439307333,-4.725239451016935,-4.676703151251128,-4.578124787913435,-4.641212722473762,-4.66489165907908,-4.556071618179284,-4.7072740721670145,-4.66489165907908,-6.3625861818226905,-6.003396992633499,-5.493099695336201,-4.953829425065927,-4.953829425065927,-4.826991587228089,-5.402137814380102,-5.270230299929233,-5.047334346172007,-4.739744750796282,-4.821126253686455,-4.739744750796282,-3.682625414603855,-3.9576254146038536,-4.249270575894176,-4.3564641242812705,-4.583544769442561,-4.583544769442561
11,0.646934,8.779609271617035,0.06,-5.081447981294453,-5.081447981294453,-4.974951207100905,-4.778622174842841,-4.881535078068648,-4.819135078068648,-4.882714684722448,-4.9297431747509375,-4.882714684722448,-4.734324371332135,-4.8540765080842725,-4.801082206089969,-4.691760548630787,-4.783976658650434,-4.794088642933341,-4.691760548630787,-4.827692768670081,-4.78373599067401,-4.849485268074077,-4.904377207843784,-4.8672921768428985,-4.726917508995246,-4.849485268074077,-4.7980636560280185,-4.792925812339117,-4.861202050794197,-4.841041681356749,-4.714310363136766,-4.841670564648102,-4.792925812339117,-4.725553149168055,-4.809772536923157,-4.809772536923157,-4.699292945086423,-4.832361822637443,-4.786805700188464,-4.521134695345849,-4.653727915684832,-4.714897407210255,-4.653727915684832,-4.804117746193307,-4.768236390261103,-4.761684973692739,-4.837354082361847,-4.826542116549881,-4.707346756354521,-4.837354082361847,-4.790087904095667,-4.691402688189113,-4.7837034827407585,-4.793922551980259,-4.691680781265163,-4.827643323830429,-4.7837034827407585,-4.2675523095917205,-4.4601535754145045,-4.597204208325897,-4.597204208325897,-4.769080790604377,-4.745201043768934,-4.794855173256382,-4.862674845387529,-4.841937140469495,-4.714740419158019,-4.841937140469495,-4.7931010748957235,-4.664026449531146,-4.76280559063544,-4.781216633580225,-4.6855785967704096,-4.823860805359367,-4.781216633580225,-6.2960056680134375,-6.008591253599022,-5.5386543166620825,-5.049348010355775,-5.049348010355775,-4.929465127472891,-5.3882219883800415,-5.315626612657498,-5.117331814969637,-4.84700233520085,-4.9239214103453595,-4.84700233520085,-3.762996368391219,-4.07499636839122,-4.36302862645574,-4.484738303875098,-4.699367336133164,-4.699367336133164
12,0.653376,11.621368055041328,0.533,-5.31998095826714,-5.31998095826714,-5.10554870020262,-4.855639022783265,-4.9473099905252,-4.8439099905252,-4.919829593502866,-5.014521901195176,-4.919829593502866,-4.766444978118251,-4.892021901195174,-4.8075603627336365,-4.72244860513956,-4.863849390994178,-4.82822070730066,-4.722448605139561,-4.864750176848794,-4.7896303340197175,-4.887563803491284,-4.989891527140532,-4.904854326077643,-4.759252908894296,-4.887563803491284,-4.804629348221134,-4.796342866124452,-4.920257223807073,-4.8625166696508995,-4.738919692320925,-4.874959994587928,-4.796342866124452,-4.603383361163773,-4.772959891776019,-4.77295989177602,-4.695908871367858,-4.848299177490308,-4.778814483612757,-4.460817207583699,-4.664130766905735,-4.706791783854887,-4.664130766905735,-4.828601105888786,-4.765863817753193,-4.723889422562694,-4.864949251622525,-4.828889422562694,-4.722769764443037,-4.864949251622525,-4.789761217434491,-4.6120888268914975,-4.779605285461306,-4.777000291136674,-4.697849326323961,-4.849501993747344,-4.779605285461306,-4.283962991750192,-4.529127548712218,-4.624709827193228,-4.624709827193228,-4.804165523395759,-4.749798434788164,-4.834517937945311,-4.949398500006202,-4.88023456557997,-4.747428944971071,-4.88023456557997,-4.7998106779921486,-4.619067441544397,-4.784932472219245,-4.7802392206855,-4.6994048648572795,-4.850466214550531,-4.780239220685501,-6.401863550536823,-6.145845532518806,-5.607674361347634,-5.096791478464752,-5.096791478464752,-4.9421878748611485,-5.2311657429026015,-5.2521830839430645,-5.064327592613584,-4.8358420434806355,-4.935038575272542,-4.8358420434806355,-3.135239022783267,-3.6522390227832684,-4.091561603428427,-4.3686583776219745,-4.6454487002026195,-4.6454487002026195
13,0.666501,10.05660033600083,0.289,-4.966535819871801,-4.966535819871801,-4.886297110194381,-4.690645497291154,-4.821090658581476,-4.765690658581476,-4.816802615203111,-4.85223566363616,-4.816802615203111,-4.657269851670347,-4.800402330302825,-4.752088939989434,-4.611509962719888,-4.695523715175684,-4.721521750539141,-4.611509962719888,-4.7720374676314785,-4.733440218122638,-4.79777305522138,-4.8377092819707155,-4.807970575150521,-4.653028148224037,-4.79777305522138,-4.750360300571247,-4.745623006026019,-4.797900084111662,-4.783766582852216,-4.641403862449193,-4.790567590408891,-4.745623006026019,-4.698391152327361,-4.761845233960015,-4.761845233960015,-4.630875846204912,-4.784041662531443,-4.741332478857974,-4.456060787978231,-4.576860223006481,-4.649374347300266,-4.576860223006481,-4.750559375548853,-4.719319262554502,-4.733894597295091,-4.788947100347595,-4.778323168723664,-4.638789591190086,-4.7889471003475945,-4.744557600958095,-4.6678897798146775,-4.738561743492317,-4.7476888717556545,-4.624077066988344,-4.77982735075679,-4.738561743492317,-4.155448437266652,-4.3473851461274124,-4.509853500557792,-4.509853500557792,-4.709024386633741,-4.692011728405894,-4.766487923822843,-4.813827502277176,-4.793450453096849,-4.646054668553523,-4.793450453096849,-4.747518368787715,-4.643438781808599,-4.719896859518212,-4.736340622299398,-4.618626920867905,-4.776449006757477,-4.736340622299399,-6.506023759424252,-6.141717453117947,-5.600807543208038,-5.033798534199029,-5.033798534199029,-4.905537272937767,-5.5347968677927355,-5.40032287935343,-5.150039642359211,-4.817311318659789,-4.899606116347651,-4.817311318659789,-3.795987432775018,-4.072987432775021,-4.343019690839538,-4.429729368258894,-4.659358400516959,-4.659358400516959
14,0.687034,11.162505097664257,0.266,-5.045214775083615,-5.045214775083615,-4.9554405815352265,-4.708408323470708,-4.804311549277161,-4.741311549277159,-4.877687433846594,-4.9173313084904695,-4.877687433846594,-4.67106635122551,-4.781164641823801,-4.726093416752575,-4.611799793145591,-4.714363643833215,-4.754283093734983,-4.611799793145592,-4.7444274945208385,-4.701940264658362,-4.765690217239102,-4.831837250011467,-4.8257070462913605,-4.646102086149641,-4.765690217239102,-4.7159196237935745,-4.710946743340159,-4.790048338638229,-4.800299388176431,-4.633899724028656,-4.758126424280546,-4.710946743340159,-4.745204077256092,-4.8161989752152765,-4.816198975215277,-4.641535709909154,-4.762859689500991,-4.714058669092828,-4.422027696534311,-4.5694994479467415,-4.666205662636007,-4.5694994479467415,-4.718207075065386,-4.684701425347872,-4.659887271046429,-4.7510716422308015,-4.776601556760715,-4.622518528677687,-4.7510716422308015,-4.706308516467675,-4.593326891080828,-4.70026219187538,-4.745709410944619,-4.607682169173904,-4.74187513171647,-4.70026219187538,-4.021125350828811,-4.263467122980711,-4.4801380090566605,-4.4801380090566605,-4.662815224246534,-4.6482835786769146,-4.581563645673624,-4.69128261522866,-4.740249828343414,-4.605060132793062,-4.740249828343414,-4.69919362225442,-4.471576672306382,-4.607323093574276,-4.689202439177548,-4.580543952469982,-4.7250531549239705,-4.689202439177548,-6.177045638204803,-5.909207800366965,-5.480748340907503,-4.960694286853447,-4.960694286853447,-4.844126719285878,-5.294366369340558,-5.235406831768303,-5.071077351999517,-4.763944404022638,-4.838736311537089,-4.763944404022638,-3.714085742825537,-4.02908574282554,-4.337634129922317,-4.4116986460513505,-4.620392194438449,-4.620392194438449
15,0.687994,12.252554504981491,0.553,-5.027780311433101,-5.0277803114331014,-4.934715795304069,-4.6912964404653605,-4.827038375949233,-4.751038375949233,-4.854112909539894,-4.89520977563676,-4.854112909539894,-4.65258584401283,-4.803043108970095,-4.7352624821894675,-4.5947804381838475,-4.697246057044358,-4.7337509686357135,-4.5947804381838475,-4.76721167590487,-4.711704799676972,-4.794855656442961,-4.8499752312879565,-4.826610306575821,-4.639377357062979,-4.794855656442961,-4.72987957141196,-4.723387418499543,-4.795419324460919,-4.7934403152249825,-4.623447032269484,-4.7849810373072685,-4.723387418499543,-4.716773892736592,-4.790370831512101,-4.790370831512102,-4.6219728723284295,-4.784067260083532,-4.7227866478386336,-4.40519009820183,-4.5525206066764055,-4.645757894811998,-4.5525206066764055,-4.741016369388271,-4.694482471083186,-4.706691257118245,-4.7826741631011505,-4.785691257118243,-4.619725445152431,-4.78267416310115,-4.72187074429773,-4.616279817126782,-4.713657796695452,-4.74372930634358,-4.599572666161968,-4.7701822007817185,-4.713657796695452,-4.018668429032125,-4.257465897386555,-4.46636463156377,-4.466364631563769,-4.687611467006808,-4.659370960677694,-4.697435067042385,-4.775608369150111,-4.781395254396012,-4.617662233318728,-4.781395254396012,-4.7210299148175565,-4.535720149153272,-4.652161866944682,-4.70633978105511,-4.581615854674743,-4.759051437496829,-4.706339781055111,-6.629779730206729,-6.250680631107626,-5.678239189666181,-5.048383333810322,-5.048383333810322,-4.896563513990501,-5.480161441397681,-5.373109418276291,-5.144675892264729,-4.792132539663572,-4.88954294428785,-4.792132539663572,-3.4219738598201896,-3.801973859820192,-4.189425472723421,-4.333360956594391,-4.605167408207296,-4.605167408207296
16,0.697493,11.37247493244264,0.335,-5.338571706636194,-5.338571706636194,-5.261829771152321,-5.094507190507158,-5.2240394485716735,-5.129039448571674,-5.195363821331531,-5.229252710220421,-5.195363821331531,-5.062586043553752,-5.204252710220419,-5.116030487998197,-5.024500472717689,-5.098822673110618,-5.116062358768771,-5.02450047271769,-5.180644873503544,-5.100509313582131,-5.205677766809337,-5.237125951043173,-5.200150751751765,-5.064885029873995,-5.205677766809337,-5.116967403656105,-5.108103815733994,-5.16264201892459,-5.154864521023666,-5.04313572169537,-5.192196175095873,-5.108103815733993,-5.082112687544679,-5.1428014630548855,-5.1428014630548855,-5.0373422793814155,-5.188605034483457,-5.1057427895854985,-4.886983407018909,-4.993847813798572,-5.052237644307047,-4.993847813798572,-5.161644423968064,-5.088017305323997,-5.155376031343738,-5.198727679695388,-5.176804602772311,-5.053672734640442,-5.198727679695388,-5.112398009365718,-5.027008417119144,-5.100737134485774,-5.117226351284866,-5.025059495439235,-5.180991391012448,-5.100737134485774,-4.644924299531244,-4.8090698691515,-4.939892653961627,-4.939892653961627,-5.128199615986944,-5.066028729910995,-5.222634183028118,-5.250069780217816,-5.208020599889947,-5.068664627992991,-5.208020599889947,-5.118507719327887,-4.982834850643048,-5.06701685473303,-5.096724421195197,-5.015213173751434,-5.1748880203772005,-5.096724421195197,-6.867285743253454,-6.5055289864966985,-5.9713397973075075,-5.435258716226425,-5.435258716226425,-5.267907364875073,-5.600058747471548,-5.538180134754785,-5.383191695448424,-5.152792851517786,-5.260168574061138,-5.152792851517786,-3.3313136421200706,-3.8063136421200694,-4.330216867926517,-4.647087835668449,-4.946700738894255,-4.946700738894255
17,0.720788,10.159435638990368,0.841,-5.500177574474236,-5.500177574474236,-5.43782273576456,-5.1280162841516574,-5.249596929312949,-5.1635969293129484,-5.383817405372135,-5.411353017907747,-5.383817405372135,-5.1020795136342425,-5.233519684574413,-5.153026807081536,-5.021266680247734,-5.13459673918683,-5.215549587909818,-5.021266680247735,-5.183426798125928,-5.120092809913748,-5.209424124375665,-5.278228375925708,-5.302877623047055,-5.063207118175487,-5.209424124375665,-5.137184974685674,-5.1299671251364645,-5.217574178033189,-5.265999870728404,-5.045496092390872,-5.198445714557119,-5.1299671251364645,-5.29179788388833,-5.341109108378125,-5.3411091083781255,-5.0815682920515926,-5.220805536949552,-5.144667781847511,-4.811574057069465,-4.9745260344705935,-5.118226599442346,-4.974526034470594,-5.154454000572289,-5.101044396052515,-5.0993709259256566,-5.194218300773031,-5.251799497354227,-5.038676176230906,-5.19421830077303,-5.127187775742506,-4.999700111181063,-5.118133709364943,-5.205540065778111,-5.016459475539744,-5.180446989728166,-5.118133709364943,-4.215853360509355,-4.519777411142266,-4.841739436458722,-4.841739436458722,-5.072144499749862,-5.046929309876444,-4.922716669435332,-5.059367723299501,-5.169810346250321,-4.999299807608635,-5.169810346250321,-5.111140557023155,-4.765544023448446,-4.939388604225541,-5.096863041853354,-4.9642659048390385,-5.148094125697934,-5.0968630418533545,-6.935048251602984,-6.595498702053432,-6.103777981332712,-5.447850053404783,-5.447850053404783,-5.293940143494873,-5.7696032690481776,-5.705846043614649,-5.562869165001931,-5.188071477140658,-5.286822922227363,-5.188071477140658,-3.6830808002807,-4.113080800280697,-4.594467897054889,-4.722984026087144,-4.998532413183918,-4.998532413183918
18,0.724391,11.063017638117676,1.036,-5.4971144123112285,-5.4971144123112285,-5.382572476827356,-5.143849896182193,-5.2569821542467094,-5.1441821542467085,-5.283368065468106,-5.333949262049303,-5.283368065468105,-5.096205672305711,-5.2274492620493005,-5.124765501365539,-5.042520585072489,-5.150096223579366,-5.171585418078385,-5.04252058507249,-5.194171862086242,-5.102886989787617,-5.218484422882955,-5.284419763892699,-5.253254130588891,-5.081743058843983,-5.218484422882955,-5.118871491084904,-5.108918561711295,-5.2007817019296,-5.202402188915325,-5.057320744750758,-5.203345933667634,-5.108918561711295,-5.114333964648289,-5.20491559730135,-5.204915597301351,-5.058527842199309,-5.204094168729921,-5.1094104952605335,-4.843475265236319,-4.998153231338015,-5.079204078795643,-4.998153231338015,-5.1666701804905575,-5.0848057737108965,-5.113020080120117,-5.2039126320126705,-5.204305794405833,-5.058234976335014,-5.2039126320126705,-5.10929114239118,-4.972322972964441,-5.096510260138108,-5.139005152306099,-5.026873483747642,-5.184472802703374,-5.096510260138108,-4.5074733343202045,-4.741663207737928,-4.923258144446789,-4.923258144446789,-5.120245486218942,-5.054283460902486,-5.111813891045075,-5.202991876993554,-5.20374597535421,-5.057966115869432,-5.20374597535421,-5.109181572543906,-4.85848185079661,-5.009608640162664,-5.086168967361029,-5.0014982107148125,-5.168743609487819,-5.08616896736103,-6.832278899378942,-6.516323944423986,-6.002251872351913,-5.4414590795591185,-5.4414590795591185,-5.265468088568127,-5.499630354880683,-5.49903497915814,-5.383740181470278,-5.144410701701491,-5.257329776846,-5.144410701701491,-3.113759573601543,-3.677759573601545,-4.2764047348918695,-4.612598283278966,-4.9276789284402565,-4.9276789284402565
19,0.730464,10.340667869239477,0.195,-5.416183998271734,-5.416183998271734,-5.23729367569109,-4.957106578916896,-5.052145288594315,-4.967545288594315,-5.082357327928936,-5.1613544789260875,-5.082357327928936,-4.882696359267967,-5.006021145592753,-4.937220575792183,-4.825426218944781,-4.965223861380931,-4.963109912461481,-4.825426218944782,-4.970521503817079,-4.913881032304309,-4.993783015386509,-5.093740499886065,-5.041248028672603,-4.862953077388281,-4.993783015386509,-4.92917451228642,-4.9227190867037915,-5.039493226082465,-5.008265686200014,-4.847112873437629,-4.983964258828057,-4.9227190867037915,-4.818361746790497,-4.959831134545599,-4.959831134545599,-4.823851542708865,-4.969545420259885,-4.913239297810905,-4.56676108957846,-4.767769564154731,-4.843057699747951,-4.767769564154731,-4.9347822760191375,-4.8903839709343915,-4.833899859471467,-4.971692289263896,-4.967042716614324,-4.827314999886608,-4.971692289263896,-4.914650775222382,-4.749082171169102,-4.906945962315525,-4.927676949829715,-4.808409072417684,-4.959973204086241,-4.906945962315526,-4.254648881897705,-4.529515970505299,-4.698199514809097,-4.698199514809097,-4.89165837556859,-4.862031793290109,-4.848164356358913,-4.9825812181856115,-4.973663185398727,-4.830494567131748,-4.973663185398727,-4.915946557764066,-4.693545169852972,-4.864551304822298,-4.901900998073832,-4.79602983242966,-4.952299771079967,-4.901900998073832,-6.537812013383615,-6.272388589960193,-5.757866067437672,-5.207118319689926,-5.207118319689926,-5.069433635005241,-5.495228562881092,-5.476523360568954,-5.273980007967799,-4.974725672707684,-5.0630667131701115,-4.974725672707684,-3.628667869239477,-4.051667869239477,-4.407667869239477,-4.558667869239477,-4.805167869239476,-4.805167869239476
20,0.730685,10.978800580030445,0.722,-4.838316709062704,-4.838316709062704,-4.894826386482059,-4.790839289707864,-4.9415779993852835,-4.898377999385284,-4.9437692409991065,-4.9188148250446915,-4.9437692409991065,-4.814344739574604,-4.9561481583780225,-4.90795727518714,-4.777221012250483,-4.7916787725648256,-4.866470521091348,-4.777221012250484,-4.933136532879168,-4.892828084942036,-4.958132732377654,-4.929779322280223,-4.95043565531831,-4.81754637276738,-4.9581327323776545,-4.909262050358168,-4.904379085488044,-4.888746004043879,-4.925487397830613,-4.805564643842367,-4.950705701776876,-4.904379085488044,-5.027162824928404,-4.9824740494182,-4.982474049418201,-4.832933233091669,-4.967670477989628,-4.915532722887588,-4.750470071555868,-4.7712582071490885,-4.8540548173185805,-4.7712582071490885,-4.929440410538919,-4.8903980376575635,-5.003484340714205,-4.964398870628735,-4.9714843407142055,-4.827655280885145,-4.9643988706287345,-4.913381776611642,-4.9276246435945765,-4.906490704888561,-4.93627617594418,-4.810746096489014,-4.953917492629763,-4.906490704888561,-4.407230959777279,-4.509243618005128,-4.694749947119052,-4.6947499471190515,-4.8820157699038615,-4.859218301549432,-4.981746715861824,-4.947805263871192,-4.96139542780562,-4.822809947711943,-4.96139542780562,-4.911407137407494,-4.84783125487707,-4.8455797211347384,-4.899242297821855,-4.792960089232898,-4.942892604570321,-4.899242297821856,-6.617305084534945,-6.196323102552965,-5.720494273724137,-5.18737715660702,-5.18737715660702,-5.059980760210625,-5.652627169625824,-5.4599277476605055,-5.272765897949522,-4.972349712978422,-5.054089597371485,-4.972349712978422,-3.925542515514331,-4.1415425155143275,-4.471187676804647,-4.587381225191739,-4.815461870353027,-4.815461870353027
21,0.735675,11.512722080938332,0.467,-5.374238209970591,-5.374238209970592,-5.2929478873899445,-5.053560790615752,-5.175899500293171,-5.077899500293171,-5.222542593758844,-5.258440029656281,-5.222542593758844,-5.019747721963973,-5.15494002965628,-5.064119516835768,-4.961578662470748,-5.059230921802772,-5.101423456183911,-4.961578662470748,-5.118883181134795,-5.0404136330012,-5.1441020632235395,-5.198561762072078,-5.186136607067649,-5.0022632678293855,-5.1441020632235395,-5.056994002993248,-5.0482905108291805,-5.1254231724580634,-5.141668344582328,-4.980906799662093,-5.1308639785034025,-5.04829051082918,-5.1025792237954715,-5.166864938081186,-5.166864938081186,-4.993007795224045,-5.138364938081188,-5.0532220809383315,-4.780894397322511,-4.921304001842286,-5.017563888847935,-4.9213040018422864,-5.093918408621947,-5.024000329525903,-5.056993143209393,-5.1320664032826535,-5.145707428923679,-4.982846623062874,-5.1320664032826535,-5.0490810552973056,-4.933598357896334,-5.037871910677264,-5.088437177419602,-4.9553418312221,-5.115017200121079,-5.037871910677264,-4.38184233410289,-4.616684106254789,-4.832354992330737,-4.832354992330737,-5.03878220752061,-4.98775056195099,-5.01514362660578,-5.100120207402033,-5.126284141828261,-4.973518333865732,-5.126284141828261,-5.045279457987512,-4.798137213862669,-4.934466457216452,-5.025566661715428,-4.925147438811543,-5.096300813044671,-5.025566661715428,-6.818055414271664,-6.476388747604998,-5.963055414271665,-5.3753887476049975,-5.375388747604998,-5.209055414271665,-5.558537109840067,-5.514924393077061,-5.378485086718679,-5.09464115608284,-5.201363699435442,-5.09464115608284,-3.3035930486802716,-3.793593048680272,-4.33191562932543,-4.592012403518978,-4.889802726099623,-4.889802726099623
22,0.735997,11.290870634889783,0.336,-5.79232224779301,-5.79232224779301,-5.740993215534944,-5.5315545058575255,-5.659938376825267,-5.590738376825267,-5.696537301556449,-5.719203968223116,-5.696537301556449,-5.5102039682231165,-5.646703968223116,-5.58203730155645,-5.456756685970333,-5.536165330371119,-5.585249809742435,-5.456756685970333,-5.613573974771905,-5.560255703652062,-5.638714744721493,-5.675064611860553,-5.669700572888011,-5.497315276165248,-5.638714744721493,-5.576784718149304,-5.570596915326391,-5.623066268810858,-5.6380855803137955,-5.482131759994737,-5.629303044629498,-5.570596915326391,-5.62078900223672,-5.661380838971414,-5.661380838971414,-5.49331961448162,-5.636237981828558,-5.575156349175497,-5.309828262008427,-5.424006228110122,-5.517057075567749,-5.424006228110122,-5.593273177262665,-5.546908770483004,-5.580572710591859,-5.630681379700528,-5.642715567734715,-5.484355372374521,-5.630681379700528,-5.571503113522262,-5.492577785854596,-5.563509681427808,-5.601875175184902,-5.464741236478886,-5.618523302313165,-5.563509681427808,-4.924079495649281,-5.129541520965735,-5.3380225336239615,-5.3380225336239615,-5.53997506526953,-5.511867470332821,-5.543652836294937,-5.602498269550206,-5.625580236763319,-5.476125904210627,-5.625580236763319,-5.5681493234143735,-5.3897990602476575,-5.485052638979763,-5.554173293376491,-5.441831780084057,-5.60432257763007,-5.554173293376491,-7.307483247502394,-6.948933697952844,-6.444212977232125,-5.869285049304198,-5.869285049304198,-5.728375139394287,-6.2404775713059655,-6.134425548184579,-5.948992022173019,-5.6314486695718635,-5.721859074196141,-5.6314486695718635,-4.3301932155349405,-4.6761932155349415,-5.062386763922039,-5.20564482843817,-5.457919021986557,-5.457919021986557
23,0.739882,9.197433322695396,0.294,-5.173110742050236,-5.173110742050236,-5.109717193663139,-4.944859129147009,-5.0779849355986215,-5.022784935598621,-5.0548122400743125,-5.0828065420686155,-5.054812240074313,-4.918490302752375,-5.061639875401949,-5.012038735800808,-4.879388136054923,-4.948895012282822,-4.973394029964551,-4.879388136054923,-5.03740188851072,-4.996103263756299,-5.062734474156866,-5.088854049001862,-5.058489124289727,-4.920256174776884,-5.062734474156866,-5.012758389125865,-5.007764976767604,-5.046892600613113,-5.032976563669367,-4.908003431847368,-5.055139451998502,-5.007764976767604,-4.961259853307638,-5.011392506368864,-5.011392506368864,-4.897637404328048,-5.048713934940293,-5.003540465552538,-4.750780780322513,-4.850721458288615,-4.913704509136073,-4.850721458288615,-5.019632475237769,-4.9844206108309885,-5.020955911217984,-5.056962016224089,-5.039098768360841,-4.910943701205774,-5.056962016224089,-5.00896323722531,-4.949584287508108,-5.002479860720367,-5.005973617814578,-4.895034911798687,-5.047100746077915,-5.002479860720367,-4.489680158138434,-4.6514080062397,-4.792521930290333,-4.792521930290332,-4.9835567404169145,-4.960702310037168,-5.07575884962748,-5.098796320353476,-5.0645340252715085,-4.923159318011555,-5.0645340252715085,-5.013941519416707,-4.94022473373834,-4.995335163186193,-5.0016296417138,-4.892948660118709,-5.04580755582423,-5.001629641713801,-6.7442351244972025,-6.372442331704409,-5.838910800172876,-5.295063953326027,-5.295063953326027,-5.165505394767468,-5.763184767782103,-5.623548929631813,-5.383583611712737,-5.0763870799208295,-5.159514247550887,-5.0763870799208295,-4.006788161405069,-4.28278816140507,-4.568401064630877,-4.68488493559862,-4.916836548501847,-4.916836548501847
24,0.764123,11.492937268073236,0.325,-5.561711461621622,-5.561711461621622,-5.458575977750655,-5.2033953325893645,-5.325553397105494,-5.235353397105494,-5.369250658386626,-5.414794817930787,-5.369250658386627,-5.16049567263164,-5.298961484597452,-5.217870316506285,-5.100617032316851,-5.2097309812363,-5.244571845676379,-5.100617032316851,-5.26184493015575,-5.19346771993964,-5.2876928039456885,-5.3525369137773975,-5.331397852661367,-5.142316364618852,-5.2876928039456885,-5.210461625912031,-5.202744992674412,-5.287691256318408,-5.2919716929263005,-5.1233814326408265,-5.275955739945612,-5.202744992674411,-5.2170495129711965,-5.298610737460992,-5.298610737460992,-5.126569921134461,-5.27793216603242,-5.204044410930379,-4.898725403666457,-5.055615234174931,-5.150869471463067,-5.055615234174931,-5.233949979937642,-5.175127946039337,-5.1839738981098655,-5.273362176498145,-5.283259612395581,-5.119197341333309,-5.273362176498144,-5.2010398321758,-5.076434430388787,-5.1912709797644965,-5.233348164781523,-5.095226711887084,-5.258503669889354,-5.1912709797644965,-4.503842331364375,-4.75417777440235,-4.967595495921337,-4.967595495921337,-5.179389799718805,-5.1392568883264005,-5.153609399220775,-5.250183169712578,-5.269166776269957,-5.112429071351924,-5.269166776269957,-5.198281530368318,-4.963712319197979,-5.105223566641742,-5.181031337602889,-5.07010086725524,-5.242929088114135,-5.181031337602889,-7.0033967275326905,-6.662234565370529,-6.1276940248299905,-5.524748078884046,-5.524748078884046,-5.366315646451614,-5.803706054200405,-5.746440158246647,-5.57089102529867,-5.2573361120038715,-5.358989291194623,-5.257336112003872,-3.655872751944216,-4.106872751944213,-4.57403404226679,-4.778582429363562,-5.062227590653882,-5.062227590653882
25,0.771201,12.547220228688158,0.737,-5.160800873849448,-5.160800873849448,-5.107349260946222,-4.969413777075254,-5.0956073254623515,-5.04360732546235,-5.061054986522916,-5.084658975126905,-5.061054986522916,-4.947180342648272,-5.0818256417935705,-5.034546439514368,-4.914516888806035,-4.972797831831576,-4.993043411399356,-4.914516888806036,-5.061578774857116,-5.0212349634622235,-5.085155569697901,-5.103056366863533,-5.072240600698787,-4.9525523810353675,-5.085155569697901,-5.036735729131027,-5.031897810552137,-5.062401588889668,-5.047522495690676,-4.940681185866999,-5.0777970548846305,-5.031897810552136,-4.982174310320811,-5.024444718484077,-5.024444718484077,-4.9295977797085655,-5.070926861341219,-5.027380942973871,-4.806680680665559,-4.890480115693807,-4.942994239987593,-4.890480115693807,-5.04667926823618,-5.011439155241829,-5.056523036990966,-5.081199471667401,-5.058951608419537,-4.946170167638097,-5.0811994716674,-5.034134758602686,-4.986540319494059,-5.0277775499140365,-5.026471079993492,-4.930570966486114,-5.0715301038300415,-5.0277775499140365,-4.588979722359043,-4.724296178055246,-4.841954405903348,-4.841954405903347,-5.016599975523601,-4.99166326666284,-5.124777605737337,-5.133302195901272,-5.090630064753731,-4.961384163114387,-5.090630064753731,-5.040334982786518,-4.990040269587951,-5.030449267542961,-5.028095484311878,-4.93135110803376,-5.0720136847208765,-5.028095484311878,-6.65011212058005,-6.297679688147618,-5.79857158003951,-5.3013823908503195,-5.3013823908503195,-5.1788959043638325,-5.722613292271968,-5.589665315393356,-5.368098841404919,-5.0946421940060755,-5.1732317893817985,-5.0946421940060755,-4.062091196430078,-4.322091196430083,-4.597413777075248,-4.7245105512688,-4.943800873849446,-4.943800873849446
