,logP,mMplx,EBV,BBV,VBV,IBV,JBV,HBV,KBV,BBI,VBI,IBI,JBI,HBI,KBI,BBJ,VBJ,IBJ,JBJ,HBJ,KBJ,BBH,VBH,IBH,JBH,HBH,KBH,BBK,VBK,IBK,JBK,HBK,KBK,BVI,VVI,IVI,JVI,HVI,KVI,BVJ,VVJ,IVJ,JVJ,HVJ,KVJ,BVH,VVH,IVH,JVH,HVH,KVH,BVK,VVK,IVK,JVK,HVK,KVK,BIJ,VIJ,IIJ,JIJ,HIJ,KIJ,BIH,VIH,IIH,JIH,HIH,KIH,BIK,VIK,IIK,JIK,HIK,KIK,BJH,VJH,IJH,JJH,HJH,KJH,BJK,VJK,IJK,JJK,HJK,KJK,BHK,VHK,IHK,JHK,HHK,KHK
26,0.774852,11.199703416360896,0.635,-6.097348577651213,-6.097348577651213,-5.989135674425409,-5.679851803457668,-5.783600190554443,-5.680000190554443,-5.895412818070297,-5.9431991428566215,-5.895412818070298,-5.634840168497647,-5.755699142856622,-5.6616564078138865,-5.560098308305884,-5.687233868227298,-5.739785931095669,-5.560098308305885,-5.709369428148715,-5.631196540132997,-5.733300404846281,-5.819449209097829,-5.820172858344952,-5.59870518784008,-5.733300404846281,-5.64693016569659,-5.63830039369087,-5.746930116612783,-5.776081250114044,-5.5775296128344465,-5.720174449106487,-5.63830039369087,-5.735718722483348,-5.821295253095591,-5.821295253095592,-5.599244232687426,-5.733634538809876,-5.647149844932324,-5.324861608451291,-5.507663868338296,-5.630607371163156,-5.507663868338296,-5.676867258168805,-5.609827710146206,-5.595504393161875,-5.714261413918894,-5.756218678876159,-5.567990351647831,-5.714261413918893,-5.634412818070297,-5.476773790935244,-5.623627366417649,-5.701113177995403,-5.541525209777467,-5.697856651321168,-5.623627366417649,-4.815190758133045,-5.118602150538107,-5.394057846740641,-5.394057846740641,-5.606447087246972,-5.563529365727984,-5.4667830416536365,-5.616000840248483,-5.696476250084549,-5.539298264136071,-5.696476250084549,-5.6227198098035185,-5.269194213906906,-5.465169674029605,-5.604770901023471,-5.495255563600159,-5.669175808998932,-5.604770901023471,-7.32176647942397,-7.032018731676218,-6.557415128072613,-5.9527754884329696,-5.9527754884329696,-5.791225938883419,-6.0984722024880655,-6.098206306534307,-5.98965717358633,-5.680102260291531,-5.783755439482284,-5.680102260291531,-3.90838083571572,-4.426380835715722,-4.9731872873286305,-5.1919292228125045,-5.481155029264119,-5.481155029264119
27,0.786342,9.893257091898544,0.589,-5.739386124156608,-5.739386124156608,-5.678863543511447,-5.3011667693178985,-5.403276446737253,-5.308076446737253,-5.626445126086579,-5.653171621813074,-5.626445126086579,-5.275992134633587,-5.387671621813073,-5.297816920958373,-5.175469272645105,-5.308915245140194,-5.417137249069468,-5.175469272645106,-5.325361217635282,-5.2568504121343,-5.349391724316613,-5.441680475423787,-5.497858509081892,-5.214236719887915,-5.349391724316613,-5.272649474538047,-5.264981693074027,-5.3772453370706685,-5.458681944963196,-5.1954216594888045,-5.337728964274698,-5.264981693074026,-5.537129540878136,-5.584991785776095,-5.584991785776095,-5.256083622510789,-5.375331071490381,-5.289703520469972,-4.928556526926793,-5.120432233141482,-5.302539577774251,-5.120432233141482,-5.291245792463515,-5.234420933706454,-5.201774796416248,-5.3289957976372495,-5.429346224987677,-5.181332793974247,-5.3289957976372495,-5.2592399978814495,-5.098051643544401,-5.249817818345763,-5.381206013578454,-5.158212824021132,-5.314664583385491,-5.249817818345763,-4.1736178513922155,-4.544143167847912,-4.95215582607576,-4.952155826075759,-5.186937471645379,-5.165842534936519,-4.893908145762711,-5.093983087214703,-5.286458497050768,-5.112709082530863,-5.286458497050768,-5.231273485341166,-4.746070997829014,-4.98113030253249,-5.217844003963983,-5.079756069403657,-5.2660321430232875,-5.217844003963983,-6.944464299105745,-6.659293127934575,-6.238167001808451,-5.569779614421066,-5.569779614421066,-5.417545380186832,-5.791707958950565,-5.779326456060391,-5.703147265308948,-5.312829346233803,-5.410505646811838,-5.312829346233804,-3.72790225318887,-4.203902253188869,-4.745289349963062,-4.852805478995319,-5.125353866092093,-5.125353866092093
28,0.794695,10.66520836988451,0.709,-5.5037567569812875,-5.5037567569812875,-5.46828578923935,-5.223324498916769,-5.380540627949027,-5.264940627949027,-5.437564495240635,-5.4532283129044545,-5.437564495240636,-5.208570193246334,-5.37139497957112,-5.258927743103884,-5.142886169491583,-5.228283026073116,-5.300797760847182,-5.142886169491583,-5.330679882654648,-5.232159253970955,-5.360786757838452,-5.394619353055458,-5.401930247652446,-5.191456376970427,-5.3607867578384525,-5.251953276881854,-5.241079066777878,-5.303239436215326,-5.346371258213646,-5.164773441253109,-5.344246992890388,-5.2410790667778775,-5.38521857396614,-5.413269594374304,-5.413269594374305,-5.19690224743553,-5.3641624515171635,-5.254172655598796,-4.984877861409934,-5.107665997003155,-5.2274626071726455,-5.107665997003155,-5.308848200392985,-5.217805827511629,-5.3066711293472695,-5.353309712985854,-5.376813986490126,-5.179393962070103,-5.353309712985854,-5.24703742971357,-5.148649913584851,-5.232682830724465,-5.303472842075203,-5.144170912449777,-5.331476247296543,-5.232682830724466,-4.488252673681981,-4.72856280026426,-4.996967863555398,-4.996967863555398,-5.2402305217832446,-5.172692547099701,-5.234561999861092,-5.298264575973505,-5.343346543186618,-5.163320782062497,-5.343346543186619,-5.2404870584091015,-4.959007960886557,-5.087917981336454,-5.215455813647292,-5.101899576428478,-5.305273809557312,-5.215455813647292,-7.3591903518664905,-6.920118279794419,-6.329433595109735,-5.636902063578204,-5.636902063578204,-5.43348764916379,-5.8188846704625465,-5.744312416127286,-5.614543630000117,-5.2935667513874005,-5.4240812022544524,-5.293566751387401,-3.061240627949032,-3.6392406279490315,-4.334659982787739,-4.6788857892393505,-5.043063208594189,-5.043063208594189
29,0.799056,10.872222441629962,0.833,-5.699190183565442,-5.699190183565442,-5.555970828726734,-5.381345022275122,-5.508767602920283,-5.4099676029202834,-5.431928994336514,-5.495174008581528,-5.431928994336514,-5.321772299179819,-5.471840675248195,-5.385689678097198,-5.290175290352947,-5.3869650742429265,-5.3661379622586445,-5.2901752903529475,-5.452254858132909,-5.372812814910905,-5.47823927068222,-5.530525364570615,-5.453422618777879,-5.332094895128632,-5.47823927068222,-5.3898964894598995,-5.381069628867578,-5.456350065475469,-5.40832403692803,-5.310435707792849,-5.464813541545999,-5.381069628867577,-5.220574482446289,-5.333834686527921,-5.333834686527921,-5.2746612171401654,-5.442638257956492,-5.366490298772819,-5.111086848409624,-5.250256339935046,-5.283019051799453,-5.250256339935046,-5.427510577223182,-5.356544475528267,-5.3946070570145785,-5.4666839800915,-5.414607057014577,-5.313453210860731,-5.4666839800915,-5.382299364706885,-5.26913163572758,-5.370901215750279,-5.356371136295115,-5.285484643673095,-5.449347299745739,-5.37090121575028,-4.97526674542743,-5.1465768720097085,-5.219981935300847,-5.219981935300847,-5.408744593528696,-5.344206618845151,-5.554374666454318,-5.5886439872974085,-5.4887587413957695,-5.349065532964856,-5.4887587413957695,-5.396812605564388,-5.308056797458183,-5.40061507966677,-5.374437165556341,-5.29416109193671,-5.454725509114624,-5.374437165556342,-7.2030062254137475,-6.847141360548881,-6.2539251443326656,-5.716546765954286,-5.716546765954286,-5.546573792981313,-5.915927643942103,-5.864638626601061,-5.65656348209239,-5.429655967641523,-5.53871377110973,-5.429655967641523,-3.611641796468673,-4.105641796468672,-4.587093409371898,-4.916028893242865,-5.220335344855768,-5.220335344855768
30,0.807281,11.674609409067935,0.319,-5.7713190864872885,-5.7713190864872885,-5.645344892938902,-5.474712634874386,-5.587515860680838,-5.497315860680838,-5.536239038697566,-5.591868668327194,-5.536239038697565,-5.422313112771639,-5.555035334993861,-5.475961260919787,-5.389634949342984,-5.479957149735911,-5.468196835394065,-5.389634949342985,-5.534779350128839,-5.462643790207425,-5.558048735905845,-5.608517292150308,-5.546361401982018,-5.427174510927989,-5.558048735905845,-5.477942447154738,-5.469938544248456,-5.541257603862226,-5.505467511502864,-5.407534681947868,-5.545874732325702,-5.469938544248456,-5.350333898863855,-5.449956347843447,-5.449956347843447,-5.380874715190385,-5.529349204986303,-5.459073694782221,-5.222513363870196,-5.352383420367371,-5.390632007937993,-5.352383420367371,-5.511688505113133,-5.447462516412568,-5.477323694782222,-5.54689512335365,-5.50889512335365,-5.409180837639364,-5.54689512335365,-5.470609409067936,-5.363890907365326,-5.460305209294949,-5.4562484556059605,-5.383896582734224,-5.531222348909025,-5.46030520929495,-5.063951181219833,-5.231343586283124,-5.317039788814771,-5.317039788814771,-5.489780295143885,-5.4330587761565425,-5.593904491035149,-5.635888097592526,-5.563002851690887,-5.435166786117116,-5.563002851690887,-5.481199573002361,-5.374758693321513,-5.468601229108833,-5.461292435652802,-5.386319020519878,-5.532723928495338,-5.461292435652802,-7.102600400058928,-6.7875643640228915,-6.26322202168055,-5.771456255914782,-5.771456255914782,-5.618249048707575,-5.942476461091055,-5.901973570917645,-5.724782819472559,-5.512863744328051,-5.6111643223627325,-5.512863744328051,-3.865480376809863,-4.3164803768098645,-4.760802957455029,-5.049899731648579,-5.324190054229224,-5.324190054229224
31,0.807815,10.592480841288962,0.521,-5.3203518090309,-5.3203518090309,-5.30247438967606,-5.142971163869607,-5.280161486450252,-5.194961486450253,-5.286990812798934,-5.294885399693522,-5.286990812798933,-5.135534972343093,-5.275552066360187,-5.1919309837391046,-5.0920918432535975,-5.1461075603459365,-5.196533886475603,-5.092091843253598,-5.248623277438274,-5.174226420856742,-5.273718219499767,-5.28475364908347,-5.280830708428023,-5.132576501164958,-5.273718219499768,-5.190725305416509,-5.1824329823468975,-5.215070261943875,-5.238463209047149,-5.112228952120196,-5.261105526427501,-5.182432982346897,-5.2606083923093685,-5.27474614741141,-5.274746147411411,-5.129654310676717,-5.271906861697125,-5.189534412717533,-4.992147507955627,-5.0698141746222944,-5.150147507955628,-5.0698141746222944,-5.234814174622295,-5.165147507955629,-5.256066921875042,-5.271279376087497,-5.272638350446471,-5.128642013450134,-5.271279376087497,-5.189121866929988,-5.133903088735046,-5.178024541629485,-5.215939411096,-5.101411601788394,-5.254400251050597,-5.178024541629484,-4.65912008179529,-4.815594765339595,-4.995582107111747,-4.995582107111746,-5.188800461542126,-5.134895398250988,-5.2518977031156595,-5.26809676634751,-5.270703323724559,-5.127712691406058,-5.270703323724559,-5.188743136370929,-5.032331557035384,-5.1004890212480625,-5.168797814704095,-5.078771229837019,-5.2403663218615595,-5.168797814704095,-6.939444805252929,-6.556300661108785,-6.0539312917394135,-5.50386822867635,-5.50386822867635,-5.342039399847521,-5.714035754583765,-5.620873904872782,-5.485191823947924,-5.230723615855437,-5.334555985797633,-5.230723615855437,-3.52015826064381,-3.9461582606438084,-4.466964712256708,-4.7417066477405765,-5.031432454192189,-5.031432454192189
32,0.821971,9.559813198538286,0.281,-5.794006746925382,-5.794006746925382,-5.667722875957641,-5.387677714667318,-5.495342230796351,-5.427542230796351,-5.558348811073899,-5.614115192840281,-5.558348811073899,-5.335149380874468,-5.462781859506947,-5.406135135860224,-5.271127540385044,-5.394862314451842,-5.425043061013728,-5.271127540385044,-5.42309708851864,-5.380044043332,-5.447460674180448,-5.529467760097187,-5.5068831719660984,-5.3104323305134855,-5.447460674180447,-5.396062091363796,-5.390926548664232,-5.486311939092443,-5.480644432795214,-5.2978308307801,-5.439649470578589,-5.390926548664231,-5.371986667926042,-5.471854014864817,-5.471854014864817,-5.293609116905634,-5.437032586293388,-5.389206055681144,-5.042183255035461,-5.220095684413993,-5.318784949950716,-5.220095684413993,-5.3914643284817885,-5.359246814357496,-5.316289389014477,-5.429337008062095,-5.446003674728763,-5.281194150919239,-5.429337008062095,-5.38414653187162,-5.249093561761897,-5.3780424834418055,-5.414816603759626,-5.266216149730114,-5.420052699105823,-5.3780424834418055,-4.633060033981323,-4.907787882082589,-5.128901806133223,-5.128901806133222,-5.334936616259805,-5.322082185880059,-5.265157460833367,-5.390305001816975,-5.422272214931729,-5.2697968050956625,-5.422272214931729,-5.379501723128451,-5.1505780247141555,-5.3028397834053616,-5.369093362137469,-5.244256961319472,-5.406441010399227,-5.369093362137469,-7.064642027367116,-6.76395734268243,-6.257452838177926,-5.670903288628376,-5.670903288628376,-5.542966351691439,-6.095871002006498,-6.024437475994937,-5.80782475923193,-5.454963487555628,-5.53705019275794,-5.454963487555628,-4.361458359828617,-4.700458359828616,-5.002845456602807,-5.068361585635063,-5.297409972731836,-5.297409972731836
33,0.82586,10.389031150564474,0.166,-5.817805344112857,-5.817805344112857,-5.668469860241891,-5.399689215080602,-5.508247279596732,-5.437847279596732,-5.5391308656641876,-5.605076734610057,-5.539130865664188,-5.337572461105784,-5.469743401276725,-5.412532575065899,-5.279758066085102,-5.407082231114571,-5.418750207538933,-5.279758066085102,-5.433906396144042,-5.388971229149936,-5.4586192816539345,-5.543617510174748,-5.501763657207521,-5.319626367570674,-5.458619281653934,-5.405218927358097,-5.399883375585465,-5.498780940656832,-5.4745030229406275,-5.306534089271443,-5.450503862571192,-5.399883375585465,-5.318750538319577,-5.436847477095085,-5.436847477095086,-5.288449517911412,-5.439293905666515,-5.392513293421617,-5.044172393502327,-5.22724583983001,-5.30940968163792,-5.227245839830011,-5.401356009321536,-5.367570698587073,-5.3226636291969545,-5.439834569367894,-5.438663629196952,-5.289321748855072,-5.439834569367894,-5.392868757402081,-5.252827972357892,-5.386524907658686,-5.406251354877755,-5.273755327635984,-5.430185520598527,-5.386524907658686,-4.703556467020171,-4.967233682210043,-5.15132228980498,-5.15132228980498,-5.354293808792322,-5.336629251830297,-5.326255974920448,-5.442576818011782,-5.440330916372437,-5.290122485459088,-5.440330916372437,-5.393195084990704,-5.199982070809874,-5.346184524797603,-5.381724402098216,-5.261975935840548,-5.422883911300671,-5.381724402098216,-7.098986105519437,-6.795805925339254,-6.26309421362754,-5.68526538479871,-5.68526538479871,-5.554229348762673,-6.106747913570258,-6.0383721910269035,-5.802574503165631,-5.464094734379503,-5.548169878888174,-5.464094734379503,-4.330321473145115,-4.682321473145115,-4.978095666693504,-5.068127924758021,-5.30272469895157,-5.302724698951571
34,0.827263,11.622048975110925,0.978,-6.255661878336731,-6.255661878336731,-6.121029620272214,-5.92251994285286,-6.030590910594796,-5.932990910594796,-6.004425043486992,-6.063878034939984,-6.004425043486993,-5.866519060581011,-5.9958780349399845,-5.910168633230583,-5.826962531103066,-5.928410468234697,-5.922060762930178,-5.826962531103066,-5.971358405366328,-5.894047992792654,-5.994507788219871,-6.056307611071952,-5.999822225775229,-5.864308496811545,-5.994507788219871,-5.909267752790287,-5.900750906261219,-5.984737472172218,-5.9563075813241895,-5.843410016252823,-5.981553593079019,-5.9007509062612185,-5.805742852661943,-5.912212240417046,-5.9122122404170465,-5.822232648580313,-5.968426526131333,-5.892120403682354,-5.639255189800191,-5.785122421438609,-5.834941630478156,-5.785122421438609,-5.945423268896236,-5.876996715223919,-5.895658254720205,-5.980849951911902,-5.953943969005918,-5.84227486033681,-5.980849951911902,-5.9002882913502415,-5.775867363306158,-5.8894065233515605,-5.898346364441231,-5.815573379197191,-5.9642986913424805,-5.8894065233515605,-5.432726190300802,-5.627466696629916,-5.739086949794471,-5.73908694979447,-5.916887582705862,-5.858235683971684,-5.978203541855658,-6.04386162148095,-5.992255064103899,-5.860674267850973,-5.992255064103899,-5.907786680028957,-5.751918095765323,-5.871124639732602,-5.887230979200904,-5.810235069180455,-5.960989670407448,-5.887230979200904,-7.531094020155969,-7.22927420033615,-6.712985912047861,-6.206814740876691,-6.206814740876691,-6.048850776912727,-6.3349507092149695,-6.316187703434623,-6.157829321931732,-5.940193483781445,-6.041546084937514,-5.940193483781445,-4.193468329949629,-4.681468329949631,-5.163919942852857,-5.462855426723827,-5.745661878336731,-5.745661878336731
35,0.828997,8.923040732551554,0.402,-5.7685246035192925,-5.7685246035192925,-5.646614926099939,-5.368402022874134,-5.469963313196715,-5.389763313196715,-5.5410293365401575,-5.594864094374914,-5.5410293365401575,-5.317693154203976,-5.438530761041582,-5.369097712608534,-5.253632088150768,-5.37547688186393,-5.407641911333479,-5.253632088150768,-5.398821675577095,-5.342990634319726,-5.42209830562507,-5.504077047874848,-5.485830812268117,-5.291183336625956,-5.42209830562507,-5.358294054075026,-5.351918986119984,-5.450505048252644,-5.453259036497817,-5.275540312736273,-5.4124017736934515,-5.351918986119983,-5.361122365204617,-5.457530528469921,-5.457530528469922,-5.277591752959718,-5.413673385612778,-5.35275501826584,-5.028184800348166,-5.203379715602402,-5.303006834246469,-5.203379715602402,-5.367672088483758,-5.3225110715346045,-5.290972356483179,-5.403980903491725,-5.4249723564831775,-5.261955262466085,-5.403980903491725,-5.346382612893434,-5.205326771144064,-5.338602594072553,-5.385222344356322,-5.242864796115686,-5.3921474294868545,-5.338602594072553,-4.615173643943962,-4.888104023690795,-5.111319213564213,-5.1113192135642125,-5.310607188247756,-5.284993264197123,-5.226572348476613,-5.354820592036331,-5.395082887118299,-5.247600451521109,-5.395082887118299,-5.340532535830242,-5.080435415578139,-5.243265681426808,-5.3272575014677095,-5.215026417623129,-5.374891448297975,-5.3272575014677095,-6.967130822641643,-6.683491183002003,-6.202914606425427,-5.635572264083085,-5.635572264083086,-5.498644336155158,-5.930277726771205,-5.8920002701238054,-5.721688131395483,-5.404456917522651,-5.492312408852132,-5.404456917522651,-4.073976216422517,-4.474976216422518,-4.8601375067451,-4.990685893841876,-5.2358310551321985,-5.2358310551321985
36,0.844792,11.901871648972966,0.329,-5.466903907037484,-5.466903907037484,-5.385323261876192,-5.1555490683278045,-5.293226487682643,-5.205226487682643,-5.314666520767838,-5.3506921617934795,-5.314666520767838,-5.121615238716555,-5.272192161793479,-5.191397289998607,-5.066241000642906,-5.161054360171395,-5.1993667373816095,-5.066241000642907,-5.2378677196998815,-5.168830391605579,-5.265382720717874,-5.313070940381293,-5.2917928181492275,-5.110629842064197,-5.265382720717874,-5.186920364650557,-5.179080716983042,-5.247191548217299,-5.25173814771352,-5.091393059552311,-5.25345855073619,-5.179080716983042,-5.194274710197453,-5.258790016319903,-5.258790016319904,-5.094779812238271,-5.255557873462762,-5.180460934687251,-4.890809502080309,-5.027137185696129,-5.117945095300649,-5.027137185696129,-5.213628711119859,-5.152894247843022,-5.189104860206177,-5.254843565944883,-5.256390574491891,-5.093627448728766,-5.254843565944883,-5.1799913070926245,-5.077803544546178,-5.169880729563204,-5.20473316997183,-5.068818300505315,-5.2394652925597995,-5.1698807295632045,-4.5143589907451185,-4.739770383150182,-4.943226079352713,-4.943226079352713,-5.161615319859042,-5.118697598340055,-5.184358768410906,-5.251220595108799,-5.254187808223552,-5.092569541244629,-5.254187808223552,-5.1795601735631305,-4.984436066150881,-5.098607845291985,-5.16139925633493,-5.048006618298119,-5.226564900506709,-5.16139925633493,-7.0917455228468445,-6.707241018342339,-6.139448225549545,-5.517727504828823,-5.517727504828823,-5.352826603927921,-5.843073961111696,-5.754056620071234,-5.559912111400712,-5.23939766053366,-5.345201128741753,-5.23939766053366,-3.607549068327801,-4.047549068327802,-4.522355519940707,-4.741097455424578,-5.036323261876191,-5.036323261876191
37,0.845893,7.716269118243055,0.237,-5.574623956952732,-5.574623956952732,-5.532236860178539,-5.40672073114628,-5.536172344049507,-5.483172344049507,-5.495525528499465,-5.5142434772174145,-5.495525528499465,-5.389089631063568,-5.525243477217414,-5.475987066961004,-5.3585598844513065,-5.409689550463094,-5.431956741032839,-5.3585598844513065,-5.506319216474882,-5.463545149677239,-5.530007825063249,-5.540565841006562,-5.511529525683268,-5.396775761289999,-5.53000782506325,-5.479119428251913,-5.4740348613161025,-5.497838387764466,-5.485551234112073,-5.384299344943306,-5.52227415602643,-5.4740348613161025,-5.4329731998757085,-5.466493608038974,-5.466493608038974,-5.375146669263463,-5.516600750896116,-5.47030483252877,-5.263955558921021,-5.337472508073564,-5.3880487792600045,-5.337472508073564,-5.493247931802377,-5.454951321632885,-5.513120156094093,-5.527674490648428,-5.503691584665521,-5.393011486985424,-5.527674490648428,-5.4775853575592945,-5.438640287369049,-5.470819629026256,-5.469123828799241,-5.37640986739175,-5.517383760694814,-5.470819629026256,-5.054288105584826,-5.177421016977231,-5.290737472673435,-5.290737472673435,-5.464278611913941,-5.435905194192422,-5.586697689671626,-5.583840546814484,-5.537840546814484,-5.409411975385912,-5.537840546814484,-5.484269118243056,-5.443183228672503,-5.47428752315103,-5.471232308427104,-5.3774224924761835,-5.518011449531398,-5.471232308427104,-7.102386235360175,-6.740854703828642,-6.241305154279093,-5.7472601092340465,-5.7472601092340465,-5.62195380292774,-6.153535014196814,-6.0165407945436336,-5.800922297433807,-5.535760447722824,-5.61615929165346,-5.535760447722824,-4.454785247275312,-4.719785247275313,-5.012494924694668,-5.157107827920474,-5.381446537597894,-5.381446537597894
38,0.859672,11.259348318024385,0.798,-6.033025737379223,-6.033025737379223,-5.984632188992126,-5.589774124475998,-5.67989993092761,-5.55969993092761,-5.942718688394755,-5.964089058765126,-5.942718688394756,-5.569644614320681,-5.667422392098459,-5.551496466172533,-5.462633190323008,-5.597611579321044,-5.719900380892754,-5.462633190323009,-5.60108996831908,-5.507885646118687,-5.623287201992498,-5.720248229450425,-5.794463464171417,-5.498443092160788,-5.623287201992498,-5.5224794074840835,-5.512407092163763,-5.635606924237651,-5.743001550602051,-5.473727831038659,-5.607967125748986,-5.512407092163763,-5.871302399657037,-5.909572807820303,-5.909572807820304,-5.553725869044793,-5.657554950677445,-5.545009032310099,-5.212885041188226,-5.406964137233424,-5.603986736103481,-5.406964137233424,-5.5665827813012205,-5.48519860051026,-5.468196913872981,-5.601858696534763,-5.722482628158694,-5.4638733485494155,-5.601858696534763,-5.508391053067119,-5.329215514392149,-5.4957660251753495,-5.657978283972172,-5.4328942885124665,-5.582655923018709,-5.4957660251753495,-4.396114140809195,-4.783474900302866,-5.224905280049701,-5.224905280049701,-5.45373122941679,-5.411003381315524,-5.098132861349911,-5.319367053387382,-5.550727709125087,-5.3813857887503795,-5.550727709125087,-5.474774547532581,-4.894659156470191,-5.164043614547901,-5.456291058310683,-5.3360313446092515,-5.522614166695141,-5.456291058310683,-7.096672642348707,-6.844969939646005,-6.47829426397033,-5.826861831537897,-5.826861831537897,-5.656321290997357,-5.8052962949029965,-5.859186468313401,-5.878937913400106,-5.539013057908777,-5.648435023226696,-5.539013057908777,-3.4933160599598683,-4.094316059959867,-4.8058967051211585,-5.023670898669546,-5.328993479314707,-5.328993479314707
39,0.860413,11.8820689467904,0.73,-5.906875398403299,-5.906875398403299,-5.857559269371043,-5.517804430661366,-5.646339914532334,-5.529539914532335,-5.814846724568178,-5.8366245023459555,-5.814846724568178,-5.497291169012621,-5.633624502345954,-5.5211800579015105,-5.406204506711814,-5.524683878028119,-5.625186824982934,-5.406204506711814,-5.5771632493444265,-5.484059123607689,-5.60457116113938,-5.6761088050720625,-5.717253180625652,-5.450420585408645,-5.60457116113938,-5.502078689925918,-5.491838048385699,-5.59005299380971,-5.66493124737814,-5.425292288520039,-5.588995059300895,-5.491838048385698,-5.742068946790403,-5.781068946790401,-5.781068946790402,-5.4810689467904,-5.6235689467903995,-5.5145689467903996,-5.1869842010276885,-5.3573401332310775,-5.523441828146332,-5.3573401332310775,-5.546874031536162,-5.46414521797684,-5.490145869867323,-5.588761254482707,-5.664145869867323,-5.424915100636554,-5.588761254482707,-5.491684331405784,-5.34579766415703,-5.478571784474849,-5.597150672102546,-5.392739775394259,-5.568816960411285,-5.478571784474849,-4.498398060714449,-4.831701858182804,-5.203853756916981,-5.203853756916981,-5.451733503752424,-5.401594263246096,-5.258872225478921,-5.412216487774003,-5.556806651708431,-5.373364028757612,-5.556806651708431,-5.470675504167449,-5.028132341473426,-5.236079171739274,-5.449715163559316,-5.32193193247547,-5.524925797506145,-5.449715163559316,-7.423825703547151,-7.064852730574179,-6.561609487330938,-5.855933811655263,-5.855933811655263,-5.667339217060669,-5.995739467021616,-5.974710565287511,-5.898803050836644,-5.537612299391556,-5.6586180797383765,-5.537612299391556,-3.4390044306613845,-4.023004430661379,-4.712165720983956,-4.967714108080726,-5.3053592693710465,-5.3053592693710465
40,0.870124,11.40572101874594,0.757,-5.9597532768104555,-5.9597532768104555,-5.746172631649165,-5.405398438100778,-5.514075857455617,-5.364075857455617,-5.561191104216024,-5.655507343532264,-5.561191104216023,-5.3165586255835455,-5.459007343532264,-5.327870591395512,-5.2463889951702996,-5.415200390062245,-5.4150844765062525,-5.2463889951703,-5.415511784954191,-5.29927406393258,-5.442625358869942,-5.564999140978003,-5.506162117063033,-5.290130230437701,-5.442625358869943,-5.317100115291555,-5.304558130416805,-5.4596043100977445,-5.442082059887836,-5.259354939820666,-5.423548894480616,-5.304558130416805,-5.246001630990834,-5.414904692215325,-5.414904692215325,-5.246302651399,-5.415458263643898,-5.299238875888796,-4.934040227785487,-5.176766216486052,-5.270116498971927,-5.176766216486052,-5.3723551995369,-5.270900397277012,-5.246887074911996,-5.415580603605524,-5.4153156463405665,-5.246500017524938,-5.415580603605524,-5.29931930934423,-5.074012732707347,-5.2836154568844185,-5.335080837134134,-5.207966194682375,-5.391694912049004,-5.2836154568844185,-4.547050132669992,-4.881353930138347,-5.090505828872522,-5.090505828872522,-5.318885575707965,-5.235746335201636,-5.247699941462568,-5.416201112422756,-5.4156929157014435,-5.246681206099569,-5.415692915701443,-5.299393149893481,-4.936140241649826,-5.178369280504631,-5.271091161895224,-5.177234311179477,-5.372645354124263,-5.271091161895224,-7.242342640367564,-6.938829126854049,-6.34145074847567,-5.691288586313507,-5.691288586313507,-5.480585883610805,-5.646848186376,-5.720894429150566,-5.600946452271952,-5.33565165458409,-5.470842406029177,-5.33565165458409,-2.790398438100782,-3.540398438100782,-4.275204889713683,-4.698946825197553,-5.0761726316491655,-5.0761726316491655
41,0.870882,12.40368207514518,0.42,-3.746391752564538,-3.746391752564538,-4.236017559016149,-4.477185300951632,-4.784788526758084,-4.802188526758084,-4.660080935544041,-4.443864411327517,-4.660080935544041,-4.680847317310422,-4.911031077994183,-4.885187773150879,-4.686803882610798,-4.4642636075616835,-4.672483646854414,-4.686803882610799,-4.914723332512567,-4.887615277502745,-4.9512631203179,-4.666140888254127,-4.795225033515419,-4.745752048572992,-4.9512631203179,-4.911638673905145,-4.907679556253493,-4.632870992021756,-4.774996936606137,-4.7360372388731395,-4.94524126909984,-4.907679556253493,-5.382641258818649,-4.9954371771859964,-4.9954371771859964,-4.841906564941098,-5.010865748614568,-4.950824932288038,-5.09856625593614,-4.77858602994744,-4.863591679664954,-4.77858602994744,-4.97161569096439,-4.92501964576665,-5.407319437782543,-5.014275481738587,-5.006890866353972,-4.847407349870455,-5.014275481738586,-4.953066690529796,-5.316305230650288,-4.9447989877445,-4.9646491580055665,-4.827120213624181,-5.001700236325657,-4.9447989877445,-4.746169416917332,-4.5095808093223955,-4.700036505524928,-4.700036505524927,-4.9229257460312565,-4.89300802451227,-5.429974815192018,-5.031569662967195,-5.017405728540965,-4.852457250789208,-5.017405728540965,-4.955124698096,-5.263127882916142,-4.904205592527594,-4.939968373713688,-4.815266942220845,-4.994352831791397,-4.939968373713688,-7.376664057127163,-6.517591985055092,-5.9209073003704065,-5.286375768838874,-5.286375768838874,-5.13196135442446,-6.207398838150965,-5.625023115607611,-5.378225427746338,-5.02574565896021,-5.1248208034688805,-5.02574565896021,-4.114036913854866,-4.0270369138548645,-4.406649817080668,-4.559133688048408,-4.835585300951633,-4.835585300951633
