RA_d,DEC_d,logP,modulus_IRSB,EBV,B_mag,V_mag,I_mag,K_mag,J_mag,H_mag,Source,Gmagmean,BPmagmean,RPmagmean,M_B,M_V,M_I,M_K,M_J,M_H
274.24881696734,-19.0758304819,1.339443,11.279,0.435,9.424,8.03,6.497,4.568,5.404,4.765,4094784475310672128,7.645547,8.504802,6.727216,-3.6956155000000006,-4.654050000000001,-5.6362704,-6.87820095,-6.2852746,-6.76831405
310.85079879945,35.58779920825,1.214482,10.285,0.228,7.533,6.377,5.223,3.838,4.471,3.964,1870258975238302208,6.148603,6.761682,5.382937,-3.7167364000000003,-4.64444,-5.509755520000001,-6.53463636,-6.02904048,-6.45429564
342.2632531794,56.42820304529,0.735997,11.33,0.336,9.306,8.405,7.317,6.046,6.608,6.157,2004036486267748352,8.076916,8.597978,7.372091,-3.4457168000000014,-4.010280000000001,-4.67285024,-5.4131483199999995,-5.038901760000001,-5.3694356800000005
277.8322831043,-13.10817501589,0.62305,11.981,0.589,11.138,10.011,8.62,6.826,7.479,6.951,4104857784196182400,9.487696,10.241294,8.642192,-3.3352357,-3.87247,-4.5177017600000005,-5.381393930000001,-5.05752124,-5.374347070000001
205.0776831656899,-57.61317788237,1.039548,10.999,0.271,8.803,7.819,6.736,5.407,5.991,5.53,5871922507947292032,7.554348,8.100707,6.837369,-3.3426823,-4.0553300000000005,-4.795200640000001,-5.696164270000001,-5.263596360000001,-5.62743473
276.1854205134799,-16.79717170174,0.807815,10.477,0.521,9.967,8.856,7.469,5.824,6.496,5.961,4096979650282842112,8.415054,9.12598,7.588366,-2.7145072999999993,-3.3038300000000005,-4.0311606399999995,-4.853256770000001,-4.47238636,-4.82059223
12.47193389635,60.12738328309,0.653376,11.039,0.533,11.085,9.953,8.736,7.212,7.832,7.335,426881614218441600,9.545004,10.176723,8.765274,-2.2092829,-2.807590000000001,-3.3497267199999996,-4.03186921,-3.7097042799999995,-4.01560779
82.16349489446,42.4377345617,0.586529,11.575,0.375,10.512,9.614,8.571,7.167,7.743,7.284,195373217573454464,9.423335,10.007726,8.687706,-2.6497374999999987,-3.1722499999999982,-3.7404399999999995,-4.552138749999999,-4.1856849999999985,-4.510236249999999
332.26208440815,51.04585671836,0.635863,11.936,0.217,9.874,9.144,8.277,7.225,7.706,7.316,1977074811892425600,9.004548,9.432541,8.389754,-2.9801921,-3.49291,-4.085153280000001,-4.794408290000001,-4.43466572,-4.7468647100000005
268.16125793753,-6.14357613106,1.233609,8.78,0.647,7.531,6.166,4.524,2.682,3.437,2.869,4175017625462647168,5.613028,6.505754,4.66687,-3.9866510999999996,-4.703809999999999,-5.52660448,-6.34668739,-5.953224519999999,-6.28925561
279.51377674286,-8.3689343739,1.014575,11.248,0.757,11.194,9.632,7.841,5.691,6.578,5.896,4156450099578283776,8.867085,9.853039,7.876257,-3.257094099999998,-4.061109999999999,-4.893626879999999,-5.847968089999999,-5.383972119999999,-5.794564909999999
275.34577600081,-18.8600017917939,0.761428,8.143,0.188,6.595,5.743,4.797,3.612,4.131,3.702,4096107909387492992,5.458636,5.939829,4.788065,-2.3434844000000012,-3.0072400000000004,-3.715201920000001,-4.60326156,-4.189314080000001,-4.550910440000001
282.36912119708,-16.72302666693,0.980171,10.361,0.281,8.372,7.351,6.214,4.903,5.472,5.003,4099189015819292800,7.002386,7.574159,6.273466,-3.177995300000001,-3.917630000000001,-4.69883904,-5.566007970000001,-5.1540279600000005,-5.52228103
340.21727376193,56.82946771512,1.036854,11.37,0.37,9.514,8.414,7.148,5.693,6.346,5.827,2007201567928631296,8.082832,8.73303,7.286368,-3.4215809999999998,-4.1511,-4.9486208,-5.8192169,-5.372969199999999,-5.759313099999999
280.73864117458,-5.82090301783,1.110645,12.298,0.492,10.927,9.592,8.055,6.323,7.055,6.478,4253435825622331392,9.153911,9.983527,8.289562,-3.4527996000000005,-4.295159999999999,-5.2092092800000005,-6.16411004,-5.70703472,-6.10763796
337.2927611001309,58.4151937815694,0.729678,7.13,0.075,4.612,3.959,3.209,2.325,2.748,2.392,2200153454733285248,3.777625,4.17233,3.231772,-2.8353475,-3.4132499999999997,-4.068288,-4.833827749999999,-4.452736999999999,-4.78184725
298.1182038432421,1.0056588834764,0.85593,7.032,0.129,4.689,3.904,3.018,1.985,2.46,2.066,4240272953377646592,3.668186,4.181311,3.085285,-2.8888377,-3.54467,-4.267335360000001,-5.09658373,-4.69366764,-5.04141727
146.3117154353821,-62.5079028646289,1.550816,8.496,0.146,5.009,3.729,2.557,1.093,1.766,1.212,5250032958818831360,3.386664,4.102656,2.659781,-4.1047698,-5.238580000000001,-6.2257206400000005,-7.45911802,-6.86770136,-7.36935598
266.89009978762,-27.83078771636,0.845893,7.529,0.237,5.311,4.561,3.655,2.521,3.016,2.618,4057701830728920064,4.315389,4.769562,3.678047,-3.2208181,-3.73351,-4.33943008,-5.09909569,-4.73652892,-5.04955731
