,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
22,XLac,0.735997,12.18,0.38787963288459615,-3.0935182906245933,-2.893712069158398,-3.9425712142172467,-3.7535871232015325,-4.964883298244086,-4.8499809709065325,-5.620930794551437,-5.624524182224076,-6.053330389773322,-6.145319379360307,-6.153940974491853,-6.28080877110216
23,VCen,0.739882,9.151000000000002,0.2664111267728845,-1.3292632007141068,-1.4657120691583971,-2.227887939476418,-2.2955871232015324,-3.3008198672016618,-3.3419809709065325,-4.051979278327114,-4.130524182224075,-4.506870717045232,-4.645319379360307,-4.631395664797694,-4.78880877110216
24,FMCas,0.764123,11.251999999999999,0.34632673835574257,-1.2232398280046535,-1.1527120691583965,-2.1928853648890483,-2.102587123201531,-3.3158823018525414,-3.260980970906532,-4.049114526547602,-4.081524182224075,-4.518468251044917,-4.628319379360306,-4.622197358421797,-4.76080877110216
25,CSVel,0.771201,12.455,0.6861310017554222,0.8092419922722807,0.5742879308416022,-0.5816931356700149,-0.7245871232015323,-2.2871014264873692,-2.373980970906533,-3.567022395615645,-3.667524182224075,-4.1912604575562735,-4.343319379360308,-4.417447483144732,-4.58380877110216
26,MWCyg,0.774852,10.828000000000001,0.6984903090039875,-0.25564654448857366,-0.0067120691583980735,-1.5500736980828798,-1.3235871232015315,-3.078684808434392,-2.940980970906533,-4.088881519840202,-4.081524182224076,-4.656118339353003,-4.741319379360308,-4.8114037700718635,-4.933808771102161
27,FMAql,0.786342,10.827,0.8157436447231688,-2.240420383917144,-1.3007120691583964,-3.2893819724558346,-2.535587123201531,-4.555288239253147,-4.0969809709065315,-5.246855535957104,-5.085524182224074,-5.724561137014505,-5.7143193793603055,-5.8391534547222435,-5.898808771102159
28,CRCep,0.794695,10.007,0.7581919557047697,0.8328540778264085,1.0212879308416043,-0.5108900169264063,-0.3305871232015312,-2.174605130291254,-2.064980970906531,-3.2993958849425105,-3.305524182224074,-3.9377590930636788,-4.031319379360307,-4.090907912014242,-4.21880877110216
29,RSCas,0.799056,10.524999999999999,0.7306298457399658,1.3311588337204832,0.8782879308416041,-0.2503444017400882,-0.5595871232015298,-2.106961396257973,-2.294980970906531,-3.5444485653081053,-3.6935241822240736,-4.238151336714956,-4.420319379360306,-4.45565198380707,-4.641808771102159
30,RRLac,0.807281,11.263,0.2708602589281779,-1.3063063136027986,-1.529712069158396,-2.2655086363380135,-2.3995871232015302,-3.3524612508935125,-3.4339809709065316,-4.1595965218107,-4.257524182224075,-4.615856063177181,-4.766319379360307,-4.717496527724223,-4.88280877110216
31,XXSgr,0.807815,10.628,0.5499242772660767,-0.7833872943959493,-0.6807120691583957,-1.8654254155694274,-1.750587123201531,-3.2158026526662113,-3.1459809709065314,-4.159280221346273,-4.184524182224075,-4.6839100002180665,-4.789319379360307,-4.815117624452762,-4.95080877110216
32,BBSgr,0.821971,9.784,0.292047592293089,-1.9067456772697478,-1.8797120691583968,-2.8796837231066776,-2.8225871232015316,-3.9836957036488605,-3.9489809709065327,-4.69541964714715,-4.7375241822240755,-5.151458753882309,-5.267319379360307,-5.278246363049695,-5.420808771102161
33,VCar,0.82586,9.851,0.14060116812002293,-1.508529922666254,-1.6357120691583975,-2.400961773027674,-2.4615871232015314,-3.380120758000826,-3.416980970906532,-4.021044837724082,-4.097524182224076,-4.449151080918011,-4.586319379360308,-4.557237450990295,-4.713808771102161
34,V0495Cyg,0.827263,13.101,0.9228280005277039,-0.6215507186328731,-0.8747120691583965,-2.3047944417044834,-2.4615871232015314,-4.298651020556326,-4.393980970906532,-5.815963976977709,-5.920524182224075,-6.526744793948512,-6.681319379360308,-6.765793538562835,-6.933808771102161
35,USgr,0.828997,9.078,0.44081995122832845,-1.4562588596324264,-1.3117120691583968,-2.5133884424675004,-2.3665871232015308,-3.7282361730202402,-3.6389809709065317,-4.52761342520051,-4.543524182224075,-5.007695308086617,-5.107319379360306,-5.1389212246536315,-5.270808771102159
36,TWCMa,0.844792,11.306999999999999,0.35927577993545495,-0.9011059076408889,-0.792712069158395,-1.8407907691915184,-1.7215871232015303,-2.9474567876684423,-2.8749809709065306,-3.6755549046039224,-3.6995241822240734,-4.149700129223665,-4.2543193793603065,-4.24963710153379,-4.3848087711021595
37,xSgr,0.845893,8.091000000000001,0.2522471895914365,-2.8445154333182456,-2.7997120691583968,-3.5792484223803402,-3.5085871232015315,-4.465943040807248,-4.422980970906533,-5.0893805393350595,-5.127524182224075,-5.4819139644508414,-5.595319379360307,-5.57586056226326,-5.71680877110216
38,V0600Aql,0.859672,11.805,1.0945291978511555,-1.5327039948675945,-0.29771206915839654,-2.726789309059232,-1.747587123201531,-4.1883358999080125,-3.5929809709065315,-5.010674478245296,-4.783524182224075,-5.52835986493972,-5.477319379360305,-5.646976927778048,-5.679808771102159
39,V0459Cyg,0.860413,11.926,0.9192408637285929,-0.6917348666947947,0.0892879308416041,-1.9362479898433538,-1.30358712320153,-3.46063877782476,-3.075980970906532,-4.389484413034259,-4.263524182224074,-4.963635886161646,-4.975319379360306,-5.095738510791359,-5.16980877110216
40,CKSct,0.870124,10.186,0.7141680960849267,2.1602346350358492,1.9592879308416031,0.5273470496456865,0.4104128767984686,-1.3238849938154216,-1.394980970906531,-2.6476026615034587,-2.740524182224074,-3.34095918401413,-3.4883193793603064,-3.5175367010921628,-3.680808771102159
41,TZMon,0.870882,13.4,0.5482561171899263,-2.4836901086657353,-1.960712069158397,-3.018267258523463,-2.5825871232015323,-4.183874493182265,-3.9189809709065324,-4.969966039488851,-4.901524182224075,-5.4689823737927465,-5.516319379360307,-5.593297803764292,-5.69080877110216
42,V1344Aql,0.873787,11.139000000000001,0.5135738741939306,-1.870795333876779,-2.027712069158397,-3.2682636136463965,-3.351587123201532,-4.76432027709701,-4.814980970906533,-5.829416975184749,-5.912524182224076,-6.391042714069998,-6.532319379360308,-6.5365363700239225,-6.695808771102161
43,RSOri,0.878917,11.488,0.4300502762427827,-2.4422541338660864,-2.1317120691583966,-3.326102392264188,-3.052587123201531,-4.388278254496626,-4.2219809709065315,-5.072613898541142,-5.051524182224075,-5.515630532999817,-5.5923193793603065,-5.601000184679438,-5.71780877110216
44,BKAur,0.903222,11.067,0.41296551763902206,-0.4920784947859957,-0.5627120691583981,-1.5711286219740412,-1.5885871232015312,-2.794366202160217,-2.804980970906532,-3.6686495576164213,-3.7325241822240756,-4.174964280577303,-4.304319379360308,-4.290374306014912,-4.441808771102161
45,GHLup,0.967448,10.121,0.27902033811258226,-0.9893576566557702,-1.2967120691583973,-2.2644256921036416,-2.462587123201532,-3.623498820799014,-3.7439809709065326,-4.5648843020942635,-4.681524182224075,-5.121257050270759,-5.283319379360307,-5.281870657360334,-5.454808771102161
46,FNAql,0.976878,10.187999999999999,0.6410737835417502,-1.2511637003002072,-0.6147120691583963,-2.2998883208398535,-1.7775871232015317,-3.5455400990706303,-3.2279809709065317,-4.284259389685237,-4.190524182224075,-4.783660786072013,-4.815319379360306,-4.891605710179943,-4.97880877110216
47,YZSgr,0.980171,10.123,0.3221491354733845,-1.9251143369285315,-1.7707120691583964,-2.9049117075790316,-2.750587123201531,-3.989810318208051,-3.8959809709065314,-4.6898102186130775,-4.703524182224075,-5.144057019071805,-5.242319379360307,-5.235816493201906,-5.366808771102161
48,SNor,0.989194,9.572,0.09094418292886396,-1.8244094212269018,-2.216712069158396,-2.85857971086023,-3.1215871232015306,-3.9720724642030207,-4.1319809709065325,-4.759949275571187,-4.895524182224075,-5.245519927665701,-5.4193193793603065,-5.376153985592367,-5.55680877110216
49,DDCas,0.991759,11.978000000000002,0.5304109520156777,-1.2422428612639371,-0.9217120691583969,-2.35872737501064,-2.0775871232015324,-3.6289142440064692,-3.457980970906533,-4.426840393503108,-4.403524182224076,-4.957010654876926,-5.032319379360308,-5.060907557626266,-5.17680877110216
50,BZCyg,1.006127,11.66,0.7880455223770553,0.5872434811659655,0.15728793084160259,-1.1258370372778888,-1.4175871232015318,-3.145596918664957,-3.3229809709065328,-4.682556414885144,-4.826524182224076,-5.448317503747298,-5.627319379360308,-5.698733607436069,-5.882808771102161
51,SYAur,1.006262,11.956,0.537329618930461,-2.3116812165804603,-1.8857120691583966,-3.226214669145389,-2.864587123201531,-4.319850518840396,-4.099980970906532,-5.047342683390453,-5.0005241822240745,-5.493578855115315,-5.554319379360306,-5.5914855456283,-5.697808771102159
52,YSct,1.014575,11.040000000000001,0.7498340284205114,0.18432137554429084,0.13428793084160423,-1.3848539117982521,-1.3865871232015317,-3.184927178373337,-3.185980970906532,-4.455241342245089,-4.514524182224075,-5.139810558035483,-5.266319379360307,-5.346245615503992,-5.49580877110216
53,TWNor,1.032868,11.568999999999999,1.162604254668052,2.0372867172230724,2.0412879308416043,0.11389825742219256,0.15341287679846935,-2.2930058594873066,-2.268980970906531,-4.06828570883272,-4.115524182224075,-4.878276415406583,-4.997319379360307,-5.181154107366759,-5.32580877110216
54,ZLac,1.036854,11.369,0.45372024963480734,-2.2092454922797606,-1.8747120691583967,-3.225416406320428,-2.9335871232015314,-4.38541317504282,-4.207980970906532,-5.101961590645565,-5.075524182224075,-5.590945369543998,-5.664319379360307,-5.7081795523521315,-5.82280877110216
55,XXCen,1.039548,10.959,0.2655061215899186,-2.1327537522834223,-2.175712069158396,-3.1222547727354377,-3.118587123201532,-4.212210901823147,-4.209980970906533,-4.962818393638749,-5.020524182224076,-5.4257881138651145,-5.551319379360307,-5.549888317955517,-5.69880877110216
56,TYSct,1.043507,11.678999999999998,0.987487756938174,0.7328475540675047,0.808287930841604,-0.9336354549103016,-0.8395871232015307,-2.898162356585464,-2.840980970906532,-4.345209552833807,-4.376524182224074,-5.054147017338765,-5.163319379360306,-5.258643619134325,-5.396808771102159
57,V340Nor,1.052579,10.854000000000001,0.15325188361289974,-0.6139760951312636,-1.3477120691583975,-1.9379435840696662,-2.4615871232015314,-3.3546056991143574,-3.6729809709065324,-4.422843526548343,-4.634524182224076,-5.02334478871661,-5.244319379360308,-5.2031382865042906,-5.414808771102161
58,AAGem,1.053181,11.836,0.19300580093383207,-0.5361937454913238,-1.0467120691583967,-1.7323387370162777,-2.0855871232015315,-3.0272059521058967,-3.241980970906532,-3.9925989112087525,-4.154524182224074,-4.568186311399946,-4.758319379360306,-4.685415309704936,-4.8768087711021595
59,RXAur,1.065337,10.524000000000001,0.24046448913690516,-1.7976454928849865,-1.9127120691583963,-2.782210299912204,-2.8335871232015317,-3.88974386234662,-3.920980970906532,-4.683745407574364,-4.757524182224075,-5.155825064284109,-5.291319379360306,-5.246338025689552,-5.40180877110216
60,UUMus,1.065819,11.56,0.33499598072181064,-0.33202329322819807,-0.6437120691583973,-1.5431170177314486,-1.7445871232015315,-2.9384871467807208,-3.0609809709065323,-3.9669181691775837,-4.084524182224076,-4.530658180209393,-4.693319379360307,-4.705476925110043,-4.87880877110216
61,RYCas,1.084181,11.662,0.4447550509361521,0.39205135297385896,-0.3607120691583974,-1.1524188145237724,-1.6905871232015326,-2.9187746392304534,-3.2459809709065324,-4.323602293840942,-4.539524182224076,-5.009715805428804,-5.233319379360307,-5.222409838928329,-5.4358087711021605
62,UNor,1.101875,10.628,0.8159188754582533,0.38682656227349266,0.19328793084160328,-1.2483079677301576,-1.3595871232015309,-3.1953232443799355,-3.2629809709065314,-4.658253926577205,-4.749524182224074,-5.366982742159157,-5.513319379360306,-5.621209648159889,-5.7838087711021595
63,ZSct,1.110645,12.119000000000002,0.586807702329451,-1.593159830866607,-1.2117120691583976,-2.833228878524127,-2.5055871232015314,-4.25018715814267,-4.050980970906533,-5.153418832529046,-5.116524182224076,-5.696427427012868,-5.763319379360308,-5.832441236544371,-5.94280877110216
64,BNPup,1.135867,12.36,0.4013633368168144,-1.2290678870729854,-1.310712069158395,-2.4307235779183105,-2.456587123201531,-3.7792559353743327,-3.794980970906532,-4.720195284752146,-4.786524182224074,-5.275442967603214,-5.406319379360307,-5.433374105772278,-5.585808771102159
65,TTAql,1.138459,9.84,0.5510812175670281,-1.895174455891367,-1.4237120691583973,-3.0769423327415018,-2.680587123201532,-4.389964938306833,-4.148980970906533,-5.177483161160518,-5.1205241822240755,-5.7038645622262125,-5.758319379360308,-5.833618137596239,-5.9358087711021605
66,LSPup,1.150646,13.056,0.4179545891378962,-1.184630653019179,-1.3907120691583954,-2.4657333229154035,-2.58658712320153,-3.8955018603325655,-3.9689809709065313,-4.920458130291298,-5.014524182224075,-5.512249731447688,-5.660319379360306,-5.686070265426933,-5.849808771102159
67,TXCyg,1.167607,10.376000000000001,1.0247720109820841,1.4322511899315058,0.9672879308416023,-0.547113595472132,-0.8655871232015312,-2.9413490660470574,-3.134980970906533,-4.814753169877863,-4.9665241822240755,-5.677480560780457,-5.861319379360308,-5.963553517861184,-6.15080877110216
