,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
0,EVSct,0.490098,12.205259479873284,-0.7790658582824952,7.112703386277438,1.7803988400361823,4.530773242379176,0.7198623290617232,1.1940164152562112,-0.7078493049905125,-1.2287059249755659,-1.6189839346775052,-2.235861557145588,-2.2105946146598043,-2.6660475859252415,-2.3961376709382876
1,SZTau,0.498166,8.297825582806315,0.05272688081042745,-1.1476953335794755,-1.437167262896847,-2.229283407823995,-2.1907037738713075,-3.5450399404170634,-3.1064154079235418,-4.482323267711477,-3.7485500376105354,-4.982185449134515,-4.260160717592836,-5.130703063983418,-4.402703773871317
2,SSSct,0.564814,10.53399674563063,-0.3056959248517877,2.21966692119474,0.2866615742788375,0.6411510916406455,-0.5748749366956218,-1.280410860569694,-1.6045865707478568,-2.6381495771474164,-2.2707212004348496,-3.3082729870845275,-2.813331880417149,-3.526576152995347,-2.947874936695632
3,QZNor,0.578244,11.045521266544437,-0.04254803419545611,-0.756655869453204,-1.3138629466349707,-1.9496011160931146,-2.1153994576094313,-3.340473815070033,-3.0261110916616656,-4.381340582612651,-3.707245721348659,-4.8938887193127485,-4.208856401330959,-5.069077768640731,-4.365399457609441
4,ADGem,0.578408,12.006294357261664,0.06817806602898756,-0.8957613080501182,-0.6036360373521963,-1.692719510535293,-1.2101725483266565,-2.641440850452031,-1.932884182378892,-3.2604305020175643,-2.3970188120658857,-3.6780123100041906,-2.8756294920481844,-3.769003950501226,-2.9881725483266672
5,YAur,0.586529,10.744778834597668,0.5841080213560351,-2.0375776053614594,-0.4171205146882011,-2.726197743577661,-1.2296570256626609,-3.504433531257505,-2.1793686597148967,-4.119001156019826,-2.9595032894018893,-4.503029657123047,-3.5171139693841895,-4.578153684766288,-3.6766570256626716
6,STTau,0.605768,9.581118674761303,0.4264319904116924,-1.8823619557902966,-0.8994603548518358,-2.6708540037910704,-1.6609968658262972,-3.6778697548114017,-2.6487084998785315,-4.404229390837996,-3.386843129565525,-4.837279769315692,-3.939453809547825,-4.935578178915846,-4.091996865826307
7,BFOph,0.609329,9.30465716912419,0.21213413963266609,-1.5279048541518914,-0.8889988492147245,-2.413800440137702,-1.666535360189184,-3.413752277900406,-2.5442469942414188,-4.102091004260136,-3.161381623928412,-4.526289101177636,-3.675992303910711,-4.637868218374798,-3.8255353601891935
8,SYCas,0.609712,11.817891406797706,-0.13310111468189206,1.7455339397557843,0.047766913111760956,0.1926851936248053,-0.8437695978626993,-1.6564848337408178,-1.8714812319149328,-3.0864790394743324,-2.666615861601927,-3.753670042121231,-3.2262265415842264,-3.973839791347427,-3.373769597862709
9,XSct,0.62305,11.594648876308101,-0.060890001292709384,3.7732306861617406,1.759009443601366,1.9954958278673496,0.7174729326269051,-0.21836889616942723,-0.5802387014253297,-2.0226986226888686,-1.6733733311123218,-2.783703684852344,-2.299984011094622,-3.0388506565112223,-2.467527067373104
