,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
0,EVSct,0.490098,11.205259479873284,-0.008952604622541438,2.854123176066075,0.677160157889787,1.0433074330575254,-0.4212981371004665,-1.3183627968113525,-1.9015572533715057,-2.955045941297488,-2.8580479640866656,-3.6860928686328065,-3.351846323239694,-3.9620560172345174,-3.537298137100491
1,SZTau,0.498166,8.197825582806313,0.12507557812425368,-1.553824376523468,-1.640405945043242,-2.5629697001476535,-2.431864240033497,-3.787121206149848,-3.400123356304535,-4.650559665069985,-4.087614067019695,-5.124482668045096,-4.501412426172725,-5.258511732769933,-4.643864240033521
2,SSSct,0.564814,10.45399674563063,-0.25328641667218804,1.9179065692344,0.10342289213244216,0.3918683802205387,-0.7960354028578116,-1.463334749113119,-1.8782945191288503,-2.767580128882088,-2.58978522984401,-3.4189131578515672,-3.034583588997039,-3.62672079565434,-3.169035402857836
3,QZNor,0.578244,10.825521266544438,0.10925760101768131,-1.6189910537305527,-1.6371016287813662,-2.6599333178315487,-2.476559923771621,-3.858595793727001,-3.439819040042659,-4.744517585520274,-4.166309750757819,-5.202638847827405,-4.570108109910849,-5.347427300647604,-4.726559923771645
4,ADGem,0.578408,12.246294357261664,-0.12028159159244323,0.1416680412434419,-0.4668747194985916,-0.8439948164180717,-1.1113330144888462,-2.0313362364287606,-1.8865921307598856,-2.842682891335336,-2.3960828414750464,-3.327833140368974,-2.7768812006280745,-3.4565657119012765,-2.889333014488871
5,YAur,0.586529,10.624778834597668,0.6929252658748453,-2.618016012093901,-0.6403591968345965,-3.197677443373418,-1.4908174918248507,-3.838133188733325,-2.4930766080958904,-4.3416332283601875,-3.31856731881105,-4.686647482786079,-3.7783656779640795,-4.739979769041983,-3.937817491824876
6,STTau,0.605768,9.161118674761303,0.7793782082981247,-3.7957832875331574,-1.422699036998231,-4.2308702875642465,-2.2221573319884866,-4.790999655345493,-3.2624164482595246,-5.1571141456997625,-4.045907158974685,-5.463622716678636,-4.500705518127715,-5.491240116684853,-4.653157331988511
7,BFOph,0.609329,9.58465716912419,-0.022656639211177165,-0.2544346316299375,-0.7122375313611198,-1.3754262244720885,-1.5276958263513738,-2.6726607547757126,-2.457954942622412,-3.600645733285777,-3.1204456533375726,-4.109023368142161,-3.5372440124906017,-4.267621686710591,-3.6866958263513983
8,SYCas,0.609712,11.397891406797706,0.20055296594054303,-0.08625657158192568,-0.4754717690346344,-1.3050174867856605,-1.4049300640248894,-2.7317280634303813,-2.4851891802959267,-3.8211682221541885,-3.3256798910110876,-4.368734227275525,-3.787478250164116,-4.522086410316272,-3.934930064024913
9,XSct,0.62305,9.9546488763081,1.262264704204536,-3.465433819208754,0.015770761454970583,-3.918293870888753,-1.0636875335352844,-4.456833033013138,-2.4139466498063227,-4.910645214725651,-3.5524373605214827,-5.197259620327199,-4.081235719674512,-5.187431630663199,-4.248687533535309
