,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
30,RRLac,0.807281,11.283,0.3010586382563221,-1.4540847160539754,-1.4582132090398323,-2.3830494015679196,-2.3638111333833,-3.431766036153295,-3.4200691690970464,-4.208078425257832,-4.21073358925094,-4.653510941683793,-4.660398066186167,-4.749103878786582,-4.754497599269904
31,XXSgr,0.807815,10.628,0.539119919327625,-0.7376708146509791,-0.589213209039832,-1.8305273394282287,-1.694811133383301,-3.1945846223723624,-3.112069169097046,-4.149089983113043,-4.11773358925094,-4.677593448436509,-4.663398066186167,-4.81096475339196,-4.802497599269905
32,BBSgr,0.821971,9.784,0.2867452430028014,-1.8843098467177537,-1.788213209039833,-2.8625571348990486,-2.7668111333833014,-3.973282738018622,-3.9150691690970474,-4.690418683390523,-4.670733589250941,-5.148358841416728,-5.141398066186167,-5.276208299052987,-5.272497599269905
33,VCar,0.82586,9.851,0.14877932806686378,-1.5431341708493218,-1.5442132090398337,-2.42737722965597,-2.405811133383301,-3.39618135563083,-3.383069169097047,-4.028758151059544,-4.030733589250941,-4.4539322785677316,-4.460398066186168,-4.5603808903290615,-4.565497599269905
34,V0495Cyg,0.827263,13.121,0.9530880275781494,-0.7695899710914236,-0.8032132090398327,-2.422534329077423,-2.4258111333833012,-4.378076872079072,-4.380069169097046,-5.864504024090608,-5.873733589250941,-6.5644357135630145,-6.5753980661861675,-6.797424585160214,-6.805497599269905
35,USgr,0.828997,9.038,0.40318037176807536,-1.2569945070622575,-1.180213209039833,-2.3518126008108826,-2.2708111333833005,-3.614318061293017,-3.5650691690970464,-4.452113279436778,-4.436733589250941,-4.94569008074677,-4.941398066186167,-5.084453699496494,-5.082497599269904
36,TWCMa,0.844792,11.286999999999999,0.3371822717105895,-0.7876216462890158,-0.6812132090398313,-1.7494287376252033,-1.6458111333833003,-2.884068672476123,-2.8210691690970453,-3.6347171913865584,-3.6127335892509396,-4.1167836015101615,-4.108398066186166,-4.221145019777398,-4.216497599269903
37,xSgr,0.845893,8.071,0.23661387313926893,-2.7583661814141887,-2.688213209039833,-3.508752810239839,-3.4328111333833013,-4.415241708625823,-4.369069169097048,-5.0546358205900335,-5.040733589250941,-5.452774258653411,-5.449398066186167,-5.549851584418541,-5.548497599269905
38,V0600Aql,0.859672,11.604999999999999,0.8644458410960194,-0.35915228742958666,-0.006213209039832884,-1.783620066740142,-1.4918111333833008,-3.536489000578006,-3.3590691690970464,-4.593669059488121,-4.51673358925094,-5.193846232079965,-5.151398066186166,-5.358539787942076,-5.331497599269904
39,V0459Cyg,0.860413,11.806,0.7784102243424947,0.02416181773960277,0.3007867909601678,-1.3613650246262567,-1.1278111333832999,-3.0640699349727645,-2.9220691690970466,-4.136658587190866,-4.0767335892509395,-4.761302069457352,-4.729398066186166,-4.921607437930525,-4.901497599269904
40,CKSct,0.870124,10.206,0.7395523934401068,2.0328260576368757,2.0307867909601667,0.4253557691884547,0.44618886661669876,-1.3937356923334185,-1.3810691690970458,-2.6915441153969706,-2.69373358925094,-3.375799605776889,-3.382398066186166,-3.547293663466573,-3.5524975992699037
41,TZMon,0.870882,13.48,0.5574104469558498,-2.602424824204288,-1.9492132090398335,-3.1278357436673963,-2.606811133383302,-4.281852132149776,-3.965069169097047,-5.05860003715088,-4.9147335892509405,-5.554334269603799,-5.470398066186167,-5.6768164534964205,-5.622497599269905
