,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
0,EVSct,0.490098,11.821,0.6093134819443623,-0.3376866361511808,-0.3743094697906524,-1.5294325466802898,-1.4808554809066659,-3.108278988381617,-3.0128291608007345,-4.113910303630645,-4.038678683835786,-4.623290290949132,-4.601919646604452,-4.775439473054955,-4.7696588022278945
1,SZTau,0.498166,9.374,0.29713823159670044,-2.0180474993551187,-1.8523094697906517,-2.8549064880573427,-2.651855480906667,-3.861199144738864,-3.671829160800734,-4.549016694512744,-4.428678683835787,-4.96125007433838,-4.911919646604454,-5.060821872078824,-5.036658802227895
2,SSSct,0.564814,10.366999999999999,0.3002487128874727,-1.097269878840763,-1.0453094697906518,-2.069053342626536,-1.9528554809066654,-3.223392432316934,-3.0868291608007334,-3.9626555760469477,-3.8676786838357846,-4.415529655015402,-4.381919646604452,-4.512486347772557,-4.498658802227894
3,QZNor,0.578244,11.231,0.2711434282986183,-1.5094572881599433,-1.3183094697906514,-2.3883032734045373,-2.165855480906666,-3.3819923902299585,-3.1808291608007337,-4.102680555834125,-3.9766786838357855,-4.502760892486221,-4.449919646604453,-4.61513008953514,-4.5886588022278945
4,ADGem,0.578408,12.213999999999999,0.17498792712517955,-1.675411516044771,-1.5103094697906505,-2.365421004614329,-2.162855480906665,-3.1789039708055125,-2.989829160800734,-3.6888749333473845,-3.568678683835786,-4.068162201835193,-4.018919646604452,-4.137764099549105,-4.113658802227894
5,YAur,0.586529,11.542,0.40396460303275666,-1.152557924812503,-0.8733094697906516,-2.0215556677958033,-1.7318554809066657,-3.0278818460198496,-2.7858291608007346,-3.826318254996375,-3.6806786838357857,-4.274933575871041,-4.209919646604454,-4.386133124467702,-4.351658802227895
6,STTau,0.605768,10.389000000000001,0.3859543096283673,-1.3989700703305106,-1.1663094697906518,-2.227992420099628,-1.9738554809066675,-3.2862593914205736,-3.065829160800735,-4.0539337866690905,-3.9186786838357857,-4.501496628038033,-4.442919646604453,-4.6079010979918555,-4.577658802227894
7,BFOph,0.609329,9.049999999999999,0.24886644809648578,-0.9086731018306604,-0.6933094697906519,-1.7577886273516488,-1.5168554809066659,-2.7112314854298023,-2.498829160800734,-3.3620782791866812,-3.2306786838357855,-3.773106741550648,-3.7169196466044525,-3.877329846654846,-3.8486588022278934
8,SYCas,0.609712,11.786,0.43477994000800235,-0.905449760155861,-0.7793094697906524,-1.8896792062258485,-1.7168554809066672,-3.019820957385315,-2.848829160800734,-3.870190328217948,-3.7586786838357864,-4.333778936326879,-4.289919646604453,-4.440224825540876,-4.419658802227895
9,XSct,0.62305,11.798,0.5885871412662306,-0.6582530708398022,-0.5033094697906526,-1.7856664662899262,-1.5908554809066677,-3.177189211504276,-2.992829160800736,-4.318610608156659,-4.200678683835787,-4.846758630398478,-4.798919646604454,-4.971841309488503,-4.948658802227896
10,YLac,0.635863,12.197000000000001,0.23366000856383687,-2.393493494236163,-2.1663094697906518,-3.1068118276611933,-2.856855480906667,-3.952717591218007,-3.7348291608007353,-4.506713053677068,-4.372678683835786,-4.890739940806676,-4.832919646604453,-4.978403607491682,-4.948658802227895
11,TVul,0.646934,8.915,0.06447136475772705,-2.5439196856993704,-2.3683094697906517,-3.1764425081674577,-2.965855480906666,-3.869781044965814,-3.6758291608007334,-4.318217212384897,-4.195678683835785,-4.6476140939783095,-4.596919646604452,-4.711718658471927,-4.686658802227893
12,XYCas,0.653376,11.385,0.5146630875854684,-0.22241102250039058,-0.1433094697906501,-1.3727717729010624,-1.235855480906666,-2.612989237923845,-2.4638291608007328,-3.53570535768711,-3.4346786838357852,-4.039279690895091,-4.001919646604452,-4.165951840975225,-4.1496588022278935
13,TVel,0.666501,9.933,0.31273484211744135,-1.089429237451528,-0.8323094697906501,-1.9776635400393348,-1.7048554809066654,-3.0206114323439155,-2.7888291608007334,-3.7303857536914853,-3.589678683835785,-4.178876100747119,-4.116919646604452,-4.30112296126468,-4.268658802227893
