,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
0,EVSct,0.490098,10.505259479873283,0.6486818361090817,-0.628525433001642,-0.5569902328624112,-1.7808518105056175,-1.70299023286241,-3.309851616897743,-3.230943121809415,-4.275300440417925,-4.2103160252487415,-4.770565691717736,-4.714424788768642,-4.914830967218531,-4.866097215697438
1,SZTau,0.498166,8.117825582806313,0.28782444820306,-2.3224636704879216,-2.2545563357954403,-3.1686485505021977,-3.0935563357954403,-4.186733947165411,-4.109509224742444,-4.884057889373512,-4.819882128181772,-5.299630539959269,-5.243990891701673,-5.401067515962124,-5.3526633186304675
2,SSSct,0.564814,9.993996745630628,0.29519205718258146,-0.8628703971872862,-0.8907274986197561,-1.8397170903303666,-1.8377274986197552,-3.0004587152080697,-2.9676803875667597,-3.744883086282952,-3.7020532910060857,-4.199570128021281,-4.157162054525987,-4.297539466649898,-4.257834481454783
3,QZNor,0.578244,10.765521266544438,0.263553196821694,-2.3318620082560715,-2.2312520195335646,-3.2183080922785097,-3.1182520195335646,-4.221607656590753,-4.129204908480569,-4.950043019658787,-4.878577811919896,-5.3528446820023055,-5.292686575439797,-5.466733898806793,-5.415359002368592
4,ADGem,0.578408,12.186294357261664,0.1141257900880975,-0.9101799128614302,-1.06102511025079,-1.6611306592462183,-1.7530251102507899,-2.5516748288682733,-2.5759779991977947,-3.1237665574411544,-3.1083509026371217,-3.5248747279208676,-3.4994596661570214,-3.606664877197826,-3.5781320930858174
5,YAur,0.586529,11.064778834597668,0.3805891368234778,-0.8564281492388495,-0.7345095875867947,-1.748831746537501,-1.6325095875867943,-2.7847550050570873,-2.6824624765337997,-3.6070502848840995,-3.5308353799731256,-4.0640464116587784,-4.000944143493027,-4.179927131118508,-4.126616570421822
6,STTau,0.605768,9.481118674761303,0.4257689046254639,-1.979556240903028,-1.6368494277504295,-2.7687122367015524,-2.4838494277504304,-3.7765675604209745,-3.5718023166974344,-4.503603994847856,-4.378175220136761,-4.936892109472489,-4.843283983656662,-5.035323308632193,-4.961956410585457
7,BFOph,0.609329,9.48465716912419,0.210446388469265,-1.3407634726541924,-1.3463879221133181,-2.228349003879917,-2.2093879221133172,-3.2304378046556725,-3.187340811060322,-3.920499184872863,-3.8727137144996484,-4.345302391214977,-4.299822478019549,-4.457219497460122,-4.4154949049483445
8,SYCas,0.609712,11.457891406797705,0.3740977606622139,-0.7605766614877315,-0.9496221597868326,-1.8055671737366572,-1.926622159786833,-3.0125422730965874,-3.054575048733836,-3.9248487307438795,-3.9179479521731633,-4.410193720613655,-4.390056715693063,-4.5287918230634405,-4.503729142621859
9,XSct,0.62305,10.3946488763081,0.7121186402434092,-0.6976007787700385,-0.07837962929722772,-1.7013220842943135,-1.205379629297228,-2.9364341867637185,-2.6033325182442324,-3.9517694530400744,-3.764705421683558,-4.435627726953605,-4.30381418520346,-4.535971988058461,-4.437486612132255
10,YLac,0.635863,11.41388347911998,0.16549078111199922,-1.7619325212391819,-1.8816142321091063,-2.5435087021117377,-2.6116142321091065,-3.4757276146989695,-3.485567121056112,-4.099302044233573,-4.076940024495437,-4.507769644481488,-4.478048788015339,-4.609084880655999,-4.577721214944134
11,TVul,0.646934,8.619609271617035,0.006076299838031034,-2.3214419191216966,-2.4513400246061625,-3.0124357200938756,-3.0883400246061616,-3.7797117522909542,-3.794292913553166,-4.287750594572273,-4.267665816992493,-4.638083858791344,-4.609774580512394,-4.713882618985779,-4.683447007441189
12,XYCas,0.653376,11.801368055041328,0.36125387424695554,0.3703413268575298,-0.25809880803045426,-0.9336280688589952,-1.3900988080304555,-2.3680861434424685,-2.6140516969774583,-3.4473839790760867,-3.5384246004167856,-4.005960117542326,-4.046533363936687,-4.163353996685631,-4.178205790865483
13,TVel,0.666501,9.936600336000831,0.30705610021880403,-1.3090011128566552,-1.1343310889899563,-2.2029215397075674,-2.0463310889899566,-3.253059627854527,-3.1262839779369616,-3.968630127483198,-3.880656881376288,-4.41915647387175,-4.348765644896189,-4.542540559241932,-4.484438071824984
14,VZCyg,0.687034,11.242505097664257,0.21703682678876174,-1.0393272228555437,-1.148235850653383,-1.9683540481919573,-2.0282358506533833,-3.0533492595850986,-3.0581887396003875,-3.753324991218345,-3.7285616430397135,-4.181879757709771,-4.150670406559615,-4.304685122777053,-4.27234283348841
15,CFCas,0.687994,12.312554504981492,0.5550250538967464,0.1368768844652053,0.24371474202938118,-1.0710954290679817,-0.9662852579706176,-2.505531386826077,-2.4102381469176213,-3.4934644548147458,-3.420611050356948,-4.061738412241147,-4.0007198138768505,-4.227332874947784,-4.175392240805645
16,VLac,0.697493,10.87247493244264,0.3091062032284725,-1.9469105101632758,-1.9582056854317669,-2.8678379688706075,-2.853205685431768,-3.9556236585908446,-3.915158574378772,-4.7270529390796066,-4.680531477818098,-5.186336642036102,-5.141640241337999,-5.275522133777569,-5.234312668266795
17,V0386Cyg,0.720788,9.959435638990369,0.8464467539319819,0.7845175110972364,0.9058336080205047,-0.7500286541906692,-0.6341663919794942,-2.628132192232152,-2.5261192809264994,-3.8825727994288566,-3.8064921843658257,-4.553619974741623,-4.490600947885727,-4.774529207799205,-4.721273374814523
18,CRSer,0.724391,10.843017638117676,0.956568912259333,1.5450791234394088,1.3072516088931978,-0.17345522471532215,-0.3317483911068031,-2.2320276907690455,-2.296701280053808,-3.745101413404189,-3.749074183493134,-4.47357984129185,-4.460182947013035,-4.7044867109227955,-4.68385537394183
19,V1162Aql,0.730464,10.580667869239477,0.11445244030467733,-1.0828469799006581,-1.3253986222286038,-2.0514992514235844,-2.213398622228603,-3.0974853496074144,-3.1643515111756075,-3.804698632837236,-3.809724414614934,-4.2465773494148,-4.233833178134835,-4.355707803719385,-4.33550560506363
20,CVMon,0.730685,10.358800580030445,0.8732057811249965,-0.6425976017046423,0.09546866698042863,-1.7821952530641838,-1.1955313330195716,-3.279744541234958,-2.891484221966576,-4.3374118245562965,-4.123857125405903,-4.896200015849551,-4.747965888925803,-5.08091954612146,-4.971638315854599
21,SWCas,0.735675,11.312722080938332,0.4534144360585015,-0.8472374842326692,-0.8064528339274586,-1.9658407094072923,-1.911452833927459,-3.299042207047459,-3.2344057228744623,-4.199908720451268,-4.14177862631379,-4.722779552691214,-4.67088738983369,-4.848500197726138,-4.802559816762486
22,XLac,0.735997,10.450870634889784,0.30477151427496363,-2.6927335432414377,-2.726601387878911,-3.6250026259979165,-3.62760138787891,-4.752542885483527,-4.722554276825914,-5.493417176293359,-5.451927180265241,-5.955613525280355,-5.914035943785142,-6.072867341831651,-6.033708370713937
