,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
0,EVSct,0.490098,11.765259479873283,0.614224014690988,-0.30272405323526186,-0.40174226247461925,-1.4895530473251746,-1.5449742144142555,-3.062181968884034,-3.062465992450481,-4.062801201569236,-4.017945034036973,-4.5704206155820755,-4.5127476987477895,-4.721586414400059,-4.653945034036973
1,SZTau,0.498166,9.497825582806314,0.2992441246381684,-2.1507837473877958,-2.0593083654076487,-2.985534105387598,-2.8955403173472862,-3.9891603645357345,-3.9010320953835103,-4.674828471400049,-4.5875111369700035,-5.086306825393526,-5.00231380168082,-5.185456896993487,-5.1005111369700025
2,SSSct,0.564814,10.173996745630628,0.3329022810632725,-1.0424336674936545,-0.9354795282319641,-1.9815211134649988,-1.8797114801716006,-3.094515561273926,-2.9992032582078254,-3.8004498610382647,-3.7096822997943177,-4.241616656208649,-4.155484964505134,-4.332034145402918,-4.245682299794317
3,QZNor,0.578244,12.005521266544438,0.2807731999989976,-2.324725007700196,-2.1760040491457726,-3.1939287025412004,-3.06023600108541,-4.175424987630469,-4.060727779121635,-4.8862842378554925,-4.786206820708127,-5.282912012459852,-5.191009485418944,-5.393352751428053,-5.303206820708127
4,ADGem,0.578408,11.426294357261664,0.15761574589470112,-0.8141989628659121,-0.8057771398629978,-1.521603216501548,-1.4950090918026353,-2.3570821436795137,-2.3075008698388606,-2.884784544159711,-2.815979911425354,-3.2703002607840825,-3.19778257613617,-3.34338111151121,-3.2659799114253527
5,YAur,0.586529,10.924778834597669,0.374079294725704,-0.4088830543705394,-0.33926161719900266,-1.3078049565616916,-1.2344935691386396,-2.351970716751795,-2.273985347174865,-3.180910462211163,-3.098464388761357,-3.640240562673157,-3.559267053472175,-3.757424943111387,-3.6744643887613573
6,STTau,0.605768,10.141118674761303,0.3590276959025071,-1.037154164433581,-1.0016014573626373,-1.893138132526402,-1.845833409302276,-2.985498505082483,-2.9233251873385,-3.780656356428712,-3.7058042289249924,-4.237873196616786,-4.16160689363581,-4.34966999023535,-4.269804228924992
7,BFOph,0.609329,9.524657169124191,0.2544520137243492,-1.4069644747960302,-1.251139951725526,-2.250487173453839,-2.111371903665163,-3.196857811756617,-3.0788636817013875,-3.8420035303884483,-3.7403427232878803,-4.251029399907857,-4.1581453879986965,-4.354133939639419,-4.263342723287879
8,SYCas,0.609712,11.777891406797705,0.4090369531366227,-0.7884148666046973,-0.8543741893990406,-1.7984207654289974,-1.8286061413386783,-2.96115725684553,-2.9460979193749015,-3.837801979518043,-3.785576960961395,-4.310620220709969,-4.248379625672211,-4.422221400474829,-4.351576960961394
9,XSct,0.62305,10.834648876308101,0.5808813786818101,0.33770344607555575,0.3768683410905644,-0.7974257294503484,-0.7473636108490735,-2.1987052030185876,-2.134855388885298,-3.3479917174256366,-3.27233443047179,-3.878902486726848,-3.8021370951826077,-4.005528321832029,-3.9253344304717905
10,YLac,0.635863,11.47388347911998,0.19556432658149137,-1.509182714184244,-1.5263662617213143,-2.260646253978197,-2.253598213660952,-3.1547872462337767,-3.1170899916971773,-3.747666209378579,-3.684569033283669,-4.145351541369317,-4.076371697994486,-4.240644249328108,-4.165569033283669
11,TVul,0.646934,8.759609271617036,0.04826964344724134,-2.319974613935348,-2.2960920542183705,-2.9687202199516247,-2.930324006158007,-3.6825727282044656,-3.6258157841942316,-4.147545668530736,-4.075294825780725,-4.482751353265597,-4.408097490491542,-4.550100474468852,-4.471294825780724
12,XYCas,0.653376,11.661368055041327,0.49065405941913465,-0.3971896766615117,-0.5028508376426621,-1.5715906669651338,-1.632082789582301,-2.842207403091001,-2.8455745676185242,-3.7894290577230794,-3.746053609205018,-4.301611347799537,-4.244856273915834,-4.433091545860261,-4.366053609205017
13,TVel,0.666501,9.83660033600083,0.31938008437484733,-1.0211475870161209,-0.8190831186021641,-1.9027280085315872,-1.7283150705418022,-2.9372619608995305,-2.797806848578027,-3.6402536163798116,-3.5282858901645198,-4.086361444728897,-3.987088554875337,-4.20727752903199,-4.112285890164519
14,VZCyg,0.687034,10.942505097664256,0.26038390156705693,-1.0827417003649442,-1.032987880265591,-1.968365099725851,-1.910219832205229,-2.9984759789177056,-2.929711610241453,-3.6542082182662416,-3.5761906518279454,-4.067221758037405,-3.9889933165387634,-4.181346437909586,-4.100190651827945
15,CFCas,0.687994,11.972554504981492,0.5858019062956488,0.22665078890972953,0.4389627124171733,-0.9505046623164365,-0.7682692395224631,-2.345972200641137,-2.201761017558687,-3.3024919509232946,-3.18824005914518,-3.8597314834591163,-3.759042723855998,-4.0191625737043495,-3.9232400591451797
16,VLac,0.697493,11.592474932442641,0.3092465497051242,-1.667504358209932,-1.7029577150439748,-2.588291287990193,-2.5951896669836136,-3.6758992766155525,-3.646681445019838,-4.447185308262525,-4.3881604866063295,-4.9064186927967475,-4.839963151317146,-4.9955760787528,-4.922160486606329
17,V0386Cyg,0.720788,10.239435638990368,0.8747190237494442,0.7848890558186081,1.0010815784082967,-0.7213480857010726,-0.5361503735313397,-2.563654406590477,-2.417642151567565,-3.7892380734298943,-3.6741211931540576,-4.450148791845006,-4.348923857864874,-4.665396220148943,-4.569121193154057
