,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
69,RWCas,1.170032,11.766,0.46976630129935226,-3.3238281506879495,-2.2208835401739626,-4.462945153196908,-3.606003420025773,-5.71128665314372,-5.189504764720674,-6.556663984733498,-6.304216816129284,-7.091480072728641,-6.938746706612816,-7.203503473230432,-7.100622606573236
70,VWCen,1.177138,13.555,0.38145566514166174,0.23448734408608782,0.7141164598260389,-1.1611317984075673,-0.780003420025773,-2.7119921334318007,-2.479504764720674,-3.886726485135009,-3.7732168161292834,-4.547357855511769,-4.480746706612815,-4.7538816840105005,-4.707622606573235
71,SZCyg,1.179252,11.622,0.5837578520096964,-0.525982299208629,0.25111645982603736,-1.9912078619913196,-1.3830034200257733,-3.652054380090723,-3.2815047647206748,-4.759032695701466,-4.579216816129285,-5.428458623020429,-5.320746706612816,-5.611903735576967,-5.538622606573235
72,SVMon,1.182801,10.684000000000001,0.3421424312101374,-3.1915830691794547,-2.0108835401739626,-4.137300052808745,-3.221003420025774,-5.123374432107717,-4.565504764720674,-5.800995615420154,-5.531216816129285,-6.281223309558383,-6.117746706612817,-6.359566706284241,-6.249622606573236
73,XCyg,1.214482,9.296999999999999,0.3134359802958002,-3.8855052634256184,-2.8008835401739614,-4.955958216355434,-4.113003420025773,-6.001782595544104,-5.488504764720673,-6.6665797991757865,-6.418216816129283,-7.1429484371603325,-6.992746706612815,-7.251839027746296,-7.150622606573235
74,CDCyg,1.232334,10.843,0.5202795475728831,-2.7414279496451397,-1.9028835401739617,-3.983112938660412,-3.3280034200257727,-5.44857266670553,-5.049504764720673,-6.40572897808884,-6.212216816129284,-6.968948441897535,-6.852746706612816,-7.133485439700589,-7.054622606573235
75,YOph,1.233609,7.678000000000001,0.3230688073789771,-0.7763499446626667,-1.4238835401739633,-2.4657022478340966,-2.9450034200257735,-4.517850966683131,-4.8085047647206745,-5.935481056367557,-6.073216816129285,-6.6196201068579725,-6.708746706612817,-6.871490567492258,-6.927622606573236
76,SZAql,1.234029,10.648,0.6285141198851628,-2.8149175954700896,-1.6918835401739627,-4.119280607229076,-3.2470034200257727,-5.615610609195278,-5.084504764720674,-6.58214193731089,-6.325216816129284,-7.156255789908463,-7.000746706612816,-7.32432839226026,-7.219622606573235
77,CPCep,1.251989,13.084,0.620493528719104,0.05961943193085689,0.6621164598260394,-1.6149240977627053,-1.1400034200257725,-3.4550178514397247,-3.1655047647206738,-4.800113836546709,-4.659216816129283,-5.541334261695049,-5.457746706612815,-5.736042967633761,-5.678622606573234
78,VYCar,1.276818,10.655000000000001,0.3169138907407668,-3.529983145891408,-2.4898835401739636,-4.6339718670926775,-3.8250034200257734,-5.722118895192348,-5.229504764720674,-6.462655785191062,-6.224216816129284,-6.953796907943775,-6.809746706612816,-7.0777946521840285,-6.9806226065732355
