,BBBV_c,VBBV_c,IBBV_c,JBBV_c,HBBV_c,KBBV_c,BVVI_c,VVVI_c,IVVI_c,JVVI_c,HVVI_c,KVVI_c,BVVK_c,VVVK_c,IVVK_c,JVVK_c,HVVK_c,KVVK_c,BJJK_c,VJJK_c,IJJK_c,JJJK_c,HJJK_c,KJJK_c
0,0.06410968458458902,0.0641096845845889,0.08635631866840837,0.18254682234125694,0.23894655563236786,0.3422129247083076,0.039635584637901546,0.032592071364890146,0.03259207136488986,0.0761271572021731,0.07394082581494302,0.09026641052870372,0.03397570180437564,0.025002417866739773,0.020214272383247318,0.04998737093425805,0.03230844766751083,0.02500241786673934,0.03814940086745276,0.03047468639999945,0.02951848030201176,0.06851613304775947,0.06092822283227305,0.06851613304775914
1,-0.01854751839293284,-0.018547518392932894,-0.024581494052092753,-0.08101561942470774,-0.1107806006866189,-0.21761123610548708,-0.01328561861801829,-0.008883654767344887,-0.00888365476734458,-0.048761993040791964,-0.05903614352318113,-0.13842050259791566,0.0010923465617556469,0.009938315713770447,0.023396065466968027,0.014460587903253818,0.03869163160844088,0.009938315713770575,0.0019048534850339468,0.010992569607921183,0.02520885449235052,0.0180341097629099,0.0441068116324663,0.018034109762909922
2,-0.02618994830576382,-0.026189948305763856,-0.07944094371358021,-0.1938210671781985,-0.3139413669931591,-0.5375605290854486,0.029133123243542818,0.05189438233514443,0.05189438233514424,0.06893989442844838,0.09758307262219754,0.0912262229983616,0.025280743516564157,0.046726459186666236,0.0434732192793727,0.05113369667300216,0.06921017624294788,0.046726459186663814,0.026102843784025862,0.04778771305820794,0.04530815656336615,0.05473288053660593,0.07461222426953121,0.054732880536604966
3,-0.04031198773180783,-0.040311987731807795,-0.08524242703181098,-0.08566540480641423,-0.06836257081018274,-0.02601304529889194,0.011331985498871676,0.021547677625316612,0.02154767762531646,0.12381061698367286,0.2536424642384621,0.4653615419267931,-0.03822307586055773,-0.04325261057729677,-0.08983792533920058,-0.09359603984833298,-0.08193310460104583,-0.043252610577295444,-0.04667819155321516,-0.054329604442543894,-0.10868766950561945,-0.13110513870705848,-0.1397871499475939,-0.13110513870705864
4,0.13387315779886494,0.133873157798865,0.19569769263082257,0.34903821322304424,0.4928385348174671,0.6997893860601588,0.06830332601787467,0.044302693214571046,0.044302693214571046,0.04727122820392119,0.02186145798896738,-0.01966737304503824,0.07537870836988793,0.053571043171802654,0.060176424351150386,0.07842518304973739,0.07005971697075453,0.05357104317180215,0.0794017386798533,0.0588707067138447,0.06914134578203744,0.09636074933230893,0.09799918327724698,0.09636074933230827
5,0.05166313867135116,0.051663138671350875,0.09029284272002994,0.11133437007997211,0.17873732597220796,0.23001880587727191,0.013057247675786464,-0.00621879022612019,-0.006218790226120257,-0.08304000097192316,-0.12754885825618575,-0.23816385238305698,0.036870024398531626,0.025424034683082887,0.046385584529527325,0.024931094269794136,0.04254405138087287,0.025424034683080916,0.036414003936021205,0.024898483189257675,0.045359114428983154,0.02312618069687145,0.04044060748777366,0.023126180696870866
6,-0.057660392550075636,-0.05766039255007562,-0.07699344583865908,-0.09637848440037887,-0.11720731604467698,-0.11834630599306455,-0.037883409753878924,-0.029061578244660227,-0.029061578244659915,-0.00022235295128379565,0.033764872599592,0.11237012305956648,-0.05273151669930679,-0.04870576675113348,-0.06201958283133164,-0.06694754835071005,-0.07078262192520333,-0.04870576675113201,-0.05551833009369919,-0.05241007404050284,-0.0682251878146416,-0.07947237959247583,-0.09060570102699056,-0.07947237959247563
7,0.03840322643061022,0.03840322643061023,0.06987558093863219,0.09923544260957633,0.13180821218470595,0.15226234150437915,0.004899104059010076,-0.007091996952618199,-0.007091996952618375,-0.05407353718642763,-0.10731121996367024,-0.21299638061015772,0.027098584519598783,0.022128280917841612,0.04245707115581173,0.04464741796777601,0.04637172344386355,0.022128280917840783,0.030668722285503675,0.02684630868382265,0.05041072042925257,0.06060932569001359,0.07137774094731936,0.06060932569001349
8,-0.06406491896578154,-0.06406491896578156,-0.07790621867381532,-0.1453040895982345,-0.21045526178599316,-0.3027595924214134,-0.05130420177212659,-0.04245661053554933,-0.0424566105355493,-0.0730181681045512,-0.09526585808559876,-0.12655059700973434,-0.04143927182434306,-0.029671706914339523,-0.020073453033087288,-0.030536589357190107,-0.03047668199596929,-0.029671706914339385,-0.04137505276173353,-0.02962791522061428,-0.019924770633767096,-0.030374111513846648,-0.030607979255764313,-0.030374111513847266
9,-0.015110563702393309,-0.015110563702393148,-0.00835973482488723,0.012512145185787122,0.07407400742759584,0.15817472725221393,-0.01804638486773002,-0.028314204958784842,-0.0283142049587845,-0.030841388599963576,0.001193184015597274,0.04629826853276655,-0.028034142537737002,-0.04097406898366742,-0.051494598393045043,-0.07187886753565229,-0.05942079939962254,-0.040974068983666956,-0.03351238727606974,-0.04809565322740427,-0.06371531352793545,-0.09601359016817987,-0.09612146059131906,-0.0960135901681801
10,0.03354447889118843,0.03354447889118843,-0.022896552067770463,-0.16760141030442013,-0.2913166910325348,-0.47664616106551927,0.0941566063535382,0.1147060333282193,0.11470603332821942,0.1060367535661784,0.1348300496314113,0.17423151671335657,0.08721483980620696,0.10570008432311245,0.09897266816731969,0.07607765001641084,0.0890734506291384,0.10570008432311262,0.0823306906315095,0.09928388515974478,0.08808639083311601,0.05435716845475238,0.05540604688046166,0.05435716845475158
11,0.03412112432264144,0.03412112432264133,0.049899100275671106,0.1220256674525069,0.20165207046926445,0.2918344586259536,0.01760666867085434,0.011084471637661141,0.011084471637661407,0.044472818229209704,0.08034199775167862,0.10649490994262246,0.007357390548009685,-0.002415590851846483,-0.011774774831611868,-0.001170582463981957,0.009224190400056596,-0.0024155908518451855,0.007586970313459826,-0.002118764361307007,-0.011262413102632382,-0.0001640762704831783,0.010739283900554095,-0.00016407627048228992
12,-0.0345501892687301,-0.034550189268730054,-0.0329736774561993,-0.05129248626863998,-0.07012754180684723,-0.13632833362270824,-0.037010473500270986,-0.03619539677578061,-0.03619539677578068,-0.05704616915504525,-0.07813379148844689,-0.14845685517483087,-0.024619374731362394,-0.01995752769089592,-0.008407142095440061,-0.002443068409877096,0.006384926216733375,-0.019957527690896176,-0.021753504712598248,-0.016188398319935616,-0.002019993548842573,0.01031489422217497,0.026200753289158447,0.010314894222176425
13,-0.0420824661931736,-0.042082466193173476,-0.03152995321212747,-0.04204474829472681,-0.05676555034847442,-0.005650169594596941,-0.053113998370166796,-0.057500654731795185,-0.057500654731795234,-0.09394645506191877,-0.13796809396889217,-0.12971449933607013,-0.04542844823100946,-0.04735939962129681,-0.0403923165106963,-0.05959478349497526,-0.08432289551426408,-0.04735939962129706,-0.047433588151909234,-0.04999590709490837,-0.044861243849317604,-0.06851919658806468,-0.09817866438668249,-0.06851919658806566
14,0.08170541355897318,0.08170541355897325,0.1430168249081811,0.3030289217643202,0.48513892670239106,0.7990691606360733,0.006646639954591938,0.0010093056336060902,0.0010093056336061418,0.028475648148709114,0.06902849224560666,0.16472012412874099,-0.005797150733660455,-0.01667362716068216,-0.024386684365243584,-0.03591171371402392,-0.039968428037605995,-0.016673627160683414,-0.0074135887513272535,-0.019102251838982183,-0.02794786042043222,-0.04402619240377977,-0.05542780471760725,-0.04402619240378178
15,-0.07137789566697984,-0.07137789566697986,-0.08583279084718543,-0.12445535964406602,-0.20018233880022013,-0.2862288184653231,-0.05280940909405898,-0.053059898498075374,-0.053059898498075624,-0.06187487447955477,-0.10651065223313577,-0.14355522207333352,-0.04474562702554632,-0.04202197929879532,-0.035834952701146935,-0.02307271401915745,-0.04325662680713674,-0.042021979298793914,-0.04219140295857094,-0.03855471021048707,-0.030157128532699508,-0.011374349724301396,-0.024067618821871885,-0.011374349724299482
16,-0.11721198316543148,-0.1172119831654315,-0.17614979900833888,-0.3028062713710216,-0.46916499974294557,-0.7453034405775976,-0.055197516391167295,-0.03142359846309094,-0.03142359846309097,-0.013913395946171919,-0.017671019142538855,-0.05554503560755628,-0.052603450403305635,-0.02800748807271116,-0.025636666847413336,-0.0023661718971501886,0.0003160815717284002,-0.028007488072710224,-0.04849701659030037,-0.022589159741121054,-0.016487090941480254,0.01596791325022804,0.028959196161881553,0.01596791325022931
17,0.04968763968485165,0.049687639684851764,0.0667686765847219,0.11066335863434437,0.10510860484565283,0.1790858275656924,0.03388072625544617,0.023069749014411032,0.02306974901441082,0.021604218735319158,-0.0367407802468064,-0.037898799993217644,0.039353718521898375,0.030549130059648967,0.03478279161481942,0.047855078276819014,0.005976762148800478,0.03054913005964952,0.04181383886656359,0.033858085685008185,0.04025560904625055,0.059029679974565236,0.02402630806916343,0.05902967997456688
