,BBVI_h,VVVI_h,RRVI_h,IIVI_h,JJVI_h,HHVI_h,KKVI_h
0,-0.048062913230260663,-0.045098895011906795,-0.04563029740817251,-0.0450988950119067,-0.05302996627153488,-0.052224474978120224,-0.05338917772834363
1,0.048347704288767966,0.05324422763289698,0.05521050176055708,0.05324422763289738,0.05040220257581233,0.05388485223623504,0.05288756107844892
2,-0.06631272329680099,-0.06621651672739125,-0.06421158423796441,-0.06621651672739082,-0.06862156836465813,-0.0683550549740424,-0.06887788411381925
3,-0.05191217926155758,-0.05639808995847541,-0.056872376795786966,-0.056398089958475416,-0.05494168620027504,-0.0581694112079183,-0.05807746897450667
4,-0.03688973373318007,-0.03580709633724525,-0.03467626147004156,-0.0358070963372451,-0.037732169037133514,-0.03728704295897446,-0.03815789673524913
5,-0.023048853976218087,-0.02079529867066594,-0.017792902366227693,-0.020795298670665985,-0.021425693349702072,-0.017821762070593137,-0.018031286860429287
6,0.04199510304243711,0.04144796368903025,0.042301586964705415,0.04144796368903043,0.04313967581390032,0.042798900162964504,0.042424742482613194
7,-0.012812730178613547,-0.01556385068135419,-0.0167305376937321,-0.015563850681354048,-0.015182713018530825,-0.015397704283958695,-0.016188331289123777
8,0.0003447733438710295,-0.003936416635156832,-0.004920324451909453,-0.003936416635156438,-0.0020364227698417706,-0.004530933267329604,-0.0030496275098086142
9,0.010745422251768255,0.008853369664877249,0.008625305399673105,0.00885336966487731,0.011883809470958575,0.01127141301767627,0.011306695031132172
10,-0.03401581896068058,-0.03800645551244207,-0.04036188818200669,-0.038006455512441646,-0.035530889408448,-0.038086842519354694,-0.03826630806367526
11,0.047623774963930686,0.051302169757651055,0.048258133468752226,0.05130216975765106,0.04976557069549303,0.050493069077745985,0.05038306195363037
12,-0.015087988434135283,-0.006216353367955608,-0.0029415346369474093,-0.006216353367955704,-0.009230210615441182,-0.0066409415497697445,-0.007478489540472465
13,0.026008855107502102,0.025926902965643598,0.02691369746971154,0.025926902965643553,0.02731239744083082,0.026159214394413755,0.02707640049292377
14,0.013722059019099255,0.020886502701415337,0.019760356520263034,0.02088650270141525,0.01750570641963201,0.020501107483681735,0.019658766705165538
15,0.025622827035917933,0.02307571886075954,0.022471932982941003,0.023075718860759348,0.025180248188883085,0.02449480565737862,0.025048143565304493
16,0.016390719539752505,0.019477195274224497,0.021355783924902484,0.019477195274224694,0.019838013954230845,0.021513289632364863,0.020876223785831437
17,0.026813484353653487,0.028042892044948947,0.028323134632018285,0.028042892044949082,0.02915071063408481,0.030455165820099203,0.03138623713707888
18,0.048067921702345584,0.04533040296567505,0.04374523895338984,0.045330402965675184,0.04844134060566416,0.04947004174395013,0.05139416506888455
19,-0.08490974010637105,-0.0830707585779284,-0.08132522334418799,-0.08307075857792824,-0.08313935793336755,-0.08221319690721171,-0.08176131018793933
20,-0.012599072331097168,-0.015428501997304491,-0.016378920682017573,-0.015428501997304379,-0.015379721765662645,-0.014877175737484882,-0.014667106233092355
21,-0.0007917341569388267,0.0034790697650740783,0.007826288008855148,0.003479069765073988,0.0034673833200326463,0.005443781628281822,0.005322062146074057
22,-0.0331741541191407,-0.037475487148249234,-0.039223365433437254,-0.037475487148249165,-0.03706154023620252,-0.040991254498753384,-0.03940425264281838
23,0.009423270008638069,0.0005178881706555705,-0.004745904852381387,0.0005178881706556778,0.010471005607924008,0.011001278883563816,0.014389295261643217
24,-0.02281222474766941,-0.0248385296739781,-0.024229914775217493,-0.024838529673977795,-0.02379021232827053,-0.02408946865774714,-0.02386878838859585
25,0.07719245670851824,0.07170691142747938,0.06985786237592553,0.0717069114274793,0.07478649473127212,0.07369985162070011,0.0734878805014184
26,-0.06984276915861673,-0.06913460771722318,-0.06625945219026724,-0.06913460771722346,-0.06870750686474297,-0.06904394138844562,-0.07048781722910329
27,0.012833919488585047,0.0076428560338838965,0.00763268034856528,0.0076428560338840535,0.00933722804845649,0.006601068101356894,0.006498752341420482
28,-0.006095698409728682,-0.006479139949326196,-0.003934925943821038,-0.006479139949326003,-0.004044765841958174,-0.004623771960411509,-0.004798697176749648
29,0.007258927224747122,0.005733131896201188,0.004869055758867122,0.005733131896201683,0.0029744635707120506,0.003354034058880599,0.002892463254969586
30,-0.0196541014102547,-0.02079886391008903,-0.021760717847834624,-0.020798863910089043,-0.019949529509617037,-0.020966500678171015,-0.021000141926076524
31,-0.014057759453286467,-0.008586735346227442,-0.005926401485344343,-0.008586735346227264,-0.00912751287053528,-0.006804733585056753,-0.007265705618502131
32,0.015262654272623657,0.0158734648332762,0.015847517969853026,0.01587346483327607,0.011985029676057288,0.01085173879788562,0.009871671726301531
33,0.012090908147279492,0.018209067802616226,0.01962505551281649,0.018209067802616045,0.014473698398160541,0.0166030834398757,0.0153582150622699
34,0.003104702349852594,0.009523662665930672,0.008523522942771911,0.009523662665930488,0.00617896430839162,0.009193607302913747,0.009094545789333658
35,0.09146547079701152,0.08191326566861104,0.07536883687785903,0.08191326566861107,0.08155126115209385,0.06423673287788839,0.06521306333382457
36,-6.306969931213893e-05,-0.0032816970584837054,-0.0034722937556270193,-0.0032816970584838906,-0.0009250483741912013,-0.0021120960557456606,-0.002098376845433397
37,0.03359974730955915,0.029288105813216128,0.028372722009413515,0.029288105813216093,0.03252340006862072,0.032006894492666395,0.03291228996835976
38,-0.008737371247489113,-0.009187847026794342,-0.008844933144036473,-0.009187847026794215,-0.008095146423762498,-0.008991908876840971,-0.00861212341260687
39,0.11886055466682974,0.12329601745143519,0.12359387925644232,0.12329601745143542,0.12094604996947195,0.12074501447613113,0.11934737671473877
40,0.025938345284107857,0.017511074157303977,0.015771378132432796,0.01751107415730426,0.0206747956184876,0.01804808917526579,0.018224887459723074
41,-0.014381572131308506,-0.01652326320111201,-0.018220989206610992,-0.016523263201112155,-0.017873760759905842,-0.018803581615400133,-0.01811045593124833
42,-0.022051127201713448,-0.019466835555487283,-0.02273770045297431,-0.019466835555487356,-0.016983803636826507,-0.01159645655246666,-0.00963703358735322
43,0.032416641568240936,0.02180753474812444,0.01787265289483974,0.021807534748124163,0.02621554655571757,0.023339650711404654,0.024464369502628903
44,0.03970926409320186,0.03684686722548584,0.03696629580914151,0.03684686722548594,0.038974240753919545,0.0381977944405189,0.03829458427894838
45,-0.025559740782881955,-0.019932399352790196,-0.023745969080315534,-0.019932399352789777,-0.020659737936577223,-0.016556256829634852,-0.015190935351248354
46,-0.019700828727369595,-0.011783741087379196,-0.012827549664629031,-0.011783741087379658,-0.014161777297302136,-0.00938652251965401,-0.009811380842406707
47,-0.003706198101863166,0.0003741931910423259,0.0034207357057334012,0.00037419319104210893,-0.0012239758379892771,0.00022547684011999729,-0.00044480570143233034
48,0.06683429534418753,0.06663973693254652,0.06649235508164848,0.06663973693254642,0.06329650329703433,0.06118848357024575,0.060562750267016234
49,-0.03184021954544107,-0.018298307808141828,-0.013474911141015348,-0.01829830780814205,-0.025362323530480412,-0.02130527663046927,-0.022717983512655568
50,-0.019995061698212573,-0.015292477203383305,-0.01266192455768451,-0.015292477203383828,-0.01641312126734077,-0.014820945845504392,-0.015512895970063157
51,0.008734936854960884,0.0033225211828750018,0.004838428402935855,0.0033225211828747624,0.0034674003156064774,0.0003244831020625892,6.535547103209698e-05
52,-0.03929752805377157,-0.03415719906245338,-0.03232074733357277,-0.03415719906245314,-0.03655269955117722,-0.03235503612242271,-0.033137565707485814
53,-0.023690713834483523,-0.024539757172926533,-0.025333968964558386,-0.02453975717292681,-0.020216732104027985,-0.020208725786948586,-0.019669868232496533
54,-0.07289937607828909,-0.07075297982414705,-0.0724022853593562,-0.07075297982414729,-0.0770349997663432,-0.08055855784217476,-0.08210300574713733
55,0.0486157689381083,0.0462654392250007,0.04704876552340538,0.04626543922500053,0.04655632661746116,0.045527719528831945,0.04565600441168542
56,-0.03804811581058274,-0.03189951154164385,-0.027585068837664668,-0.03189951154164428,-0.03474048570599348,-0.03135637496136053,-0.032529833581582214
