BBVI_i,VVVI_i,IIVI_i,JJVI_i,HHVI_i,KKVI_i
0.039128991620928776,0.04002919594075153,0.04002919594075167,0.048397475711807955,0.04855147903130042,0.049715446094828294
-0.002371479274344505,-0.0025695891227694124,-0.0025695891227693487,0.002252318614615857,0.002309242765901649,0.0033067746607827594
0.04158866249741334,0.041290626984807996,0.041290626984807864,0.046509591550660825,0.04656791773816711,0.04744205630780768
0.014484450134170353,0.01397370484978081,0.013973704849780815,0.011980478010184184,0.011992796079412131,0.011727792833152962
-0.04757978126847498,-0.04759022833019224,-0.04759022833019226,-0.04684679937810682,-0.04685366271541354,-0.046682683541124516
-0.07150588993253693,-0.07181479010074059,-0.07181479010074078,-0.07166285033475607,-0.07167718825279634,-0.07124829602247189
-0.040066744068662195,-0.039346630177644996,-0.03934663017764465,-0.0390976100693638,-0.03909895349756504,-0.0388816056723157
0.013237712997894306,0.012859256418304384,0.012859256418304087,0.007020144846111339,0.006965170050795215,0.005884986948894572
-0.07949434789929964,-0.07990680255444574,-0.07990680255444609,-0.082229416425175,-0.08224685680504533,-0.08250206212541994
-0.029665501772761227,-0.02956512487186305,-0.029565124871863156,-0.02057361713168802,-0.020460106324944854,-0.018300072008256493
-0.06770440965989821,-0.06763639458959719,-0.06763639458959728,-0.0645941777056724,-0.06456768849736057,-0.06389386044975863
-0.04169401980500988,-0.04200400697055641,-0.0420040069705567,-0.042490245187509455,-0.04248064781716177,-0.04249325975466292
-0.09945636394257293,-0.10064359586129741,-0.10064359586129751,-0.10730456361012798,-0.10737388720150835,-0.10851648247950967
0.02063068331084273,0.020631101527221186,0.020631101527221026,0.01942406287762123,0.019400498328358856,0.019239152599053087
-0.004897807688088096,-0.005047512385280089,-0.005047512385280024,-0.002389867663037759,-0.0023406794853581374,-0.0019181917946795492
0.039321855354183824,0.03924404553524472,0.039244045535245055,0.03788214158296979,0.03784282362291694,0.03755714969469128
-0.050792229862563744,-0.05078355268665615,-0.050783552686656436,-0.04870522239151336,-0.048689851037258584,-0.04817741801210584
0.0977884511626466,0.09808747824943144,0.09808747824943155,0.09616942472427759,0.0961442722751325,0.09545182299565293
-0.05131600265525182,-0.05177579185040851,-0.051775791850407885,-0.043605386745074345,-0.043527652072630645,-0.04192753426427314
0.0017707214564901877,0.0010175887222834408,0.0010175887222834625,-0.0033500469131913482,-0.0033912839254559217,-0.004230302395777113
0.057019015364168965,0.05845560000122811,0.058455600001228326,0.057659153670907376,0.05766423145462283,0.05748386481453836
0.012927952490910978,0.01293326308383146,0.01293326308383131,0.016352173630363797,0.01638192292794626,0.016973025576024203
-0.04135586873447083,-0.041170707758957974,-0.0411707077589582,-0.033395796519255574,-0.033320450792976006,-0.031826953525347694
-0.02916000007201099,-0.028840705768156307,-0.02884070576815654,-0.03072436386057506,-0.030745169331109396,-0.031010312042511774
0.02367783421380941,0.023675755987502736,0.023675755987502604,0.02118150791426293,0.021148981808370104,0.020586882666454368
-0.0041330038959172324,-0.0036725816074118186,-0.003672581607411379,-0.005009831283837651,-0.005009030429825203,-0.005139942004358433
0.07373917558246743,0.07370855720072789,0.07370855720072804,0.07127067106358087,0.07125444614216335,0.07052750644803746
0.058401551748594266,0.0585324244323703,0.058532424432370396,0.06891399895932851,0.0690276131855919,0.07055887288830723
0.0898167887396965,0.09060078355787535,0.09060078355787539,0.08530005506917637,0.08521737254789898,0.08398200324792314
-0.034516812953045845,-0.03479018096046811,-0.03479018096046829,-0.03942947903994235,-0.03948750596967452,-0.04016289564761765
-0.07325284266761597,-0.07327159662437231,-0.07327159662437228,-0.08073127497749323,-0.08079281825841358,-0.08209427062888544
0.0013207995423519957,0.002176483148164288,0.0021764831481649732,0.0016414784950126928,0.0016450793049175533,0.0015100129902647147
0.022599353727901433,0.02234050926263061,0.02234050926263036,0.025453546636195663,0.025487630482613047,0.026033735573059106
0.011470243349212681,0.011219734489253022,0.011219734489252965,0.005470896155705918,0.005414455342053413,0.004283458649800189
-0.05280264112556116,-0.05345015857017289,-0.05345015857017279,-0.037948994608542314,-0.03778839607927073,-0.034570752936131044
0.01670018395585626,0.016532563680763012,0.016532563680763543,0.01824935920174126,0.01827939679709823,0.018512767362816478
0.0017464264062905948,0.0022370918769196915,0.0022370918769194052,-0.005424399791544832,-0.0055122643514866525,-0.007071148959635082
-0.10379120562801879,-0.10310467954621601,-0.10310467954621656,-0.10355445431139938,-0.1035401917204414,-0.1034923869063462
0.061695487666971145,0.06221596496593845,0.0622159649659385,0.06739665503551169,0.06748082637826931,0.06784076945697125
0.07644632633518941,0.07706509713419384,0.07706509713419392,0.07800638401092275,0.07800850251953964,0.07775157139769424
0.08700277787509737,0.08633322003750658,0.08633322003750607,0.07592285480402478,0.07579919544998524,0.07365652128703702
-0.0026100275619084195,-0.004527686923142862,-0.004527686923142757,0.012504616143962862,0.012686896638140724,0.016046913722165008
-0.028937731536120427,-0.028404196732935365,-0.028404196732935514,-0.025244270396084414,-0.025203949939021007,-0.02467327167535487
-0.05618358880953772,-0.05611679153641692,-0.056116791536417104,-0.06554317530082285,-0.0656370119686451,-0.06742615148416652
0.047161358576436246,0.04599152609473063,0.04599152609473048,0.04738441235428806,0.0473790027499395,0.04768887752815877
0.04482289518124597,0.0455098304611996,0.04550983046119951,0.04053807068134182,0.04048963277184438,0.039160325664993965
0.005322742061751864,0.005222330361154188,0.005222330361154071,0.003311804946294222,0.0033034638656571414,0.002822289272024212
-0.002053699901754528,-0.002548342308656699,-0.002548342308657031,-0.0036641851498051886,-0.003685413068780493,-0.0037606042400546583
0.018657065096918765,0.01869035648260577,0.01869035648260602,0.017195114085953006,0.017156122194642593,0.01666383355191969
-0.011204480286843432,-0.011331420008288805,-0.011331420008288785,-0.007473221041819733,-0.007472691284141906,-0.006480341449298687
-0.08410981295851329,-0.08332909427997347,-0.08332909427997391,-0.08321562372014485,-0.08318738868791123,-0.08323371815887685
0.03572093738612225,0.03534344997697156,0.03534344997697158,0.03544003359260625,0.035417788860110204,0.03538318530544166
0.12300198995087025,0.12422285215487222,0.12422285215487228,0.12332732037610138,0.12335631066126601,0.12305885759722315
