,BVVI_h,VVVI_h,RVVI_h,IVVI_h,JVVI_h,HVVI_h,KVVI_h
0,-0.03886177504705902,-0.045098895011906795,-0.05472335657814882,-0.0450988950119067,-0.1748676137986462,-0.24154472482517564,-0.3814493456627804
1,0.06354082216793565,0.05324422763289698,0.05312269100622183,0.05324422763289697,0.0561209208702373,0.07177404343041455,0.07494057696177298
2,-0.07414863212207333,-0.06621651672739125,-0.05340646530798128,-0.06621651672739119,-0.12680141541182635,-0.1254498428546296,-0.18709621234283028
3,-0.06301121455360659,-0.05639808995847541,-0.04958598943476445,-0.056398089958475374,-0.07955112296597276,-0.10606092185237874,-0.16088327211569056
4,-0.028312144571224506,-0.03580709633724525,-0.03319522041824211,-0.0358070963372455,-0.055639869668336485,-0.07643807693636862,-0.12523143916077625
5,-0.021886810964562273,-0.02079529867066594,-0.007851051785976509,-0.020795298670665985,-0.012931810540820491,0.061667531720769456,0.11133245194599531
6,0.04356978353236832,0.04144796368903025,0.04664872317922295,0.04144796368903044,0.07460794324320084,0.07875181428041308,0.08215806196904869
7,-0.013007384019171871,-0.01556385068135419,-0.017793127242047423,-0.015563850681354026,-0.03174967913772938,-0.01128851137296933,-0.0568779085142196
8,-0.011041028162465242,-0.003936416635156832,-0.0001962690512828154,-0.003936416635156792,-0.016294607568632578,-0.021055156193062044,0.0034764171784166667
9,0.014766693752167546,0.008853369664877249,0.009532541614995428,0.008853369664877327,0.06190811262022401,0.07554065941546562,0.1084952986172521
10,-0.040324108902583436,-0.03800645551244207,-0.043506707973653025,-0.038006455512442014,-0.02884138784703278,-0.04079321177862364,-0.0747269479004734
11,0.029336212686455997,0.051302169757651055,0.03308976264677157,0.051302169757651075,0.02635303489703929,0.029038494707841395,0.015989246342674526
12,-0.009423616351090834,-0.006216353367955608,-0.0029111565292166824,-0.0062163533679557605,0.014930709452949192,-0.016841898381422377,-0.01080999923533101
13,0.02531272088908344,0.025926902965643598,0.03168867858824578,0.025926902965643567,0.05361845222539547,0.03232626274823559,0.07471113422522395
14,0.013696463387322262,0.020886502701415337,0.00371689307337339,0.020886502701415236,0.011751659993322698,0.011050210843643505,0.0045250187993031085
15,0.02796872771229544,0.02307571886075954,0.02306248890362591,0.02307571886075937,0.04856613389079425,0.06204884972659931,0.09721651519828996
