BVVI_i,VVVI_i,IVVI_i,JVVI_i,HVVI_i,KVVI_i
0.08191220595332893,0.12912643851855332,0.07850887461928047,0.14327256969870727,0.18770500787704913,0.19947879984595718
-0.002794307784579675,-0.00828899717022391,-0.005039710279496068,-0.031392020271736876,-0.031038376659574707,-0.04620549051870654
0.19019616763382807,0.13319557091873546,0.08098290711859085,0.07564569491298323,0.06431689560910814,0.0665403054831748
0.10396276548231773,0.04507646725735745,0.02740649209247384,-0.041570127176754346,-0.024088056394170804,-0.051934974383119226
-0.20148737816645507,-0.1535168655812653,-0.09333825427340904,-0.04150445220048711,-0.036358983028873755,-0.039582708360399066
-0.2787935595225085,-0.23166061322819542,-0.14084965284274287,-0.196344458849482,-0.19620867573804734,-0.20533676507086135
-0.22562083953844392,-0.12692461347627418,-0.07717016499357454,-0.0935074643980539,-0.08830583746046672,-0.09081339555505441
0.09497717470499184,0.04148147231711091,0.025220735168803743,0.005035969624223868,0.008186259349167446,-0.014612849664473737
-0.30027888026531396,-0.25776387920788946,-0.15672043855839696,-0.14946214822744622,-0.12123915027054932,-0.10241247887552762
-0.1485630172259783,-0.09537137055439693,-0.05798579329707387,-0.2145339222180367,-0.2121541267746031,-0.18905609847141924
-0.29650066515135287,-0.21818191803095865,-0.13265460616282382,-0.08589675764216453,-0.06999926371811888,-0.08355485052793377
-0.15144249157000522,-0.13549679667921422,-0.08238205238096241,-0.06961915087210936,-0.04543877403330369,-0.062044433693520556
-0.3173340068865228,-0.32465676084289485,-0.19739131059248016,-0.14130349861777447,-0.1055223983989485,-0.08191018937481842
0.08914591778958819,0.06655194041039092,0.040463579769517824,0.011569765931685572,-0.004654690286054905,-0.03597659682680043
-0.013484627426488482,-0.016282298017032543,-0.009899637194356353,0.02004788966688459,0.03988299881056426,0.01708820976204145
0.17453218999378897,0.12659369527498296,0.0769689667271899,0.06667765936507539,0.036220820414265886,0.020014741774682238
-0.21887671803054148,-0.1638179118924392,-0.0996012904306034,-0.09108816520998778,-0.08354798237889896,-0.06271946176057822
0.3935561960237321,0.3164112201594562,0.19237802185694927,0.21449272799775568,0.18847344291772694,0.1760333725696357
-0.19492902582585148,-0.16701868338841452,-0.10154735950015592,-0.06847533091081859,-0.06305221054497223,-0.0345178606857659
0.07310419109534688,0.0032825442654304537,0.00199578691338248,0.00567654952356772,0.012005759643061387,0.0008857112430716851
0.13105454572154168,0.18856645161686486,0.11464840258305381,0.06342078330887153,0.05457819045463416,0.025179480313355956
0.04856016072984137,0.04172020349623051,0.025365883725707916,0.03308632496492592,0.023604725202010235,0.033253467474664455
-0.20207135703094403,-0.13280873470631605,-0.08074771070144071,-0.03585721709631118,-0.030356352871966474,-0.037169108406240436
-0.14486132649002187,-0.09303453473598808,-0.05656499711948068,-0.05187549211344669,-0.0437258021998089,-0.06181298810304511
0.10446119754288213,0.07637340641129914,0.04643503109807018,0.05732048194109887,0.04863278584170136,0.04939569458018542
-0.05099033118838758,-0.01184703744326393,-0.007202998765503135,-0.049294205204388,-0.039792556352418934,-0.06479535349856716
0.3182391026666608,0.2377695393571867,0.14456387992916953,0.15427687647972238,0.14518218189406176,0.14860128658704083
0.2196825969687195,0.18881427236248483,0.11479907759639063,0.2112370018815778,0.20339380669031448,0.1996917619939591
0.3278815066238902,0.29226059212217853,0.1776944400102845,0.17207942651493596,0.12950346399041734,0.1552642522243426
-0.11711329907991097,-0.11222639019505842,-0.06823364523859515,-0.10574981428604979,-0.10530438472478748,-0.08892918539125055
-0.29577332347090635,-0.2363599891108784,-0.143706873379413,-0.12434315238231786,-0.08577417915602714,-0.06543822893614759
-0.059783564435013745,0.007020913381175123,0.004268715335755353,0.003684590738858823,0.010785892067788336,0.023093835773490626
0.11040360444524272,0.07206615891171164,0.0438162246183203,0.045494030555084664,0.03923682456223715,0.010380879073880245
