,BBBV_c,VVBV_c,IIBV_c,JJBV_c,HHBV_c,KKBV_c,BBVI_c,VVVI_c,IIVI_c,JJVI_c,HHVI_c,KKVI_c,BBVK_c,VVVK_c,IIVK_c,JJVK_c,HHVK_c,KKVK_c,BBJK_c,VVJK_c,IIJK_c,JJJK_c,HHJK_c,KKJK_c
0,0.06410968458458902,0.06410968458458914,0.06460280253156986,0.06484476575063015,0.06413506386624747,0.06372191116671143,0.03352692077433112,0.032592071364890146,0.03259207136489,0.033201526701060254,0.03260456062059579,0.03247539272070796,0.02468747779190843,0.025002417866739773,0.024881668814081777,0.024500033535371248,0.024777752045900468,0.025002417866739412,0.07475360869685571,0.07467840146369772,0.07254799946519486,0.06851613304775947,0.06856734739886151,0.06851613304775885
1,-0.01854751839293284,-0.01854751839293291,-0.022281534394171795,-0.025554592534062403,-0.026048441171863203,-0.026747091575197154,-0.009162739873796602,-0.008883654767344887,-0.008883654767344876,-0.010164949194443756,-0.010155432451333058,-0.010689757377277412,0.010504766781422094,0.009938315713770447,0.009421365339008302,0.009790422483668527,0.009606219926601762,0.009938315713770612,0.02157098399374012,0.021002800969891364,0.01840571227592752,0.0180341097629099,0.017259653824529483,0.018034109762909527
2,-0.02618994830576382,-0.026189948305763874,-0.035897860418037476,-0.040687339144226786,-0.04181869624985732,-0.04278061123170043,0.04959620750373556,0.05189438233514443,0.05189438233514483,0.05201984427294218,0.0521365920315705,0.05180555203613039,0.04800166078182501,0.046726459186666236,0.04664058390469796,0.04655212298886047,0.046420851617682356,0.04672645918666389,0.0593153268392523,0.05860881282949182,0.056467939383578754,0.05473288053660593,0.054094112500656495,0.054732880536604606
3,-0.04031198773180783,-0.04031198773180754,-0.035513853989037496,-0.028224679899154035,-0.025972612775762006,-0.024349527988025556,0.019700686444185288,0.021547677625316612,0.0215476776253164,0.025378279741492513,0.02706212161119449,0.02810050821331067,-0.043911746397416546,-0.04325261057729677,-0.04134242166984441,-0.04219509468962015,-0.04254979075914658,-0.04325261057729805,-0.14529816090345304,-0.14499363076571425,-0.13601935153346323,-0.13110513870705848,-0.13052837149380855,-0.13110513870705967
4,0.13387315779886494,0.133873157798865,0.14163960447991472,0.14498157948793455,0.14535463594664794,0.14549658159640355,0.046946033982847475,0.044302693214571046,0.044302693214570796,0.04419849619813518,0.04373432865662093,0.04344179416396096,0.05243083439403237,0.053571043171802654,0.053327575760390794,0.05319986568636625,0.05339410016656678,0.0535710431718045,0.0969214876520498,0.09830735652257266,0.09832995211362612,0.09636074933230893,0.09629787579232078,0.09636074933230777
5,0.05166313867135116,0.05166313867135115,0.06270007226719046,0.06800858430468466,0.07010502584484166,0.07132581937582438,-0.0045233119972792135,-0.00621879022612019,-0.006218790226120427,-0.00722435786326605,-0.006804405153779258,-0.007054135632487676,0.02442105612613551,0.025424034683082887,0.02541248108379786,0.02580692553463753,0.02564498615683844,0.02542403468308294,0.006130467269771116,0.010869263143561354,0.017914235286778435,0.02312618069687145,0.023046019585978156,0.023126180696869853
6,-0.057660392550075636,-0.05766039255007587,-0.061991549933502935,-0.06392696043849472,-0.06450721626974683,-0.06480977848609645,-0.029901661619660277,-0.029061578244660227,-0.029061578244660182,-0.02861438814393881,-0.028497643737823722,-0.028145075647206082,-0.048346031697283916,-0.04870576675113348,-0.04854356570419896,-0.04859893411659714,-0.04865217870956653,-0.04870576675113425,-0.07205987272468359,-0.07551327957828344,-0.07869110235285341,-0.07947237959247583,-0.07932995124823795,-0.07947237959247593
7,0.03840322643061022,0.038403226430610234,0.0420293086657654,0.04261007751584083,0.04278090469489229,0.04278054513131022,-0.005748701640652703,-0.007091996952618199,-0.007091996952618627,-0.008281033628974652,-0.008675834936326345,-0.009149791676678226,0.02181686211564462,0.022128280917841612,0.02161642267240846,0.021866771149739575,0.021961184609194433,0.022128280917840765,0.05740121137567188,0.05993946344965264,0.06070174944890859,0.06060932569001359,0.060381869775853476,0.06060932569001286
8,-0.06406491896578154,-0.06406491896578159,-0.07082404575311296,-0.07587804568185111,-0.07711800314811276,-0.07795702972288503,-0.04308399585358745,-0.04245661053554933,-0.04245661053554915,-0.04378127749479698,-0.04414698860350201,-0.04428823707993229,-0.02882915202301759,-0.029671706914339523,-0.030258490110460074,-0.029862623735091937,-0.02986296259767053,-0.029671706914339242,-0.021263179838196353,-0.023809883541926105,-0.029022415080966247,-0.030374111513846648,-0.03057226639433581,-0.030374111513845167
9,-0.015110563702393309,-0.01511056370239356,-0.003212492390230925,0.005391125064188186,0.008337490358403726,0.010358326278084378,-0.027947227699426612,-0.028314204958784842,-0.02831420495878461,-0.026904609384550526,-0.02569418272814913,-0.025155713339937963,-0.042204594420226456,-0.04097406898366742,-0.0398690918187197,-0.040037595451658636,-0.040307113184618874,-0.04097406898366725,-0.11770503409701254,-0.11388666613200318,-0.10311425989685512,-0.09601359016817987,-0.0955087697776611,-0.09601359016818141
10,0.03354447889118843,0.03354447889118842,0.028421381221513,0.026738680069565104,0.026957946461306906,0.027176614691555436,0.1123068131613835,0.1147060333282193,0.11470603332821966,0.11493134907309746,0.11561865181287846,0.11595154914829432,0.10656263883985412,0.10570008432311245,0.10609600349013533,0.10623160221413473,0.1059721682337347,0.10570008432311255,0.04974871329847415,0.049137160063489935,0.05103420994917981,0.05435716845475238,0.05444230823978275,0.054357168454750825
11,0.03412112432264144,0.03412112432264134,0.03667697001019854,0.03854899803310821,0.038879259183056236,0.03886140470953717,0.011763135495339277,0.011084471637661141,0.011084471637661604,0.011869793676663706,0.012092846557991137,0.01199162465856234,-0.002912588820252973,-0.002415590851846483,-0.0021960818433634927,-0.002462187540130237,-0.002544769757751581,-0.0024155908518451673,0.0013164077870939912,0.0008445613357589339,0.0008496709057642834,-0.0001640762704831783,-0.0004818056917136093,-0.0001640762704827599
12,-0.0345501892687301,-0.03455018926873007,-0.03641427918409413,-0.038253653237062465,-0.038725412232810404,-0.039228961907823316,-0.03614261219347056,-0.03619539677578061,-0.03619539677578053,-0.036946444980979515,-0.037200058281290214,-0.03767449449507472,-0.01964834077624053,-0.01995752769089592,-0.02037270990753082,-0.020249916655665442,-0.020238883436992334,-0.019957527690896155,0.011733993424484546,0.012689544818610439,0.011564566075244948,0.01031489422217497,0.009849683252499106,0.010314894222175974
13,-0.0420824661931736,-0.04208246619317346,-0.0403376421019718,-0.04011932225283872,-0.039997926048339225,-0.03949029546088841,-0.05704650435377836,-0.057500654731795185,-0.05750065473179547,-0.05829420543997151,-0.05857263967395185,-0.05809801726861152,-0.04750697954236888,-0.04735939962129681,-0.04749153248800532,-0.04715206736198623,-0.04700035099792711,-0.04735939962129707,-0.06967719019352443,-0.07027808052743317,-0.07040384569206427,-0.06851919658806468,-0.0676998296396714,-0.0685191965880639
14,0.08170541355897318,0.08170541355897346,0.06316038800557869,0.04722553642035229,0.0419045099696135,0.0377767733630456,0.003444622623164501,0.0010093056336060902,0.0010093056336059154,-0.002069554681657561,-0.003626610125261546,-0.0038186566173751017,-0.015759080001129785,-0.01667362716068216,-0.018730043664287127,-0.017881076500671708,-0.017908410805993185,-0.016673627160682835,0.02460294255359565,0.0031007877432790835,-0.030265914382205484,-0.04402619240377977,-0.045212804882099424,-0.04402619240377946
15,-0.07137789566697984,-0.07137789566697982,-0.06472323347251077,-0.05929622714691873,-0.05781546020185972,-0.05635343578055207,-0.05361787144802141,-0.053059898498075374,-0.053059898498075284,-0.052079928079972804,-0.052021697431148685,-0.05186251127091001,-0.04237102510310365,-0.04202197929879532,-0.04144597325475732,-0.04179291798063289,-0.0415373359801812,-0.0420219792987942,-0.03479679633905166,-0.026550536552068918,-0.015125935079267882,-0.011374349724301396,-0.010538218813874964,-0.011374349724300783
