BBVI_i,VVVI_i,IIVI_i,JJVI_i,HHVI_i,KKVI_i
0.16535154523682805,0.12912643851855332,0.07850887461928069,0.04558729970273523,0.028347799047307665,0.019084316404143764
-0.010021412417391296,-0.00828899717022391,-0.0050397102794960125,0.002121538824089775,0.0013482998084780595,0.0012693747891391882
0.17574563829552087,0.13319557091873546,0.08098290711859091,0.04380903462191277,0.027189655195510476,0.018211628066545527
0.06120848282504246,0.04507646725735745,0.02740649209247334,0.011284837351528326,0.007002245452818051,0.004501959184339363
-0.20106294665065233,-0.1535168655812653,-0.09333825427340933,-0.04412666264002319,-0.027356493391902742,-0.01792012690772199
-0.3021700510052367,-0.23166061322819542,-0.1408496528427432,-0.06750178160564119,-0.04185022927018109,-0.027350152344110173
-0.16931430558047572,-0.12692461347627418,-0.07717016499357401,-0.036827426258884605,-0.022828743816320232,-0.014925519596792156
0.05594001299110174,0.04148147231711091,0.025220735168802855,0.0066125235324661635,0.004066760578044948,0.0022590756352208197
-0.335927728219621,-0.25776387920788946,-0.15672043855839748,-0.07745480514887451,-0.048021551876494206,-0.031670146428790236
-0.1253606687816684,-0.09537137055439693,-0.05798579329707354,-0.019379020007912584,-0.011946062080048447,-0.007024866351556525
-0.28610573114344084,-0.21818191803095865,-0.13265460616282304,-0.0608435480324398,-0.037699198767813746,-0.02452699804361702
-0.1761908578856869,-0.13549679667921422,-0.08238205238096281,-0.04002306966049277,-0.024803216951310582,-0.016311928744531894
-0.4202833444024856,-0.32465676084289485,-0.19739131059248027,-0.10107397604566892,-0.0626924954305581,-0.04165632714536016
0.08718127463614185,0.06655194041039092,0.040463579769517366,0.018296214065372254,0.011327387733654687,0.007385352126733281
-0.02069718732708195,-0.016282298017032543,-0.00989963719435566,-0.00225110115357105,-0.0013666547962897513,-0.0007363381405382785
0.16616655004509936,0.12659369527498296,0.0769689667271903,0.03568253336202315,0.02209532605079989,0.014417099398929878
-0.21463813264502743,-0.1638179118924392,-0.09960129043060359,-0.04587717722039322,-0.02842859044433485,-0.01849391207561482
0.4132350678163453,0.3164112201594562,0.1923780218569496,0.090585393611255,0.05613584929612575,0.03664118366607322
-0.216851495091548,-0.16701868338841452,-0.10154735950015481,-0.04107346106310228,-0.025414532339181117,-0.016094763153059688
0.007482726154845631,0.0032825442654304537,0.0019957869133817585,-0.003155528060167334,-0.001980072227443619,-0.0016238902745079886
0.24095132299052047,0.18856645161686486,0.11464840258305425,0.05431120281259662,0.033668470623505586,0.022066386815903435
0.054631025042236714,0.04172020349623051,0.02536588372570786,0.015402692580858801,0.009564929193413785,0.006515451753377033
-0.17476189691018318,-0.13280873470631605,-0.0807477107014406,-0.03145668575362137,-0.01945484385009244,-0.012217443450052823
-0.12322451643333676,-0.09303453473598808,-0.05656499711948121,-0.02894036853963844,-0.01795121177074452,-0.01190395849373839
0.10005794458093653,0.07637340641129914,0.046435031098069623,0.019951613906337984,0.01234827647520964,0.007902706571961515
-0.017465274527908303,-0.01184703744326393,-0.007202998765503607,-0.004718937854453528,-0.002924627444510844,-0.001973074511350495
0.3116074839130075,0.2377695393571867,0.14456387992916983,0.06713237403408262,0.04160340242494054,0.02707346215263373
0.24679365416341448,0.18881427236248483,0.11479907759639096,0.06491254095523846,0.040303219311587535,0.02708550281841471
0.3795483653193626,0.29226059212217853,0.17769444001028462,0.08034714864580483,0.049755949777966824,0.03223825285968662
-0.14586137086609696,-0.11222639019505842,-0.06823364523859587,-0.037140025418268274,-0.023055608324229315,-0.015417369619569354
