,BBBV_c,VVBV_c,IIBV_c,JJBV_c,HHBV_c,KKBV_c,BBVI_c,VVVI_c,IIVI_c,JJVI_c,HHVI_c,KKVI_c,BBVK_c,VVVK_c,IIVK_c,JJVK_c,HHVK_c,KKVK_c,BBJK_c,VVJK_c,IIJK_c,JJJK_c,HHJK_c,KKJK_c
0,0.27091511872842455,0.20680543414383593,0.12670485141675636,0.061079585803819364,0.03744660180577675,0.024460991705931162,0.14167827811088313,0.10513571408029079,0.06392251416081651,0.03127369611841804,0.019036856362347865,0.01246636043149757,0.10432450292709691,0.08065296086045087,0.04880017625471522,0.023077450942994848,0.014467010065509628,0.009597702342393516,0.3158942819125193,0.24089806923773457,0.1422876892736725,0.0645377769353089,0.040034483481270755,0.026301354298978397
1,-0.07837822288626459,-0.05983070449333197,-0.043700557779536936,-0.024070777483697486,-0.015208928555184645,-0.010267431927253101,-0.03871996527314048,-0.028656950862402858,-0.01742342612434092,-0.009574726337992182,-0.005929462173197689,-0.004103487509341974,0.0443911112376224,0.0320590829476466,0.0184780326648937,0.009221946339455514,0.005608792924886835,0.0038150308707700087,0.09115480332838566,0.0677509708706173,0.036098945366980426,0.01698696790570868,0.010077410781418827,0.006922771167052366
2,-0.11067365251790517,-0.08448370421214152,-0.07040612623924769,-0.03832484848423942,-0.02441672264911024,-0.01642223463410436,0.20958397364481798,0.16740123333917556,0.10177994987021953,0.048999337186126174,0.03044104244423955,0.019886647394514567,0.20284572781997018,0.15073051350537495,0.09147572585179471,0.04384909649273308,0.02710378755742099,0.017936931107138718,0.25065509083684034,0.1890606865467478,0.11075002304908349,0.05155484231189977,0.03158398181489944,0.021010363818890154
3,-0.17035065783441372,-0.13003867010260495,-0.06965297814624127,-0.02658582751791283,-0.01516465455617072,-0.009347076872822713,0.08325128787704106,0.06950863750102132,0.04226125160062055,0.023904702208115525,0.01580078713427807,0.010786969281883774,-0.18556254122779248,-0.1395245502493444,-0.0810844915331142,-0.03974505693344865,-0.02484358750775978,-0.016603421479672476,-0.6140019057533015,-0.4677213895668202,-0.2667734378462763,-0.12349258226600346,-0.07621172658186887,-0.050327456471419674
4,0.5657220539242357,0.4318488961253709,0.27779638556060693,0.13656329422734478,0.08486835195594605,0.05585191358055491,0.19838485328235544,0.14291191359539046,0.0868904434659969,0.04163213190275958,0.02553520479628512,0.016676043566165658,0.2215625582457497,0.17280981668323436,0.10459085826554065,0.05011084122715788,0.031175264935963183,0.020564368185305597,0.40957144781995236,0.3171205049115247,0.19285358350027315,0.09076560904849743,0.05622553393035504,0.036990094098531046
5,0.2183184247079678,0.1666552860366166,0.12297304496274775,0.06405969876441264,0.0409322892836011,0.0273799113087842,-0.019114641020760548,-0.020060613632645774,-0.012196853088649096,-0.006804879019592536,-0.003972894622045309,-0.0027078778718259144,0.10319865653302424,0.08201301510671899,0.04984125322241645,0.02430845889069083,0.0149733628851218,0.00975954879769958,0.02590616814000052,0.03506213917277856,0.03513501630439125,0.02178337020479504,0.013455901758264666,0.008877469364282298
6,-0.2436616588406422,-0.18600126629056732,-0.12158342696635413,-0.06021507241303373,-0.037663890789755405,-0.024878592386598314,-0.12635863458630633,-0.09374702659567814,-0.05699819217017223,-0.02695290754203268,-0.016638946827568044,-0.010804077425862979,-0.2043009726562643,-0.1571153766165596,-0.09520802563920312,-0.0457770605227302,-0.028406594665908197,-0.01869672981737089,-0.30451107506237257,-0.2435912244460756,-0.15433609751785443,-0.07485785432581593,-0.04631845540622925,-0.030507139262918176
7,0.1622846020132238,0.12388137558261365,0.08243167635092052,0.04013594398266297,0.024978528225082272,0.0164222092600836,-0.02429290048146787,-0.022877409524574836,-0.013909464990942338,-0.007800199418259994,-0.005065568140242156,-0.0035123393855635773,0.09219383668224017,0.07138155134787616,0.04239608059620756,0.02059708766362566,0.012822498110529653,0.008494404610396938,0.2425664093617102,0.19335310790210528,0.11905375375785943,0.057090074520916016,0.03525522074009509,0.023266160506811386
8,-0.27072594788765747,-0.2066610289218761,-0.13890651554158928,-0.0714722236745178,-0.04502696312841423,-0.029925440442010703,-0.1820646276393534,-0.1369568081791914,-0.08326973937294802,-0.041239138801550695,-0.025776144958818914,-0.01700096842745788,-0.12182641661339691,-0.09571518359464362,-0.059345683829547496,-0.028128664937570463,-0.017436116871543117,-0.011390106847762482,-0.08985408254205556,-0.07680607594169711,-0.05692138183621767,-0.02861045342594587,-0.017850258765725102,-0.011659739581121209
9,-0.0638543175810814,-0.0487437538786889,-0.006300630236323879,0.005078091995945,0.0048680185641002405,0.00397626073255497,-0.11809957511693181,-0.0913361450283382,-0.05553237617722917,-0.025342406258995975,-0.015002087334822556,-0.009656548024040701,-0.17834844738869887,-0.1321744160763465,-0.07819486395413411,-0.03771283184478813,-0.02353415318198715,-0.01572875551308517,-0.4973986924744723,-0.36737634236130057,-0.20223700005576745,-0.09043860751325328,-0.05576479783792471,-0.036856829774237376
