,error_pair,A0_B,A0_V,A0_I,A0_J,A0_H,A0_K,min_rms,min_mu,avg_EBV,A_B,A_V,A_I,A_J,A_H,A_K
0,EVSct,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.010242027778543878,-0.72,-0.006318163890918281,-0.026734046871642523,-0.020407669367666047,-0.012407862975540957,-0.0059590394553584855,-0.0036937881555475544,-0.0024285126547522596
1,SZTau,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.002132536859231898,-0.8,-0.00717555179693997,-0.030361912318392095,-0.023177032304116104,-0.014091635640902591,-0.006767693432801902,-0.004195042847045014,-0.002758066844189816
2,SSSct,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.003666508083633829,-0.08,-0.029807942817418564,-0.12612634844334317,-0.09627965530026196,-0.05853803042255927,-0.02811365934767649,-0.017426617609347415,-0.011457278980731173
3,QZNor,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.004741925671083195,-0.66,0.0005531968216939886,0.002340741711633774,0.0017868257340715832,0.0010863900463155226,0.0005217531143489022,0.00032341545786695655,0.0002126322623545184
4,ADGem,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.002953673098768299,0.24,-0.05887420991190248,-0.24911444440023298,-0.190163698015445,-0.11561952839339057,-0.05552779982050994,-0.034419629340795545,-0.022629480063837956
5,YAur,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.011583416271671688,-0.14,0.005589136823477771,0.02364931464118149,0.0180529119398332,0.010976170459418585,0.005271450286431294,0.0032675770611098093,0.0021482965208401506
6,STTau,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.007308654117612096,-0.66,0.05776890462546389,0.24443756614172538,0.18659356194024837,0.11344888565967101,0.05448532008655252,0.033773434711184956,0.022204633870889556
7,BFOph,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0026796863756392,-0.08,-0.024553611530735,-0.103893696469999,-0.07930816524427405,-0.04821936446851863,-0.02315798425132802,-0.014354777909213603,-0.009437671664068613
8,SYCas,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.006533215823290866,-0.22,-0.06790223933778611,-0.28731474530997436,-0.21932423306104912,-0.13334913370111787,-0.06404267605382634,-0.03969768618404989,-0.026099583734264846
9,XSct,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.013444770806676337,-0.46,0.12311864024340924,0.5209519024619376,0.39767320798621186,0.2417853104556168,0.11612057673197385,0.07197885064550434,0.047323111750359206
10,YLac,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0037791195043085555,-0.22,-0.051509218888000786,-0.21795095788079774,-0.16637477700824255,-0.10115586442101146,-0.048581434886406816,-0.030113834638491897,-0.01979859846398086
11,TVul,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0030740278495923765,-0.16,-0.053923700161968964,-0.2281673524953393,-0.17417355152315975,-0.10589751932608113,-0.05085867704476264,-0.03152541282569191,-0.02072665263125601
12,XYCas,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0043474573904324675,0.18,-0.17174612575304452,-0.7267093818988573,-0.5547399861823338,-0.33728191159885895,-0.16198407596524145,-0.10040793749900241,-0.06601405835569772
13,TVel,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0041079220427282705,-0.12,0.018056100218804064,0.07640077685582564,0.05832120370673712,0.03545929185369617,0.01702979148236724,0.01055613787091942,0.006940223241101718
14,VZCyg,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.001906747356600593,0.08,-0.048963173211238276,-0.20717787480871253,-0.15815104947229963,-0.09615583807915817,-0.04618010644591149,-0.028625339954486233,-0.018819974887203654
15,CFCas,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0034922872661649336,0.06,0.002025053896746307,0.00856861055330265,0.006540924086490572,0.003976881844586268,0.001909949833255247,0.0011839072596547934,0.000778369966292378
16,VLac,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.004101225549942517,-0.5,-0.025893796771527533,-0.10956442227936446,-0.08363696357203393,-0.05085127385179663,-0.024421993363033905,-0.01513829040653814,-0.009952798665072038
17,V0386Cyg,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.007904582740105547,-0.2,0.005446753931981892,0.02304684991239498,0.01759301520030151,0.01069655324178332,0.005137160438488041,0.0031843357512545737,0.00209356880883588
18,CRSer,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0005967171753496034,-0.22,-0.079431087740667,-0.3360967615570843,-0.2565624134023544,-0.15598994734863147,-0.07491622471348748,-0.04643779682582615,-0.030530927194880174
19,V1162Aql,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0006196031599929726,0.24,-0.08054755969532268,-0.3408208893388189,-0.26016861781589223,-0.15818251963206248,-0.07596923640224053,-0.0470905198246765,-0.030960065520091177
20,CVMon,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.004186227857736199,-0.62,0.1512057811249965,0.6397970216741977,0.4883946730337387,0.2969439612045131,0.14261124452585167,0.0883994358191067,0.058118966091014905
21,SWCas,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0015896219297220552,-0.2,-0.013585563941498499,-0.0574845967056626,-0.04388137153104015,-0.026679873890872414,-0.012813360487063722,-0.007942528247118268,-0.005221883212193778
22,XLac,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0021656809533265476,-0.84,-0.03122848572503639,-0.13213709164834647,-0.10086800889186753,-0.06132774940625546,-0.029453458596425317,-0.018257109609428022,-0.012003293058132237
23,VCen,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.005063236439893826,-0.32,0.007852047253112567,0.0332243675420952,0.025362112627553588,0.015420164477552583,0.007405736887245647,0.0045905423855872,0.0030180914026788773
24,FMCas,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0018806235076675123,-0.2,-0.01835141810989953,-0.07765035544841789,-0.059275080494975485,-0.036039248940945096,-0.01730832350453284,-0.010728789569590563,-0.007053734578902082
25,CSVel,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.00591545164919685,-0.34,0.05726977711781101,0.24232560791859373,0.18498138009052956,0.11246867909504198,0.05401456298643463,0.03348162979638585,0.02201278423077302
26,MWCyg,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0055978991974261205,-0.48,-0.021115172884818543,-0.0893446310275327,-0.0682020084179639,-0.04146682111812205,-0.019914986458045455,-0.012344563523651464,-0.008116039001737702
27,FMAql,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.013382010374505614,-0.04,-0.07429681485702337,-0.314372112704523,-0.2399787119881855,-0.14590705688881678,-0.07007378390055015,-0.043436146869861574,-0.028557466726594073
28,CRCep,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0045144066635368066,-0.36,0.06718392216666878,0.28427532986382564,0.21700406859834018,0.13193847370779083,0.06336518803071532,0.03927773641629957,0.02582348416320248
29,RSCas,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.007494649424346136,-0.38,-0.008415886608097119,-0.03561014100484134,-0.027183313744153694,-0.016527454756445445,-0.007937527613292878,-0.004920179787691818,-0.0032348143355542896
30,RRLac,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.006501278446863553,-0.48,-0.051061790285279574,-0.21605775323410345,-0.16492958262145302,-0.10027718623384343,-0.04815943812546428,-0.029852254454482995,-0.01962662033195291
31,XXSgr,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.002277785178470486,-0.46,0.05216676150116533,0.22073321793988088,0.16849863964876402,0.10244717290644853,0.04920160277743909,0.030498253776426287,0.020051338118202918
32,BBSgr,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.002248917444739975,-0.14,-0.02522977202261395,-0.10675473435928641,-0.08149216363304305,-0.04954723548889018,-0.02379571178084857,-0.014750081617580794,-0.009697567472332124
33,VCar,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0017403248572412777,-0.1,-0.04127223929009273,-0.17463522610816937,-0.1333093329069995,-0.08105207440745571,-0.03892632520884386,-0.02412898925616691,-0.015863810615932943
34,V0495Cyg,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.004744837933623296,-0.8,-0.024521283834648865,-0.10375690828954974,-0.07920374678591584,-0.04815587804583683,-0.02312749406148742,-0.014335878168250766,-0.009425245867523984
35,USgr,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.0020537882250193434,-0.1,-0.03426032989843979,-0.14496573389926828,-0.11066086557196052,-0.06728180626775199,-0.03231297274701247,-0.020029616668524854,-0.0131686430030633
36,TWCMa,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.00254441298219743,-0.08,-0.010475518197352684,-0.04432506014845841,-0.03383592377744917,-0.020572241656689097,-0.009880089743015156,-0.0061243022037183,-0.004026474929516451
37,xSgr,-0.09826924701087322,-0.09826924701087349,-0.09131635806386912,-0.0709434546245425,-0.05983469110464171,-0.05116226417584631,0.006478440371012264,-0.66,-0.018182727972651514,-0.07693657687068035,-0.05873021135166439,-0.03570796850181195,-0.017149221714686,-0.010630168254651254,-0.0069888951508480625
