,A0BV_g_S,E0BV_g_S,A0VI_g_S,E0VI_g_S,A0VK_g_S,E0VK_g_S,A0JK_g_S,E0JK_g_S,A0BV_i_S,E0BV_i_S,A0VI_i_S,E0VI_i_S,A0VK_i_S,E0VK_i_S,A0JK_i_S,E0JK_i_S,A0BV_g_M,E0BV_g_M,A0VI_g_M,E0VI_g_M,A0VK_g_M,E0VK_g_M,A0JK_g_M,E0JK_g_M,A0BV_i_M,E0BV_i_M,A0VI_i_M,E0VI_i_M,A0VK_i_M,E0VK_i_M,A0JK_i_M,E0JK_i_M
0,-0.2007926849653932,-0.047515826213184655,-0.16835631075423088,-0.05037837695851794,-0.3088384456852473,-0.20769974858679607,-0.5936135206293269,-0.07839323593043782,0.05718091385287882,0.01353136129342934,0.0030756670263920594,0.000920352270492891,-0.10740768221741337,-0.07223371605613829,-0.34524499854694235,-0.04559342347222978,-0.2007926849653932,-0.047515826213184655,-0.20190892933254456,-0.06041854984607441,-0.3106882772797498,-0.20894379563622867,-0.34109670877696363,-0.045045595891919615,0.05718091385287882,0.01353136129342934,-0.021328546440967877,-0.006382282599129319,-0.11351408257580331,-0.07634038683151352,-0.14418799582362513,-0.019041620822509268
1,-0.1532768587522093,-0.04751582621318489,-0.17550361666921221,-0.06879741773433119,-0.26169912466324985,-0.23055692882832313,-0.44855489416365024,-0.07759999669031148,0.043649552559447635,0.013531361293428768,-0.015632151628740487,-0.006127803438466271,-0.08133065515487783,-0.07165230719144737,-0.24718729127416067,-0.042763401390429785,-0.15327685875220926,-0.04751582621318487,-0.17550361666921221,-0.06879741773433119,-0.26169912466324985,-0.23055692882832313,-0.2874159088878975,-0.049722952237606255,0.04364955255944794,0.013531361293428863,-0.015632151628740487,-0.006127803438466271,-0.08133065515487783,-0.07165230719144737,-0.1060834580297565,-0.01835243823914787
2,-0.07106696246616825,-0.03623479994163184,-0.10670619893488062,-0.06879741773433092,-0.14212851298696777,-0.20594608543012927,-0.2327065817212287,-0.06621420828581012,0.023639465266832055,0.012053016830128186,-0.009504348190274431,-0.006127803438466408,-0.03443668897425889,-0.049899215438029734,-0.11869802740707565,-0.03377427424576329,-0.02401808643704685,-0.012246063808362705,-0.10670619893488076,-0.06879741773433101,-0.1535701185449028,-0.22252512243101866,-0.17223165616551678,-0.04900670479709605,0.10230746938211788,0.052163347875750894,-0.009504348190273765,-0.006127803438465979,-0.03443183975301195,-0.049892188852637374,-0.05191100075760405,-0.014770728833989305
3,-0.038014877370137756,-0.0403582602217216,-0.06528376397650903,-0.08764121739312172,-0.07100077284988777,-0.21421808520805183,-0.1059067944310943,-0.06274614875540861,-0.006532883449952377,-0.0069355954434425935,-0.018693157071015674,-0.025094923191226522,-0.017642864537536516,-0.05323069745743038,-0.050928487529400726,-0.030173384734884675,0.05098800367681393,0.054131099793877806,-0.05178885460365873,-0.06952476371450077,-0.0923364530973012,-0.27859046294082995,-0.1059067944310943,-0.06274614875540861,0.1163310469448203,0.123502138879775,-0.017996186588292697,-0.024159264187023074,-0.038408782394929335,-0.11588403181483817,-0.050928487529400726,-0.030173384734884675
4,-0.020789708408829467,-0.035606682910149914,-0.03985786433329204,-0.08632200452293083,-0.04115518282902224,-0.20031887332800327,-0.06065542859937915,-0.057974525677859615,-0.005833432438500631,-0.00999096163500108,-0.012103860591380647,-0.026213885921664164,-0.008950672935999077,-0.04356653511942092,-0.027342284859800663,-0.026133786081466926,0.08279765231903585,0.1418081338060835,-0.02279416113596308,-0.049366360029268114,-0.05387635191310909,-0.2622379338975089,-0.06609142942096907,-0.063170261269766,0.1272952920321092,0.21801956093897157,-0.010930483558101188,-0.023672649473898705,-0.024352614312614075,-0.11853399563211603,-0.035763086010639024,-0.03418239712619088
5,-0.018134715667061534,-0.04724169627553845,-0.03137984572710532,-0.10336890357164105,-0.031142195834925696,-0.23055692882831544,-0.04316064567568394,-0.06274614875540604,-0.009848249827114627,-0.025655104591643146,-0.012867104029743625,-0.04238575445092018,-0.00967834796342984,-0.07165230719144276,-0.020755102794515447,-0.030173384734883794,0.10600148393118244,0.27613831948459294,-0.0047222734885633486,-0.015555724432914562,-0.031142195834925786,-0.2305569288283161,-0.043160645675684006,-0.06274614875540614,0.14365099308336712,0.37421687273818327,3.857218149834474e-06,1.2706130375925327e-05,-0.009678347963430388,-0.07165230719144683,-0.020755102794515447,-0.030173384734883794
