,name,logP,r_BBBV_g,r_VBBV_g,r_IBBV_g,r_JBBV_g,r_HBBV_g,r_KBBV_g,r_BBBV_i,r_VBBV_i,r_IBBV_i,r_JBBV_i,r_HBBV_i,r_KBBV_i,r_BVVI_g,r_VVVI_g,r_IVVI_g,r_JVVI_g,r_HVVI_g,r_KVVI_g,r_BVVI_i,r_VVVI_i,r_IVVI_i,r_JVVI_i,r_HVVI_i,r_KVVI_i,r_BVVK_g,r_VVVK_g,r_IVVK_g,r_JVVK_g,r_HVVK_g,r_KVVK_g,r_BVVK_i,r_VVVK_i,r_IVVK_i,r_JVVK_i,r_HVVK_i,r_KVVK_i,r_BJJK_g,r_VJJK_g,r_IJJK_g,r_JJJK_g,r_HJJK_g,r_KJJK_g,r_BJJK_i,r_VJJK_i,r_IJJK_i,r_JJJK_i,r_HJJK_i,r_KJJK_i
27,FMAql,0.786342,0.45958697737014315,0.35082975371766634,0.14548955227614963,0.1550877118586063,0.12171293795456958,0.10198186455739108,0.1794645982685737,0.13699587654089607,-0.004488581294833538,0.05574023386268634,0.03801593401605541,0.024466857004382447,0.37420357880023924,0.3086505047440016,0.18765950688435307,0.23983678905647635,0.21898983819222195,0.2098198655517243,0.25434145848653933,0.19619335066487864,0.11928555720424616,0.21425106568887264,0.20715945448274187,0.20383496412440893,0.4610975976808571,0.3123129284958207,0.08944224238389857,0.09273333396582129,0.05697365278172078,0.037165238491002645,0.22557737116698046,0.1210228943039226,-0.02812306540888726,0.04096850968757482,0.023116289859672956,0.01440172442216714,0.46456817958912405,0.3151708302158526,0.09137767550624776,0.09398600881458163,0.05808700997953188,0.03830251729087406,0.24630559262498686,0.13700530751172313,-0.018125635628913006,0.046688823272751145,0.027939394964500264,0.019027294415949525
28,CRCep,0.794695,1.2139700377017797,0.9266946852685342,0.5111865487984593,0.24946582636716227,0.11423423840241799,0.08905719675568308,1.5787909815966308,1.205183955417275,0.7180839762982651,0.40488932580620146,0.25401820357540744,0.22235578357064412,1.1775630870517069,0.9356679598189324,0.5688861195699106,0.33248568305299925,0.20461580998209267,0.18461592154536727,1.6088484300004273,1.2730614128704498,0.7740213390252336,0.4583397762438659,0.3066509452857226,0.2714723697690609,1.2112506973744186,0.9352094669908373,0.5272371077359987,0.26984361368042903,0.13580567555288514,0.11128992657190974,1.4899492961308765,1.156164186494567,0.6612370621605377,0.32910024895995915,0.17514105921169987,0.13758353819285263,1.211807579149302,0.9349677969797456,0.5261193709487919,0.2680867084651049,0.133896328786736,0.10925451475119032,1.4691747038685157,1.139665171359321,0.6500773455169717,0.3217099603083554,0.16852598606900415,0.13110782629004814
29,RSCas,0.799056,1.3788085438828197,1.0525256060174195,0.6659216834020741,0.26291361551482983,0.1317987991030914,0.07508274892029333,1.7098889788520215,1.305258762482459,0.861744920512807,0.4221002469100633,0.28009635143562084,0.2185854815365251,1.3806047509227326,1.02503148905109,0.6232191453430628,0.2117722805189284,0.07826735051688824,0.020619581037073873,1.6440888334678614,1.2339503228662227,0.7502417963026633,0.2872550649686487,0.13813100238843845,0.07096675194354218,1.3590888758850044,1.0419437810676102,0.6814202388327939,0.3014359058543579,0.17529106881504708,0.12399130994704596,1.6526980867342376,1.2632144065132176,0.8116928720910642,0.359608974476208,0.21517886518837953,0.1503225143750725,1.3692713246209018,1.048856781411089,0.6840964434020069,0.30099571207600295,0.17416868810310265,0.12266606074330295,1.6402302589480169,1.252614400437435,0.8033403064744763,0.35276760357498843,0.20862269892581753,0.14376487953912237
30,RRLac,0.807281,-1.0847569778501125,-0.8280587617176431,-0.503166926436236,-0.3246028513933982,-0.235191355717857,-0.1857458046129424,-0.5178502079118769,-0.3953055022228071,-0.1704532326390913,-0.057863405555459047,0.011839904775089838,0.0527244277416376,-1.109433939799721,-0.8632370039595731,-0.5248480984074203,-0.3400876661714203,-0.248777895740393,-0.1968547477050929,-0.5787076615004951,-0.44653721542692965,-0.27149462697957316,-0.18597630732576786,-0.1245554273045395,-0.09144249752476463,-1.1156317032860434,-0.8385868874918536,-0.47047608201105495,-0.25516642831579145,-0.1576657373303494,-0.09979183961153157,-0.6164048144871916,-0.45996474428968437,-0.2467054684406021,-0.15536925757699893,-0.08952123169866544,-0.05473580457047433,-1.09981950919128,-0.8290440953940056,-0.4687522208806941,-0.2591837679956843,-0.1629639381216287,-0.10562626161467989,-0.6416920895702771,-0.48185066788074904,-0.2645635265987408,-0.17057857614787686,-0.10425188828146947,-0.06951661151232014
31,XXSgr,0.807815,0.23462588034440093,0.17910372545374117,0.0731242118152269,-0.0012294407647557432,-0.018603254589842022,-0.019430715838216622,0.11420490823025928,0.08717931925973957,-0.00821366442250615,-0.0818838544994831,-0.09944223710902225,-0.09989415904222076,0.24311283648933985,0.2324234423027399,0.14131345292006592,0.07578426031502664,0.06084620745566886,0.06019718824049851,0.18506535584676337,0.19007062377137932,0.11556293925299851,0.05730888386006564,0.04440927793289767,0.04553700028391132,0.2403332618471882,0.22070844862541636,0.1224030145589004,0.04583830753717272,0.028990212706287613,0.026264305386425754,0.16568093801596795,0.16997290839300874,0.09451202118725233,0.03308980627652762,0.019593648894859178,0.020226776098767704,0.23488386287891222,0.21296662562965002,0.11272595206734415,0.03477186292906766,0.0175379303712406,0.014170724960819503,0.156815380692499,0.16075849455184654,0.08459710277033773,0.02244546342459973,0.008719641948201046,0.009147295025778088
32,BBSgr,0.821971,-0.7779222233360671,-0.5938337582718071,-0.35863036424218114,-0.1422599949802999,-0.07188691753821208,-0.058612549750735266,-0.8297826753702662,-0.6334218895956232,-0.38137574436101046,-0.14935533416144867,-0.07402681479668102,-0.05892853973492923,-0.7967340640013036,-0.6231902804464953,-0.3788996905114694,-0.1584805713301305,-0.0868506585381843,-0.07175104258172732,-0.8412459350117012,-0.6632747283466875,-0.4032710348347864,-0.16882501922391868,-0.09272741907807733,-0.07560307200416197,-0.7836242753868565,-0.6154169599860062,-0.3799882066477305,-0.15910033035025986,-0.08823413522390883,-0.07323461823833399,-0.8190336373235657,-0.6494052933481677,-0.40261563761946567,-0.16881615001460357,-0.0940297883666324,-0.07727922990843258,-0.7805858830586838,-0.6090452930772988,-0.37040080941638626,-0.14718392853451676,-0.07572081948437931,-0.059982491423312675,-0.8037042250079274,-0.6347841542802091,-0.38858083729174153,-0.15493088585865303,-0.08008561451795856,-0.06313964183965703
33,VCar,0.82586,-1.291456149111438,-0.9858443886346856,-0.5762740793849116,-0.24966349765398915,-0.13734356374159412,-0.09764093032903358,-0.8688115116166782,-0.6632148943638767,-0.32704979995438155,-0.0481534186173605,0.049955978784851474,0.08343540354136691,-1.2949768372405084,-1.0175321629649874,-0.6186595550827124,-0.2982528335370278,-0.18766031656601898,-0.14827093248796086,-0.9407131358664849,-0.7374509578208142,-0.44837018235505544,-0.19635271271402815,-0.10644851943990552,-0.07978320506352876,-1.2959095006005594,-1.00985693902466,-0.6029368808193766,-0.2736247778514325,-0.16128438902447229,-0.12017297574393386,-0.9936749070309521,-0.7754445068815143,-0.46254720234608687,-0.21128720162714615,-0.11932886964732664,-0.09227789631890038,-1.293214825752952,-1.003606663422122,-0.5932114489420374,-0.2613804635715076,-0.1483993331574513,-0.10652149029112755,-1.0022779624375817,-0.7791363013816976,-0.4597231415431455,-0.20352367898002127,-0.11043440599108267,-0.08294286917336524
34,V0495Cyg,0.827263,1.4668473927165921,1.1197308341348031,0.619984013763033,0.13752729646127554,-0.011495749307709802,-0.09159982614180667,1.1585053814769322,0.8843552530358266,0.47074975696142174,0.06384177270611846,-0.061456263613474116,-0.1326104195996589,1.336498365687145,1.0059750471571525,0.6116328286715489,0.1810591788908658,0.04746278984346719,-0.01775247985501477,1.1964873894067274,0.8663238687206285,0.526724912182142,0.1553382126286973,0.0409745555313501,-0.016690902212535663,1.3801352524113857,1.0761625427089303,0.6922675257338934,0.3113939796092168,0.18437610852034364,0.12806334258236285,1.3968919669947155,1.037832121531837,0.6514407260364463,0.2958731867120947,0.17977828136557883,0.12350202246228958,1.4237071432072794,1.1075901871412561,0.7074848410077095,0.3146721272987652,0.18507805723338389,0.12823966831696287,1.4357877748476033,1.0648374752633383,0.6631239280278356,0.2963193948623477,0.17777111509402443,0.12076030133088933
35,USgr,0.828997,-0.267278730883771,-0.2040295655601304,-0.11934642922367443,-0.020691416106684173,0.015746762049776028,0.018991059252851467,-0.2838369387756321,-0.21666941891269634,-0.12421919958542875,-0.017580307412847523,0.021419484677538708,0.02556946177644942,-0.27728324159054346,-0.22358982721934623,-0.13594261494936272,-0.036183641749790635,0.0006271394431848695,0.0047434415300925264,-0.2961550530516009,-0.24126008310011865,-0.14668613052487217,-0.040229937495185886,-0.001267053201812779,0.0037664910642949134,-0.26272993746874596,-0.2236955489984108,-0.1537597089634859,-0.06296957152918864,-0.028804433758656822,-0.02661977033081024,-0.3033108722038156,-0.2561142088055186,-0.1735039946690391,-0.07168870688399633,-0.03456515646074679,-0.030477590847855784,-0.26277724952552545,-0.223258112470683,-0.15281438274251544,-0.06165462478395266,-0.02739908566822027,-0.025126371059213504,-0.2993485016745019,-0.2527190183576765,-0.1707868345572568,-0.06942338703055846,-0.032383661644928785,-0.02829240772820682
36,TWCMa,0.844792,-0.4592600338220848,-0.350580178490141,-0.1948916903217886,-0.04065448940484449,-0.000941354852871848,0.03236733556926277,-0.2513135093997461,-0.19184237358759265,-0.08772537656631263,0.023715265596653268,0.05010168146206728,0.07825711980443562,-0.40916906469510417,-0.30096267958476125,-0.18298530918753486,-0.04711703424119895,-0.012889804902825375,0.01484494184909324,-0.26500416872385796,-0.17507722579777563,-0.10644695328504772,-0.011633649471898933,0.009627917506215056,0.03114797181158191,-0.4271587097759635,-0.3280670993617981,-0.2127462635906356,-0.0953782257789845,-0.06348620088272974,-0.039039984824054214,-0.36083737885208544,-0.25545202895229413,-0.16188399789974295,-0.07386958268020138,-0.051422944558837114,-0.030398791445324203,-0.4439405851348226,-0.34030794705171447,-0.2188854322267092,-0.09702212341035871,-0.06416320066090414,-0.039539837965179764,-0.38130095138656905,-0.270173470905498,-0.16924821059823825,-0.07587434590992737,-0.05226939939653874,-0.03092139439479913
37,xSgr,0.845893,-1.5003581811535878,-1.145311588666861,-0.7340337942124238,-0.45066437372088775,-0.3212565562979465,-0.27764128698748347,-1.5343020528078286,-1.1712229410746784,-0.7605292501910077,-0.48142779117302104,-0.3535345747237952,-0.31029628867237535,-1.509457759336845,-1.1146099387786852,-0.6776828427774407,-0.3804212138280369,-0.2470410368630178,-0.2014203048656272,-1.478318745461209,-1.0900620384255937,-0.6627577193627615,-0.3714289203816584,-0.23984023479382902,-0.1953317719453569,-1.5250409803848806,-1.103771021060793,-0.6382109021254823,-0.31969386656704135,-0.18127324702989467,-0.13134875150623448,-1.4419642322522002,-1.0453633296863358,-0.6053287674642627,-0.3047869614386284,-0.17055368317754172,-0.12439823623267383,-1.51894843250428,-1.0987726304641987,-0.63485123604709,-0.31754684456495197,-0.17937425161459053,-0.12941121405215486,-1.4407964311571924,-1.044439012000936,-0.6047088921685242,-0.3043823552160083,-0.17019346399923152,-0.12404623380378385
38,V0600Aql,0.859672,1.1705372406832075,0.8935398783841277,0.443669617096905,0.280456435744625,0.1962082592998231,0.16473187980756812,1.2613473568651634,0.9628605777596668,0.5072852438108304,0.34640475131089177,0.26322961021919605,0.2317783261087573,1.0556024797082273,0.8463733760673571,0.5145950126489534,0.411252048350362,0.34458773785305546,0.3275679569206912,1.3380688752762022,1.0488453613743982,0.6376979797156339,0.5029757362184737,0.4277750454963259,0.40242475454437887,1.1699634060813968,0.8514841417877634,0.3858842679588547,0.21851811266946036,0.13228703208136697,0.10132661287274358,1.2067794773899136,0.8748359411062183,0.39805823652806793,0.22418806798578253,0.13669592102790978,0.10410547699163994,1.1776568346018454,0.8510820111244829,0.3764323072349014,0.20245694696115812,0.11466539903918493,0.08250813934375927,1.196974907839116,0.8624629179270982,0.3819188694250538,0.20489410628598342,0.11658511316589176,0.08350136523298617
39,V0459Cyg,0.860413,1.0632143861317485,0.8116140352150752,0.4151500811570308,0.24436619556204614,0.13915805794469305,0.11422929832602298,1.2536728976665954,0.957002211959233,0.5298849665464314,0.34063172859002744,0.2300140883741682,0.20260916821032487,0.9830643217213,0.7889531562316587,0.4796835189888485,0.3533693775652208,0.2611899707402665,0.2465983327295934,1.3109559977639103,1.034852542782956,0.629190346012037,0.4543832796644054,0.3481458335978953,0.3229379861455571,1.060290081707528,0.7925488205106174,0.3930422793138523,0.22365142914935912,0.11828868746303425,0.09431330964076308,1.1933460773062896,0.8941113132401822,0.45329867635089605,0.2504903127783786,0.13653860137651938,0.10639924627558059,1.064420106684444,0.7940198410743068,0.39140900653370014,0.219746018924464,0.11385896068232755,0.089554028260313,1.1841026939929313,0.8856245194013899,0.4456170810233923,0.24325334750009447,0.1293510885181992,0.09913406970038077
40,CKSct,0.870124,1.6815844902424595,1.2836522826278316,0.8615817322633359,0.5378406980313853,0.39883954667785837,0.3769033213737111,2.2619631345183686,1.7266894156628765,1.2002553835391596,0.8065388610442275,0.6465632902386632,0.6155991863619723,1.7270950897014052,1.2541606767921125,0.7625296914896044,0.4022800644202932,0.2527071070236019,0.22384229855309845,2.1174750541997107,1.5717903720252417,0.9556485461913473,0.5100486513143708,0.334243965508935,0.29057482396830625,1.7264585074519985,1.231025292915991,0.7193104457576451,0.3343150249004537,0.18009510617493615,0.14649200985700384,1.967411101869665,1.4390802996060734,0.8512864583006453,0.3918409914350506,0.2163997843510551,0.17125055565312253,1.7147093304525511,1.2173433747640618,0.7045854166805795,0.3188708512598134,0.1643781975056726,0.12995079212300698,1.927043140337528,1.4050254298230997,0.8248722112214485,0.37060526390032034,0.19615595418714038,0.15103433700047342
41,TZMon,0.870882,0.08894503293273008,0.06789697170437436,-0.22795199505467467,-0.3749081828313482,-0.43402358886488157,-0.4639112575995826,-1.593670805245501,-1.2165425994240466,-1.285736230089569,-1.3247194339651571,-1.3541421622008132,-1.3681286941209672,0.15700631294359224,0.4751198936023386,0.2888728953102224,0.2072693449624361,0.16616087380921807,0.13719483180861736,-0.9961759611703271,-0.41304962320120453,-0.2511341709063324,-0.13625869943986613,-0.11901016420540622,-0.10860653471805015,0.09454973695740707,0.4100239492745203,0.2406996407001184,0.12637676553741345,0.08313081187587246,0.04879284996366806,-0.8908222483147492,-0.3239757109771373,-0.18835984101950964,-0.065676538167036,-0.049575248471416256,-0.03855310960627878,0.05341938569283712,0.3811539332755745,0.22795983387030389,0.12550960217287183,0.08484347641463541,0.05114946115949226,-0.8569417535285405,-0.2945332326043115,-0.1641506176577222,-0.04488793864348661,-0.029397233804078216,-0.01829337225539307
42,V1344Aql,0.873787,0.32680587070306644,0.24947013030768417,0.22950024009341533,0.18680954558264695,0.18553529650749695,0.19731812396930853,-0.34734936934442495,-0.2651521903392551,-0.13243145090607822,-0.05450658963187616,-0.01852046626796988,0.008006608257631553,0.3179538858556436,0.14703944837526656,0.0893999846121622,0.02506234874802117,0.0177396191772016,0.028165872100935893,-0.4212808001971601,-0.4477574926105148,-0.2722365555071935,-0.18236592157760279,-0.1425643121276874,-0.10468532453857482,0.33701837001969875,0.15616092077073007,0.08366698278864149,0.017639929817514853,0.008757359640158738,0.018583149571716973,-0.2508466157434064,-0.3175222647372127,-0.20619741604895503,-0.1101681839433768,-0.07524136128772474,-0.037785149503728244,0.3454266575369877,0.15671711675418418,0.07536768680032224,0.00287038573640043,-0.007532673672785081,0.0011697804884652635,-0.2146774163485078,-0.2942242808050184,-0.1996342459814311,-0.11600594993080149,-0.08382838383419977,-0.04727639740330547
43,RSOri,0.878917,-0.6769623965159661,-0.5167651881801266,-0.345147776522058,-0.1749570126387831,-0.11256530016284498,-0.07031787884806982,-0.9226399282683041,-0.7043052887544303,-0.49291960409739266,-0.29861999002534945,-0.22915705351511206,-0.18368474495129572,-0.6803011571745001,-0.4857072941239676,-0.2953100348273722,-0.11476154500434194,-0.04942926527263672,-0.005951179296031516,-0.856798340988972,-0.6254705216261002,-0.3802860771486693,-0.16541629207786568,-0.08969124013229027,-0.03985437947911147,-0.6701763012773267,-0.49493014506349137,-0.3251020854440105,-0.16073261377297582,-0.09912404276440895,-0.05889668726255534,-0.8532630485054922,-0.6338035695161699,-0.40718425654463897,-0.1973386906786927,-0.12411773435104101,-0.07542262477242384,-0.6741263065529813,-0.5010893716500389,-0.3332333712777455,-0.17028512718237512,-0.10905795266342581,-0.06939702100925549,-0.8518655611032735,-0.6348544959026756,-0.41155605123258293,-0.20428846121378655,-0.13167687565404412,-0.08325454412479627
44,BKAur,0.903222,-0.1669082807925421,-0.12741090136835298,-0.009157046138446548,0.06213972541828261,0.09519580256429835,0.12604218973953363,0.04402824803590272,0.033609349645727093,0.09904553104189495,0.12629951934257944,0.1456304045577106,0.17118115453830096,-0.07458090717660151,-0.07599857944238413,-0.04620713630096884,-0.01941009358223328,0.0005341000184025946,0.020105554922414642,-0.02178702466506205,-0.015309381474678696,-0.009308103936604306,-0.013747094799819726,-0.004121223774975147,0.011904268621704794,-0.11811080794602845,-0.11312416426482969,-0.06410716186471374,-0.051158568223231116,-0.031007366211131093,-0.013461775547515098,-0.10793379967475258,-0.07734331148802653,-0.03296825891776911,-0.038748696449417586,-0.025832603611019245,-0.00920385406707569,-0.13968323992723355,-0.1326099376900826,-0.07964906213402184,-0.06375870789996801,-0.04306137132441973,-0.025983856986630582,-0.1379159952158449,-0.10181084932296847,-0.05062907629056157,-0.05167500237296574,-0.03780925394178325,-0.021059333158845783
45,GHLup,0.967448,-0.3353018704513413,-0.2559556262987337,-0.08155977819307142,0.05235264075354856,0.08121693396834162,0.09010431506113842,-0.2813380683296956,-0.2147618842211415,-0.0363940179752833,0.10810816176228016,0.1406278297551105,0.15052636331480246,-0.3185798821986322,-0.31793352852895806,-0.1933035853456065,-0.08639772101113283,-0.06524978781855521,-0.060186742734092843,-0.3910795491492389,-0.3754565136409058,-0.2282775602936703,-0.10714861227028985,-0.08168868887928865,-0.07400385813292175,-0.32443369839602887,-0.31492346800602655,-0.1804944703713624,-0.06675726940442862,-0.04393439229506349,-0.037475892692718324,-0.36246340058695015,-0.34718326102124264,-0.20077724008476405,-0.07562305208658587,-0.049586456766957776,-0.0413148080615279,-0.3250122466306417,-0.3102838579301608,-0.1703818997563067,-0.052661478848329266,-0.028864952374479308,-0.02146135610599751,-0.34817276473109054,-0.33248352106859697,-0.18515835845812298,-0.05899322044478855,-0.032625937208748845,-0.02404175764701974
46,FNAql,0.976878,0.08759768949495837,0.06686846526332724,0.00934548408973912,0.08505741902888639,0.08218604109526187,0.09472326109537718,0.3364533205718022,0.2568345958563374,0.14608705948039863,0.18119965571332164,0.1658608293463596,0.1733801908253063,0.07938714843871693,0.09145959542453971,0.055607434018120336,0.14302748743859953,0.1435072691456532,0.15777624170046983,0.360597659379576,0.3150343853104141,0.1915409062687321,0.22328676877357212,0.20686733088801706,0.2109273023784901,0.11508763762509394,0.06988227050555665,-0.028633581471225328,0.013626410252256582,0.0032285292303035062,0.008315990190161132,0.21122686006123592,0.16114725268258162,0.031839424974307806,0.03962997417364433,0.01882712426401989,0.019176523069227014,0.10317958124566275,0.05977449862271071,-0.03589013003091461,0.008484159772752076,-0.001491789371609653,0.00345758566081375,0.18981901705758353,0.14436977157905212,0.020871646200086524,0.03278797502469477,0.01284185318006048,0.013362222698419912
47,YZSgr,0.980171,-0.7949465719080684,-0.6068294442046325,-0.3427788447057214,-0.10271195094402544,-0.016651914844562042,0.03628821775570014,-0.7428802201898544,-0.567084137549507,-0.31420495364811857,-0.08267689393305444,0.0007600682520536584,0.052645530448092726,-0.7702622270795422,-0.6022257120180479,-0.3661532329069731,-0.1404132710139811,-0.05854375496480947,-0.00884659703091275,-0.7725169662963417,-0.5994417150544014,-0.3644605627530759,-0.1433565515605208,-0.06309889745665503,-0.01371831290179193,-0.7677969181057297,-0.6197604114253134,-0.4024779838100095,-0.1972866612978008,-0.1194706260878771,-0.0737514889596126,-0.8246132807020589,-0.6522231114270988,-0.4178797138978463,-0.20471506063801423,-0.12579238278897223,-0.07761455025982505,-0.776906235730415,-0.6297294951410911,-0.412591725761231,-0.20747488547260473,-0.12975164866083802,-0.08455312113438382,-0.8371197079595462,-0.6636952999522465,-0.4282479799755427,-0.21447037369070385,-0.13547806217125177,-0.08740402215477355
48,SNor,0.989194,-1.2714797231618402,-0.9705952085204886,-0.5467339213394603,-0.24823072657946132,-0.14233572451346832,-0.10011330747809315,-1.1924268810062395,-0.910249527485679,-0.49664931447477556,-0.20273428915740832,-0.09807540835103201,-0.05654760159738345,-1.2511384403791803,-0.9920166043959981,-0.6031460954727668,-0.32315063217766077,-0.22259817410190513,-0.18367853682075827,-1.2538722193995275,-0.9915397568090688,-0.6028561721399136,-0.32526266600745257,-0.22555782065608965,-0.18676966754887675,-1.273825671987158,-0.9867479530735002,-0.5656664397598604,-0.2661448576483816,-0.16041761589105594,-0.1174230064157469,-1.221064001426326,-0.9482408676633384,-0.5434452847916401,-0.25615526377151726,-0.1534191072984538,-0.1128406632519374,-1.2730068311343226,-0.9817281741830665,-0.5563462515381241,-0.25369913057370963,-0.14719747895488783,-0.10339108403517652,-1.2134254209457453,-0.9392115005311596,-0.5323180643284128,-0.24322681062845453,-0.14001163363778632,-0.09912325501639005
49,DDCas,0.991759,0.09984625782856568,0.0762185174263858,0.08462103879604502,0.17668869147854338,0.17080866152573693,0.2026990852934482,-0.0212644622250538,-0.016232413912254967,0.00635628795751382,0.10353544454525553,0.09892040036280546,0.13166740398629384,0.15745018849777787,0.11330860694484543,0.06889163302246643,0.13452792672874667,0.12084291547028805,0.14582413925691895,-0.03550254360710141,-0.028489357275907345,-0.017321529223751145,0.07362492870640966,0.06710337448217296,0.09807894613947815,0.15667036407951973,0.07249168020856991,-0.007774047350004781,0.013995288666215328,-0.007950080169188911,0.008626509944820282,-0.11169540642795342,-0.11101048824568588,-0.10909395411172434,-0.03224594627660554,-0.04187986295056925,-0.013210248101236943,0.13253447068062013,0.05332470523591305,-0.019789586040490914,0.007263482979231961,-0.01358146880156541,0.0029601180634542534,-0.11910366802474553,-0.1163555246696685,-0.11179682856006942,-0.033025312049457634,-0.0422439062018147,-0.013458945663991279
50,BZCyg,1.006127,1.601413643322683,1.2224531628417425,0.7475622288926822,0.305812807921681,0.1359730692506719,0.06066441800141732,1.3995396475271458,1.0683508759749205,0.6333968190633993,0.22053240854075634,0.05947858671283801,-0.012197874607445924,1.6008306333023343,1.2166485097217763,0.7397222939108398,0.29679742537528,0.12662987678530585,0.05125542014291601,1.4084291081352815,1.0630712705594811,0.6463473325001645,0.24219108311132886,0.08381853360945796,0.015482040539255615,1.579701718676157,1.2314258433374823,0.7933955640365334,0.3793784992036183,0.21606185869036065,0.14653967535716045,1.5082012287641209,1.1643664816204793,0.7491935644852532,0.3603408976789983,0.20457098637718002,0.1385596113128374,1.5865189241617956,1.240412068407617,0.8040762203656451,0.3912687463570965,0.22830496927770316,0.1594554137551183,1.5292973669169805,1.1830923101842201,0.7651996124784237,0.3746398920409992,0.21859115870058898,0.1526785861399959
51,SYAur,1.006262,-0.29065403903514364,-0.22187331224056767,-0.11915438599344993,-0.008102273075710265,0.054734374818834475,0.08442786622066761,-0.7668450494043877,-0.5853779003086929,-0.4176442614665017,-0.2749477578968401,-0.20335136612981886,-0.1690400516809684,-0.20011990126655665,-0.11224852240233667,-0.06824710162062059,0.014906360513461364,0.06932235902349138,0.08944020268667546,-0.6970270548843401,-0.487037884850155,-0.2961190339888945,-0.13710177230612897,-0.06056493226346368,-0.02417247401927124,-0.23237393534349327,-0.164490467389529,-0.12853838497634557,-0.08251504804734494,-0.03303627537400927,-0.01957436561935455,-0.717628925540224,-0.5113163185018225,-0.32596855533829894,-0.17168105273085196,-0.09641378427395894,-0.06084664190171738,-0.26144291341460696,-0.19276911319900558,-0.15360436405594832,-0.10514587305029499,-0.055306714446911875,-0.042850544154058534,-0.7275299802774404,-0.5222636846060902,-0.3385983619019236,-0.1858319132083765,-0.11099048427964081,-0.0757328687390306
52,YSct,1.014575,1.1609454284177154,0.8862178842883326,0.5498264093819194,0.3016313555746286,0.18675709081227376,0.1402880076498661,1.314027576190936,1.0030744856419358,0.6471988348012601,0.3906014393141217,0.2734916671850608,0.22572972470399155,1.1405103140081436,0.8446481325248513,0.5135460645751092,0.2671764159356632,0.1529421310683603,0.10821379199842268,1.2718612054690606,0.9437792181334568,0.5738177646251419,0.3073274060798323,0.1872226940078652,0.13818711294137126,1.1571155137377114,0.8530776727720789,0.5094742629895824,0.26215970531636357,0.14666656206796713,0.10151624305987757,1.2556945982060403,0.9249239106413321,0.5508974038207343,0.28078720777090216,0.15972900351035188,0.11006594536631809,1.1613001221424517,0.8587757414275013,0.5164017044335539,0.2699673203397157,0.15472459559148244,0.11002092849460968,1.2589877962099987,0.9291148723780749,0.556401476903918,0.28738857470718393,0.16661377752916823,0.11712068626765336
53,TWNor,1.032868,2.800352687214817,2.137673807034211,1.1677990553561501,0.39783665255853695,0.15333142257689017,0.007881515487192056,3.1412105977240756,2.397870685285554,1.3669397259591185,0.5561764842229715,0.29944996037527166,0.14872999147412758,2.6820959462602865,2.123148339578253,1.2908741904635779,0.5915499176540556,0.36768465928778715,0.23795931163828565,3.246599683484475,2.5510775345267107,1.55105514099224,0.7631532766501814,0.5133350031168415,0.36493347719917146,2.7370383567706638,2.1632768327304763,1.300669675700964,0.6115128769364295,0.38600105480607105,0.2574299430949263,3.2006973912557575,2.5012930438395657,1.4955882989928597,0.6991602794995848,0.4474517796420491,0.2976538722169089,2.7641300739398145,2.1791208438889096,1.3025910094797473,0.6032148081454565,0.37541441683825616,0.2458306923606483,3.1839062183705855,2.483860234175746,1.4768549144238758,0.6790659162251358,0.4269273604251099,0.27674261654380544
54,ZLac,1.036854,-0.6588846722419697,-0.502965398657992,-0.3307623623542425,-0.12452282473924843,-0.07651222606053229,-0.052233737161983165,-0.5476358461800098,-0.4180426306717634,-0.26532309768667417,-0.07184510496857704,-0.02764130562668035,-0.005022779023957702,-0.6842729941667488,-0.5099660214012847,-0.3100593410119811,-0.08968641679720671,-0.03753554461364133,-0.00997823477835165,-0.5332869579501134,-0.3945412937476457,-0.23988110659856876,-0.04427455674760596,0.0005652158512200745,0.02304300810696193,-0.6592805314699548,-0.5091939132228951,-0.33884342109695675,-0.13283671202009867,-0.0850329330069357,-0.06059407567352523,-0.5820910690613548,-0.4489464836701643,-0.30262909652511794,-0.11677565444040439,-0.07426647760235594,-0.053424631556749314,-0.6598668212472963,-0.5064395471756968,-0.33256751696621534,-0.12399711050217216,-0.07556841667355284,-0.05053306900602289,-0.5804782985265569,-0.4453673328037416,-0.2963142801314848,-0.10828114289490878,-0.0652394660824772,-0.04412827398799374
55,XXCen,1.039548,-1.1461355430029605,-0.8749126282465346,-0.5197643208037114,-0.2562702737981832,-0.14997422320045675,-0.11458002248897971,-0.9432754870994724,-0.7200576237400553,-0.4022992230490685,-0.16440344289737624,-0.06581228370412387,-0.03369696869987879,-1.1404923702581455,-0.8810237867953566,-0.5356624623715771,-0.2773476551885577,-0.17254637093081363,-0.13807265110789507,-0.9748925255376901,-0.7484220469641326,-0.4550406045541927,-0.23055802868455533,-0.1360682568038395,-0.10768849062729619,-1.1503171291035628,-0.8772769922767611,-0.516645880828879,-0.24828353282981322,-0.1409397298294555,-0.10439596208093505,-0.992162896887693,-0.7542400484747012,-0.44282918370857416,-0.21552546702883485,-0.11893481520508814,-0.08975456576848895,-1.148922494089104,-0.874668854562419,-0.5128907615144795,-0.24369875730773782,-0.1361397629177244,-0.09931558945075686,-0.9982412519047598,-0.7578558296118081,-0.44322208230743165,-0.21351214465623664,-0.11638223065794573,-0.08701351100716509
