,name,logP,EBV,p_BBVI_g,p_VVVI_g,p_IIVI_g,p_JJVI_g,p_HHVI_g,p_KKVI_g,p_BBVI_i,p_VVVI_i,p_IIVI_i,p_JJVI_i,p_HHVI_i,p_KKVI_i
10,YLac,0.635863,0.635863,0.08705207031165285,0.10091959603406683,0.1088865680769688,0.10459883775359459,0.10212910659067537,0.07847127549262495,-0.27092167299397796,-0.26273333471191596,-0.26707136486052635,-0.28707974000858566,-0.29075439114468343,-0.3159079293802337
11,TVul,0.646934,0.646934,0.05842354826390167,0.03924127351948017,0.04233912707164923,0.015409077698460175,0.02383992246407776,-0.0010293051670823578,0.06253863965645434,0.038110347418223396,0.038739593175165246,0.00841174188110975,0.016854105863940184,-0.008471192119924548
12,XYCas,0.653376,0.653376,0.17067517294816206,0.08637719056182513,0.09319613048423789,0.03783866891639014,0.027826646395381623,0.026719565523889058,0.6624812632449317,0.5642710199217363,0.5735877847665631,0.5225234973933286,0.5122511125593787,0.5114461462470857
13,TVel,0.666501,0.666501,0.12555731514021026,0.12923403488059598,0.1394362550969519,0.14005486850174145,0.1308668233200302,0.10424636544771144,0.10342238837981658,0.10231706672189844,0.1040064394109182,0.09531536556736035,0.08466860099210907,0.056675665215623304
14,VZCyg,0.687034,0.687034,0.136040396481283,0.1365643568890046,0.14734526026305636,0.1906977286414961,0.2142065387776395,0.19447718453349663,-0.2153179835606008,-0.22441532100066539,-0.22812067658250806,-0.20151260885579972,-0.1795107255072755,-0.2015911763277807
15,CFCas,0.687994,0.687994,0.1609086617747025,0.1605209481549844,0.17319307484303756,0.21256758913275103,0.1963206626216821,0.1887916233001158,0.12726144972676315,0.11990282727922721,0.12188256114212452,0.15057539110888413,0.13207552330529548,0.12282923586692096
16,VLac,0.697493,0.697493,-0.10787452013190765,-0.10851085164610674,-0.11707710592564577,-0.16300259709365464,-0.1717047506923076,-0.16112728535471044,-0.18543989987993234,-0.1827360438954693,-0.18575322657815121,-0.22745543600851612,-0.23487930381714175,-0.22289054116384896
17,V0386Cyg,0.720788,0.720788,-0.22064337814542326,-0.2139317670963356,-0.23082034448392263,-0.1367841844519902,-0.13233362662056816,-0.12793564667475293,0.15696469863179668,0.1781396968834981,0.18108098857985824,0.30156780047036996,0.30757601693388853,0.31356323226897737
18,CRSer,0.724391,0.724391,-0.07097046859961297,-0.09134307518185092,-0.09855404069186932,-0.10368101514484353,-0.10495848595589388,-0.08193240994379607,-0.673198016391192,-0.7010079807315609,-0.7125824303847221,-0.726524001321474,-0.727228686958136,-0.7038137967845763
19,V1162Aql,0.730464,0.730464,0.17880098662130603,0.1282075061108104,0.13832868828964429,0.14249813733814226,0.14370077978377307,0.13099920060304937,0.436544126649327,0.3740642830377246,0.38024051544887194,0.3818900541742775,0.381957914027136,0.36824036003023347
20,CVMon,0.730685,0.730685,0.013071718811292514,0.10992604648775481,0.11860402156465721,0.13432617545426462,0.14621390291596534,0.12940897568096685,-0.0413991474615978,0.0690777874439898,0.07021834132482901,0.07800153511416018,0.08886247134783737,0.0706519437536235
21,SWCas,0.735675,0.735675,-0.03536782902266263,-0.03077918693385692,-0.03320901158082176,-0.00646116504204161,-0.006082797752830308,0.008446860928515515,-0.29360454681420334,-0.2899690202230556,-0.2947567429277885,-0.27150531417848134,-0.2712066414911173,-0.25677098131560055
22,XLac,0.735997,0.735997,-0.4472072387699588,-0.4415755092119514,-0.476435138807918,-0.49187213682914666,-0.49365409275716704,-0.5073342592475217,-0.6862987632447277,-0.6645707762015984,-0.6755436056151519,-0.6671834815287419,-0.6646487480617679,-0.6747169194513343
23,VCen,0.739882,0.739882,0.0869322632024131,0.1094032074605501,0.11803990766045762,0.09875058819988967,0.0947065632370527,0.07059165980172658,0.1352691453537862,0.15823490925189385,0.16084754996476897,0.13487410266965683,0.12988322473157995,0.10480067139157746
24,FMCas,0.764123,0.764123,-0.060343891591590364,-0.06760217147716108,-0.07293894085955385,-0.05177890044230487,-0.0563696257227703,-0.05328474103413719,0.21993162085837803,0.21735383877612108,0.22094260114828584,0.2541379822616579,0.2500984131417421,0.25400454798844047
25,CSVel,0.771201,0.771201,0.14312071492303532,0.1787282660780772,0.19283774684373406,0.1607329005471704,0.16832359926382223,0.14342673023055227,0.07462418135084975,0.10906523476190516,0.11086602748233258,0.06419656049267651,0.07042101405217872,0.04381316536182307
26,MWCyg,0.774852,0.774852,-0.4483450237644844,-0.4751990949603504,-0.5127130967314621,-0.4794023958784246,-0.4708545505680285,-0.4589705940345865,0.22308955851202794,0.21829128387712282,0.22189552454828246,0.3048485398619533,0.31831486063837944,0.334955944811861
27,FMAql,0.786342,0.786342,-0.26350942067906835,-0.24908784377561674,-0.26875177392965116,-0.11166803482093947,-0.08425437470284496,-0.06967834552240776,-0.8895986347819084,-0.8697926296893854,-0.8841539084162322,-0.7211282556233547,-0.6925361578216844,-0.6778088502855499
28,CRCep,0.794695,0.794695,-0.12313395601021457,-0.0847641764084427,-0.09145577893386239,-0.029318489968913505,-0.04784722270707131,-0.008777684960684715,0.4077811111654847,0.46333937820733523,0.47098964532667936,0.5538251820754282,0.5355407120006425,0.5760429537351967
29,RSCas,0.799056,0.799056,0.018094979692286288,-0.007478921312042529,-0.008069335457021813,-0.09195327241898178,-0.11156797526379411,-0.10655585941153432,0.41380586229499583,0.3883191328111326,0.39473072922033814,0.3186646891483553,0.29974599380678396,0.3061562183818726
30,RRLac,0.807281,0.807281,-0.06608759872433831,-0.08307590676476559,-0.08963423094206664,-0.17076919367353985,-0.1715979250659989,-0.17289663236514247,0.6400319809214301,0.6315571738404452,0.6419849106318036,0.58155866108151,0.5826697147997764,0.5835625179721441
31,XXSgr,0.807815,0.807815,0.006592011757729661,0.06413126719574634,0.0691940303547654,0.07503603407223353,0.08265163963067779,0.09562139755288043,-0.019808534395351133,0.04594232509776512,0.04670088583232154,0.047957155111257345,0.055019463081551055,0.06743299281402165
32,BBSgr,0.821971,0.821971,-0.04916185262749265,-0.0636905346957634,-0.06871850477550275,-0.042290289748946205,-0.03625613244338975,-0.05848540923462907,-0.24628570318638637,-0.2634010161703263,-0.2677500705092976,-0.24117398387482172,-0.23475579636657173,-0.2571455997263288
33,VCar,0.82586,0.82586,0.002268530058277478,-0.02459468488267854,-0.02653628170395629,-0.025719880479008535,-0.026627182296328687,-0.04978464410832673,0.5187415617890292,0.49385152018760636,0.5020055779353999,0.5170842507305932,0.5166897636996762,0.4941058194229766
34,V0495Cyg,0.827263,0.827263,-0.38220202232683576,-0.41668235414107857,-0.44957682455782827,-0.5404575267540518,-0.54157954473675,-0.5401307136254812,-1.3018002498593808,-1.3370746604880677,-1.3591513040723344,-1.4469044939362692,-1.4436586903791326,-1.438866867038178
35,USgr,0.828997,0.828997,-0.024171200408359645,-0.033778667877532205,-0.03644528281855941,-0.005844386603119882,0.008070639863820724,-0.0007598725712260576,-0.1319782351149485,-0.14336414671230946,-0.1457312539975333,-0.11468723099530514,-0.10052376397974797,-0.10963044757663501
36,TWCMa,0.844792,0.844792,0.14540478006444515,0.1720888090111428,0.18567414609300462,0.21880096184928458,0.21134590333649714,0.21846745562501477,0.6291462094592436,0.6598052952616992,0.6706994410928591,0.7050267880704311,0.6957236543896436,0.7017667638919897
37,xSgr,0.845893,0.845893,-0.042081552225111105,0.0020213365140937865,0.0021809084122180245,-0.05048062916334303,-0.0414557212226093,-0.06511977656031663,-0.0204980800395556,0.0323053360080642,0.032838734336517725,-0.02066393812355538,-0.011000994932033612,-0.0345456616164045
38,V0600Aql,0.859672,0.859672,-0.35902403558861723,-0.33150518092689707,-0.3576754452988486,-0.18314385637231165,-0.1377930276490732,-0.09665588068578494,-0.465359425161281,-0.4203807461447364,-0.42732171674015346,-0.22792539299975315,-0.18011224740844928,-0.1374946608463337
39,V0459Cyg,0.860413,0.860413,-0.25440755540879223,-0.22264501280009702,-0.2402214465372217,-0.11031036361333948,-0.1021858067651201,-0.06423508767823319,-0.11155556170679903,-0.0629398507181285,-0.06397906018982938,0.08830647229351925,0.09768562812217553,0.1370672356913942
40,CKSct,0.870124,0.870124,0.1631367041465242,0.10700365060934301,0.11545092077682761,0.1467651431367836,0.13161360250666804,0.17886832485588852,0.9580636864102118,0.8962492482143666,0.9110473562035462,0.9552024237997571,0.9388889976861853,0.986475543476308
41,V1344Aql,0.873787,0.873787,0.014027867078128227,-0.08624967677448143,-0.09305855027948169,-0.10592843968568637,-0.09270966183926513,-0.07229807803748059,-1.3304772782416183,-1.462710874227255,-1.4868619164924324,-1.527720098692918,-1.5140795538787284,-1.4942880541058339
42,RSOri,0.878917,0.878917,-0.02324402549577087,0.01736493677454081,0.01873579011964183,0.04512089577798029,0.05583439205738543,0.06919431166205355,-0.3125901630942774,-0.2682914933159362,-0.27272129506871406,-0.2537162049802338,-0.2433775379378392,-0.23065601480117523
43,BKAur,0.903222,0.903222,0.2840033078713239,0.28525121378743623,0.3077700162277614,0.29908254131748024,0.29597971630422515,0.3071093735868304,0.8088976442476202,0.8051177872350422,0.8184112097770981,0.8029664758473415,0.7973795057515926,0.8068151121896279
44,GHLup,0.967448,0.967448,0.0815454846097879,0.008126113670884833,0.008767619612025726,0.015410032572222765,0.0013080516503805439,-0.013356931128212459,-0.02959538930330176,-0.11886221942051522,-0.12082477164839303,-0.11762960852041786,-0.13220226040179484,-0.14717747043343204
45,FNAql,0.976878,0.976878,-0.036714575047001125,-0.000551859507875558,-0.0005954253706378971,0.11322837543221462,0.12488389341172154,0.14576751998326373,0.3920751088984764,0.4403727364442435,0.447643797839694,0.5753258685829488,0.5864246768713383,0.6070379366625119
46,YZSgr,0.980171,0.980171,0.08014926249875381,0.07360556919921984,0.07941626935119209,0.11143905386282256,0.12287604741960802,0.13461073341198387,0.17667609962583603,0.16704307897413503,0.16980115272028345,0.20002931536034232,0.2107173883797801,0.2216894818216759
47,SNor,0.989194,0.989194,0.07662181302503249,0.04464490468316757,0.04816934117961163,0.014422754272364977,0.0025826447369829805,-0.02072957159705852,0.13060515749965354,0.09128639980092682,0.09279364346655893,0.0562601586707023,0.04409546827009805,0.02056676865119212
48,DDCas,0.991759,0.991759,0.17528570557219122,0.18275271765885465,0.19717990375124753,0.2886949574781019,0.27933275751875797,0.3095359361194688,0.13628274006890098,0.1373336589786522,0.13960119596143383,0.22025260355385448,0.20807218624727297,0.23627863111514164
49,BZCyg,1.006127,1.006127,0.0010637526290679644,-0.0007169188139605394,-0.0007735150784363035,-0.05688489766260268,-0.09172017307456155,-0.09246772695032364,-0.33181046458869257,-0.33788324853523033,-0.3434620903691509,-0.4092479842064244,-0.4444007876862557,-0.44481361400811276
50,SYAur,1.006262,1.006262,0.2538152482474395,0.31860493013838187,0.3437568002497785,0.37719450641116403,0.4026594773140622,0.41233316106618156,-0.06969092011626528,-0.009132728959954872,-0.009283520840286502,-0.004271157016276531,0.018043174661312143,0.024175519574472854
51,YSct,1.014575,1.014575,-0.04960040949155988,-0.07742154288509333,-0.08353349033557375,-0.05957557940279445,-0.07540596583000986,-0.06681829501224937,0.02456938446828548,-0.004610899429075156,-0.0046870306925751075,0.026890257951480756,0.011355295170031492,0.02073030312416671
52,TWNor,1.032868,1.032868,-0.3836894822157224,-0.3197270569050695,-0.34496751191900427,-0.35826207354010003,-0.33049369595527456,-0.32456408085266447,-0.014983482672645123,0.07868172845884853,0.0799808544741054,0.09745417385287415,0.12921892710898605,0.13835835676368452
53,ZLac,1.036854,1.036854,-0.08032839540620598,-0.0677008840664719,-0.07304544619150642,-0.011918066094825538,-0.012171714377757843,-0.014812869095396027,0.03435627556709435,0.053533549852163076,0.054417450456080076,0.12470470484569342,0.1246288713872719,0.12220887119493398
54,XXCen,1.039548,1.039548,0.0217121532453221,0.01542017803041926,0.016637504814242154,-0.0028899569980392415,0.003134627752287919,-0.017120831188541328,0.29834866544717487,0.2935217623565607,0.29836814492835145,0.2840246429405965,0.29034281941986784,0.27016995318661063
55,TYSct,1.043507,1.043507,-0.08905695414569749,-0.08768528188633544,-0.0946074874521082,-0.1150506682431413,-0.10824671060207093,-0.07212783857677231,0.33101946188752046,0.34122238872026806,0.34685636360690647,0.3421535773767794,0.3503722499404303,0.38823764379287623
56,V340Nor,1.052579,1.052579,0.06624660153917758,0.00031402498731309796,0.00033881529953130255,-0.07353562628649883,-0.11173509556226029,-0.13693561059643736,0.45472916335689095,0.38068139404565665,0.38696688258557177,0.3202865143012397,0.28226659943193894,0.25813303693325534
57,AAGem,1.053181,1.053181,0.5235454047298176,0.5047013154387112,0.5445443333275168,0.5200617217397365,0.4780830614951633,0.5010670701466341,0.4988736733672389,0.4556745265554469,0.4631982381405,0.40298437190328895,0.35547177452870465,0.3747398719870573
58,RXAur,1.065337,1.065337,0.19322354474023848,0.21373210686559885,0.23060492232449273,0.199813957793635,0.20491504842565123,0.22262080579208376,0.40402392109774093,0.4223683066229462,0.42934209413246605,0.38843123087797554,0.39192325554889484,0.4083827632244743
59,UUMus,1.065819,1.065819,0.21831050000696262,0.24093462048883554,0.25995490456680564,0.22924348232563818,0.22467895390858159,0.20416806553537917,0.6933573161901172,0.7162826950464714,0.7281093478366372,0.6919311547230254,0.6854643048044401,0.6634557985344725
60,RYCas,1.084181,1.084181,0.18355577097280432,0.17367704120010674,0.18738775929759338,0.07515919842803383,0.053016209778993774,0.05165348474079532,0.31192713374010717,0.29464646329187383,0.29951141597229264,0.17549407812444284,0.15232067406042654,0.15063020134345328
61,UNor,1.101875,1.101875,-0.20586829474293075,-0.18771404758634974,-0.20253289970180732,-0.26215943035716166,-0.2586310440808192,-0.275535398436434,0.23848497699898266,0.27305107259413186,0.277559460486072,0.24008782976167728,0.24632500421472692,0.23186969895949397
62,ZSct,1.110645,1.110645,-0.09741293103500971,-0.0932683000594492,-0.10063125005393647,-0.023306526571506767,-0.0017788365927381303,0.017712863391055236,-0.18167837047369242,-0.17396615699153112,-0.17683853873438973,-0.0930984172375697,-0.0710035014242033,-0.05137201599187389
63,BNPup,1.135867,1.135867,0.36832067579542244,0.3838203393122872,0.4141205588233336,0.44312346381548495,0.4392153146684052,0.4303944807005711,0.08969676938490002,0.08933579793861672,0.09081083491948938,0.08769788482836219,0.07951885849698856,0.06670045451066044
64,TTAql,1.138459,1.138459,-0.11242824983839166,-0.1252676015962181,-0.13515669666811722,-0.03017409392143764,-0.01995488392133979,-0.01055644717702663,0.013937823226062357,0.005194324317002317,0.005280088597784933,0.12470989663038923,0.13547395700477588,0.14530118667326924
65,LSPup,1.150646,1.150646,0.24791567846770987,0.24719235792784797,0.26670665130815024,0.26525720689666266,0.24708905134474812,0.2336070527630186,0.08588718232512457,0.07308793207646198,0.07429469806675908,0.05198857711943988,0.030973290873514945,0.01513880037942331
66,TXCyg,1.167607,1.167607,-0.13612589818617674,-0.09846954067533037,-0.10624309614391435,-0.20775962897718828,-0.22744962781041517,-0.20521983844947528,-0.1576562602918725,-0.10899506515209056,-0.11079469929138959,-0.20873603674809318,-0.22691002395463572,-0.20263235173885022
67,UZSct,1.168739,1.168739,0.2524225921175429,0.17505558007362282,0.18887512520864108,0.06927280849643035,0.03353460074981119,0.0795885836955029,-0.03535147461118376,-0.13819248906008208,-0.14047420631728286,-0.28270361793806864,-0.31991585053734495,-0.2740430676163177
68,RWCas,1.170032,1.170032,0.06924143223393685,0.061655839049782,0.0665231826113388,0.08059386336437031,0.06710485188602566,0.0848809494614382,-0.3090252625582896,-0.3250906198803449,-0.33045824067204044,-0.3295316607158717,-0.3442208160543667,-0.32725135364504304
69,VWCen,1.177138,1.177138,0.27771440768370315,0.2661502306011095,0.2871611296706549,0.23617996426394094,0.18509123729270846,0.15777542503469985,0.41926469328446375,0.3963891938190853,0.4029340362360415,0.33585902149045355,0.28175347914057824,0.2527828929555434
70,SZCyg,1.179252,1.179252,0.06387653873549988,0.057325069055610564,0.061850525364108594,0.14431059894092277,0.11438860069925733,0.12652193411061494,0.17094431257060827,0.16208658590098793,0.1647628222342839,0.24817585671315975,0.2164577651562409,0.2279161718057744
71,SVMon,1.182801,1.182801,0.3405168292713133,0.3352512676173767,0.3617172621458706,0.3574353264946184,0.32785031225284167,0.34031736723952344,0.5499696925265583,0.5326259620207818,0.541420230489657,0.5193150031468239,0.48604570501820726,0.4961983705059259
72,XCyg,1.214482,1.214482,0.01101760040902142,-0.06963678950722423,-0.07513417928050746,-0.05675327763633096,-0.06834403749738271,-0.08016229012759402,-0.020281241088354135,-0.11408167055724047,-0.11596529041394227,-0.0934873450592295,-0.10479785232278736,-0.1162331056893087
73,CDCyg,1.232334,1.232334,-0.09415105924955623,-0.043586692962191025,-0.04702759024992032,0.017966450003123503,0.039302090100087346,0.039166255332964355,-0.10212147870217073,-0.04011566323312411,-0.04077801906523526,0.02900373485372118,0.05057430228872564,0.05013560532878895
74,YOph,1.233609,1.233609,-0.6076767669229288,-0.5667265253838547,-0.611466046360341,-0.5809129524998508,-0.5207906842712012,-0.520555508483949,-0.09437344249705516,-0.01644826686331878,-0.016719846705380213,0.06606498197487445,0.13289380277752175,0.13801428533622406
75,SZAql,1.234029,1.234029,-0.08722151262136596,-0.06797454506420453,-0.0733407110164814,0.004529163346450362,0.023706020750074976,0.02477246931760275,-0.35977959899673717,-0.33731884810716606,-0.3428883710395633,-0.26486654435455015,-0.24552635500633804,-0.24493601502312976
76,CPCep,1.251989,1.251989,0.18222442734490482,0.13419085806154932,0.14478438852146722,0.14167239321488073,0.09453320326043925,0.12379324843408165,0.09350271271807556,0.02969620372305187,0.03018652227053086,0.015446301443504047,-0.03390677402092336,-0.005240421994892931
77,VYCar,1.276818,1.276818,0.1840416553440693,0.11923449074743615,0.12864730938390698,0.12217056994339118,0.11248620871236495,0.09429763755599709,0.08929306994171506,0.006003941659295195,0.006103073655459477,-0.011302353370963433,-0.022341459136777677,-0.04176628572897212
78,VXCyg,1.303917,1.303917,-0.07640623612892074,-0.11642473898389867,-0.12561574526055813,-0.10419688468688408,-0.1261956827585039,-0.07256416825272279,-0.10182784068323238,-0.14517501199745683,-0.147572018755508,-0.11845190922110614,-0.13992024907042705,-0.08473971580031014
79,RYSco,1.307927,1.307927,-0.1405804439968817,-0.054924260738548454,-0.059260188219207414,-0.054072193378827495,-0.016607270855616113,-0.027143605631039354,0.060178385199048764,0.1670111618504952,0.16976870860814874,0.18417389018528685,0.22294489647066149,0.21269692407962004
80,RZVel,1.309564,1.309564,0.055567440945136735,0.059588343480566436,0.06429247117477864,0.014205785192878882,0.015192557925955478,-0.010304631225246589,0.2653398903317061,0.2702334979074802,0.2746953643941709,0.2243543174576016,0.22534578956653162,0.19969528191046504
81,WZSgr,1.339443,1.339443,0.12344632678622297,0.11538812615446131,0.12449729832004558,0.12244732430590027,0.09425470635805179,0.07361909179085314,-0.0627445330259076,-0.07925283774008202,-0.08056139342775696,-0.09513768189739025,-0.12507298002525,-0.14691807803219048
82,WZCar,1.361977,1.361977,0.37931186001444966,0.42833410121142124,0.4621484043148664,0.4423904910821559,0.4387603408203104,0.4160210931261666,0.2854743569456135,0.3255222438186885,0.33089699121904204,0.2793560989049441,0.2715720657121125,0.24490747996923773
83,VZPup,1.364945,1.364945,0.22802811577783497,0.28933561837969185,0.312176859062709,0.32175856634805217,0.33417108186619343,0.3205185627061351,0.018780477864424723,0.07773262204440717,0.07901607721894498,0.06430409100447748,0.07389546548435756,0.057144276079309934
84,SWVel,1.370016,1.370016,0.1263784962143462,0.15909212313865473,0.17165145301214974,0.15275533566688063,0.15327660858152828,0.1319661686139723,-0.051252842765727884,-0.020774536870102032,-0.021117548415874786,-0.05557514982658909,-0.05653883737353852,-0.07952667030320071
85,XPup,1.414321,1.414321,0.19580533620658444,0.2787851385712964,0.30079348474248524,0.368988514521291,0.3676098034944233,0.35672893791497273,-0.10215147040059806,-0.017971096502719306,-0.018267820017144054,0.025877511002774498,0.020951041184342035,0.006637606284617175
86,RYVel,1.449158,1.449158,-0.16341934080210913,-0.15025805749431553,-0.16211999303826974,-0.22663149649910513,-0.19095194260552525,-0.21096313715168882,-0.03996237157984067,-0.016703447043002324,-0.016979240203917192,-0.06992881322964206,-0.03146103041933991,-0.04997812503612304
87,KQSco,1.457818,1.457818,0.19022414834693396,0.1559452946151928,0.16825620202312655,0.12767357339856322,0.11228994153822353,0.11611421324840353,-0.43729876880676694,-0.492009271907437,-0.5001329120129854,-0.5680257221875524,-0.585225984197806,-0.5830305343296158
88,AQPup,1.478624,1.478624,-0.2673764239885089,-0.239207358673001,-0.2580912862143,-0.2158148460930498,-0.21206862222734305,-0.21683683865286582,-0.42191167675146085,-0.3804669349194903,-0.38674888249207345,-0.3306925299317558,-0.32499003864183884,-0.32823873603633785
89,KNCen,1.531857,1.531857,-0.05844032266723953,-0.01616517693337276,-0.01744131672938779,-0.1538761480361646,-0.20439282317884033,-0.24380057209169523,-0.3023128436112788,-0.2541261739673079,-0.2583220899725227,-0.4031834148782139,-0.4533722405503209,-0.49183153741270363
90,UCar,1.58897,1.58897,-0.18326631768058702,-0.18862770730229925,-0.20351868714814567,-0.2483176110356832,-0.23713209821291065,-0.2575715229493126,0.1508671208409213,0.15609249026651809,0.15866975717286916,0.13367484059541201,0.14751866436257158,0.12918682563789488
91,RSPup,1.61742,1.61742,-0.0493266243405839,-0.06892575566673033,-0.07436701375745332,-0.06478221001975089,-0.05936556177792998,-0.06494960412571707,-0.2805350700115634,-0.3038962990270148,-0.308913977155586,-0.3001470280716277,-0.29417436462865976,-0.2996018823694841
92,SVVul,1.652569,1.652569,-0.42629395398263076,-0.4897952922402494,-0.5284615726592297,-0.494061716542994,-0.45055960796904687,-0.4362297758464596,-0.1138299976875953,-0.16605713659158539,-0.16879893129272694,-0.09272604756846214,-0.04374149985665177,-0.025214226298454122
93,SVul,1.837426,1.837426,-0.4034772697031591,-0.4627330585652545,-0.4992629445912742,-0.48397037117031094,-0.4227010097775704,-0.4037254110645104,-0.57555010178458,-0.6295948012415404,-0.6399901369997109,-0.5972766720408631,-0.5305718506043279,-0.5081424842818422
