,BBBV,VBBV,IBBV,JBBV,HBBV,KBBV,BVVI,VVVI,IVVI,JVVI,HVVI,KVVI,BVVK,VVVK,IVVK,JVVK,HVVK,KVVK,BJJK,VJJK,IJJK,JJJK,HJJK,KJJK
m_g,-0.04977846602616337,0.19864239234644016,0.35348217836896806,0.43763537218974446,0.46166549093566694,0.47340350500919554,-0.3149901754118453,0.00828784391579184,0.39703900910080114,0.5976772098842256,0.6561740790158435,0.6992326856349989,-0.20822978275571746,0.1332317215282657,0.5053799505039613,0.7767994672608907,0.841764000177484,0.8968545748618635,-0.13340925693504593,0.19418856931649264,0.545768529148284,0.8019732457760852,0.8638125777323598,0.9192973159155959
c_g,1.6758286105695736e-16,-6.212791897310874e-17,-9.190025894343237e-16,4.077165979837504e-16,-6.135897962042575e-16,-7.66339034999939e-16,1.9698605237305852e-16,1.4741836168494971e-16,-6.461927344542732e-16,7.176952657739017e-16,-2.933127351521998e-16,-4.448232677899221e-16,1.885063496616898e-16,1.0225452841818652e-16,-7.218033246579287e-16,5.981799406131155e-16,-4.205948525763072e-16,-5.80405654249113e-16,2.0308486814926386e-16,2.068625110766428e-17,-9.045355395180755e-16,3.4180751375393344e-16,-6.949359732718776e-16,-8.720052463031752e-16
me_g,0.28665516533685925,0.2188207368983659,0.13217754624342162,0.06749451735970427,0.04732296533738741,0.04300232457057899,0.38009878331995123,0.2924598167413379,0.1778155685787335,0.08872155663966136,0.0582530762464909,0.04778944717320612,0.4453482304977295,0.34152973991292995,0.20677946262501057,0.09752068049230588,0.05779380079410308,0.04064203904963871,0.45418423001373825,0.34776075071232454,0.20989909997631626,0.0984908821493618,0.05795487318867414,0.04013840745128111
ce_g,0.10443614225548448,0.07972224599655306,0.048155814691973636,0.024590057563274512,0.017241021748618954,0.015666896777847918,0.10406953128660389,0.08007433168450113,0.04868519366417671,0.0242916084441536,0.015949460000959953,0.013084560082832616,0.10433051800548028,0.08000924274375128,0.04844166198763462,0.022845904429974105,0.013539196434249789,0.009521099886506412,0.10440465381074249,0.07994077818594872,0.04825011838819426,0.02264038637802928,0.013322255754511734,0.009226732804744833
m_i,0.3660737757622442,0.5160868517269044,0.6372540109544786,0.7226548544634235,0.7485053188903982,0.759337008539829,0.4163262400550121,0.5352000848480819,0.7174016515876336,0.8337943903155407,0.8691576790452015,0.8904128308114404,0.5413222289277775,0.6358464911717323,0.778982252553198,0.9022879091643147,0.9351936852027071,0.9566657324494365,0.5738163768654267,0.6608665201659942,0.7945728256073399,0.9111364893680132,0.9426268906752252,0.9637850761465537
c_i,-5.60541517927688e-16,-5.750557108665892e-16,-1.4740629773970036e-15,-1.5439014537900623e-15,-1.7760809864457782e-15,-1.9539553189201275e-15,4.609175873756119e-16,8.1758794649169605e-16,2.973561687461777e-16,4.834668361645717e-16,3.288826759133066e-16,1.8942001108707363e-16,-2.6811458854094887e-17,2.0238523077671606e-16,-5.128868305836298e-16,-4.576273497452807e-16,-6.510728086650596e-16,-8.142256962831648e-16,-1.5121568750580573e-16,6.15436556253997e-17,-6.793782519114969e-16,-6.46770300874714e-16,-8.46414926910075e-16,-1.0138580807578112e-15
me_i,0.23961809534703088,0.18291457660078694,0.11405456760459692,0.06631126801599366,0.05325992761772692,0.05049178021715953,0.2523122829399138,0.19327754966857097,0.11751275019849114,0.06059188740670949,0.04173407487525368,0.03486203016578287,0.25835104406505827,0.19694212318135987,0.11878008678006363,0.05600288156374738,0.03344482579372147,0.023436112658581608,0.2590427617717876,0.19722738822129648,0.11859843041186316,0.055596280774670395,0.03287864716098219,0.022657388397896352
ce_i,0.10773258931869228,0.08223861780052846,0.05127907336827648,0.02981362736408755,0.023945728726680444,0.022701166263035828,0.10751365572647087,0.08235816224480519,0.05007376264484155,0.02581901779238158,0.017783450357307107,0.014855179722116077,0.10658919567010385,0.08125340688840978,0.04900570058592019,0.023105391823323634,0.01379850077084189,0.009669155419720674,0.10630762792847538,0.08093943895952568,0.048671183579462055,0.022815957837909382,0.013492949832972275,0.00929828418736712
