,name,logP,d_BBBV_c,d_VBBV_c,d_IBBV_c,d_JBBV_c,d_HBBV_c,d_KBBV_c,d_BBBI_c,d_VBBI_c,d_IBBI_c,d_JBBI_c,d_HBBI_c,d_KBBI_c,d_BBBJ_c,d_VBBJ_c,d_IBBJ_c,d_JBBJ_c,d_HBBJ_c,d_KBBJ_c,d_BBBH_c,d_VBBH_c,d_IBBH_c,d_JBBH_c,d_HBBH_c,d_KBBH_c,d_BBBK_c,d_VBBK_c,d_IBBK_c,d_JBBK_c,d_HBBK_c,d_KBBK_c,d_BVVI_c,d_VVVI_c,d_IVVI_c,d_JVVI_c,d_HVVI_c,d_KVVI_c,d_BVVJ_c,d_VVVJ_c,d_IVVJ_c,d_JVVJ_c,d_HVVJ_c,d_KVVJ_c,d_BVVH_c,d_VVVH_c,d_IVVH_c,d_JVVH_c,d_HVVH_c,d_KVVH_c,d_BVVK_c,d_VVVK_c,d_IVVK_c,d_JVVK_c,d_HVVK_c,d_KVVK_c,d_BIIJ_c,d_VIIJ_c,d_IIIJ_c,d_JIIJ_c,d_HIIJ_c,d_KIIJ_c,d_BIIH_c,d_VIIH_c,d_IIIH_c,d_JIIH_c,d_HIIH_c,d_KIIH_c,d_BIIK_c,d_VIIK_c,d_IIIK_c,d_JIIK_c,d_HIIK_c,d_KIIK_c,d_BJJH_c,d_VJJH_c,d_IJJH_c,d_JJJH_c,d_HJJH_c,d_KJJH_c,d_BJJK_c,d_VJJK_c,d_IJJK_c,d_JJJK_c,d_HJJK_c,d_KJJK_c,d_BHHK_c,d_VHHK_c,d_IHHK_c,d_JHHK_c,d_HHHK_c,d_KHHK_c
0,CFCas,0.687994,0.27091511872842455,0.20680543414383518,0.16936981209803964,0.1719473294311194,0.13951395667567285,0.13136560658157614,0.19389568550273828,0.1301144236009603,0.08999127998905622,0.09637163759062824,0.06677120481675253,0.05833395720990206,0.12470409727711837,0.061070725773552686,0.019316290708369793,0.027796638477037783,0.0005487832621713373,-0.008492097207728588,0.14487545949879474,0.08154390154821889,0.040571944516212904,0.048214199258951235,0.02001714364067228,0.011026791341182812,0.14773510785769361,0.08458590183432876,0.04369800600579993,0.05099745275793749,0.02263724404647041,0.013420212087836308,0.16749230927629363,0.10513571408029079,0.06392251416081624,0.07170687065495013,0.04317190152420866,0.03465065436424433,0.10976563665900202,0.046883212346482406,0.004660005474157541,0.013689898005173617,-0.012992626752680009,-0.022144787200370553,0.1377117568386933,0.07475261161309507,0.03357533269475599,0.04148060840930923,0.01353022270197074,0.004479990688095015,0.14357473988300673,0.08065296086045087,0.039646056803272156,0.0470848784283979,0.018863964605869227,0.009597702342393488,0.08785270390830657,0.024709954820170854,-0.01772003644529177,-0.008510280661224695,-0.0345341582983856,-0.044002146875916415,0.13273240229875677,0.06964158916647736,0.028535068988274348,0.03637807006910371,0.008494814945522122,-0.0006695454886433971,0.14150866738163567,0.07852029151978238,0.03756869886115341,0.04492192644226925,0.016707779976065623,0.007353084152100703,0.17391531671135824,0.11096665766750141,0.07102902235336797,0.07746663538933818,0.0480187020735276,0.0391316621306195,0.16121198431084877,0.09830543999999822,0.05789430975362306,0.0645377769353089,0.03557422042787556,0.026301354298978508,0.15340834909269624,0.09054918185028277,0.04982604828671375,0.056547989557344774,0.02789506832846192,0.018339851552966746
1,CSVel,0.771201,-0.07837822288626459,-0.059830704493331915,-0.0482114463989432,-0.07631148668391824,-0.06468157652992909,-0.08353463579533213,-0.06805451002826274,-0.04268169592419371,-0.031585604654338434,-0.05967010553863844,-0.047926269131380456,-0.06666187018721256,-0.011327369110771174,0.01568461554547851,0.02894422938320443,-0.002524879221638243,0.007166210377013704,-0.011525928936310562,-0.021967686334549444,0.005019045759158819,0.018105157302441624,-0.01292685777111302,-0.003035229943933737,-0.02183336533097649,0.000883949199049619,0.028160889085255617,0.04188609759575941,0.00978375489468647,0.018875415886095467,8.029767533368481e-05,-0.05614245286969019,-0.028656950862402858,-0.017423426124340335,-0.04593065150939113,-0.03446949025063156,-0.05313561228758698,-0.0015650934675923156,0.02595743183565162,0.039484156199512996,0.0075795700960098605,0.016951864148566212,-0.0016961967517535037,-0.017172658358539677,0.010132175627765583,0.023348237834108568,-0.007902779575830576,0.0018339237886259574,-0.01694491660151791,0.004616045148064185,0.0320590829476466,0.04588647678682761,0.013620940863710046,0.022590920390734834,0.003815030870769995,0.02172516046271432,0.04931863926755971,0.06366353921460075,0.030575252385959414,0.039096600688199964,0.02052558358114079,-0.009069841135272191,0.0182293006960923,0.03179083527532067,5.4347625341732986e-05,0.00946404800137024,-0.009311756779546376,0.011511854330869847,0.03897299588714101,0.05304643105529827,0.020426237641837264,0.029139739360639336,0.01038244292036225,-0.03598507188543634,-0.009004290876916482,0.003902040732090828,-0.026555173323389775,-0.01646056976552558,-0.03541452258691581,0.008049542146433775,0.03545990196103607,0.0494418823591907,0.01698696790570868,0.025752686791859353,0.006922771167052519,0.037888484768531745,0.06554246369246056,0.08029998792848726,0.046597300883234286,0.054433653303508404,0.0357878715089363
2,CVMon,0.730685,-0.11067365251790517,-0.08448370421214146,-0.15580675412211858,-0.18256694069688373,-0.18330124976052192,-0.206353880519898,0.04865777189082157,0.09043889597233276,0.022583149091311927,-0.010799881498222308,-0.016225477451947634,-0.038493971818726186,0.0758031580108614,0.11903771170658414,0.052531223059472415,0.01689658178562628,0.01044157871374185,-0.011977683477441048,0.07578182872857664,0.11911375572061011,0.05278092708090065,0.017143527409193615,0.010470619083872007,-0.01200656146186832,0.09764215785170954,0.14128799798573372,0.07556755741449236,0.03885435061895476,0.03140050924394659,0.008869783804849568,0.12311094015819707,0.16740123333917556,0.10177994987021838,0.06493693281647395,0.05697592304715404,0.035019098505822674,0.10077490652719974,0.14478972899039816,0.07898710194836872,0.042278600865195956,0.034981533176090374,0.012690060789969732,0.08968688071760528,0.13347705997189277,0.06752719514118061,0.03128985236312959,0.024159347854913,0.001755126674185592,0.10683152905386789,0.15073051350537495,0.08526360426406,0.048164643317795575,0.040409812580559895,0.01793693110713869,0.09269885846474063,0.13658553849114202,0.07080035507941063,0.034002802110506186,0.026924862652033282,0.004476512355801765,0.08380986587911876,0.1274846200844597,0.06153454671021638,0.025330363158978214,0.018318672622614218,-0.00418704640022316,0.10543263928442259,0.14928561843442795,0.0838580873783957,0.04669830574663157,0.03894700984817408,0.016413013812547186,0.0766999678386803,0.12017445298869184,0.05410732531397014,0.01842697230156029,0.011422198584186805,-0.011128984705132489,0.11030556566798025,0.15415391309099336,0.08886244900169876,0.05155484231189977,0.04356391158962951,0.021010363818890293,0.13330052875912965,0.17736740968573123,0.11264334530306738,0.07430546104157713,0.0656170596202606,0.04314049776138611
3,EVSct,0.490098,-0.17035065783441372,-0.13003867010260578,-0.16718514721077765,-0.0806912845273321,-0.03991492037626798,-0.009985652872800455,0.0022065792054090094,0.030727677325593894,0.0010241222571671926,0.07815261395009132,0.11178749388773923,0.14223730789161249,-0.09555222297516619,-0.07170857184849078,-0.10600993350520194,-0.02129866344179232,0.016004214465279387,0.04685420832129705,-0.13081902745319812,-0.10758476171863257,-0.14340011205122194,-0.05722050537749135,-0.018074995396205162,0.012735053276179242,-0.15988758517797513,-0.1372804381481061,-0.1739159708971344,-0.0860059024118412,-0.045731425911787804,-0.014524139416930315,0.04788677743071579,0.06950863750102132,0.042261251600620664,0.11662161341687893,0.1480944710553601,0.17863878544931733,-0.09335067364877037,-0.07148866977217855,-0.1056476391375884,-0.020874691573476212,0.016250232069445036,0.04717014739974651,-0.1316158011586509,-0.10942700550385454,-0.1452508603371735,-0.05895972429189206,-0.019806287996197602,0.011036918278823693,-0.16152332057203428,-0.1395245502493444,-0.1761982535684966,-0.08816143108294588,-0.04783836107351386,-0.016603421479671476,-0.15550063124124652,-0.13369434455702672,-0.17042526312178058,-0.08184897505190764,-0.042355297890757926,-0.01147299257789347,-0.16850461170570102,-0.14633831265557506,-0.18363358215954717,-0.0952614526933524,-0.054667234162627976,-0.023878055592300995,-0.1855473258279517,-0.16358738927932315,-0.20116938722182448,-0.11182097514017009,-0.07057660849689718,-0.03937361361742936,-0.18238473699332453,-0.1599394858352401,-0.19778634093424063,-0.10946359672119416,-0.06785243495389093,-0.03716121147527279,-0.19725300301519955,-0.17525678852433513,-0.2131680743852149,-0.12349258226600346,-0.08161765851778868,-0.050327456471419285,-0.20880090779209498,-0.1871023587789159,-0.22511390102843837,-0.13450174729091996,-0.09239088161420045,-0.06074317630988868
4,GHLup,0.967448,0.5657220539242357,0.4318488961253709,0.3838199907081939,0.3287714782617061,0.28775411226439207,0.26862882884244804,0.3704527165667847,0.22520854615242855,0.17193530662030893,0.12559505882455654,0.09088311704276886,0.07088550915906777,0.3149621250807833,0.16908622012368174,0.11415260345029124,0.07020529810960982,0.03743292773405956,0.017143627882264333,0.3223313094855688,0.176547097391972,0.12186617786293735,0.07761338553025562,0.04453585268464753,0.02427601062201379,0.32810606567285855,0.18239882469298485,0.12787951074258574,0.08335104254640854,0.05006978417604826,0.029805054820663618,0.28863663575295423,0.14291191359539046,0.0868904434659974,0.044526447211435435,0.012764270632268052,-0.0075497335237404845,0.2850430071375926,0.13919279650471333,0.0833782345805321,0.04064429657937653,0.008929406628246525,-0.011540478279190025,0.30607246358711965,0.1602674111960351,0.10513191044666889,0.06154163423381986,0.029008401426482852,0.008644383599314853,0.31853583214371994,0.17280981668323436,0.11802343872741752,0.07387146274362359,0.04090583474744055,0.020564368185304695,0.28419751638193547,0.1382957879507423,0.08259387628608006,0.0396667958479202,0.00794689964884851,-0.012587308932488148,0.309696992800441,0.163889486207358,0.10890832852417175,0.06510113857681055,0.03242172280078174,0.012059139262159332,0.32190740733706336,0.17619230417813703,0.12152187669839633,0.07720296091533471,0.044114293729117855,0.023784709419587782,0.3327600655879126,0.18708856461318765,0.13273480320809086,0.08805032652387762,0.05457914075623929,0.034371086628593804,0.33553637958260585,0.18990550552853128,0.13560625237251214,0.09076560904849743,0.05721887797800549,0.03699009409853124,0.33748329136004546,0.19187737345589054,0.13761981765272058,0.09267754543830949,0.05907568781574506,0.03883981685123565
5,QZNor,0.578244,0.2183184247079678,0.16665528603661572,0.17709047862509097,0.10486979375274791,0.10435953548699883,0.08829754161095277,0.11445864660624883,0.043813642823398447,0.05312279170732742,-0.015455152996143862,-0.013541159384775181,-0.030215369244016854,0.1689477805370222,0.09649027566087637,0.10628819880571339,0.03765858924947446,0.03783934015199625,0.022075417982744927,0.15151355382568138,0.07864084146637801,0.08748678449954467,0.01958730191608421,0.02093431545224994,0.005218144642779254,0.160245107006116,0.08707918232920858,0.09615801964079512,0.028427532435410185,0.029643335996176523,0.014556616590631677,0.055177401468646026,-0.020060613632645774,-0.012196853088648762,-0.07821832349613406,-0.07447207530441813,-0.09142418849543155,0.15687660681117704,0.08260942525627674,0.09212323365028652,0.02412195217483326,0.024637291774727288,0.008852575340837276,0.14380718335301101,0.06993903739945462,0.07858251386625009,0.011071655114168466,0.012658965769301866,-0.0030704770078374133,0.15580558697444008,0.08201301510671899,0.09097559804500843,0.023483482344451245,0.024840236451412867,0.009759548797698803,0.19523281989792035,0.12144118857788572,0.13125912817420998,0.06303892339945644,0.06241595398779104,0.04720905225230959,0.15931951583487947,0.08576547077854002,0.09438973421438457,0.026816529890949015,0.02809957548158487,0.012645873749174086,0.1655372655842755,0.09192958943925505,0.10090329475995741,0.033410424602209166,0.034587766087781135,0.01974916459939946,0.12491511444791642,0.051485587190526816,0.05901604013985945,-0.007772387298258798,-0.00481781541433185,-0.02050653234743699,0.15387853276189606,0.08031768770728281,0.08896239217039276,0.02178337020479504,0.023612096629958168,0.008877469364282686,0.17149970115271357,0.09780582567115215,0.10718065761773865,0.03988255430295451,0.040993996421474,0.02695185400085859
6,RSOri,0.878917,-0.2436616588406422,-0.1860012662905665,-0.15100650022549908,-0.09078231433842138,-0.06843394904544042,-0.0454297110102409,-0.18818296461958284,-0.12331293090549063,-0.08733987976237043,-0.029285571977828176,-0.008442719835971266,0.014854963543679989,-0.2050283238947124,-0.13958888524848137,-0.10376268342603048,-0.04570096990630265,-0.02432292303590955,-0.001308981358431327,-0.20994032953579936,-0.14446273893354286,-0.10862766852887035,-0.05036603299728992,-0.029007022630518783,-0.0060715161504562715,-0.22438458385019688,-0.15889780741239679,-0.12346131494810292,-0.06479863692727036,-0.04301713462857859,-0.02038302708257514,-0.16008795734703674,-0.09374702659567814,-0.0569981921701717,-0.00020944213475763973,0.01971432884040694,0.04313562788415616,-0.19843036876136771,-0.1324110370751082,-0.09641350653256926,-0.038664022825932315,-0.017489559166902993,0.005547455623085049,-0.20657267630961995,-0.14075198578949133,-0.10482722646451262,-0.04672846133355424,-0.025476109427898394,-0.0025314364240015402,-0.22283318347126418,-0.1571153766165596,-0.12163840761757946,-0.06306027134970107,-0.041327917962780014,-0.018696729817370028,-0.21313973617799545,-0.14728278358709893,-0.1114600322277037,-0.05353014705672718,-0.03190448587379094,-0.009063927429604351,-0.21503322517878315,-0.1493408687083843,-0.11349563547370398,-0.05524820352573406,-0.033787352007797394,-0.010957373780551144,-0.22921120745561682,-0.16358026149411065,-0.12818296617112535,-0.06949670656015919,-0.04760745574202563,-0.02508844239204633,-0.215927548399502,-0.15037981377137247,-0.11449170892028407,-0.055987271423027674,-0.03470443879304122,-0.011878539434920593,-0.23460971749272883,-0.169064754969364,-0.1338094006171035,-0.07485785432581593,-0.052902038341565455,-0.030507139262918065,-0.24639964670204909,-0.18083086138362334,-0.14599995515759595,-0.08682330145782341,-0.06442722251885391,-0.042358229169854184
7,SNor,0.989194,0.1622846020132238,0.12388137558261363,0.1370463006796399,0.09347338465160092,0.07695898840461864,0.05844909238393908,0.06191975828442186,0.018356980816131047,0.028738330562540694,-0.010306322737326087,-0.023530624719982185,-0.04248102885123391,0.09301033245794915,0.049809734485826276,0.06112523047081614,0.020732074105131507,0.0064204789585023125,-0.012368604270024567,0.10082431476934631,0.05767873259188942,0.06918678467560098,0.028471277157023737,0.013930687765840877,-0.00480215697693372,0.11662022113561094,0.07357127410598124,0.08551818587834414,0.04421152734353862,0.029162855006378184,0.010593745278731373,0.02070266553968774,-0.022877409524574836,-0.013909464990941846,-0.05093378341431247,-0.06265590584975585,-0.08176312675035086,0.08424815420133001,0.040908783727114734,0.05197201627886546,0.011945364848318013,-0.002063934377946691,-0.02090171912000333,0.09640505220831631,0.053158513915645966,0.06454426434861493,0.024016046478912464,0.009621691018731386,-0.00913597843689178,0.11451337329249808,0.07138155134787616,0.08327064278301138,0.042054987247066425,0.027075103043030006,0.008494404610396945,0.11026056889155059,0.0670790371794169,0.07882748147956942,0.03785793518426724,0.022955876969165567,0.004302942049854604,0.1110246209180329,0.06789273714461609,0.07964019655339413,0.03856934947229814,0.023708676934481185,0.005060241549917965,0.12458786447876156,0.08153650688553962,0.09367112231147105,0.05210673393674842,0.036814023993188,0.018333657162935765,0.11147255854710356,0.06838471825206141,0.08012439710478818,0.03897025906639947,0.02415622222951453,0.005510219677055686,0.12960008449680585,0.08660099575426661,0.09887005813221149,0.057090074520916016,0.04167539068214453,0.02326616050681163,0.141456950806771,0.09849573004692239,0.11113088761041914,0.06898657967731212,0.053166745818986394,0.03495493233402944
8,STTau,0.605768,-0.27072594788765747,-0.206661028921876,-0.15279671275380552,-0.13686707794414343,-0.1228787173653702,-0.11622061773596193,-0.2417431500083595,-0.1654907753118841,-0.11219834748479607,-0.09675835666038751,-0.08295132851155262,-0.07604340942197069,-0.18763365092983458,-0.1090050453916907,-0.05326756058187293,-0.041823684024054814,-0.03003191156440857,-0.02329093937589133,-0.1827375842499389,-0.10392153562546391,-0.04779017886920062,-0.03655398722735123,-0.02524847538109859,-0.018562873042171746,-0.17995064476692796,-0.10090817232790555,-0.044693529271038035,-0.033861094649116186,-0.02273561563443066,-0.016346661623866415,-0.21680162684350268,-0.1369568081791914,-0.08326973937294829,-0.06877840350493208,-0.05562296875320444,-0.0485791001424464,-0.1741696250791377,-0.09450719465072771,-0.03841423164739108,-0.027596100838012894,-0.016227331051174715,-0.009434997661398659,-0.17497128981250337,-0.09557147803351512,-0.03923054983896837,-0.02835425548000678,-0.01729843752406582,-0.010584095136281169,-0.1751143422254497,-0.09571518359464362,-0.03936986917457119,-0.028763497071933902,-0.01779444981054981,-0.011390106847762538,-0.15479536555725895,-0.07515795712263296,-0.018139932325918734,-0.008711941182842742,0.00188731487541971,0.008638081386276086,-0.16586254511794127,-0.08651495489770022,-0.02968970536646634,-0.019481399805213406,-0.008838547156793358,-0.0021588507159881476,-0.16991885828788605,-0.09054984733097396,-0.033926800108148636,-0.023724965613614007,-0.01299931645465291,-0.006640278310640818,-0.17457988493406634,-0.09550379827608765,-0.03880954970966122,-0.027917447078925933,-0.017304992881114784,-0.010680683092264165,-0.1748429648963578,-0.09557392006649768,-0.03907825982364643,-0.02861045342594587,-0.017871110468688195,-0.011659739581122014,-0.17407393630855322,-0.09466779781977813,-0.03828071493003321,-0.028136925656565392,-0.01734195227736296,-0.011401615033183793
9,SVVul,1.652569,-0.0638543175810814,-0.04874375387868757,-0.01639586701139173,0.011785633529838191,0.0432496624012737,0.06071868562262406,-0.05274596412394339,-0.06009880349834518,-0.024480569608669622,0.0014383767097824185,0.03088291733733073,0.04813668104500013,-0.06703798276671225,-0.0785850849401476,-0.045286350298962885,-0.0149428175327323,0.015285183640087685,0.03349764513678366,-0.09659761141081569,-0.10878866759830841,-0.07699679457352882,-0.04541757527931645,-0.013346692874317667,0.004911175247305555,-0.1135872891023113,-0.12643906156239637,-0.09513478857001945,-0.06212340929447191,-0.02926567723456519,-0.010318234658912573,-0.07626052960234297,-0.0913361450283382,-0.05553237617722895,-0.029050598294159236,0.000696665505880989,0.017772561146449095,-0.0763059035986905,-0.09046238629414127,-0.05733398770723086,-0.026415016797888602,0.004008163758878247,0.022239558457686437,-0.10343148569271121,-0.1170430979579925,-0.08542367679545049,-0.05345912071632386,-0.021184800730396414,-0.00291899911387683,-0.11846686040140475,-0.1321744160763465,-0.10099585749345608,-0.06770525587229181,-0.03469407964945703,-0.015728755513085058,-0.08146484817771338,-0.09527146064676817,-0.063387633324403,-0.030442744951850953,0.0004370732170090319,0.019110994866776254,-0.11127210286262035,-0.1246340093488656,-0.09386027062679891,-0.060774462874853774,-0.027941955564885435,-0.009476271077693887,-0.12474875910716887,-0.138332089374546,-0.10767447607753888,-0.073619463505873,-0.04021344335621302,-0.021074445153334342,-0.14111208331884673,-0.1541593712077287,-0.12443396994937328,-0.09099813888777475,-0.05640638061194286,-0.03814736900316307,-0.14161686236016569,-0.15514726847549765,-0.12496422782253147,-0.09043860751325328,-0.056122530216221767,-0.03685682977423688,-0.14427571634502256,-0.15814776420589782,-0.12771939847167668,-0.09236879534306042,-0.058164540131787235,-0.038240775003771765
