,name,logP,r_BBBV_g,r_VVBV_g,r_IIBV_g,r_JJBV_g,r_HHBV_g,r_KKBV_g,r_BBBV_i,r_VVBV_i,r_IIBV_i,r_JJBV_i,r_HHBV_i,r_KKBV_i,r_BBVI_g,r_VVVI_g,r_IIVI_g,r_JJVI_g,r_HHVI_g,r_KKVI_g,r_BBVI_i,r_VVVI_i,r_IIVI_i,r_JJVI_i,r_HHVI_i,r_KKVI_i,r_BBVK_g,r_VVVK_g,r_IIVK_g,r_JJVK_g,r_HHVK_g,r_KKVK_g,r_BBVK_i,r_VVVK_i,r_IIVK_i,r_JJVK_i,r_HHVK_i,r_KKVK_i,r_BBJK_g,r_VVJK_g,r_IIJK_g,r_JJJK_g,r_HHJK_g,r_KKJK_g,r_BBJK_i,r_VVJK_i,r_IIJK_i,r_JJJK_i,r_HHJK_i,r_KKJK_i
21,SWCas,0.735675,0.04383960533652978,0.033465347585137376,0.01545698780863192,0.015145528421243956,0.009190052902516331,0.008220436370553853,-0.09476032789958407,-0.07233612816762094,-0.042893291872803496,-0.011981619530573112,-0.0069115907734885185,-0.001885235036245242,0.029015000063899957,0.02535687343527284,0.015416979048646057,0.015939666718613243,0.00981002925029492,0.008417866967997466,-0.0870325000945406,-0.06568971820419092,-0.03993934866814844,-0.012496166239312684,-0.007798703702886378,-0.002813725616105489,0.051603448053765814,0.024028287457541455,0.003894869211600094,0.005364207517218433,0.00241264380758125,0.0028593662074471215,-0.08000261831120115,-0.06939876627851763,-0.050133572106554836,-0.022903533600786063,-0.015289366223674855,-0.008258453187144382,0.0012419080192599616,-0.003249027480662737,-0.00888012882037886,-0.0035590428531539573,-0.0032970684403026626,-0.0014504318476895716,-0.06501910062335531,-0.06147588329268622,-0.050938653794396854,-0.026753503552628316,-0.018483474349702045,-0.010902968913571454
22,XLac,0.735997,-1.2566346175430343,-0.9592630668267437,-0.6488955910276696,-0.3351122495734596,-0.21957686191783266,-0.13856587635076073,-1.156473550332596,-0.882804236895111,-0.5429192496904849,-0.24983661242473032,-0.15410296704226123,-0.09681308431698976,-1.443735579036439,-1.046099865655075,-0.6360287183182858,-0.30608229811723625,-0.19647936210858874,-0.12132316614696131,-1.1024724207793604,-0.8291641078486176,-0.5041317775719603,-0.2323005282496694,-0.1440161674061119,-0.09097969109369397,-1.3670549779424328,-0.9816210131908125,-0.6003458482110196,-0.29098026014128653,-0.18848265675379283,-0.11681290056970672,-1.011521365614742,-0.7738015522112947,-0.48111285204748633,-0.23006240000991685,-0.14444591127326667,-0.09208238471314323,-0.8574609205776723,-0.6917153446271047,-0.4802668342978367,-0.24314450687638384,-0.16057694558090285,-0.09908971341880068,-0.7919948928450187,-0.6243443772016248,-0.40510701294481877,-0.1986848818176178,-0.12652470845084007,-0.08097089361745324
23,VCen,0.739882,-0.7275112587227681,-0.5553521058952431,-0.33128892048968384,-0.16692541884949585,-0.10348973178351095,-0.07332057703570899,-0.766775330867547,-0.5853246800515629,-0.36257939934364103,-0.1832664872764433,-0.11466096521139826,-0.07771400437701657,-0.6957788531330308,-0.521890727815777,-0.3173095625119921,-0.1596639133608963,-0.09860452377240475,-0.06929278840500462,-0.7465164678684073,-0.5629095193605267,-0.3422489877712005,-0.1698758284569146,-0.10561945538383155,-0.07146239772724483,-0.7313812254268061,-0.5282886338776195,-0.30728369285357887,-0.14867644963003515,-0.090465151387807,-0.06286634743143626,-0.7225165520702617,-0.5373737865128132,-0.31905233473519096,-0.15398942092882595,-0.0948856629273676,-0.06394748059502513,-0.6629844480592865,-0.4900425330122404,-0.2804480887940063,-0.12915405633933394,-0.0771010263729867,-0.05263470104239899,-0.6325457506187642,-0.4710667047294611,-0.27522325830161504,-0.12925612763507294,-0.0787076142604174,-0.052676298591005824
24,FMCas,0.764123,-0.5917783426840527,-0.45173919288859,-0.2788499475411308,-0.1259836796360326,-0.07957056937203028,-0.0503782380872952,-0.3322216078509302,-0.25360428080223707,-0.15069382165979942,-0.07117599559758056,-0.04456239908146373,-0.03106039436629568,-0.6140727940418581,-0.4763457495283478,-0.2896182157132355,-0.13193991764982502,-0.08346379734795512,-0.05330395020952559,-0.3565597465894069,-0.27815326448884337,-0.16911718480921742,-0.0800592539073137,-0.0498279044223747,-0.034232766248604385,-0.5942996024371398,-0.4694353422294771,-0.29179813488252737,-0.13634422550228886,-0.08670688367360894,-0.055862805725307225,-0.41597354774641093,-0.3219659931156833,-0.19510047801222133,-0.09125381988611228,-0.056314154452069276,-0.03831395318076669,-0.5370615435199978,-0.42081148100913945,-0.2657983289142815,-0.12518842863020171,-0.0794195422048503,-0.051018571941758885,-0.4523135100585228,-0.3387872874481284,-0.1967810712398823,-0.08955366800002762,-0.0542405649222355,-0.03649618661644993
25,CSVel,0.771201,1.3145764456754523,1.0034934699812614,0.6197652012767841,0.2841802357528489,0.17927928703160542,0.11076645360967027,1.137573611388987,0.8683768025870126,0.5165804410344571,0.2354311406746319,0.14547121027388604,0.09356271945531555,1.366421882736394,1.0611415623144653,0.6451740698871952,0.29788631488783257,0.1882206605430145,0.1177983004789699,1.1793211666436012,0.9133042349426792,0.5552889748451486,0.259231957061602,0.16122207934489835,0.10428564474951663,1.3184481278298388,1.0457782929949158,0.6519160297817177,0.30880236420372115,0.19636298909698724,0.12444761686639522,1.2207704908410528,0.9510557600437916,0.5861020715448009,0.2788010264334022,0.1740884346937657,0.11317563544521067,1.2833639714471452,1.005969156984116,0.6373230561781398,0.30832353529311907,0.19645876009720822,0.12565239965712724,1.260695721866281,0.9735545241552411,0.5996737565946911,0.28742261380097744,0.17956808604142854,0.11713455836409639
26,MWCyg,0.774852,0.4129828806656031,0.31525410737832316,0.13787809237568296,0.06791749971067607,0.035245122563861864,0.03341154535629809,1.1901097105020737,0.9084806950397508,0.5567183042564714,0.27497973741010345,0.17126524935278103,0.11083862075485196,0.23357264116143464,0.19599018692421843,0.11916203364992464,0.07221800452801813,0.040316327680993747,0.036922007625437736,1.1621735619437852,0.8801209988510501,0.5351135673014388,0.2644147466753087,0.1650906061416607,0.10721055758348691,0.34346131622267806,0.2519834089146298,0.1287300234882348,0.06512572166480729,0.03279619461636085,0.02998602566084141,1.038251654144835,0.7785258512150803,0.46686279705568534,0.22916285319911917,0.14307202976808164,0.0926445762945941,0.6526390132601672,0.4448653380192002,0.20192530277894832,0.08501931764689652,0.04254962019309988,0.0346482835615784,0.8875767927100441,0.6807863088990618,0.41873306015368933,0.2066937677847981,0.12985681185994347,0.08423478892599595
27,FMAql,0.786342,0.45958697737014315,0.35082975371766634,0.17119432486563918,0.12248514058620218,0.07837698634078676,0.054153524705682334,0.1794645982685737,0.13699587654089634,0.0777664108029742,0.07129762895866076,0.04695460354350056,0.036593242660432845,0.3469327726279763,0.3086505047440016,0.1876595068843528,0.14165844264734845,0.09198819672848892,0.06391832482735987,0.23978077823936877,0.19619335066487864,0.11928555720424583,0.08933949401649066,0.057380294006915356,0.04273209319551963,0.47298261205456665,0.3123129284958207,0.13638070088802046,0.0906113621203548,0.0554768747563013,0.03716523849100256,0.19411069197170533,0.1210228943039226,0.04126715820098359,0.030335080180256213,0.016975498391073596,0.014401724422166473,0.4660404952326509,0.3357829142467162,0.16431225415887957,0.09398600881458163,0.057356124337891556,0.03830251729087478,0.33406107076678676,0.22281260130046832,0.09419952220488048,0.046688823272751145,0.025352540251019184,0.01902729441595019
28,CRCep,0.794695,1.2139700377017797,0.9266946852685342,0.532955190023869,0.26312731948676826,0.15529555046346943,0.10665489758034408,1.5787909815966308,1.205183955417275,0.7128045524214239,0.33518936452146053,0.2040675688518001,0.1308664687375699,1.153884734114997,0.9356679598189324,0.5688861195699112,0.2933798189003842,0.17758097925450667,0.12237637493957468,1.6403333397242454,1.2730614128704498,0.774021339025234,0.37586603888505016,0.23177420997883702,0.15075269264451574,1.2077205687193155,0.9352094669908373,0.5468154245204386,0.27214695962618785,0.16311876876563064,0.11128992657191046,1.4988401802341045,1.156164186494567,0.701120298665233,0.3419442548820384,0.21147434637149098,0.1375835381928533,1.206819180794068,0.9247836038579628,0.5473987618012821,0.2680867084651049,0.1615253643923269,0.10925451475119104,1.339031256874358,1.0456466758822531,0.6516635155015789,0.3217099603083554,0.20087145386555405,0.1311078262900489
29,RSCas,0.799056,1.3788085438828197,1.0525256060174195,0.6540020497289796,0.2942394053329179,0.1782244074858334,0.1212349469765828,1.7098889788520215,1.3052587624824588,0.8062054665358802,0.37559850219055857,0.23189010440029045,0.15073539028265098,1.3938648604499648,1.02503148905109,0.623219145343063,0.27296476745242076,0.16389767673286104,0.11058745165870751,1.6405635340345335,1.2339503228662227,0.7502417963026631,0.34542816484016736,0.21277126571515897,0.13821535943054225,1.3547341244986573,1.0419437810676102,0.6566976010856348,0.30076743639225845,0.1830664102243179,0.12399130994704666,1.6516214503811506,1.2632144065132176,0.7823047693613354,0.37049233871573706,0.23004051095738703,0.1503225143750731,1.4316403206837331,1.0809723971966507,0.6569353420563132,0.30099571207600295,0.1824750068366452,0.12266606074330284,1.5390999975447552,1.184546028278771,0.7381194589600129,0.35276760357498843,0.21976276591291777,0.14376487953912226
30,RRLac,0.807281,-1.0847569778501125,-0.8280587617176431,-0.5049543525267921,-0.26710995179547065,-0.1678802082042986,-0.10668394697524664,-0.5178502079118769,-0.39530550222280725,-0.23460047238375964,-0.12982242208343842,-0.08084369479451747,-0.057544344034309636,-1.1070400690389994,-0.8632370039595731,-0.5248480984074202,-0.2768001818680623,-0.17400339977375043,-0.11117784215298365,-0.5695116683730714,-0.44653721542692965,-0.27149462697957344,-0.1465534145295162,-0.09052262447320147,-0.06323440711553874,-1.1242238478921074,-0.8385868874918536,-0.492138173500113,-0.2517027767701026,-0.15751325678519287,-0.09979183961153087,-0.6132069808224727,-0.45996474428968437,-0.2641727991664606,-0.1315357487737665,-0.07911199138510427,-0.05473580457047289,-1.0303118537491704,-0.8021445310066605,-0.49988818028250015,-0.2591837679956843,-0.16438711161476446,-0.10562626161468,-0.8466587631533125,-0.6263606753448366,-0.3551655605021061,-0.17057857614787686,-0.10234913784439381,-0.06951661151232025
31,XXSgr,0.807815,0.23462588034440093,0.17910372545374115,0.09026561093198429,0.03142766131787064,0.018828883846043865,0.010619973751715736,0.11420490823025928,0.08717931925973946,0.028938619137043736,0.0030280480202564547,0.000548112139638457,-0.0004460447242793375,0.22386381221982796,0.2324234423027399,0.1413134529200661,0.0689266790878798,0.045204314215636344,0.029821064783471074,0.21094703814336235,0.19007062377137932,0.11556293925299886,0.05493412837310211,0.034644380432595365,0.022931286472850948,0.23027290294487157,0.22070844862541636,0.1294279773317784,0.06145759399620963,0.04020409153336049,0.02626430538642488,0.19579323461397302,0.16997290839300874,0.10233889265050612,0.04845539074200304,0.030575129188138955,0.02022677609876669,0.12417136748258803,0.11789902140076265,0.0771384475489227,0.03477186292906766,0.022918219501516804,0.01417072496081942,0.09645164831787391,0.0843886780858738,0.05065429785463589,0.02244546342459973,0.014103184863447318,0.009147295025777977
32,BBSgr,0.821971,-0.7779222233360671,-0.5938337582718071,-0.36101103715966415,-0.16133427206034773,-0.09828565834044403,-0.06612952733936064,-0.8297826753702662,-0.6334218895956231,-0.37591924857321607,-0.16863883252057216,-0.10301591040090105,-0.06656925929430865,-0.7937740981925252,-0.6231902804464953,-0.3788996905114692,-0.17319800271521846,-0.10671274928462955,-0.07194558200069708,-0.8566095488050467,-0.6632747283466875,-0.40327103483478666,-0.1869166710749922,-0.11542630458170283,-0.07546624236325458,-0.7794427038574185,-0.6154169599860062,-0.3782150768927251,-0.17556831972840492,-0.10873426053329832,-0.07323461823833408,-0.834317302778236,-0.6494052933481677,-0.3999136296995752,-0.18942042461034675,-0.1177387650046913,-0.07727922990843264,-0.6603471831965969,-0.5164433759587266,-0.3215475876633537,-0.14718392853451676,-0.09044518046697586,-0.059982491423312786,-0.6720458278522609,-0.5246052459396398,-0.3269730030505991,-0.15493088585865303,-0.09649401406286023,-0.06313964183965717
33,VCar,0.82586,-1.291456149111438,-0.9858443886346856,-0.5872213563059177,-0.2733490214302039,-0.16792004774838173,-0.11157112955454213,-0.8688115116166782,-0.6632148943638768,-0.3909381739878208,-0.19035824411808255,-0.11792158018388443,-0.08214721778223122,-1.2827144055293709,-1.0175321629649874,-0.618659555082712,-0.2967553470400523,-0.1845254676143786,-0.12339521452967847,-0.9414473496473525,-0.7374509578208142,-0.4483701823550551,-0.2201444834490623,-0.13628108205215422,-0.09396023518589747,-1.2905418012102943,-1.00985693902466,-0.6091122153733971,-0.2904929298090831,-0.18033947654093196,-0.12017297574393394,-1.0092744931032904,-0.7754445068815143,-0.46271618671399056,-0.22025143947947612,-0.13485123697857143,-0.09227789631890071,-1.1746676945859051,-0.9099316460893514,-0.5545142112108578,-0.2613804635715076,-0.16144391997132299,-0.10652149029112765,-1.0221168007877643,-0.7656925933980092,-0.44179526067296604,-0.20352367898002127,-0.12249711226634802,-0.08294286917336535
34,V0495Cyg,0.827263,1.4668473927165921,1.1197308341348031,0.6394345468747438,0.27111659566213053,0.15850651067510224,0.1146791229557031,1.1585053814769322,0.8843552530358271,0.554198636012392,0.2875527378111262,0.18197043445604222,0.13161537627271702,1.3169312535999902,1.0059750471571525,0.6116328286715489,0.26925603733557796,0.1596704943037754,0.11549440699987884,1.148432454710358,0.8663238687206285,0.5267249121821423,0.2596710222667702,0.16070809829699595,0.11499128721192964,1.3601161877219303,1.0761625427089303,0.6655914162869476,0.30156336909996456,0.17931582104280963,0.12806334258236274,1.3872620692478401,1.037832121531837,0.616734275094496,0.2894955045547012,0.17593610995721565,0.12350202246228892,1.7434040040845942,1.2805855704287865,0.7202996870997644,0.3146721272987652,0.18337220791832815,0.12823966831696276,1.613000226670624,1.1760684794906566,0.6599084634468877,0.2963193948623477,0.17544099724565854,0.12076030133088911
35,USgr,0.828997,-0.267278730883771,-0.2040295655601304,-0.12219532967992841,-0.045535637191396125,-0.024234816703926753,-0.016553111093794468,-0.2838369387756321,-0.21666941891269628,-0.12485701727490066,-0.050761456810952885,-0.029745806870928468,-0.018988178401769015,-0.2739443830743502,-0.22358982721934623,-0.1359426149493622,-0.05550194232121418,-0.031657278227137584,-0.021865476154475108,-0.3063276000306323,-0.24126008310011865,-0.14668613052487184,-0.06472882987206745,-0.0390328908369246,-0.025492299503897725,-0.25523207689384614,-0.2236955489984108,-0.1453696208709342,-0.0647393242493902,-0.0384215019637038,-0.026619770330810314,-0.31996919914686006,-0.2561142088055186,-0.16114203407479372,-0.07526771087025626,-0.04623052959803714,-0.030477590847856728,-0.269079566606455,-0.2143603817133665,-0.13635339483396852,-0.06165462478395266,-0.03673550376841498,-0.0251263710592136,-0.29124548228959857,-0.23064562637204988,-0.14645729701025262,-0.06942338703055846,-0.04291676781933386,-0.02829240772820693
36,TWCMa,0.844792,-0.4592600338220848,-0.35058017849014106,-0.19999952124762416,-0.08492547260485081,-0.0511936600215252,-0.03680843007487944,-0.2513135093997461,-0.19184237358759293,-0.1267170299922401,-0.0735473368859133,-0.04811991466222798,-0.037244211666226934,-0.40428838695573477,-0.30096267958476125,-0.18298530918753464,-0.0793353420555433,-0.047969552455390585,-0.03455493941943388,-0.23899573026675447,-0.17507722579777563,-0.10644695328504739,-0.05572171545674698,-0.03499238565056828,-0.027208515524957955,-0.4216226303297573,-0.3280670993617981,-0.20309487587653163,-0.09107703706196224,-0.05487496921540039,-0.03903998482405349,-0.35193724930549064,-0.25545202895229413,-0.147377163773321,-0.06817852765101307,-0.04099200043684903,-0.030398791445323647,-0.5653203253332479,-0.4095652738133658,-0.22608777700374738,-0.09702212341035871,-0.056746228836591056,-0.03953983796517982,-0.47912034948128224,-0.3372587329472939,-0.17746428709767426,-0.07587434590992737,-0.04342206614922306,-0.03092139439479924
37,xSgr,0.845893,-1.5003581811535878,-1.145311588666861,-0.7171830005533846,-0.37470999859418347,-0.23429592527980672,-0.15817048289080773,-1.5343020528078286,-1.1712229410746784,-0.7310656200420288,-0.36626915222330736,-0.22767214501008573,-0.15124909661157215,-1.5280969658111963,-1.1146099387786852,-0.677682842777441,-0.34211584160462477,-0.21090304768044754,-0.14052022941887998,-1.4579795620709866,-1.0900620384255937,-0.6627577193627618,-0.32557699755889125,-0.20104224863420475,-0.13322752029896578,-1.546583629146142,-1.103771021060793,-0.6550800155301375,-0.32334869761333673,-0.19840945433663573,-0.13134875150623454,-1.4026373330019737,-1.0453633296863358,-0.6289343239654469,-0.305494678094545,-0.1881029267910934,-0.12439823623267394,-1.4115440004948823,-1.0629469770859634,-0.6451443464263665,-0.31754684456495197,-0.19586769669107845,-0.12941121405215497,-1.3760113619543408,-1.039206332009308,-0.6281826635704372,-0.3043823552160083,-0.18774093609648523,-0.12404623380378396
38,V0600Aql,0.859672,1.1705372406832075,0.8935398783841277,0.4821241979380506,0.270333575572833,0.1714409572356133,0.11905607075256196,1.2613473568651634,0.9628605777596669,0.5695767921684248,0.29912619400494805,0.18805717120027765,0.12613657406950654,1.014597076650784,0.8463733760673571,0.5145950126489534,0.3049651234348749,0.19601672168924064,0.13642567398079533,1.3445831471695255,1.0488453613743982,0.6376979797156344,0.3368991495793107,0.2125196966914866,0.142740360428877,1.1820990242737204,0.8514841417877634,0.44744612817700935,0.23925191294573644,0.14861141662808727,0.1013266128727435,1.1746911546221226,0.8748359411062183,0.49934197764979993,0.2511073182732968,0.15606166537739335,0.10410547699163984,1.0360213849099003,0.7669646058329996,0.40983378201282816,0.20245694696115812,0.12316032122386802,0.08250813934375917,0.9927354547762622,0.7416035900634006,0.42094164032639436,0.20489410628598342,0.1260119129202732,0.08350136523298606
39,V0459Cyg,0.860413,1.0632143861317485,0.8116140352150752,0.4460682928648338,0.24088856330657776,0.1460783648852692,0.10136837141146965,1.2536728976665954,0.9570022119592329,0.5645427583273753,0.2835598483502391,0.17499366903337388,0.11520857021547773,0.9498959545588469,0.7889531562316587,0.4796835189888486,0.2731439380162084,0.16952009200038323,0.11796007642262574,1.3273713926915347,1.034852542782956,0.6291903460120375,0.32210069920832735,0.20044634014701782,0.13289131525234935,1.0647832954990968,0.7925488205106174,0.43450762917843894,0.22841282042494743,0.13781415769646008,0.094313309640763,1.1801894449957226,0.8941113132401822,0.5247431078417192,0.2614158028222959,0.16134256691837323,0.1063992462755804,1.0385229530966844,0.7813648813342782,0.4383668012777709,0.219746018924464,0.13229404819407078,0.0895540282603129,1.078892228976894,0.8246838268184685,0.49205891877433666,0.24325334750009447,0.1504809659575875,0.09913406970038063
40,CKSct,0.870124,1.6815844902424595,1.2836522826278316,0.8270430322835151,0.4304690926814234,0.27117187806787857,0.18548766413218987,2.2619631345183686,1.7266894156628765,1.0768359411538064,0.5165719901156878,0.3195028279505624,0.2054731687517436,1.764862936622082,1.2541606767921125,0.7625296914896043,0.374839772209713,0.2310401330641145,0.15508794915315902,2.111159421769164,1.5717903720252417,0.955648546191347,0.4524450019117896,0.27954197162997885,0.17992058416617385,1.7588988525934908,1.231025292915991,0.7359553932275202,0.3566270492981873,0.21947155844347016,0.14649200985700378,1.9157906489735956,1.4390802996060734,0.8827326957551513,0.4258713248218069,0.2651354353431147,0.1712505556531222,1.4220704631932588,1.0703633994969763,0.6608347389315641,0.3188708512598134,0.19654522707472333,0.12995079212300692,1.5353080510697679,1.1890637412881766,0.7550678553676418,0.37060526390032034,0.2333188491284447,0.1510343370004733
41,TZMon,0.870882,0.08894503293273008,0.06789697170437436,-0.09865531689531537,-0.13491438543920586,-0.10434587314206101,-0.09509250204582187,-1.593670805245501,-1.2165425994240469,-0.9168308617238183,-0.5013876131252502,-0.3239525297464831,-0.21337920492189966,0.011746194623795628,0.4751198936023386,0.2888728953102224,0.1490809583938678,0.09699505746056014,0.05332861449323928,-0.8321720601495561,-0.41304962320120453,-0.2511341709063327,-0.11227313538279038,-0.07118358232860156,-0.04244336315868058,-0.003820122767524676,0.4100239492745203,0.2528833903016025,0.132648923702941,0.08853800256584865,0.04879284996366806,-0.6339045740010473,-0.3239757109771373,-0.20521793056512327,-0.09815131665735932,-0.06406367572277649,-0.03855310960627856,0.06417629662714129,0.23320016142266428,0.2059522439038446,0.12550960217287183,0.08834759362342581,0.051149461159492204,-0.2026559685200111,-0.0989274160780137,-0.08541534043836196,-0.04488793864348661,-0.03228584077612573,-0.01829337225539318
42,V1344Aql,0.873787,0.32680587070306644,0.24947013030768417,0.19285112176783573,0.11661450484834021,0.08086146308309006,0.06215429107329408,-0.34734936934442495,-0.2651521903392544,-0.10585969637111936,-0.005217977916678773,0.004233973792818535,0.017211360305770196,0.3589581660398319,0.14703944837526656,0.08939998461216199,0.03962832935847678,0.025884235344306478,0.021288095497731252,-0.5119657848110523,-0.4477574926105148,-0.27223655550719394,-0.11644755608553736,-0.0716488441336196,-0.036644918242055846,0.36829044822216,0.15616092077073007,0.08785011014735918,0.036540945793184745,0.022893375835107505,0.018583149571716875,-0.32897987665357453,-0.3175222647372127,-0.21580749854148018,-0.10784782258337011,-0.07045889372998548,-0.03778514950372802,0.17253517839022706,0.08396765995484111,0.034286879289931696,0.00287038573640043,-0.000582837977744298,0.0011697804884651594,-0.18558126381264228,-0.22104799135041642,-0.19836593445223216,-0.11600594993080149,-0.08072248699864537,-0.04727639740330569
43,RSOri,0.878917,-0.6769623965159661,-0.5167651881801268,-0.3310294272423662,-0.16068256576187437,-0.09901731195680435,-0.06570953053792036,-0.9226399282683041,-0.7043052887544307,-0.44384032787815697,-0.2123783590371873,-0.13164937125527004,-0.08472976577854749,-0.6959875637458176,-0.4857072941239676,-0.29531003482737234,-0.1338588146057753,-0.08023289768376134,-0.052108122125285906,-0.8469399493799312,-0.6254705216261002,-0.3802860771486696,-0.17675945308599206,-0.10882850177593148,-0.0694818727193379,-0.674021589633434,-0.49493014506349137,-0.31253869993150235,-0.14734360633800703,-0.0896085904371959,-0.058896687262556216,-0.8393151991053864,-0.6338035695161699,-0.3933249503111819,-0.18837586199330475,-0.11710361121445173,-0.07542262477242473,-0.7775813649035221,-0.5805489904502371,-0.354252234667805,-0.17028512718237512,-0.1045549828378526,-0.06939702100925557,-0.8646917958016976,-0.6645662588620095,-0.4180120016059476,-0.20428846121378655,-0.1280727739121399,-0.08325454412479641
44,BKAur,0.903222,-0.1669082807925421,-0.12741090136835298,-0.034625827286021635,-0.007470396659794487,0.0017343448060887778,-0.001565033124644788,0.04402824803590272,0.033609349645726816,0.02404095493420011,-0.004287938094012289,-0.004039219337144129,-0.00845161924803961,-0.04768606452283708,-0.07599857944238413,-0.0462071363009689,-0.027854965288358458,-0.014122993250174215,-0.013436993239935024,-0.006352799440895951,-0.015309381474678696,-0.00930810393660464,-0.017275370181034422,-0.010834970152670209,-0.011814718608546104,-0.10383981217989503,-0.11312416426482969,-0.0616762161990691,-0.03146861657742622,-0.015100521949156509,-0.013461775547515098,-0.11029953056910724,-0.07734331148802653,-0.032944706101224686,-0.017229072116669242,-0.008470543586920232,-0.009203854067076023,-0.4137915614461414,-0.29390121861776947,-0.1412844652001623,-0.06375870789996801,-0.03427623978690619,-0.025983856986630638,-0.36062311676480907,-0.24843865335979187,-0.11863922783878234,-0.05167500237296574,-0.027849682953060673,-0.021059333158845894
45,GHLup,0.967448,-0.3353018704513413,-0.25595562629873375,-0.11475447213188678,-0.02903881803081218,-0.015080795437175415,-0.008313076387247306,-0.2813380683296956,-0.2147618842211414,-0.09276227937299295,-0.026349929234866704,-0.014435343139083512,-0.007858579189209097,-0.28184260184295495,-0.31793352852895806,-0.19330358534560665,-0.09094929706842586,-0.059148069568907724,-0.040517260966329446,-0.4323023276713421,-0.3754565136409058,-0.22827756029367058,-0.10773357353448197,-0.06794895988962822,-0.04455879651869088,-0.3030003704431541,-0.31492346800602655,-0.186050895296546,-0.08571957556981182,-0.055173893035808025,-0.0374758926927176,-0.411177711676617,-0.34718326102124264,-0.2105531576423761,-0.09969441704643295,-0.06298187625059967,-0.041314808061527125,-0.24658036089868582,-0.21514954487577825,-0.12687434296556954,-0.052661478848329266,-0.032838713885896174,-0.021461356105997607,-0.25414464993184477,-0.2119363296541495,-0.1290729077704248,-0.05899322044478855,-0.03720788540196643,-0.02404175764701988
46,FNAql,0.976878,0.08759768949495837,0.06686846526332724,0.023302680006683528,0.039793798442417996,0.02708156990477048,0.01716575868616363,0.3364533205718022,0.2568345958563372,0.13865513837789534,0.06640122163237538,0.039753205727800944,0.021718225563320592,0.06395959011795532,0.09145959542453971,0.05560743401812017,0.06225893102643758,0.04240931932593793,0.028089363116601734,0.3889990272848033,0.3150343853104141,0.19154090626873177,0.1021016177452092,0.06438689971930522,0.039491125513588576,0.12460595398488161,0.06988227050555665,0.007620449746663066,0.02204707668273799,0.014868428583384233,0.008315990190161049,0.20651850172258207,0.16114725268258162,0.09090231299788115,0.05184471202575314,0.033416427349942546,0.01917652306922668,-0.03486126080461194,-0.016765322225898605,-0.014675646356716851,0.008484159772752076,0.007354148989408504,0.0034575856608136946,0.040096828764930925,0.051228737320192175,0.04467722720174627,0.03278797502469477,0.023398038118963016,0.013362222698419801
47,YZSgr,0.980171,-0.7949465719080684,-0.6068294442046325,-0.3532532476942977,-0.1528388027715713,-0.08889781107619325,-0.05822512641129768,-0.7428802201898544,-0.5670841375495072,-0.33901198357562357,-0.1600400216503189,-0.09830779758813235,-0.06571005441459024,-0.75898539945326,-0.6022257120180479,-0.36615323290697327,-0.16665644164308635,-0.09955484977167975,-0.06628164140748201,-0.7743077577776865,-0.5994417150544014,-0.36446056275307614,-0.17355067533445886,-0.10664894291938248,-0.07100668824345399,-0.7537240211179447,-0.6197604114253134,-0.38817881893770134,-0.18239934618929296,-0.11017425106715596,-0.07375148895961267,-0.8423942991093978,-0.6522231114270988,-0.398414274869584,-0.18998075555051014,-0.11675828840669272,-0.07761455025982525,-0.9591972872147334,-0.7313791631643467,-0.43801674597641005,-0.20747488547260473,-0.12604007195355094,-0.08455312113438387,-0.9792337163148468,-0.7459727566903739,-0.44966682237080685,-0.21447037369070385,-0.131739420346378,-0.08740402215477369
48,SNor,0.989194,-1.2714797231618402,-0.9705952085204886,-0.5654748402007602,-0.2705363002525005,-0.16732856169857316,-0.11139717001855604,-1.1924268810062395,-0.910249527485679,-0.5357499103812123,-0.25628780184564476,-0.15852863930842237,-0.10498391060089295,-1.2305746191621016,-0.9920166043959981,-0.6031460954727669,-0.30079237201820114,-0.1887649691721461,-0.12677632231744018,-1.2696045093574881,-0.9915397568090688,-0.6028561721399138,-0.2954412972721294,-0.18405018195018696,-0.12239616331647656,-1.2699690428991395,-0.9867479530735002,-0.5824980108512945,-0.28305233416349457,-0.17619130251069526,-0.11742300641574699,-1.2325850264066418,-0.9482408676633384,-0.5685199527147259,-0.2743523160134705,-0.1701414100706491,-0.11284066325193753,-1.1590534202001597,-0.8931404717133173,-0.5333701220559711,-0.25369913057370963,-0.15677318425780506,-0.10339108403517663,-1.1190902672785359,-0.8552293494167528,-0.5107822004757687,-0.24322681062845453,-0.15008970425702084,-0.09912325501639016
