,name,logP,r_BBBV_g,r_VVBV_g,r_IIBV_g,r_JJBV_g,r_HHBV_g,r_KKBV_g,r_BBBV_i,r_VVBV_i,r_IIBV_i,r_JJBV_i,r_HHBV_i,r_KKBV_i,r_BBVI_g,r_VVVI_g,r_IIVI_g,r_JJVI_g,r_HHVI_g,r_KKVI_g,r_BBVI_i,r_VVVI_i,r_IIVI_i,r_JJVI_i,r_HHVI_i,r_KKVI_i,r_BBVK_g,r_VVVK_g,r_IIVK_g,r_JJVK_g,r_HHVK_g,r_KKVK_g,r_BBVK_i,r_VVVK_i,r_IIVK_i,r_JJVK_i,r_HHVK_i,r_KKVK_i,r_BBJK_g,r_VVJK_g,r_IIJK_g,r_JJJK_g,r_HHJK_g,r_KKJK_g,r_BBJK_i,r_VVJK_i,r_IIJK_i,r_JJJK_i,r_HHJK_i,r_KKJK_i
49,DDCas,0.991759,0.09984625782856568,0.0762185174263858,0.07074085017252663,0.07112664878147179,0.04795566029730258,0.03116726102736267,-0.0212644622250538,-0.016232413912255023,-0.008416294480329933,0.0036564300045720255,0.0011081931146351143,0.00022249279800179433,0.17198914114999833,0.11330860694484543,0.06889163302246633,0.059840813870594145,0.038813024823061676,0.023903209608837406,-0.03358029054748547,-0.028489357275907345,-0.017321529223751436,-8.112702935353377e-05,-0.0009088191697839143,-0.0006898346744832473,0.1792700530739357,0.07249168020856991,0.021788102731450848,0.026078948207026886,0.017072206605615203,0.008626509944820226,-0.13174388537687715,-0.11101048824568588,-0.07383894740232586,-0.030114933100571728,-0.01967177893781369,-0.013210248101237165,-0.12016484473545239,-0.07637784379419191,-0.024358960935423363,0.007263482979231961,0.007889276020219549,0.002960118063454198,-0.18843818225041856,-0.14090122301576294,-0.08215538304868578,-0.033025312049457634,-0.020378787364042583,-0.013458945663991417
50,BZCyg,1.006127,1.601413643322683,1.2224531628417425,0.7455259723635287,0.3403625981638581,0.20213740460076238,0.1347067972453584,1.3995396475271458,1.0683508759749205,0.6538473283933721,0.3140657340997334,0.19305979715952132,0.13048932848591283,1.603110348341548,1.2166485097217763,0.73972229391084,0.3375820895135446,0.2012645282333389,0.13407343135813315,1.3962856037003857,1.0630712705594811,0.646347332500165,0.306557164604135,0.18713250060045328,0.12579140489467017,1.5688493693085657,1.2314258433374823,0.7704635120051861,0.3624771597519175,0.21894199194659358,0.14653967535716034,1.520705932832272,1.1643664816204793,0.7116454791731754,0.33833240748972865,0.20675137448740116,0.1385596113128374,1.7645392186796947,1.345877885631312,0.8217420560064791,0.3912687463570965,0.23818450452882922,0.1594554137551182,1.731421240063124,1.3114443711934265,0.789103864705987,0.3746398920409992,0.22884417365380716,0.1526785861399958
51,SYAur,1.006262,-0.29065403903514364,-0.22187331224056767,-0.12038920250697041,-0.052596518469936515,-0.0228530450789598,-0.022566258203732426,-0.7668450494043877,-0.585377900308693,-0.3784013623514767,-0.19040829202358334,-0.1180362182937895,-0.07830981597512984,-0.20021456960132672,-0.11224852240233667,-0.06824710162062061,-0.025556807880035726,-0.005774115904037147,-0.010145927949579692,-0.6740965996222918,-0.487037884850155,-0.2961190339888948,-0.14154812551684925,-0.08597462702707534,-0.0564072847981498,-0.22717261475440198,-0.164490467389529,-0.10855387749694934,-0.048350535898781966,-0.020257605225966313,-0.01957436561935455,-0.6921433369877914,-0.5113163185018225,-0.3139318015183197,-0.15153420480215993,-0.09254334663076852,-0.06084664190171751,-0.6500280319231733,-0.4490573480393676,-0.234154907717125,-0.10514587305029499,-0.055657906115568256,-0.04285054415405859,-0.8196531189889992,-0.6185056195488668,-0.38032808846879396,-0.1858319132083765,-0.11464730409403356,-0.0757328687390307
52,YSct,1.014575,1.1609454284177154,0.8862178842883326,0.5433593134281661,0.27544052502047334,0.16796816935601944,0.11424182000045009,1.314027576190936,1.0030744856419358,0.6234140823196294,0.3088338249724559,0.19123745277391896,0.12641466439168764,1.1480526496122314,0.8446481325248513,0.5135460645751091,0.25480166255594805,0.15385266685642252,0.10368783756667284,1.2580944172803474,0.9437792181334568,0.5738177646251416,0.2795380563723029,0.1720825094287728,0.11344428459741848,1.1654001666454201,0.8530776727720789,0.5127614195338787,0.25109780120753167,0.15131454702809133,0.10151624305987748,1.2317317129854726,0.9249239106413321,0.5600926615420053,0.2715860116328484,0.16709816552296564,0.11006594536631795,1.2383242949972912,0.9270214266618562,0.5532763001593248,0.2699673203397157,0.164084657219849,0.11002092849461038,1.2780951505540212,0.9702943135418831,0.5909219027370998,0.28738857470718393,0.17757712190180822,0.1171206862676541
53,TWNor,1.032868,2.800352687214817,2.137673807034211,1.2209983338702588,0.5502788020474249,0.3346005496838483,0.22316385687401075,3.1412105977240756,2.397870685285554,1.4220400282957621,0.668584754446367,0.4139698070730383,0.2702663193856437,2.624705542715094,2.123148339578253,1.2908741904635779,0.6188501626512772,0.38470537394486903,0.2599593801446022,3.285244392595959,2.5510775345267107,1.5510551409922402,0.7459812255021181,0.4649499877075243,0.3052341770918462,2.7055568840512425,2.1632768327304763,1.3025495153554412,0.6193580093575406,0.3826308387009718,0.25742994309492623,3.240516758148396,2.5012930438395657,1.5169164874499148,0.7281755460048646,0.45355678505317704,0.29765387221690875,2.9113099718425466,2.2154586290253944,1.298313023816686,0.6032148081454565,0.36839208093431675,0.24583069236064814,3.0450905300055098,2.3395358292907282,1.4198925600422896,0.6790659162251358,0.4222581735496955,0.2767426165438053
54,ZLac,1.036854,-0.6588846722419697,-0.502965398657992,-0.320897576457488,-0.13901671733970383,-0.087453498432928,-0.058082935807857755,-0.5476358461800098,-0.41804263067176345,-0.2601148040540021,-0.11995805324153166,-0.07501820888781943,-0.05065856743005803,-0.6948587133176618,-0.5099660214012847,-0.31005934101198096,-0.1291937432168547,-0.08033356750111413,-0.052792335660691865,-0.5257897379317558,-0.3945412937476457,-0.23988110659856843,-0.10714868417359776,-0.06636216462408083,-0.044574998291458015,-0.6576008788803894,-0.5091939132228951,-0.3251361903234391,-0.14470043406283245,-0.09114232060685644,-0.06059407567352452,-0.586353424151646,-0.4489464836701643,-0.27807531899241156,-0.12822491850974438,-0.07964864492107038,-0.05342463155674862,-0.582695734664256,-0.44755135557551223,-0.28155477668070367,-0.12399711050217216,-0.07708693175047215,-0.05053306900602217,-0.530231684438333,-0.3997390450229648,-0.24023428858351903,-0.10828114289490878,-0.06629484301276993,-0.04412827398799299
55,XXCen,1.039548,-1.1461355430029605,-0.8749126282465347,-0.5250310035560708,-0.25538771463555127,-0.15623276575998502,-0.10492905974447492,-0.9432754870994724,-0.7200576237400554,-0.43410764540203395,-0.2144061033352011,-0.13259806528419188,-0.09019540768920015,-1.1347122142816493,-0.8810237867953566,-0.535662462371577,-0.263631457959286,-0.16225063003690213,-0.10900388793287598,-0.9715943235181429,-0.7484220469641326,-0.4550406045541924,-0.22435176104418414,-0.13845227672158478,-0.09382696617476483,-1.151205175428843,-0.8772769922767611,-0.5250120043379746,-0.25464749236398854,-0.15621279165147184,-0.10439596208093511,-0.991943722727768,-0.7542400484747012,-0.4512566187450685,-0.21727757520477253,-0.1330683134170198,-0.08975456576848917,-1.095224542567066,-0.8382618829641562,-0.5064896642587353,-0.24369875730773782,-0.14952400448621714,-0.09931558945075697,-1.015877854376882,-0.7651581151594149,-0.451024745777241,-0.21351214465623664,-0.12989218165372496,-0.0870135110071652
56,TYSct,1.043507,1.7457987823877403,1.3326708262501834,0.7980729886582698,0.37323992724267574,0.23043649295566748,0.15824375816926578,2.089644126219412,1.5951481879537492,0.9674869089364709,0.45648798048367484,0.2828646990477873,0.18463074705962773,1.7090161416605756,1.3127799031407057,0.7981701811095492,0.3776917547915656,0.23400339354161376,0.16022676117426946,2.0841762205707055,1.591278403180096,0.9674972691334986,0.4594184292934977,0.28556180243060764,0.1871888184532024,1.7350913347537427,1.321668832997263,0.7960436916291788,0.37445989096111976,0.23101630901483605,0.15727859112667464,2.0039591634224747,1.5311586059952793,0.9328138825121344,0.4457622205323606,0.27766447309954934,0.18220787411343842,1.606357008921211,1.2156008462168282,0.7211310763984448,0.328940267682227,0.1998966352915751,0.13405442415816776,1.6740075024965828,1.2868276167196773,0.7897336071373595,0.37611479962093397,0.23428141517703827,0.15327966148935301
57,V340Nor,1.052579,-0.7226997435467839,-0.5516791935471633,-0.2997630565206997,-0.14803788104096488,-0.09681760836210443,-0.0619395767651279,-0.3441479059505568,-0.26270832515309733,-0.12826133758596514,-0.06403178575591592,-0.040642954289814764,-0.0288917678859546,-0.6776182720578316,-0.6086388966582552,-0.37005244916821944,-0.20096989793550404,-0.13347111663734043,-0.08849841379762047,-0.4907246332382776,-0.41598995000849426,-0.2529218896051641,-0.135038945120042,-0.08655656124420363,-0.059834696979386814,-0.7391431554634331,-0.5870811809216341,-0.3243188203605076,-0.1642135410315565,-0.10759553749463734,-0.06986266052967405,-0.4533113153602294,-0.3566930963075665,-0.1991542656534661,-0.09818470345437105,-0.06155822865489122,-0.042446478460600734,-0.4672360535796679,-0.3798136324565144,-0.2239403506991927,-0.10786575138323903,-0.07044215694580952,-0.04395898772125195,-0.3141927158384966,-0.23415829655624112,-0.11757689275299152,-0.05118741585569753,-0.030343982219968063,-0.020860624954890772
58,AAGem,1.053181,-0.2978540395931309,-0.22736949587261865,-0.053093109678206435,-0.006930773762175435,-0.0002754543932493303,-0.0031040152720583913,-0.5482907376694608,-0.41854254783928313,-0.23540730045666403,-0.1212703864694874,-0.07786788510767101,-0.05259467914413207,-0.07367394853629847,-0.1487298879530702,-0.09042777187546674,-0.0561866967902383,-0.036885988702746064,-0.030469260162289458,-0.6470518217707124,-0.5207060261789918,-0.31658926391682674,-0.16580346719072442,-0.10634103162967457,-0.07134405143626171,-0.19230829054362833,-0.208693063483562,-0.10421273448803026,-0.052021022492416136,-0.030516733730618306,-0.024834474554544295,-0.6473723594853877,-0.49699640181779303,-0.286861318744686,-0.14118706195905523,-0.08899562971003638,-0.05914257181631716,-0.5908619180826413,-0.41632059734912835,-0.18218074015684643,-0.073826698700166,-0.03997587173675493,-0.030086908031916992,-0.6875711736969111,-0.5142595130822998,-0.2898036598416418,-0.13693018368465565,-0.0845946207254128,-0.05580373924134885
59,RXAur,1.065337,-0.9695657765960966,-0.7401265470199212,-0.42798010385660273,-0.2129026897454203,-0.1274551843566722,-0.08513577584611906,-0.9629560232184384,-0.7350809337545336,-0.45262217249887193,-0.23287384392909233,-0.1450984018617087,-0.09803189706916332,-0.8933095214559337,-0.6861025594078769,-0.41715035611998885,-0.21219883049950827,-0.1279562089287868,-0.08581409074547394,-0.9582358832139451,-0.7276995071028106,-0.4424413003185088,-0.22336691404300452,-0.1380260752685828,-0.09253351708494256,-0.9351218607293279,-0.7127358599374035,-0.42624184909863483,-0.2121062218074903,-0.12703856520214682,-0.08481556733255127,-0.9982992499023294,-0.7498033911588897,-0.4471374284087595,-0.21864206615470383,-0.13385550089952775,-0.0892266035479084,-1.2248177284886046,-0.9122277231827072,-0.5287485819616031,-0.2599971084432817,-0.15763119423702213,-0.10595772570120046,-1.2437718769275603,-0.933637994946254,-0.5532021259256026,-0.2680712035458613,-0.16428255321598506,-0.10924819596560814
60,UUMus,1.065819,-0.17172750781412452,-0.13108970062146896,-0.05479727943534626,-0.03320644671692713,-0.017785164354378324,-0.018568955618347177,-0.006840900669480343,-0.005222061579756632,-0.010717182001447223,-0.02641786501507315,-0.018465598137031414,-0.018690069848233404,-0.08552839935873674,-0.07009117780683191,-0.04261543610655344,-0.03256731171450017,-0.018232474573086854,-0.018529303377401773,-0.007331345617521856,-0.0017387755885001077,-0.0010571755578079323,-0.014718026007831897,-0.009363073489055074,-0.011547928166423138,-0.1502530269329136,-0.0930475161158282,-0.037433914404214744,-0.02115116815274451,-0.009121982442722915,-0.011072654417783517,-0.051939132005925204,-0.017631705307414425,0.0066538040277107635,0.0015452733147225395,0.0031968072399793934,-0.0020981729315825426,-0.21926428741575027,-0.13944097560680996,-0.04931773650829849,-0.017384686356171797,-0.005279796923142677,-0.007084855056111117,-0.1233665535772826,-0.062484381482095286,-0.004511591610065757,0.004561382993758745,0.007261394209356786,0.001858919781702717
61,RYCas,1.084181,0.5441348586315001,0.41537012109274835,0.2844368026853029,0.10919416116036085,0.06559563727747,0.043070616690921236,0.5646867433324881,0.43105858269655584,0.27065966752212706,0.11270573199328385,0.0685591155645387,0.044073512499431894,0.6240113402391321,0.4372912504926559,0.2658730802995347,0.09071767085970933,0.0525707935266355,0.03350029164947977,0.516195566081693,0.38130732867774586,0.23183485583606878,0.09170142424931421,0.055102774225310736,0.03514323359710761,0.5375900523699992,0.4354884863107548,0.30128632701518404,0.12597022979297698,0.07779216334383152,0.051823129870979694,0.5904954284208211,0.4625183382551936,0.2993307692723729,0.13547189569175705,0.08410183838736292,0.055039682252367994,0.5126697023694498,0.4016326087856972,0.27006128731409873,0.11673608511406841,0.07195955967838343,0.04757395249511606,0.5305444664587713,0.41420700258525167,0.2676456031603755,0.12325072726426478,0.07676262545848853,0.05022889227550484
62,UNor,1.101875,1.177054057834703,0.8985145479654223,0.5106019185739833,0.21258888775797874,0.12552092813739688,0.08368903391423652,1.564981566998008,1.194642417555731,0.7140407766283838,0.32795277302359505,0.20248013713896862,0.13015487705744963,1.087176001759375,0.8731022005960918,0.5308461379624234,0.23802755905652162,0.14486760897857207,0.09823292536029787,1.603468502310904,1.237000916270028,0.7520965570921763,0.3527589110386915,0.2192534577973595,0.14189198378596193,1.0998907641699247,0.9098451908773133,0.56591972104928,0.26127412932836463,0.15953893811224715,0.10827157771439988,1.6063260114709952,1.2456464049694445,0.7659009387163908,0.3653336842930601,0.22807649899720084,0.1482319221913636,1.383406871016236,1.0457265719982625,0.6109454092544025,0.2786244488261182,0.16838986948802814,0.11354900482982122,1.5506913956522037,1.1998689729926666,0.7420260359442653,0.35650947427585616,0.22301783024856517,0.1452898199959826
63,ZSct,1.110645,0.10494559539145373,0.08011114152019373,0.03412046577958294,0.03848386574680502,0.02792106927724564,0.020885081749566783,0.10875509755008857,0.08301915843518234,0.0489524161274183,0.03628715185934389,0.02412509246300574,0.01709485914189489,0.06389652496342335,0.06176947526733101,0.03755584096253704,0.043091177221362756,0.030827656627794922,0.02267964931431532,0.12234685589102211,0.09650396313249505,0.058674409584556525,0.040980879189952524,0.027116317734483697,0.019128325088326854,0.12733649163647906,0.05669621977780273,0.004003619532279066,0.01255841509680864,0.009089888177392456,0.006746850153559129,0.045163856973118664,0.020177778489437314,-0.001669138047631566,0.003789273856088314,0.002658021479734443,0.0024011556402429614,-0.011278313581416913,-0.01834700174013111,-0.02936022904469827,-0.010814451566905324,-0.006503131197242731,-0.004407259371444511,-0.05538873505158372,-0.05155323505543625,-0.04427740601458503,-0.020552805145918035,-0.013114088953431326,-0.008375971960152209
64,BNPup,1.135867,-0.015321578790110986,-0.011695861671840516,0.04230229867113408,0.041604337313914885,0.03401624640219619,0.013996927436750628,-0.4240679673313553,-0.3237160055964545,-0.19517036882778446,-0.09523194918956848,-0.05964580288827974,-0.040345602241942224,0.13525363362162987,0.07166141587761546,0.043570140853590233,0.026130690987459293,0.021039031703585842,0.004604898169186078,-0.43502977403117093,-0.3348112696918265,-0.20356525197263042,-0.09942189659810262,-0.06222421277777876,-0.0420319160949995,0.06815232902987893,0.018597030695997357,0.016809198055757646,0.015336701125505225,0.015839134593743753,0.0022130466528233472,-0.42970170989085055,-0.325867834403648,-0.19446637197699485,-0.0928038059407032,-0.05762920986124258,-0.038778272294034494,-0.22492264483400676,-0.13462081934322503,-0.028072302674831573,0.006381502611962797,0.013343314376888515,0.002600680858984572,-0.3526445688357452,-0.26455344302661143,-0.15393056440180528,-0.07073892027976122,-0.04319048877217552,-0.02882853257976617
65,TTAql,1.138459,-0.2205199880866799,-0.16833586876845832,-0.11286062511667921,-0.018794923500437037,-0.009150793989833022,-0.0038525654269404436,-0.032406243430219084,-0.02473759040474718,-0.010027914839176706,0.011626551130694732,0.008136703698177358,0.004788192815330078,-0.26357967909593083,-0.2063794660150477,-0.125478715337149,-0.026223135799963295,-0.014565273470663182,-0.008009367374646702,-0.05355340044814268,-0.04709921289489684,-0.028636321440097413,0.001154431651410201,0.0016191116053457244,0.000611407567390948,-0.1941417126929235,-0.20817178194892488,-0.15930682853436096,-0.05889848036702591,-0.037567932905787735,-0.024772442051922,-0.16944716267027363,-0.14931990541038265,-0.10314707643417831,-0.04146717723704765,-0.02568709177336509,-0.017769068743835575,-0.219423759291065,-0.18510704434411454,-0.13244537335506934,-0.05030027371686529,-0.03153917021555463,-0.02049908415173592,-0.1846825669124266,-0.14478139347179586,-0.0905917800390166,-0.035369885249636995,-0.021125678313967527,-0.01441443953666774
66,LSPup,1.150646,-0.053253509961078666,-0.040651534321434216,0.013062507342835913,0.01665780776889758,0.012481021664627334,0.002926406303641521,-0.28345803747636283,-0.21638018127966643,-0.12495014351752061,-0.06147944172387858,-0.0392421742250407,-0.026501602524348113,0.05111548896203798,0.0032726353082792544,0.001989762267433609,-0.002026784547101451,-0.0016498468054340076,-0.007238193762287071,-0.31414165206533695,-0.24847897465086835,-0.151075216587728,-0.07641214042378688,-0.04898185962148563,-0.03315267050175463,-0.010021696638349321,-0.024063135429145028,-0.0007303052341687127,0.00255735663646825,0.0032185737172837625,-0.0028635131160680283,-0.2804446458193945,-0.2128330822359858,-0.12287221677183105,-0.05921508154350291,-0.03757129736896299,-0.025327136786081936,-0.08518155915285834,-0.04456014524564916,0.010176504947986886,0.01907957316159639,0.016482908079414715,0.007775579473390054,-0.13702388886333278,-0.101226855095592,-0.052973909075158705,-0.022113946219580863,-0.013569129251412071,-0.00901219041140482
67,TXCyg,1.167607,2.3917310862493917,1.825748920801062,1.077179859754261,0.4679444278240049,0.27831266965588214,0.1881699135110675,2.386779615013802,1.8219691717662605,1.0896313678278835,0.5058145822429458,0.3112159719777301,0.20673735886362385,2.3259796847780922,1.8337091798416472,1.1148951813437213,0.5045293800398516,0.30595813811410155,0.2081341691847021,2.465972567229891,1.9053729012946474,1.158466723987146,0.5454185548221099,0.33659544283283405,0.22380235966521142,2.3143991663486063,1.8624679461203013,1.1534828798512973,0.5344300943695233,0.32601924305781416,0.22163368558831592,2.560527356372744,1.9803012157217013,1.210544452842375,0.5738511787940345,0.3545335352675309,0.23565584467088285,2.464898448236669,1.885396801902934,1.1317452507016337,0.5187591144348036,0.3140818112532988,0.21141210485527978,2.48761878227441,1.9027188682386087,1.1517137457501458,0.5426897981209803,0.333953674704581,0.22116467800135983
68,UZSct,1.168739,2.207024187935085,1.6847512885000644,1.091310412194624,0.5148470013351664,0.31892651056449284,0.21935825163531056,2.051626030955849,1.5661267411876718,0.9949523713890085,0.4807529508341051,0.29889971270966526,0.20228513050788366,2.332624349664816,1.6531259371358984,1.0051005697786266,0.4434304596250024,0.26831981804421756,0.18126087574093808,1.8812659372179428,1.3847463189819469,0.8419257619410239,0.3882059268007014,0.2376243397690479,0.16030075531568339,2.245274340689781,1.647019625949347,1.0316442932770484,0.47243651806364273,0.28949544844590036,0.1959953354879721,1.9893341117788195,1.4922980819640361,0.9170985033760002,0.4295226288342501,0.2637928488587618,0.1775834717537204,1.9751240397178211,1.4921564798282663,0.929226181685885,0.4236772646765395,0.25817316856970274,0.17266299485105535,1.8369519524793005,1.3776922784538455,0.8309265439581741,0.3840976113100665,0.2339932714105712,0.15653293063663726
69,RWCas,1.170032,-0.35944793328557395,-0.27438773533249955,-0.15272716776565193,-0.06305151871853451,-0.03963801618659508,-0.024126559043988166,-0.6212090769666772,-0.4742054022646388,-0.2804357989997462,-0.12522248530797042,-0.07761190315971161,-0.047426333945532195,-0.32799318162790503,-0.2718090117735384,-0.16525987915831128,-0.07565213910172802,-0.04868851132676671,-0.03110802379807484,-0.6397434250516664,-0.49562674240292476,-0.3013410593809789,-0.14032834267683958,-0.0882443764080586,-0.05509730175864597,-0.33435354483888663,-0.2823057452650632,-0.17452680368284232,-0.08151149764957721,-0.05206540957438022,-0.03359438368654359,-0.60190512091269,-0.47065487754985896,-0.2916060182019569,-0.140033174114296,-0.08890522430282055,-0.05600793042843227,-0.42786687251809247,-0.3258418716076271,-0.19065020919922088,-0.08811799498701178,-0.055230777605299486,-0.03591110069676279,-0.5346146594824792,-0.42316571009893555,-0.2706116287076463,-0.13301275196137408,-0.085254463637298,-0.05420725165549073
70,VWCen,1.177138,0.28838128288674025,0.22013838388300805,0.17998015892384484,0.08400385123472195,0.04691957435037017,0.025266854693817786,0.2668527268984353,0.20370437167819475,0.13443354954432496,0.05314219782543045,0.029237919896242553,0.01617516678981204,0.4079060997797735,0.2591670971837847,0.15757359508774066,0.05699355067584019,0.02774744106969501,0.011632145073964373,0.2057001650635553,0.14108500714495362,0.08577968434413186,0.027382447291052714,0.012863109427542097,0.005322002757379263,0.30532761183895724,0.24398719561140386,0.1856139105957073,0.08686802959219561,0.050694097840926475,0.029034476277756918,0.2664672626116979,0.21457048299985215,0.1503167316219386,0.07045724447724816,0.042009693951451876,0.025533887476983097,0.453081765322442,0.3660594675539002,0.2680524576174099,0.1444615624491708,0.09147614649675047,0.05887303401181869,0.5213300169392612,0.41544379498380424,0.2810396117004913,0.14298376286801553,0.08973293648706529,0.05827078007292405
71,SZCyg,1.179252,0.6718193436772824,0.5128391936467802,0.32471576852865414,0.18903939140439324,0.11400354627302611,0.07526359441400539,0.7350767348287067,0.5611272784951958,0.34611448954030843,0.17527554673245416,0.10626198633339748,0.06874766078478012,0.7007616215999203,0.5154661317691945,0.31340340811567063,0.1757017219533663,0.10453300959857235,0.06807412202124954,0.70736076040356,0.5326663612642089,0.32386114764863905,0.1638162911462244,0.0991579706314899,0.0643010117203453,0.7127327193531143,0.498463712794797,0.28905869433802905,0.1558544066227327,0.0921614022880386,0.059317181822580556,0.6316307074474024,0.47244333927383353,0.28427252544619397,0.14352382432308863,0.08687491625381905,0.05622075737358667,0.7175480391928672,0.549590944910468,0.3438739310450303,0.18804250663677202,0.11616112055665273,0.07663376126635589,0.7540219606954596,0.5812718728366397,0.3631809385231635,0.18587545678702383,0.1153349899704533,0.07575061423854748
72,SVMon,1.182801,-0.82329888503044,-0.6284724313209467,-0.32912730448452243,-0.14375793142443066,-0.08711929058065712,-0.060060894436950396,-0.8476644878368641,-0.6470721281197438,-0.38507929860783624,-0.19439304938754232,-0.12312882978406958,-0.08409816147591426,-0.6791416138332335,-0.5709561981883292,-0.34714136849850463,-0.17145426354071314,-0.10784963246295348,-0.07554509866237463,-0.9055287328077756,-0.7054507288248902,-0.42891404312553355,-0.21596012032313877,-0.13627428627746363,-0.09225760456315962,-0.7539958502021838,-0.6118406116236114,-0.35872286256276453,-0.170970768202439,-0.1051051460119366,-0.0728090327832101,-0.9465570277971084,-0.719393418152757,-0.4247210667683464,-0.2047705746827601,-0.12737202872890857,-0.0856078167601787,-0.9913960260924638,-0.7311180648309309,-0.3969077219252711,-0.17799640635909336,-0.10624145463860252,-0.07253963135867181,-0.9948982108651996,-0.7418947394183162,-0.42587271384217534,-0.19885280125133653,-0.12160738980688679,-0.08103932653736023
73,XCyg,1.214482,-1.2197951809790557,-0.9311413595259966,-0.5334148306167833,-0.22732737259465896,-0.1386353663349384,-0.08790091114724317,-1.064171183288047,-0.812344414723699,-0.4549095581534176,-0.19747921090814355,-0.12022863281193732,-0.0774283912574664,-1.1942430545260578,-1.0125366665224798,-0.6156222932456683,-0.2892902341854968,-0.1824824185429127,-0.11999495838621846,-1.2201048814995359,-0.9782964799983606,-0.5948042598390035,-0.28136717473348116,-0.17531897295222554,-0.1151484173217963,-1.1948483372617966,-1.0020130471207924,-0.6097604196484477,-0.28760217590500786,-0.18136214584063012,-0.11923955260737418,-1.2205237499714567,-0.9689330514899551,-0.5908611013351024,-0.2811764133722699,-0.17539324061894634,-0.1153030331273043,-1.1026104423213938,-0.8773793864348146,-0.5405839200860352,-0.25232964309396166,-0.15802618139593355,-0.10283297098692214,-1.0833340778631253,-0.8459926952562278,-0.5154686130694957,-0.24367300500914302,-0.15156389488346844,-0.09930509450714993
74,CDCyg,1.232334,-0.1962033638359594,-0.14977356018012164,-0.12272877886942571,-0.05344642393140639,-0.031704632062318654,-0.023698292589097517,-0.24418583635182164,-0.18640140179528397,-0.13698900427375874,-0.06642062505142872,-0.04139584510199863,-0.028473130506865535,-0.24775817526234656,-0.12040946037608909,-0.07320895190866214,-0.01444063272762928,-0.004335860877015488,-0.003533590091918011,-0.14517925834860232,-0.08161003931856088,-0.04961890390568402,-0.01456110095288685,-0.007311533340414136,-0.005179102082061272,-0.19893025537593856,-0.127306250594794,-0.09899864036157728,-0.03737602573759928,-0.020603691385502478,-0.015149443820780983,-0.20410767836756077,-0.14437738148267887,-0.09649307012965418,-0.041985087614247414,-0.025092216477633433,-0.01718090839643832,-0.2295630987051356,-0.16260552518842977,-0.10774369736377461,-0.044770963893950286,-0.025551000684557332,-0.018245701038973147,-0.23193764390385718,-0.16981334892298972,-0.10777617546732476,-0.04852475535408711,-0.029190816063898062,-0.019775499613480046
75,YOph,1.233609,-0.3973137848218154,-0.30329296551283613,-0.28777962804516066,-0.16251510675991904,-0.1033308580438917,-0.06182292073840767,0.2079614279874428,0.15874918166980354,0.06646207971054795,0.029770411743879177,0.021031348459054328,0.011928589730631517,-0.6609239427883709,-0.38298919323213465,-0.23285742948513816,-0.09673422268568083,-0.05500597751782649,-0.02624269519961897,0.3323085734339018,0.2905422651424623,0.17664969720661688,0.09542952946520725,0.06443219558402818,0.04171794945302895,-0.5086048970212622,-0.32091552412208313,-0.2306522060167172,-0.111571617973941,-0.06950988239506833,-0.03818894737052814,0.2215485480510344,0.1796943487217386,0.09521923379593676,0.049026152540231085,0.034242047267833225,0.02138362749788758,-0.24077411079012404,-0.2205764516051139,-0.2196781645617833,-0.13011807783054125,-0.08762895850911756,-0.05302757281450188,-0.05660677914811191,-0.03715634487945041,-0.033606340258875544,-0.01793160912776967,-0.008756985251224647,-0.007307744815768846
76,SZAql,1.234029,0.1898972122389662,0.14495970399921074,0.06915932259901045,0.05172259096150622,0.03503214899027844,0.021963770797012703,0.02726940312143039,0.02081633826063428,0.004892022261381135,0.01496605175888524,0.010512818128434964,0.008542141659871522,0.14914917781456982,0.14440515911807064,0.08779833674378673,0.06716027489045194,0.04562616298542138,0.029749170589312996,0.07376512559112777,0.06828052539722032,0.04151455944150975,0.03421728852790196,0.022642163925908954,0.016442141217791917,0.20236097286187474,0.13893514143624736,0.059443424878641946,0.041161950986498476,0.02722064119511069,0.016533281830913814,0.04367337065221549,0.02603373920776847,0.001708841095152347,0.005875611537797865,0.0034411294514085367,0.003098014965725121,0.16206378230451182,0.12288657686124782,0.06263397519534801,0.03926968793299762,0.025999935804092093,0.016003742685023026,0.09696680184586726,0.06377544746817235,0.02236015093436819,0.012233036299121092,0.006693508923500485,0.004985381231491309
77,CPCep,1.251989,1.1247760439334435,0.8586076671247662,0.5676146732254481,0.29226806910813974,0.1773657903597144,0.12155592004542128,1.0773673679299254,0.8224178381144472,0.5268734591888276,0.26172830990596374,0.16056049062921174,0.10785677912194254,1.213549806773219,0.8431697912753239,0.5126472330953963,0.24383423677106505,0.14317229420798394,0.0958494377613043,0.9652485685480189,0.7037202333780678,0.4278619018938654,0.20317551592363664,0.12208502913263686,0.08174828325351993,1.1718354833892772,0.8289422650649718,0.5122534229447238,0.24719402141120844,0.14722407570681728,0.09864412954273079,0.978132079475371,0.726115469997762,0.44517793104950704,0.21352328336271353,0.12908177383753344,0.08640774092973379,1.0832041595760995,0.8201536318363977,0.5188169918529391,0.2564960831799703,0.15603633903746864,0.10453093800827504,1.04460441191767,0.788669492398267,0.4839171027895102,0.23398583465004635,0.142764363256,0.09535724083340916
