,name,p_BBBV_g,p_VBBV_g,p_IBBV_g,p_JBBV_g,p_HBBV_g,p_KBBV_g,p_BBBV_i,p_VBBV_i,p_IBBV_i,p_JBBV_i,p_HBBV_i,p_KBBV_i,p_BVVI_g,p_VVVI_g,p_IVVI_g,p_JVVI_g,p_HVVI_g,p_KVVI_g,p_BVVI_i,p_VVVI_i,p_IVVI_i,p_JVVI_i,p_HVVI_i,p_KVVI_i,p_BVVK_g,p_VVVK_g,p_IVVK_g,p_JVVK_g,p_HVVK_g,p_KVVK_g,p_BVVK_i,p_VVVK_i,p_IVVK_i,p_JVVK_i,p_HVVK_i,p_KVVK_i,p_BJJK_g,p_VJJK_g,p_IJJK_g,p_JJJK_g,p_HJJK_g,p_KJJK_g,p_BJJK_i,p_VJJK_i,p_IJJK_i,p_JJJK_i,p_HJJK_i,p_KJJK_i
28,CRCep,-0.00202192641282026,0.00806855517765457,0.014357914374657927,0.017776090523759423,0.018752157800923083,0.01922893827617605,0.23529697157541546,0.3317191269120007,0.409600328757939,0.46449243296780635,0.48110803451101974,0.48807019334430113,0.03438502423725255,-0.0009047193727436609,-0.04334165639679349,-0.06524376616207757,-0.07162941377875158,-0.07632978651350814,0.20523952317161875,0.2638416694588259,0.3536629660309706,0.4110419825301419,0.42847529280070457,0.43895360714588433,0.0006974139145408115,-0.00044622654464850515,-0.0016926445628815154,-0.0026016967895073533,-0.0028192793495440613,-0.003003791540050604,0.32413865704116973,0.3807388958347087,0.4664472428956666,0.5402815098140487,0.5599851788747273,0.5728424387220926,0.0001405321396574959,-0.0002045565335568824,-0.0005749077756747059,-0.0008447915741832237,-0.0009099325833949185,-0.0009683797193311816,0.3449132493035305,0.3972379109699547,0.47760695953923243,0.5476717984656524,0.566600252017423,0.5793181506248971
29,RSCas,0.0069236510122460656,-0.027629027381468763,-0.04916558177563967,-0.06087038893612229,-0.06421272085716219,-0.06584535278638305,0.10687104785589413,0.15066564796634174,0.18603901292647698,0.21097081148149247,0.21851755862315747,0.22167974641023427,0.005127443972333236,-0.0001349104151393143,-0.006463043716628351,-0.009729053940220864,-0.010681272270959023,-0.011382184903163593,0.17267119324005417,0.22197408758257792,0.29754213713662064,0.34581599342290703,0.36048290767033986,0.3692984760032172,0.02664331901006139,-0.017047202431659525,-0.06466413720635944,-0.09939267927565038,-0.10770499056911785,-0.11475391381313568,0.16406193997367796,0.19271000393558313,0.23609106134821975,0.27346208391534776,0.2834350448703988,0.2899427135716869,0.0164608702741639,-0.023960202775138304,-0.06734034177557242,-0.09895248549729539,-0.10658260985717342,-0.11342866460939267,0.17652976775989868,0.20331001001136567,0.24444362696480773,0.2803034548165673,0.2899912111329608,0.296500348407637
30,RRLac,0.009037731050512851,-0.03606532423706986,-0.06417788883990562,-0.07945666284620048,-0.0838195484004366,-0.08595069109591327,0.21730796560638443,0.3063584207622016,0.3782854218570568,0.4289808958099662,0.44432619560072323,0.45075608104361337,0.033714693000121365,-0.0008870819951398705,-0.042496716868721245,-0.06397184806817838,-0.07023300837790059,-0.07484174800376278,0.2781654191950027,0.35759013396632416,0.4793268161975387,0.557093797580275,0.5807215276803526,0.5949230063100156,0.03991245648644379,-0.0255371984628594,-0.09686873326508662,-0.14889308592380718,-0.1613451667879442,-0.1719046560973241,0.3158625721816992,0.3710176628290789,0.45453765765856763,0.5264867478315061,0.5456873320744785,0.5582163133557253,0.024100262391680206,-0.03507999056070748,-0.09859259439544746,-0.14487574624391433,-0.15604696599666487,-0.1660702340941758,0.34114984726478476,0.39290358642014356,0.4723957158167063,0.541696066402384,0.5604179886572825,0.5729971202975711
31,XXSgr,-0.013506581158713985,0.053898398403401306,0.095911668467046,0.11874527570411876,0.12526545953068946,0.12845037968557946,0.09494738908088565,0.133855802722861,0.1652825428302369,0.18743268756430265,0.1941374401753271,0.19694682101504013,-0.02199353730365288,0.0005786815544025815,0.02772242736220699,0.04173157462433638,0.045815997485178575,0.04882247560686433,0.02408694146438157,0.030964498211221252,0.041505939154732246,0.048239949204753906,0.05028592513340718,0.051515661688908046,-0.019213962661501233,0.012293675231726116,0.0466328657233725,0.0716775274021903,0.07767199223455983,0.08275535846093708,0.043471359295176995,0.05106221358959181,0.06255685722047843,0.07245902678829193,0.07510155417144568,0.07682588587405166,-0.013764563693225276,0.020035498227492444,0.056309928214928744,0.08274397201029536,0.08912427456960684,0.09484893888654333,0.05233691661864593,0.060276627430754015,0.07247177563739303,0.08310336964021982,0.08597556111810381,0.08790536694704128
32,BBSgr,0.007530235475744628,-0.03004962003143523,-0.05347300252680439,-0.06620327358765382,-0.06983842884880309,-0.07161409646268302,-0.12165322429777566,-0.1715054005153385,-0.21177153421569445,-0.24015184621422578,-0.248742443398054,-0.2523420182862098,0.026342076140981153,-0.0006930978567469885,-0.033203676257516156,-0.04998269723782324,-0.05487468784883087,-0.05847560363169097,-0.11018996465634068,-0.14165256176427404,-0.18987624374191853,-0.22068216115175576,-0.23004183911665768,-0.23566748601697704,0.013232287526534036,-0.008466418317236003,-0.03211516012125501,-0.049362938217693865,-0.05349121116310635,-0.05699202797508429,-0.13240226234447616,-0.155521996762794,-0.19053164095723923,-0.22069103036107088,-0.22873946982810262,-0.23399132811270643,0.01019389519836128,-0.01483808522594345,-0.041702557352599236,-0.06127934003343696,-0.06600452690263586,-0.07024415479010561,-0.14773167466011455,-0.17014313583075252,-0.2045664412849634,-0.23457629451702142,-0.24268364367677644,-0.24813091618148198
33,VCar,0.008016818296747634,-0.03199134269496436,-0.05692827885923813,-0.07048114454211156,-0.07435119340087154,-0.07624159970512952,0.1464337852990133,0.20644076753125248,0.2549090462072572,0.28907038091828424,0.29941086856970733,0.30374367092149446,0.011537506425818076,-0.0003035683646626576,-0.014542803161437258,-0.021891808659072903,-0.02403444057644669,-0.025611597546202243,0.21833540954881991,0.2806768309881899,0.37622942860793107,0.4372696750149519,0.4558153667944643,0.46696227952639013,0.012470169785869109,-0.007978792304990007,-0.030265477424773125,-0.046519864344668205,-0.05041036811799338,-0.053709554290229236,0.2712971807132872,0.3186703800488901,0.3904064485989625,0.4522041639280699,0.46869571700188545,0.47945697078176175,0.009775494938261771,-0.014229067907528054,-0.039990909302112396,-0.05876417862459311,-0.06329542398501438,-0.06736103974303555,0.27990023611991677,0.3223621745490735,0.3875823877960211,0.444440641280945,0.4598012533456415,0.4701219436362266
34,V0495Cyg,0.029560806647843225,-0.11796324437020185,-0.20991443012188069,-0.25988857536827853,-0.2741587960215147,-0.28112938375065194,-0.5380583155059409,-0.7585487966646695,-0.9366413067137135,-1.0621641850065664,-1.1001594151091945,-1.1160799236862446,0.1599098336772903,-0.0042074573925511985,-0.2015632450303966,-0.3034204577978688,-0.3331173351726917,-0.35497673003744384,-0.5760403234357361,-0.7405174123494713,-0.9926164619344338,-1.1536606249291452,-1.2025902342540187,-1.231999441073368,0.11627294695304967,-0.07439495294432913,-0.28219794209274107,-0.43375525851621977,-0.47003065384956816,-0.5007925524748215,-0.7764449010237243,-0.9120256651606797,-1.117332275788738,-1.2941955990125427,-1.3413939600882474,-1.3721923657481931,0.072701056157156,-0.10582259737665489,-0.2974152573665571,-0.4370334062057682,-0.4707326025626084,-0.5009688782094215,-0.815340708876612,-0.9390310188921811,-1.1290154777801273,-1.2946418071627956,-1.339386793816693,-1.369450644616793
35,USgr,0.005000607657290238,-0.01995506787428802,-0.0355098465054834,-0.043963644683682475,-0.04637764425818407,-0.04755681283735688,-0.0704606924532857,-0.09933472252415917,-0.12265658414616616,-0.1390942613799571,-0.1440698748883847,-0.14615472336339191,0.015005118364062677,-0.0003948062150722196,-0.01891366077979512,-0.028471419040576013,-0.03125802165159291,-0.03330919511459794,-0.058142578177316905,-0.07474405833673688,-0.10018965320672273,-0.11644463129761873,-0.12138333700903323,-0.12435175265123741,0.0004518142422651643,-0.0002890844360076417,-0.0010965667656719438,-0.0016854892611780092,-0.001826448449751215,-0.001945983253695176,-0.05098675902510216,-0.05988993263133693,-0.0733717890625558,-0.08498586190880829,-0.08808523375009922,-0.09010767073908671,0.0004991262990446654,-0.0007265209637354305,-0.0020418929866423937,-0.0030004360064139874,-0.003231796540187767,-0.0034393825252919106,-0.054949129554415915,-0.06328512307917901,-0.07608894917433813,-0.08725118176224615,-0.09026672856591722,-0.09229285385873567
36,TWCMa,-0.012848807757047566,0.05127353483166733,0.09124074962491042,0.1129623552882205,0.11916500476285587,0.12219481862254797,0.27655942357304536,0.38989048568155077,0.48142919162186626,0.5459473560391537,0.5654767242003486,0.5736597901398061,-0.06293977688402816,0.0016560359262875616,0.07933436849065668,0.11942490012457496,0.1311134548128094,0.1397172123427175,0.2902500828971572,0.37312533789173374,0.5001507683406013,0.5812962711077059,0.6059504881562008,0.6207689381326598,-0.04495013180316885,0.028760455703324413,0.10909532289375741,0.1676860916623605,0.18170985079271376,0.19360213901586495,0.3860832930253847,0.45350014104625225,0.5555878129552966,0.6435322043160083,0.667001350221253,0.6823157013895659,-0.028168256444309755,0.04100130339324076,0.11523449152983099,0.16932998929373472,0.18238685057088816,0.1941019921569905,0.4065468655598683,0.4682215829994561,0.5629520256537919,0.6455369675457343,0.6678478050589546,0.6828383043390408
37,xSgr,-0.0076842982253143505,0.03066441183980424,0.05456701848733684,0.06755774097347624,0.07126726867841365,0.07307926506790699,0.07397996720194516,0.10429615802064068,0.12878286823893942,0.14604155219862727,0.15126568087728093,0.1534546605258175,0.0014152799579430055,-3.723804837149503e-05,-0.0017839329476461777,-0.002685418919374608,-0.0029482507565150983,-0.003141717053949308,0.01799665985532559,0.02313525537155597,0.031011337410693198,0.03604268140726465,0.03757134094731477,0.03849014379879901,0.016998501005978557,-0.010876155766263697,-0.041255873599604746,-0.06341276618037017,-0.06871604058963819,-0.07321327041334204,-0.018357853353683253,-0.02156345336770191,-0.02641761448780568,-0.030599277535765385,-0.03171521066897254,-0.032443391913884054,0.010905953125377886,-0.015874546362857993,-0.04461553967799693,-0.06555978818245956,-0.07061503600494236,-0.07515080786742165,-0.019525654448691133,-0.022487771053101693,-0.027037489783544172,-0.031003883758385465,-0.032075429847282726,-0.03279539434277404
38,V0600Aql,0.01266091106440636,-0.05052372770581746,-0.08990647523830606,-0.11131043136243655,-0.11742237535342627,-0.12040788222259316,-0.10174797921703427,-0.14344320118084092,-0.17712087605171623,-0.200857521028189,-0.20804250037228394,-0.21105310262326707,0.1275956720393866,-0.003357225389046803,-0.1608318707903544,-0.2421060439681736,-0.2658018539066586,-0.2832439593357162,-0.17846949762807296,-0.22942798479557233,-0.3075336119565198,-0.35742850593577097,-0.3725879356494138,-0.38169953105888865,0.013234745666216899,-0.00846799110945319,-0.03212112610025578,-0.04937210828727196,-0.05350114813497012,-0.05700261528776862,-0.04718009974178444,-0.0554185645273923,-0.06789386876895373,-0.07864083770307975,-0.08150881118099766,-0.08338025350614972,0.005541317145768379,-0.00806586044617264,-0.022669165376302484,-0.03331094257896971,-0.03587951509278808,-0.038184141758784304,-0.037375530190986925,-0.04304554134827216,-0.05175450166593966,-0.05934687600328065,-0.061398003318979655,-0.06277614174749595
39,V0459Cyg,0.006248331327151573,-0.02493414486388963,-0.04437006490982907,-0.05493320755375401,-0.05794953480812238,-0.059422922939762104,0.033890251247317385,0.04777810984696545,0.0589954811557831,0.0669016908732766,0.06929486621741525,0.0702976386309479,0.08639839573759997,-0.002273265880473134,-0.1089035027416468,-0.16393638955692869,-0.17998144760369586,-0.19179195734333251,-0.02339284884999757,-0.030072220976757612,-0.040309898309822616,-0.046849860201101406,-0.04883687900631184,-0.050031179304284294,0.009172635751371989,-0.005868930159431793,-0.022262263066650648,-0.034218441141067014,-0.03708016432646358,-0.039506934254502205,0.09421707160762315,0.11066900856601614,0.13558177135131844,0.15704310668492544,0.16277035321506408,0.1665075605656922,0.005042610774455796,-0.007339950723121255,-0.020628990286498453,-0.030313030916171876,-0.032650437545756875,-0.034747652874052126,0.10346045492098153,0.11915580240480848,0.14326336667882217,0.16428007196320954,0.16995786607338426,0.173772737140892
40,CKSct,0.007137388147617678,-0.028481951533072324,-0.05068335189273791,-0.06274949326087112,-0.06619500491309625,-0.06787803713994198,0.24823049045764614,0.3499526620178205,0.43211474341737616,0.49002409031222277,0.5075529981120358,0.5148978444577337,-0.03837321131132794,0.0010096543026467746,0.04836868888099368,0.07281114035022108,0.0799374347411602,0.08518298568067062,0.39271857077630384,0.5048517056554552,0.6767215807651885,0.7865143000420795,0.819872322841764,0.8399222068513997,-0.03773662906192122,0.024145038178768133,0.09158793461295289,0.14077617987006058,0.15254943558982595,0.16253327437676524,0.5427825231063498,0.6375617780746238,0.7810836686558905,0.9047219599213997,0.9377165039996439,0.9592464751665835,-0.025987452062473864,0.03782695633069745,0.10631296369001854,0.15622035351070085,0.1682663442590895,0.1790744921107621,0.5831504846384864,0.6716166478575973,0.8074979157350873,0.9259576874561299,0.9579603341635586,0.9794626938192326
41,TZMon,-0.10317641416214511,0.4117284315696562,0.7326666839264369,0.907092002178635,0.9568995129764093,0.9812290333126713,0.28485031229906427,0.40157889098105565,0.4958618072443091,0.5623141415954206,0.5824289745953183,0.5908573581170342,-0.17123769417300727,0.0045055096716920045,0.21584179356153974,0.32491447438485066,0.35671505030230966,0.3801229439044713,-0.3126445317761097,-0.4019140852417865,-0.5387402519389275,-0.6261465929298705,-0.6527030234000886,-0.6686648012858828,-0.1087811181868221,0.06960145399951027,0.2640150481716438,0.4058070538098733,0.43974511223565527,0.4685249257494206,-0.4179982446316877,-0.49098799746585375,-0.6015145818257502,-0.6967287542027006,-0.7221379391340785,-0.7387182263976542,-0.06765076692225215,0.09847146999845606,0.2767548550014583,0.40667421717441493,0.4380324476968923,0.4661683145535964,-0.45187873941789636,-0.5204304758386795,-0.6257238051875377,-0.71751735372625,-0.7423159538014166,-0.7589779637485399
42,V1344Aql,0.025897569715205605,-0.10334499262157404,-0.1839013952856964,-0.22768264002283278,-0.2401844651124238,-0.24629124304381894,-0.7046927760620667,-0.9934682577993983,-1.2267152901109668,-1.3911120906330745,-1.4408742881617218,-1.4617253131569068,0.034749554562628446,-0.0009143106891564287,-0.04380113980444327,-0.065935443188207,-0.07238878778212846,-0.0771389911754463,-0.6307613452093316,-0.8108629555281386,-1.0869101855098515,-1.2632527586873479,-1.3168304423020043,-1.3490333803607004,0.015685070398573305,-0.010035783084619948,-0.03806813798092256,-0.058513024257700684,-0.0634065282450856,-0.06755626864622738,-0.8011955296630853,-0.9410981834014407,-1.15294932496809,-1.3354504963215739,-1.384153393141967,-1.415933555395547,0.007276782881284387,-0.01059197906807404,-0.029768841992603327,-0.04374348017658626,-0.047116494932141775,-0.05014289956297567,-0.8373647290579839,-0.964396167333635,-1.159512495035614,-1.3296127303341492,-1.375566370595492,-1.4064423074959698
43,RSOri,-0.007812399065901587,0.031175601907864274,0.055476676172607264,0.06868396007027903,0.07245532733469877,0.0742975305503497,-0.046729954528920585,-0.06587938473318872,-0.08134658346741519,-0.09224814975851259,-0.09554800652839124,-0.0969306905617815,-0.004473638407367559,0.00011770785170529387,0.005638934477921439,0.008488492435837885,0.009319292444490508,0.00993083099831139,-0.11257154180825273,-0.14471415186151884,-0.19398011041613855,-0.22545184770599636,-0.23501381991121303,-0.24076105603396575,-0.014598494304540986,0.009340558791229012,0.035430985094559705,0.05445956120447177,0.05901406993626274,0.06287633896483522,-0.11610683429173256,-0.1363811039714491,-0.16708193102016886,-0.19352944910516934,-0.2005873256924623,-0.20519281074065338,-0.010648489028886385,0.015499785377776533,0.04356227092829472,0.06401207461387107,0.0689479798352796,0.07337667271153536,-0.11750432169395122,-0.1353301775849433,-0.16271013633222492,-0.18657967857007549,-0.19302818438945918,-0.19736089138828095
44,BKAur,-0.013581896627832756,0.054198946936949606,0.09644649161878778,0.11940742373700741,0.12596396544703273,0.12916664537049427,0.28721382681174873,0.4049109481908963,0.4999761667064726,0.566979882080736,0.5872616157216468,0.5957599328397533,-0.10590927024377336,0.0027866250109807407,0.13349658178131008,0.2009572427375233,0.2206256679929285,0.23510328018761326,0.3530290995127135,0.4538296793113021,0.6083298016849719,0.7070264962231352,0.7370132440543326,0.7550368187563494,-0.06237936947434643,0.0399122098334263,0.15139660734505497,0.23270571737852114,0.2521671342224622,0.268670610657543,0.43917587452240403,0.5158636093246499,0.6319899566661367,0.732028097872733,0.7587246238903766,0.7761449414451299,-0.040806937493141314,0.05939798325867924,0.16693850761436307,0.24530585705525804,0.2642211393357508,0.2811926920966585,0.46915807006349636,0.5403311471595919,0.6496507740389291,0.7449544037962812,0.7707012742211407,0.7880004205369
45,GHLup,0.015523348030361843,-0.061946364284442196,-0.11023294439141323,-0.13647600529368614,-0.1439697656740856,-0.147630249658323,-0.1578852099722134,-0.22258486224296392,-0.2748434604901304,-0.3116762821833486,-0.32282541734178444,-0.3274970537929161,-0.0011986402223472536,3.15379457821609e-05,0.001510862761121836,0.002274356470995246,0.0024969561128112393,0.0026608081369082653,-0.04814372915267007,-0.06189023282319962,-0.08295991817174342,-0.09641950815077857,-0.10050889870738527,-0.1029668323451919,0.004655175975049397,-0.0029785225771493443,-0.011298252213122245,-0.01736609513570896,-0.018818439410680482,-0.020050041904466253,-0.07675987771495885,-0.09016348544286278,-0.11046023838064968,-0.12794506833448255,-0.13261113081971615,-0.13565588241658574,0.005233724209662247,-0.007618132653015146,-0.021410822828177956,-0.031461885691808314,-0.033887879331264664,-0.03606457849118707,-0.09105051357081843,-0.10486322539550848,-0.12607912000729074,-0.14457489997627987,-0.14957165037792508,-0.1529289328310939
46,FNAql,-0.006148779954828311,0.024536882265455803,0.043663140033318726,0.054057985688628546,0.05702625538941373,0.058476168803918406,0.21858839847626718,0.308163561180385,0.3805143741505986,0.4315085585121322,0.4469442766462549,0.4534120485819282,0.0020617611014131384,-5.4247895756664e-05,-0.0025988098950624934,-0.003912082721084604,-0.004294972660977618,-0.0045768118011742616,0.19444405966849346,0.2499637717263083,0.3350605273622651,0.38942144545188173,0.40593777510459744,0.4158649370287444,-0.03363872808496388,0.021523077023226388,0.08164220559428317,0.12548899446525835,0.13598376725437208,0.14488343970913445,0.3438148589868335,0.4038509043541408,0.4947620086566894,0.5730782400518095,0.5939779817285946,0.6076157163380075,-0.021730671705532677,0.03163084890607233,0.08889875415397246,0.13063124494476286,0.14070408585628524,0.14974184423848183,0.3652227019904859,0.4206283854576703,0.5057297874309107,0.5799202392007591,0.599963252812554,0.6134300167088146
47,YZSgr,-0.0013251576627775433,0.005288079552954176,0.00941008541875819,0.011650336244894,0.012290044507033492,0.012602523386698965,0.04620493354051911,0.06513921581933983,0.0804326372826664,0.09121172215543227,0.09447450433192883,0.09584165361581654,-0.026009502491303783,0.0006843473663695306,0.03278447362000994,0.04935165631484967,0.05418188462728092,0.05773733817331186,0.0758416796470064,0.09749679332423405,0.13068824638762375,0.15189137978289863,0.15833347004063753,0.1622054969657012,-0.028474811465116264,0.01821904677363506,0.0691092245230463,0.10622504659866937,0.11510875575034855,0.12264223010201171,0.12793799405272355,0.15027818969693155,0.18410739753239413,0.21324988886039206,0.22102695537295472,0.22610173432373432,-0.01936549384043091,0.02818813048941278,0.0792229664742678,0.1164132707734733,0.12538977832330947,0.13344386227678293,0.14044442131021087,0.16175037822207933,0.19447566361009055,0.22300520191308168,0.23071263475523426,0.23589120621868281
48,SNor,0.0052686789464990065,-0.021024814020740905,-0.03741344922433554,-0.04632043644107818,-0.04886384508392417,-0.050106226229024345,-0.018512767139506715,-0.02609909898595534,-0.0322266600194251,-0.0365454777935378,-0.037852765176766175,-0.03840053604013885,-0.015072603836160924,0.00039658185476859636,0.018998724908970914,0.028599469157121245,0.031398604504512664,0.03345900311364078,0.04293257125378138,0.055191130337434495,0.07398019764571291,0.08598289905650644,0.08962964712829147,0.09182152991135445,0.0076146277718168115,-0.004872069467729364,-0.018480930803935446,-0.02840630537215791,-0.03078195370633654,-0.03279652729137059,0.01012435328058003,0.011892241191704032,0.014569310297439433,0.016875496820571156,0.017490933770655605,0.0178925256144151,0.006795786918981391,-0.009891848358163072,-0.02780111902567172,-0.040852032446829875,-0.044002090642504654,-0.04682844967194097,0.002485772799999137,0.0028628740595253374,0.003442089834212116,0.0039470436775084295,0.004083460109988141,0.004175117378867742
49,DDCas,-0.00973855116193764,0.03886196693523597,0.06915448694361256,0.08561803531879598,0.09031923564729862,0.09261563526986866,0.04866094538394023,0.06860167476613535,0.08470801427440237,0.09606005874434066,0.09949627330248868,0.10093609306928074,-0.06734248183114983,0.0017718774167763366,0.08488389271719116,0.12777880006859269,0.14028498170274747,0.14949058130639792,0.06289902676598784,0.08085861812978773,0.10838583145566734,0.12597057458318653,0.13131329918312118,0.13452455091609644,-0.0665626574128917,0.042588804153051864,0.16154957308966236,0.24831143813112402,0.26907797734222444,0.2866882106184966,0.13909188958683985,0.16337974909956626,0.20015825634364054,0.23184144956620173,0.2402965366158634,0.24581374515681154,-0.04242676401399209,0.06175577912570872,0.1735651117801485,0.2550432438181074,0.27470936597460094,0.2923546024998626,0.14650015118363197,0.1687247855235489,0.20286113079198562,0.23262081533905382,0.24066057986710884,0.24606244271956587
50,BZCyg,0.0014681317168998,-0.005858621604999869,-0.010425359374263128,-0.012907315585241618,-0.01361604332050894,-0.01396223620531402,-0.13445562651836868,-0.18955408876898322,-0.23405770357578567,-0.2654246702351238,-0.274919314813481,-0.2788976976272576,0.0020511417372487363,-5.39684850335694e-05,-0.0025854243924206986,-0.0038919330388406236,-0.004272850855142883,-0.004553238346812701,-0.1433450871265046,-0.18427448335354393,-0.247008217012551,-0.2870833448056963,-0.2992592617101009,-0.3065776127739591,0.02318005636342584,-0.01483130210073953,-0.056258694518114424,-0.08647300686717896,-0.0937048327601977,-0.09983749356105713,-0.24311720775534376,-0.28556969441454216,-0.3498544489976396,-0.40523315937336574,-0.420011714477823,-0.4296551835475409,0.01636285087778743,-0.023817527170874354,-0.06693935084722603,-0.09836325402065715,-0.10594794334754021,-0.112753231959015,-0.2642133459082035,-0.30429552297828283,-0.3658604969908101,-0.4195321537353666,-0.43403188680123195,-0.4437741583746994
51,SYAur,-0.028254474566260818,0.11275028883742216,0.200638027156223,0.24840374724147257,0.26204334751710157,0.26870589553384044,0.06910465627130427,0.09742299737386886,0.12029602309759578,0.136417352530923,0.1412972089340755,0.14334193390379704,-0.11878861233484782,0.0031254989991911647,0.14973074278339366,0.22539511365230094,0.24745536331244466,0.2636935590678326,-0.0007133382487433256,-0.0009170180846690548,-0.001229204380011401,-0.0014286330597881305,-0.0014892249322796848,-0.001525643757900109,-0.08653457825791122,0.0553674439863835,0.21002202613911863,0.32281652221310725,0.3498139977099453,0.3727081273738626,0.01988853240714051,0.023361415566998497,0.028620316969393038,0.03315064736493487,0.03435962707821557,0.035148524124546034,-0.057465600186797514,0.08364608979586009,0.2350880052187214,0.3454473472160573,0.3720844367828479,0.3959843059085666,0.02978958714435692,0.0343087816712662,0.041250123533017706,0.047301507842459414,0.04893632708389744,0.05003475096185925
52,YSct,0.010621877468555169,-0.04238690582501144,-0.0754270809385669,-0.09338394029381439,-0.09851155866477644,-0.10101625109840168,-0.04095578237063982,-0.057739019244589275,-0.07129501842388168,-0.08084953609928335,-0.08374164710353849,-0.08495348021850213,0.031056991878126928,-0.0008171540615301467,-0.03914673613175671,-0.058929000654848934,-0.06469659892086298,-0.06894203544695826,0.0012105883512354063,0.0015562482638898044,0.002086051752236577,0.0024244971350060986,0.0025273260736571046,0.0025891315441181587,0.014451792148559229,-0.009246694308757837,-0.03507493454622987,-0.053912290035549294,-0.058421029920469825,-0.06224448650841315,0.017377195614255634,0.02041155575601452,0.025006412556644105,0.02896469544393621,0.03002101657117042,0.030710299119171332,0.010267183743818818,-0.014944762964180272,-0.04200237599020136,-0.061719905058901466,-0.06647906344398512,-0.07074917194314526,0.014083997610297333,0.016220594019271728,0.01950233947346051,0.022363328507654413,0.023136242552354084,0.023655558217836062
53,TWNor,0.004449042881914604,-0.017754032863344607,-0.03159312640790356,-0.03911447444948125,-0.041262210956708366,-0.042311317771976706,0.14265373019199257,0.20111168670465002,0.24832880080846514,0.28160829170542034,0.29168184906424716,0.2959028040604248,0.12270578383644493,-0.0032285654073865356,-0.15466826151533114,-0.23282773954499994,-0.25561544766760536,-0.2723891139230703,0.03726464443159349,0.04790483746349302,0.06421338577534379,0.07463149927821049,0.07779680632267728,0.07969931833538088,0.0677633733260678,-0.04335705855961008,-0.16446374675271727,-0.25279069882737376,-0.27393184318588926,-0.29185974537971093,0.08316693666031072,0.09768932815063795,0.11968022777472406,0.138624496428807,0.14368002979746972,0.14697892331764345,0.04067165615691686,-0.05920106971804298,-0.16638508053150064,-0.2444926300364007,-0.26334520521807436,-0.28026049464543296,0.09995810954548294,0.11512213781445811,0.13841361234370783,0.15871885970325608,0.1642044490144089,0.16789017899074693
54,ZLac,0.0019344616199899088,-0.007719524420362145,-0.013736817583848022,-0.017007129761813112,-0.017940974175849524,-0.018397130010547477,0.04068450913711743,0.05735658117249663,0.07082279132767098,0.08031402404660198,0.08318697896938501,0.08439078543051443,0.027322783544769042,-0.0007189016770694106,-0.034439838926109405,-0.051843537703854824,-0.05691765562274049,-0.06065263239417899,0.026335620907220976,0.03385524424837894,0.04538080023956559,0.0527434758256309,0.054980457491484586,0.056324998299594795,0.0023303208479750225,-0.00149100985545906,-0.005655758841133807,-0.008693242480962872,-0.009420267229446121,-0.010036791499005408,0.07513973201846232,0.0882604341708976,0.10812879016611474,0.12524457351842933,0.1298121509450606,0.13279263796330604,0.002916610625316535,-0.004245375902657274,-0.0119316629718752,-0.017532843998889373,-0.018884783562828977,-0.020097798166507756,0.0735269614836644,0.08468128330447484,0.10181397377248164,0.11675006197293372,0.12078513942518186,0.12349628039455046
55,XXCen,0.0015041251078087919,-0.006002254260836729,-0.010680952268964003,-0.01322375725740059,-0.01394986048706657,-0.014304540795506233,0.09882806340343504,0.13932673543179858,0.17203794417550777,0.19509340604090625,0.20207219421571523,0.20499639961450752,-0.004139047637006267,0.00010890428798527233,0.005217189298901721,0.007853624132973887,0.008622287243290299,0.009188087823409142,0.13044510184165276,0.16769115865587592,0.224779325680632,0.26124799182808534,0.27232816731543086,0.2789879215419249,0.005685711208411083,-0.0036378902306102444,-0.013799392243796445,-0.021210498225770556,-0.022984353858067817,-0.024488601203550904,0.14771547319165562,0.1735091601664444,0.21256790483501345,0.24621543017236486,0.2551947257166795,0.2610539966831177,0.004291076193952325,-0.006246027944952315,-0.017554511558195873,-0.025795273747845963,-0.027784320769798927,-0.029568973833729077,0.15379382820872248,0.17712494130355144,0.21296080343387094,0.24420210779976664,0.2526421411695371,0.2583129419217938
56,TYSct,0.005214439569563599,-0.020808370235828634,-0.03702828964343511,-0.045843582254772176,-0.04836080731317872,-0.049590398538849216,0.13505766795396362,0.19040284027667737,0.23510572543639138,0.26661314150738186,0.27615029951266207,0.2801464960197926,0.034868758895150634,-0.0009174471263508216,-0.043951394554462855,-0.06616162710894301,-0.07263710915597821,-0.0774036075732747,0.15112253122265398,0.19427262505033083,0.2604100896376595,0.3026595651695745,0.31549610822407337,0.32321152951486487,0.015326528287322854,-0.009806376982908182,-0.03719794548473236,-0.057175485903080754,-0.061957130191626915,-0.06601201244761801,0.21657471565644493,0.2543924222351474,0.3116588435363041,0.36099154426850844,0.3741566402282389,0.3827472767816891,0.0062094107884287,-0.009038327811767949,-0.02540229269493803,-0.03732710487082275,-0.04020535952736127,-0.04278784547911112,0.24510250637996261,0.2822854958586821,0.3393974081423638,0.3891869354065405,0.4026378869626313,0.4116754894057747
