,BBBV_g_S,VVBV_g_S,IIBV_g_S,JJBV_g_S,HHBV_g_S,KKBV_g_S,BBVI_g_S,VVVI_g_S,IIVI_g_S,JJVI_g_S,HHVI_g_S,KKVI_g_S,BBVK_g_S,VVVK_g_S,IIVK_g_S,JJVK_g_S,HHVK_g_S,KKVK_g_S,BBJK_g_S,VVJK_g_S,IIJK_g_S,JJJK_g_S,HHJK_g_S,KKJK_g_S,BBBV_i_S,VVBV_i_S,IIBV_i_S,JJBV_i_S,HHBV_i_S,KKBV_i_S,BBVI_i_S,VVVI_i_S,IIVI_i_S,JJVI_i_S,HHVI_i_S,KKVI_i_S,BBVK_i_S,VVVK_i_S,IIVK_i_S,JJVK_i_S,HHVK_i_S,KKVK_i_S,BBJK_i_S,VVJK_i_S,IIJK_i_S,JJJK_i_S,HHJK_i_S,KKJK_i_S,BBBV_g_M,VBBV_g_M,IBBV_g_M,JBBV_g_M,HBBV_g_M,KBBV_g_M,BVVI_g_M,VVVI_g_M,IVVI_g_M,JVVI_g_M,HVVI_g_M,KVVI_g_M,BVVK_g_M,VVVK_g_M,IVVK_g_M,JVVK_g_M,HVVK_g_M,KVVK_g_M,BJJK_g_M,VJJK_g_M,IJJK_g_M,JJJK_g_M,HJJK_g_M,KJJK_g_M,BBBV_i_M,VBBV_i_M,IBBV_i_M,JBBV_i_M,HBBV_i_M,KBBV_i_M,BVVI_i_M,VVVI_i_M,IVVI_i_M,JVVI_i_M,HVVI_i_M,KVVI_i_M,BVVK_i_M,VVVK_i_M,IVVK_i_M,JVVK_i_M,HVVK_i_M,KVVK_i_M,BJJK_i_M,VJJK_i_M,IJJK_i_M,JJJK_i_M,HJJK_i_M,KJJK_i_M
0,-0.18385280223404565,-0.18385280223404582,-0.24311864804447328,-0.2632545557087442,-0.2673172906361773,-0.2545238666042093,-0.32929085346519893,-0.28526725420946225,-0.28526725420946214,-0.2560416855574323,-0.2444704466467986,-0.21508783349367386,-0.6837708823791323,-0.6488208000731202,-0.7104114994564629,-0.6939224966083088,-0.6942860380645782,-0.6488208000731152,-0.12481940773667036,-0.13297451785864153,-0.15465687779551787,-0.16476271416615287,-0.1697648504559634,-0.16476271416615176,-0.1584998633724662,-0.15849986337246638,-0.1760729785235804,-0.16221503877170343,-0.1559086746850015,-0.14572477389250046,-0.15804479641713798,-0.1455669938308258,-0.14556699383082597,-0.11611621264400565,-0.10527094275687263,-0.09133638199935332,-0.40079997397476014,-0.41041746654831956,-0.4521369549446143,-0.43760877479169996,-0.43045009485524427,-0.4104174665483096,-0.10396928338380948,-0.109474273159407,-0.12171963909350988,-0.12622535800313733,-0.12796908479908428,-0.12622535800313614,-0.18385280223404565,-0.18385280223404582,-0.26326239562861636,-0.36608539198877216,-0.44894804706510166,-0.6189712122606693,-0.3117364615305388,-0.28526725420946225,-0.285267254209462,-0.20778025447696302,-0.075487461549136,0.05798585702412476,-0.6656976315709694,-0.6488208000731202,-0.7774712074652128,-0.7729044861394435,-0.6805467400508222,-0.6488208000731093,-0.1278822425087381,-0.12613776272157695,-0.15536647102962708,-0.16476271416615287,-0.15700896861441532,-0.1647627141661517,-0.1584998633724662,-0.1584998633724664,-0.22873198335557823,-0.3005785395974243,-0.3489822953585784,-0.4682799245599955,-0.16441845135347952,-0.1455669938308258,-0.14556699383082555,-0.008345275448400684,0.20063606551639265,0.4319019474158861,-0.4065707411400691,-0.41041746654831956,-0.5546200047234279,-0.5552335425063167,-0.446283695902407,-0.41041746654831074,-0.08073087565709637,-0.08284550788844658,-0.1151235141724206,-0.12622535800313733,-0.11695746420660492,-0.12622535800313614
1,-0.20593939239823317,-0.2059393923982334,-0.24375894575164703,-0.28839983091674853,-0.3120372057244441,-0.2958796348325403,-0.33981448424704536,-0.33593375907458795,-0.3359337590745882,-0.3651283920909624,-0.3858203808212168,-0.3601266953185383,-0.7785513092727907,-0.7321096844849747,-0.7096481862863668,-0.7441483602661622,-0.7903873075600949,-0.732109684484966,-0.08138904875322775,-0.09334307814590001,-0.11084923885950777,-0.12288872139924904,-0.13360431681268045,-0.12288872139924809,-0.11003139610552994,-0.11003139610553019,-0.10953891592706716,-0.10358144221605536,-0.10126601219726407,-0.09376694258366783,-0.14420089618417117,-0.14956004018114083,-0.14956004018114102,-0.14839608149095795,-0.1483815192290059,-0.14199597920198784,-0.27681523782174233,-0.28928568802907806,-0.2933481213971991,-0.29734124622023383,-0.3011656124999825,-0.2892856880290632,-0.038437137551119056,-0.043209417289041756,-0.04787486433400864,-0.05046799264678515,-0.05223573624549581,-0.050467992646783956,-0.20593939239823317,-0.2059393923982334,-0.24671902520466116,-0.40822988919439435,-0.587156055800367,-0.8949628487790918,-0.33340206676800793,-0.33593375907458795,-0.33593375907458833,-0.4485251580393528,-0.5704049264219085,-0.7921193431458232,-0.7550271207621183,-0.7321096844849747,-0.6897200521350259,-0.6694625310229135,-0.6652940915125566,-0.7321096844849712,-0.14351797404215472,-0.138507808317212,-0.12937226388823708,-0.12288872139924904,-0.11780314498992883,-0.12288872139924811,-0.11003139610552994,-0.11003139610553023,-0.11839975021656746,-0.17237678204574738,-0.22383709564382326,-0.3522784650229978,-0.1417692828979387,-0.14956004018114083,-0.14956004018114064,-0.19324230776796797,-0.2245538315417386,-0.33023716724401303,-0.2790400817796333,-0.28928568802907806,-0.27462226076404084,-0.2712786799240249,-0.22501349851980035,-0.2892856880290767,-0.052952035473448324,-0.05488829336101989,-0.051810422457590405,-0.05046799264678515,-0.04009748929845093,-0.050467992646783956
2,-0.04836602534703989,-0.0483660253470401,-0.06097941907735326,-0.05763048124999325,-0.059691762525848624,-0.05470405248125691,-0.09583199321800251,-0.10483374334254839,-0.10483374334254858,-0.09774717804296472,-0.10036297371625122,-0.0945945540488657,-0.2441678541500423,-0.27530335778505355,-0.2870785673848872,-0.27412463033224393,-0.28371984312595044,-0.2753033577850431,-0.0527214491341207,-0.058816359422383446,-0.06299007832652129,-0.062280136047513764,-0.06381359335555634,-0.06228013604751218,-0.06637380524460679,-0.06637380524460713,-0.06444361170937121,-0.04817178276170297,-0.045071721636697475,-0.03544057796138328,-0.09211844735010485,-0.09875160469692493,-0.09875160469692493,-0.08596471109709884,-0.08515419166752661,-0.07572605189523553,-0.21013866632440129,-0.23456297185156508,-0.25179019411913833,-0.2446989154543561,-0.2503154007654079,-0.23456297185155692,-0.03838784702425965,-0.04405386913607285,-0.050317922160791756,-0.0518812529004787,-0.05404712536246276,-0.05188125290047729,-0.04836602534703989,-0.04836602534704009,-0.04984968030244084,-0.013714873771729408,0.012247246383258295,0.049324046619566915,-0.09805231383067355,-0.10483374334254839,-0.10483374334254879,-0.05983985897956775,-0.025024923421255143,0.03125203171477835,-0.24294844019912087,-0.27530335778505355,-0.32207322114490133,-0.29866707971062345,-0.29981743657960136,-0.27530335778504333,-0.048364949411123764,-0.05499472558091605,-0.0648804500724854,-0.062280136047513764,-0.06452370418086283,-0.062280136047512195,-0.06637380524460679,-0.06637380524460718,-0.07197042102307159,-0.04826682099857874,-0.04080447428813089,-0.026775844061520893,-0.08863487842193302,-0.09875160469692493,-0.09875160469692452,-0.05419547886178039,-0.022665250629402733,0.036562025717800706,-0.19752370924369417,-0.23456297185156508,-0.28277962515091476,-0.2540930505282304,-0.2657539623329435,-0.2345629718515577,-0.03790999315247573,-0.04542180820262005,-0.055602224604844354,-0.0518812529004787,-0.055953207406634085,-0.05188125290047729
3,-0.16556950176249488,-0.16556950176249524,-0.19016352047349705,-0.23557480246393772,-0.24845076636073135,-0.23619612651985034,-0.2733428603128733,-0.28759047903839197,-0.2875904790383918,-0.3331116758179841,-0.3467614664802298,-0.33018034264693413,-0.6519393866788724,-0.6277195311883147,-0.5895824709211237,-0.6438482896454756,-0.6711518518558819,-0.6277195311883081,-0.06840607444325732,-0.08095085006310104,-0.09535518926076217,-0.11039047530503744,-0.11829560882764396,-0.11039047530503661,0.009630745483785032,0.009630745483784474,0.01629115472232099,0.01194901186232649,0.015940709945591727,0.01142076847838948,-0.015365461302046392,-0.028214883298108156,-0.028214883298108312,-0.04259577889784986,-0.03997643245259068,-0.04758564921937159,-0.02683590493200804,-0.04048120017409445,-0.02697431625109044,-0.03791041802160026,-0.02745456867333491,-0.04048120017408481,-0.013085371722653283,-0.015219958079406098,-0.013158296591160964,-0.014253739979404339,-0.01220941838638045,-0.01425373997940355,-0.16556950176249488,-0.16556950176249524,-0.18370662085563114,-0.3313908310048245,-0.44615670590472734,-0.7216965472786876,-0.27293923644576534,-0.28759047903839197,-0.28759047903839197,-0.4456801645745809,-0.557909753572331,-0.8398729678485886,-0.6333593653907319,-0.6277195311883147,-0.557305154390018,-0.5906179922105919,-0.506618390031778,-0.627719531188314,-0.119955947065103,-0.11862041836131562,-0.10462483644708084,-0.11039047530503744,-0.09162568208828628,-0.11039047530503647,0.009630745483785032,0.009630745483784483,0.0430917748991131,0.06346299288798965,0.15125946640802865,0.1626340257755831,-0.013307790548512515,-0.028214883298108156,-0.0282148832981079,-0.10708334962817229,-0.11182687354708878,-0.2543082043787118,-0.021822203873291347,-0.04048120017409445,0.0038771877626520295,-0.05853424006066351,0.07483656563304253,-0.04048120017409709,-0.00518095607822354,-0.008980915597002103,-0.0006850990973721006,-0.014253739979404339,0.010406261291373632,-0.01425373997940355
4,0.0014656205471528074,0.0014656205471525528,0.016857538622504106,0.030164327605510806,0.03803401456292383,0.011437946015402975,0.021952504540868358,0.005810546946227033,0.00581054694622751,0.006048662544575903,0.010570390834441945,-0.02381237918166072,-0.05103876692477681,-0.07896580469179305,-0.05976784254648916,-0.034029947305010785,-0.012168049602769475,-0.07896580469178756,-0.045928045160756055,-0.04248486873077942,-0.026141751532922794,-0.011702871462846466,-0.00284866045101175,-0.011702871462843833,-0.10842615303306644,-0.10842615303306709,-0.11021802227832399,-0.10952719088923868,-0.11103763383606105,-0.11142456835726297,-0.14124074040754014,-0.14547471575578858,-0.1454747157557885,-0.14565516670247178,-0.14831977207643363,-0.14961760481513886,-0.3078896636770514,-0.3144751987458884,-0.31191010510416267,-0.30735852390514273,-0.312187116282185,-0.3144751987458746,-0.04166044313954651,-0.04364430188957988,-0.043526237161733726,-0.0414387031330054,-0.04163289541646215,-0.04143870313300397,0.0014656205471528074,0.0014656205471525615,0.04236471964085463,0.17440999633340448,0.3089357003372081,0.4610197072069085,0.011074055523203284,0.005810546946227033,0.00581054694622717,0.07865763092025342,0.14819660819565836,0.1856343405377392,-0.05506091171275565,-0.07896580469179305,-0.0874382786074272,-0.05472488777895071,-0.0037677438338313586,-0.07896580469178822,-0.01660359831470078,-0.02083078692643617,-0.021124529621007228,-0.011702871462846466,0.0005954682946395349,-0.011702871462843933,-0.10842615303306644,-0.10842615303306707,-0.10790372016595849,-0.11012447786825835,-0.1407488539018524,-0.2113547290402213,-0.14265069750615883,-0.14547471575578858,-0.14547471575578808,-0.14617962818308383,-0.1767792099453261,-0.25091519649866445,-0.3130472503638877,-0.3144751987458884,-0.3019201864746134,-0.25035383560965996,-0.25067340358365553,-0.31447519874588725,-0.060254113463821216,-0.05998279539874844,-0.055938722780999386,-0.0414387031330054,-0.03631573666737723,-0.04143870313300397
5,-0.03151128986755891,-0.0315112898675591,-0.013628458902756305,-0.04331275184508134,-0.04527836271037124,-0.0652807168328426,-0.020906476783114136,-0.046205486192114315,-0.04620548619211422,-0.10148989868905178,-0.10908641495173568,-0.13613019466794576,-0.18447184650987575,-0.16885322249208531,-0.09542886628102991,-0.1379637189380192,-0.1300673067024309,-0.16885322249208207,-0.045433387638816755,-0.04383254494440132,-0.028326847475939127,-0.027021378622594,-0.022448455753589884,-0.027021378622592417,-0.11460727837812787,-0.11460727837812823,-0.11159496109480913,-0.12457606424008069,-0.12637671390029923,-0.12480791472552492,-0.16113513160207105,-0.16999233508572625,-0.16999233508572653,-0.19315628467116847,-0.19833947106140928,-0.19898661154898123,-0.2734104779097919,-0.2720171964400933,-0.2482089707660073,-0.27029274816279397,-0.27521048517698876,-0.27201719644008093,-0.033865536755082463,-0.03593760287920054,-0.03435578179921852,-0.03716020332270198,-0.037997361371388115,-0.03716020332269985,-0.03151128986755891,-0.031511289867559085,0.014674761744319016,0.014120635776169597,0.046482709634825564,0.05000785532897774,-0.03366382942515444,-0.046205486192114315,-0.046205486192114543,-0.16023488587740325,-0.2423164452741042,-0.4209017167362028,-0.17696728631421618,-0.16885322249208531,-0.06414568319753927,-0.14089885516214729,-0.09569625811210145,-0.16885322249208254,-0.038165284185144886,-0.03615233464683393,-0.014481457301520053,-0.027021378622594,-0.015801041690193793,-0.02702137862259248,-0.11460727837812787,-0.11460727837812823,-0.09941012135763001,-0.20307680729671432,-0.2981454595564689,-0.4654395799428008,-0.15991348326354257,-0.16999233508572625,-0.1699923350857261,-0.34797004891354144,-0.5170304712646662,-0.7911657151448698,-0.2894132716668976,-0.2720171964400933,-0.15715532593452772,-0.22151756811298423,-0.20795038626948567,-0.27201719644008765,-0.05529817753757498,-0.05147756050474253,-0.02777029412608579,-0.03716020332270198,-0.030471907716083272,-0.0371602033227011
6,-0.1074048716454133,-0.10740487164541355,-0.12669265037514152,-0.17143052275690254,-0.18664943233239104,-0.1986476237651251,-0.16602091843024724,-0.14856359270488184,-0.14856359270488162,-0.1817226510726102,-0.1912151648803318,-0.19713326930025038,-0.44735648132751926,-0.3718824318446376,-0.3324847742442573,-0.3590532267148593,-0.36859896128931907,-0.3718824318446315,-0.06857031332820865,-0.06823417251998123,-0.0655386417187274,-0.06760163556861294,-0.06824610740956141,-0.0676016355686122,-0.1255888157448052,-0.12558881574480574,-0.13892669941651387,-0.1566856901834327,-0.1606628223851452,-0.16233469507240067,-0.13548004466056035,-0.1289518193344529,-0.12895181933445263,-0.13990787865578425,-0.14219405976893779,-0.14272895403044,-0.262245412459857,-0.24465559211406324,-0.23407117755939733,-0.24353959984943668,-0.24558015845143435,-0.24465559211405405,-0.04139890248326852,-0.04150100587247261,-0.04116424009043171,-0.04238861445474063,-0.0427022489383268,-0.042388614454738925,-0.1074048716454133,-0.10740487164541355,-0.12339721882428768,-0.22310536132741546,-0.32355341895621487,-0.49260727825460593,-0.16295654726213707,-0.14856359270488184,-0.14856359270488206,-0.22143490303552463,-0.283355251033928,-0.4091991324737337,-0.4248347901431578,-0.3718824318446376,-0.32109757722159726,-0.3505372946572443,-0.32924980857417363,-0.3718824318446317,-0.08421927478396664,-0.07357702880583758,-0.0630720455508792,-0.06760163556861294,-0.061870866193746,-0.06760163556861223,-0.1255888157448052,-0.1255888157448057,-0.1551751209737266,-0.302230678535883,-0.4614592071355638,-0.7042642815526142,-0.1440567816323246,-0.1289518193344529,-0.12895181933445263,-0.20993684536412946,-0.28338345567325185,-0.41398366957827376,-0.295932636695498,-0.24465559211406324,-0.1956552306128581,-0.22660418256839773,-0.21007119433023677,-0.2446555921140543,-0.057583363908316525,-0.04737267329442736,-0.037361032365256494,-0.04238861445474063,-0.03775728122988863,-0.042388614454738925
7,-0.04519007886565654,-0.045190078865656735,-0.04361378753840329,-0.05115723677163861,-0.05228788996446122,-0.06077270630261427,-0.07234154318172595,-0.09665739056714034,-0.09665739056714027,-0.11690858396024409,-0.12274071812768796,-0.13561595693043685,-0.2380059299393394,-0.2570085332433738,-0.22607849185764384,-0.23375616182751996,-0.23776529623635298,-0.25700853324336415,-0.03426292876247026,-0.03923235696271034,-0.036729505633200224,-0.034254004188446874,-0.033171096573579875,-0.03425400418844528,0.0548814979616884,0.054881497961687765,0.06015980108541762,0.05369229298021169,0.05369277326338968,0.04176227342750913,0.04083316611155158,0.0283111947078929,0.028311194707892805,0.015522985961956485,0.014941512072235217,6.74327900099525e-05,0.055095176500691324,0.044317552890209555,0.06216645653464904,0.0633866510015271,0.07110151374833897,0.0443175528902264,0.008688978931355125,0.009116093644224797,0.015801434180666502,0.020189085466954856,0.023644658021367216,0.020189085466957732,-0.04519007886565654,-0.045190078865656735,-0.0231169043124018,0.001642075948182975,0.03742002221951066,0.005886051272661356,-0.08047058249261584,-0.09665739056714034,-0.09665739056714052,-0.1283358840408334,-0.1513412019107549,-0.28366173116874366,-0.2344925549243394,-0.2570085332433738,-0.22294984128229187,-0.20000866606026346,-0.13576244765832615,-0.2570085332433644,-0.047132090953577135,-0.05088753320099956,-0.04265549136573803,-0.034254004188446874,-0.01722345160292121,-0.0342540041884453,0.0548814979616884,0.05488149796168781,0.0989461941367689,0.19230591022259316,0.31092622819074744,0.4033069792077524,0.03971375752355802,0.0283111947078929,0.028311194707893235,0.013075825693391037,0.014440667721679977,-0.07662930311503588,0.06068535620319671,0.044317552890209555,0.07693960899097727,0.08431403368309587,0.15431786328819921,0.04431755289021495,0.010608237882664878,0.007838900578498422,0.015513632537589328,0.020189085466954856,0.03728837090214969,0.020189085466956525
8,-0.12460019904254252,-0.12460019904254285,-0.12183812381154435,-0.14858118565662737,-0.15175771035852126,-0.15098381820599513,-0.1695090488462837,-0.192814797654372,-0.19281479765437223,-0.23557696460619298,-0.2430039777225485,-0.24498705994018302,-0.4678755244744458,-0.47315032090964354,-0.4307511351043537,-0.4737981930764737,-0.4783931547547489,-0.47315032090963965,-0.09629703006128217,-0.10061524153257864,-0.09759114571486495,-0.10424997220673898,-0.10509035817130535,-0.10424997220673665,-0.0845005737433155,-0.08450057374331586,-0.07938226818962461,-0.08811791422385473,-0.08745965040373427,-0.08896198100059229,-0.1310010614311521,-0.14247395074330058,-0.1424739507433008,-0.1606384028491978,-0.1619794042264176,-0.16511160012129059,-0.28002493345197865,-0.2894716641549088,-0.2733835969512116,-0.28926688850752946,-0.28645365727893984,-0.2894716641548973,-0.06845509340945745,-0.0702724748269112,-0.06809709709135223,-0.0704197089936263,-0.06981854038300096,-0.07041970899362322,-0.12460019904254252,-0.12460019904254284,-0.1009661432259663,-0.13007120525489774,-0.12726367998776802,-0.13307221944462908,-0.17783392287346483,-0.192814797654372,-0.1928147976543723,-0.2948835649051899,-0.3618729055603942,-0.4665306518264131,-0.46166025972782715,-0.47315032090964354,-0.4173882224361144,-0.5065299633466464,-0.48870853157258204,-0.4731503209096399,-0.09140666345981287,-0.09405111623281,-0.08406041008872814,-0.10424997220673898,-0.10355472465245609,-0.10424997220673667,-0.0845005737433155,-0.08450057374331583,-0.054160627116401995,-0.06329153903001329,-0.0377289788124198,-0.005103847159964934,-0.13004755372137827,-0.14247395074330058,-0.14247395074330038,-0.247505856028257,-0.3179390998322498,-0.4164637628723716,-0.2798242098309936,-0.2894716641549088,-0.2348103982138962,-0.33023604467892054,-0.3143576975009311,-0.28947166415490316,-0.05626933929167896,-0.05849770443799562,-0.048752670362440874,-0.0704197089936263,-0.07069902675855745,-0.07041970899362447
9,0.003411505344376959,0.0034115053443765906,0.008830314414775928,-0.04744905347916243,-0.044951585126412154,-0.052158972500618205,0.01222133757957926,0.008956278739996102,0.008956278739996187,-0.06045943827887605,-0.056190004551196875,-0.06345036221322577,-0.09203827925135716,-0.04783957492003733,0.010171053441161364,-0.0719813471765375,-0.04514405332207693,-0.047839574920034066,-0.06888324037078464,-0.06565156423961137,-0.053738834302422184,-0.0680316709500432,-0.0646620771880825,-0.06803167095004259,-0.20856070053176276,-0.20856070053176326,-0.21381732786877386,-0.2252403762714121,-0.22297719431584576,-0.20169378503632188,-0.24997666315704614,-0.24883058067191985,-0.24883058067191993,-0.26704478732887466,-0.2676436514913958,-0.2447117675393066,-0.4122437730783872,-0.40752545104794397,-0.4047999508305147,-0.44750472045465745,-0.45478729793983425,-0.4075254510479273,-0.09064805724103725,-0.09743467048773906,-0.10788844420369811,-0.12317740769987519,-0.1289028974843524,-0.12317740769987218,0.003411505344376959,0.0034115053443765993,0.027377583718862585,-0.06370266057756209,-0.06325833490345122,-0.025363413416879883,0.0057707780729639785,0.008956278739996102,0.008956278739996099,-0.15386276812168034,-0.2012082172664135,-0.23322605522232134,-0.0791224253056077,-0.04783957492003733,0.026532046991092306,-0.232074740046614,-0.1888949452708739,-0.047839574920034524,-0.018339845709823256,-0.014245654563937594,-0.004382539423021243,-0.0680316709500432,-0.07413938398130104,-0.0680316709500427,-0.20856070053176276,-0.20856070053176332,-0.24887298949449435,-0.5491886432232066,-0.8071758237105668,-1.126154760577474,-0.2483464939281503,-0.24883058067191985,-0.24883058067191952,-0.5039025525993627,-0.6804072076034217,-0.8628080966822567,-0.4400543371775382,-0.40752545104794397,-0.3214806533420994,-0.547754272402564,-0.5538235765752973,-0.40752545104793547,-0.08531710938657189,-0.08034353772306752,-0.06756739514307143,-0.12317740769987519,-0.1362567305919667,-0.1231774076998733
