,name,p_BBBV_g,p_VVBV_g,p_IIBV_g,p_JJBV_g,p_HHBV_g,p_KKBV_g,p_BBBV_i,p_VVBV_i,p_IIBV_i,p_JJBV_i,p_HHBV_i,p_KKBV_i,p_BBVI_g,p_VVVI_g,p_IIVI_g,p_JJVI_g,p_HHVI_g,p_KKVI_g,p_BBVI_i,p_VVVI_i,p_IIVI_i,p_JJVI_i,p_HHVI_i,p_KKVI_i,p_BBVK_g,p_VVVK_g,p_IIVK_g,p_JJVK_g,p_HHVK_g,p_KKVK_g,p_BBVK_i,p_VVVK_i,p_IIVK_i,p_JJVK_i,p_HHVK_i,p_KKVK_i,p_BBJK_g,p_VVJK_g,p_IIJK_g,p_JJJK_g,p_HHJK_g,p_KKJK_g,p_BBJK_i,p_VVJK_i,p_IIJK_i,p_JJJK_i,p_HHJK_i,p_KKJK_i
10,YLac,-0.006317339207481618,0.025209522783980066,0.04968534168966341,0.06893118785254594,0.07593751809274002,0.06294724126299028,-0.09067059691540655,-0.1278264273610868,-0.17991285448166086,-0.23845828027862243,-0.2560207499538125,-0.2897055719280377,-0.040391184565234425,0.0009336751101514404,0.04472881539795776,0.06877673872612221,0.07620591884311638,0.0627240344088194,-0.10364114702988717,-0.140188731791727,-0.18791407282737801,-0.2410054397859579,-0.25708604659329254,-0.28989088243755545,-0.011513475784922341,0.008704187086042398,0.03980245015951652,0.06240617175736082,0.07127024196604376,0.05859257779622967,-0.17689488307399737,-0.19664305023811926,-0.2225085104753341,-0.25644625599482423,-0.26632767994847684,-0.29586019628805915,-0.06386185974118613,-0.030548992384794832,0.009565839928616256,0.04150122874096841,0.056881278899180224,0.04757261964749224,-0.371891794340517,-0.3365198262449948,-0.3012393338157356,-0.2941550655863681,-0.28945559703018436,-0.3111523526861455
11,TVul,0.003479264989096948,-0.013884106446312416,-0.011199754495890083,-0.016357371256520398,-0.0028663444714922552,-0.019200809009070417,-0.02089632875204233,-0.02945941838045232,-0.01032497003745499,-0.01022460244978454,0.008434778880450081,-0.008971782927299464,-0.02697711420788887,0.00032027749325111627,0.0153432738176147,0.005033562322216125,0.012700379567497857,-0.008173427776704894,0.033114714674951626,0.02753975951213981,0.03691529489189668,0.017527546605446188,0.026496804861584462,0.0034043381915803595,-0.00026881844815135477,-0.0020938512091347857,0.0026540350622269175,-0.006334203149594908,0.004992490958882981,-0.014094841787316657,0.007484331292374925,-0.0018459685827349873,0.014087865447785397,0.003700257348093643,0.017517709674169678,-0.0027773604333770317,-0.032486010253936826,-0.03545525960991153,-0.012737787768210102,-0.016509681001090213,-0.0011210163298826304,-0.018924952310894742,-0.030914038499611583,-0.03483747461014708,-0.0054193655580727015,-0.007082837957512196,0.010804831036270056,-0.0074921085917102285
12,XYCas,0.014196732771785322,-0.05665246815376542,-0.05571029338436213,-0.054010593989099714,-0.037748994615319276,-0.02291790994927007,0.08023859572804931,0.11311950485951154,0.26166102333407815,0.37202992635964366,0.4220061249306021,0.45857498704761057,-0.07959220055756663,0.0007900290431552563,0.03784727990080391,0.021115378382692663,0.015977810750857406,0.016642387891420186,0.27925172672384485,0.32096434167640253,0.43023227263640623,0.467458565883238,0.48331741693050595,0.4995381236546794,-0.024784002673707103,0.0011319147059392334,0.020181730602731967,0.0036738929997947884,0.0035488455760328552,0.007619528373049596,0.32535752777521565,0.32611362629011986,0.41860828019811175,0.45120843389979776,0.4712178592638699,0.4906557407931293,0.07788016238554492,0.017935181310934023,0.036176434765604296,0.008737189604869283,0.006838486736531409,0.010015390157595897,0.49054235675803226,0.4236624188437574,0.4677655528970055,0.4694902699966501,0.48123451148562557,0.4966190256880657
13,TVel,-0.0057531593164069006,0.022958146793045912,0.05236320517057174,0.08458623025847446,0.09238497102876762,0.08100310940408637,0.03178007829336425,0.044803210827943085,0.0703954418999891,0.08579973141122466,0.08404254213175727,0.06211665433844761,-0.05845031185608735,0.0012176136096919944,0.05833122654959015,0.0943127378196263,0.09973262860066949,0.08594161427017606,0.04975495607343114,0.06323584795067314,0.08476362961010038,0.09340699644599161,0.08883961308882171,0.06536991370748682,-0.020603663625250516,0.012059980194540196,0.05344148255823415,0.08739728460473058,0.09409373294529867,0.08118223112445491,0.02908609484256977,0.03926790011357166,0.0641894476188057,0.08006057310208647,0.07983607964350739,0.05908069785000144,-0.0828753955492639,-0.046919768505072366,0.007933559522855784,0.05680123406659323,0.072803851130681,0.0651109276938286,-0.12668605830630839,-0.08243887280709866,-0.014009167373174673,0.03832686223429257,0.05282092751494463,0.04054151959445467
14,VZCyg,-0.005522311635755847,0.022036942521141457,0.05264841065486891,0.11688324337272785,0.156270411400372,0.1586877626067371,-0.09792951501093697,-0.1380599716215717,-0.1775136703774959,-0.1788871776655818,-0.16334798756530777,-0.18737120857766695,-0.06337154391288118,0.0012919508421857333,0.061892439988029666,0.13065668752078222,0.1675358211550648,0.1666322320899715,-0.08118049801669132,-0.11911722672005498,-0.15966906134882858,-0.16659560432633544,-0.15501315872357407,-0.18133701510549535,-0.05436396470116449,0.02570405377190639,0.08465446067918515,0.14574499109889663,0.17758755934989845,0.17302784917433248,-0.08625537565208936,-0.11796439578048415,-0.15311277568482173,-0.15922702870449765,-0.1495910171009196,-0.17748386860534401,0.10802802059585682,0.09990682709345289,0.10442676170911014,0.15154331933835133,0.18065954846842366,0.1737132347574378,-0.1585622458380361,-0.17393326342607732,-0.18428669962649694,-0.17264921139854236,-0.15734641785058598,-0.18262547411508423
15,CFCas,-0.006562492329485508,0.026187813328739873,0.06247314757035825,0.13039420034552746,0.14107885486132127,0.15290563800765622,0.030532307606657733,0.043044117202515275,0.07396091853795701,0.1286721473294664,0.12416385557074607,0.12288048903830986,-0.07502773198201282,0.0015305475551035306,0.07332269898350684,0.1463074357019001,0.1530176513013746,0.16156307030895395,0.05938764645854745,0.07291813416420587,0.0977421180621414,0.1415711426891433,0.13234157945023423,0.12827563328019295,-0.049359526968341755,0.0243186769996788,0.08700944270917307,0.1538592494868362,0.15686807879169556,0.16370213093075278,0.08071119909644887,0.08526702311303717,0.1032829999027258,0.14289644125062928,0.1326549964305827,0.12828888773121308,-0.004884373776149346,0.015753141678304848,0.057903843098897075,0.13136574359922226,0.1397481288867704,0.1505837958187179,-0.043836124478271614,-0.018488450457900013,0.032846224436497866,0.1051214452540927,0.10775844878719303,0.1111957223764856
16,VLac,0.007203157688547813,-0.028744406767169377,-0.058259139571491425,-0.11885997595489455,-0.1423209843842995,-0.14840342966043102,-0.06790216790300586,-0.09572774227142049,-0.13002422146355183,-0.19187331216818537,-0.20829332050324814,-0.20349351802293825,0.05094808228547494,-0.001147553123821665,-0.05497489573911862,-0.12231694122236318,-0.14577650034069375,-0.15075512188443912,-0.06899299990466691,-0.09593224434400341,-0.12859106805342166,-0.18940208017672408,-0.2061844740505572,-0.20177701676674298,0.045875120309025894,-0.023301156535397327,-0.07621053928738626,-0.13681737457832813,-0.15514475221454194,-0.15685265189574318,-0.12123391653410161,-0.13713639841237815,-0.15414671244356207,-0.2013396702536837,-0.21334064206152398,-0.2063291924295966,-0.059485578157114256,-0.06739898968311987,-0.07906725055634642,-0.13384413260176853,-0.15192038460366822,-0.1534247588680931,-0.10660423085606548,-0.11799807695419698,-0.13428722851918132,-0.18922198412467855,-0.20489769270999805,-0.20015587840708846
17,V0386Cyg,0.011066201340355073,-0.04415999294313548,-0.09788498907725146,-0.0911524275985589,-0.10432084511061493,-0.1141690738616685,0.08756296024053428,0.12344531477112797,0.15804576369852671,0.28560653652373813,0.30252395240968294,0.31636652664379844,0.10379432545694861,-0.0021956881287213993,-0.10518704837827658,-0.10343044814151263,-0.11366061693313434,-0.12096629356124992,0.07134806226007254,0.10520701142248522,0.1410233030409801,0.2734207972760589,0.29386402481999785,0.30995824166923336,0.02183638441238129,-0.015928631492834643,-0.08376961515752537,-0.07795646043965168,-0.09521865787389638,-0.1072242095333647,0.20138076166795124,0.21742643846708776,0.21810848863421087,0.3146518667395649,0.3197311012973607,0.32712993764686754,-0.11641051741486037,-0.12288049388155234,-0.14738596874848173,-0.10320624416858504,-0.111535101211264,-0.11830472369199328,0.2126466055376047,0.21077234357943905,0.19933781885272786,0.30323849599456226,0.3111529817295322,0.3207606548118836
18,CRSer,0.010266983937631686,-0.0409706930398713,-0.07023931373539666,-0.09399085638286689,-0.10109720007690032,-0.08742380298588805,-0.29588712347275675,-0.4171384680632299,-0.5494814297208006,-0.6520892882042549,-0.6787985729409559,-0.6744611187467192,0.03364085633929162,-0.0009748468034022984,-0.046701194276897444,-0.07972877889477059,-0.09140838212668012,-0.07987351008038795,-0.2693278471244991,-0.3851524638003987,-0.5162723651695309,-0.6264823609923075,-0.660535168805744,-0.6610527978008746,0.01235355117987216,-0.011548918985231664,-0.04688639960994708,-0.07746719330655015,-0.0893142313621524,-0.07774200248862484,-0.3510596829240136,-0.43790828484039257,-0.5364121303947109,-0.6267990236595601,-0.6587066596280403,-0.6588569031662148,0.0579387246724301,0.014219542969118875,-0.02132503872356148,-0.059076800292967434,-0.07649645995422748,-0.06771939616221431,-0.3955884035335926,-0.46043170537530387,-0.5306232575343923,-0.615639089273059,-0.6493202036094523,-0.6512128242667443
19,V1162Aql,0.005148289601647968,-0.0205443968969657,-0.0022833277988996083,0.04398078491367638,0.07233654760563331,0.08233332050430887,0.05528896682313364,0.07794578774065607,0.1767942016094058,0.2812045656412418,0.3223794963851185,0.3353377021037315,-0.08343001205623224,0.0012115976192116679,0.05804302337837449,0.09641817292381073,0.11055185953600623,0.11025767500290515,0.18600402185885823,0.2144258064560623,0.2874241466875963,0.34363353054236917,0.36236481018808037,0.362037686787219,-0.04772389253419198,0.016233317432775077,0.062343330897277636,0.09648274128219501,0.10995608488510238,0.10927521492454906,0.24034777790101253,0.23926844538327366,0.29532255209029074,0.34189955163142016,0.36012555000507357,0.3599924285700014,0.0731516004662701,0.04120591894726245,0.06426770236277761,0.09236919261302044,0.10637256119168793,0.10588227386596391,0.29008973308150715,0.25456664902103826,0.2942814790575429,0.33678678522137256,0.3556397836266948,0.35624747908502397
20,CVMon,-0.02365672708440109,0.09440284601502973,0.13827627653499958,0.155665920598701,0.15837282993235619,0.14286440227619926,0.15881116417169483,0.22389026246361304,0.21042625643741797,0.16801049599645834,0.1513790184872804,0.11848731895574087,-0.005752333256289728,0.0010295853173749726,0.049323507820449586,0.0905733050395099,0.11259400184683882,0.10883953248879509,-0.010117841801865729,0.0443204682582139,0.059408766978436854,0.07764365860805462,0.0920513913315907,0.07802050981109608,-0.0034334325957236875,0.01638590418524633,0.05858881839338387,0.0952670385398365,0.11547726954774067,0.11030235865163983,-0.014883964157710943,0.05186642312343409,0.06280597003279575,0.07835391356205537,0.09231153103875353,0.07803586298868172,-0.02372173897225009,0.052062893533587645,0.06554677068096403,0.09483372232330356,0.11466130123404085,0.10870735008838203,-0.062087071731212425,0.03319070271853665,0.04839469325954784,0.07000547774796577,0.08683452357430714,0.07405063400413027
21,SWCas,0.002124918987358979,-0.00847954999194807,-0.01781683782905508,-0.009321888552870203,-0.010426780403789348,0.0010844469838741757,-0.10591525483459067,-0.14931818129725324,-0.20610666520568316,-0.22883484765911707,-0.24096524378584844,-0.23544998866739067,0.0169495242599888,-0.00037107584208353355,-0.017776829069069217,-0.010116026850239492,-0.011046756751567936,0.0008870163864305624,-0.11364308263963414,-0.15596459126068327,-0.20906060841033822,-0.2283203009503775,-0.24007813085645058,-0.23452149808753042,-0.005638923729877056,0.0009575101356478535,-0.006254719232023254,0.0004594323511553202,-0.003649371308854266,0.006445517146980907,-0.1206729644229736,-0.15225554318635656,-0.19886638497193182,-0.21791293358890412,-0.2325874683356621,-0.22907677051649153,0.044722616304628794,0.028234825073852044,0.0065202787999557,0.00938268272152771,0.0020603409390296465,0.0107553152021176,-0.13565648211081943,-0.16017842617218797,-0.1980613032840898,-0.21406296363706187,-0.2293933602096349,-0.22643225479006446
22,XLac,0.02287870211478315,-0.09129811512217728,-0.20085778458281953,-0.3283402607440819,-0.38387706692774914,-0.4423204823506203,-0.22078322761401983,-0.31125780757217464,-0.45033498843836944,-0.5571167604111776,-0.5928518243216861,-0.627574136902756,0.20997966360818787,-0.00446131629384587,-0.21372465729220338,-0.35737021220030524,-0.40697456673699306,-0.45956319255441974,-0.27478435716725536,-0.36489793661866793,-0.48912246055689407,-0.5746528445862386,-0.6029386239578355,-0.6334075301260518,0.13329906251418175,-0.06894016875810832,-0.24940752739946953,-0.37247225017625496,-0.41497127209178897,-0.46407345813167433,-0.36573541233187395,-0.4202604922559909,-0.5121413860813679,-0.5768909728259911,-0.6025088800906807,-0.6323048365066025,-0.3762949948505788,-0.35884583732181613,-0.36948654131265246,-0.42030800344115765,-0.44287698326467895,-0.48179664528258037,-0.5852618851015972,-0.5697176672656608,-0.5881472251840355,-0.6082684910182902,-0.6204300829131073,-0.6434163276022925
23,VCen,-0.008642053628085301,0.03448636216646066,0.06308243839030195,0.07243596181052538,0.07571008680545,0.060421706660920886,0.08257152372736465,0.11640844153345171,0.1463224224549302,0.140726535448143,0.13883082544400752,0.11676463921289869,-0.04037445921782273,0.0010249840869944224,0.04910308041261021,0.0651744563219258,0.07082487879434379,0.056393918030216525,0.062312660728224924,0.0939932808424156,0.1259920108824897,0.12733587662861431,0.1297893156164408,0.11051303256312695,-0.004772086924047348,0.007422890148836991,0.03907721075419697,0.054186992591064666,0.06268550640974604,0.04996747705664816,0.038312744930079266,0.068457547994702,0.10279535784648013,0.11144946910052565,0.11905552315997685,0.10299811543090724,-0.07316886429156697,-0.030823210716542104,0.012241606694624353,0.03466459930036344,0.04932138139492574,0.0397358306676109,-0.051658056521418194,0.002150466211349979,0.05896628141290424,0.08671617580677266,0.10287747449302666,0.09172693342688794
24,FMCas,0.006350638699252162,-0.025342405358257946,-0.04601997525176563,-0.04833289147532486,-0.05559836710268013,-0.056955640826009284,0.07254651765250857,0.10227529634176825,0.15157651265328212,0.22261203827260176,0.2351460763931311,0.24947912923936896,0.028645090057057496,-0.0007358487185001192,-0.03525170707966093,-0.04237665346153244,-0.051705139126755284,-0.054029928703778894,0.09688465639098533,0.12682428002837454,0.16999987580270012,0.2314952965823349,0.24041158173404206,0.25265150112167767,0.008871898452339122,-0.007646256017370824,-0.033071787910368994,-0.03797234560906859,-0.048462052801101455,-0.051471073187997256,0.1562984575479893,0.1706370086552145,0.19598316900570403,0.24268986256113348,0.24689783176373664,0.25673268805384,-0.04836616046480275,-0.056270117237708486,-0.0590715938786149,-0.04912814248115574,-0.0557493942698601,-0.056315306971545596,0.19263841986010125,0.1874583029876596,0.19766376223336501,0.24098971067504882,0.24482424223390287,0.2549149214895232
25,CSVel,-0.01487657517351736,0.05936539870143805,0.10767847041443099,0.12339685939187686,0.13974121883949256,0.1286597304563756,0.07895719992299749,0.11131300690573634,0.12769417146680706,0.08897689528014151,0.09038023640726052,0.06269440542077889,-0.06672201223445923,0.0017173063682340115,0.08226960180401997,0.10969078025689319,0.13079984532808347,0.12162788358707598,0.03720964466838318,0.0663855745500697,0.08898563765611553,0.06517607889317141,0.07462936733624818,0.051971480126577825,-0.018748257327903917,0.017080575687783553,0.07552764190949751,0.0987747309410046,0.12265751677411074,0.11497856719965066,-0.004239679529068365,0.028634049448957317,0.05817254095646332,0.04560700952137119,0.06176301198738084,0.04308148943088377,0.01633589905478981,0.05688971169858343,0.09012061551307537,0.09925355985160669,0.12256174577388976,0.11377378440891864,-0.044164910554296756,0.006135285337507719,0.044600855906572985,0.03698542215379598,0.056283360639718005,0.03912256651199805
26,MWCyg,0.031087979001139753,-0.12405746932331149,-0.24835671224720737,-0.3439318340151739,-0.3831476541522178,-0.412614059115196,0.07016972279556961,0.09892451664616125,0.14901164950290474,0.26521450191629753,0.29704079268976274,0.32616743911714896,0.21049821850530823,-0.004793548869206807,-0.22964065352144905,-0.348232338832516,-0.3882188592693497,-0.41612452138433564,0.09810587135385815,0.12728421283486197,0.17061638645793742,0.2757794926510923,0.30321543590088307,0.329795502288514,0.10060954344406481,-0.060786770859618124,-0.23920864335975922,-0.34114005596930513,-0.3806987262047168,-0.4091885394197393,0.22202777915280827,0.22887936047083168,0.23886715670369088,0.3110313861272818,0.32523401227446214,0.3443614835774068,-0.20856815359342432,-0.25366869996418856,-0.31240392265047273,-0.36103365195139436,-0.3904521517814558,-0.4138507973204763,0.37270264058759917,0.3266189027868503,0.28699689360568686,0.3335004715416029,0.3384492301826003,0.35277127094600497
27,FMAql,0.011206704119511367,-0.04472067330175201,-0.10528476973964825,-0.065922966372425,-0.060599524348566566,-0.05874973362667422,-0.2982408574893553,-0.420456736835418,-0.601426796387419,-0.6043053954553202,-0.618747082261717,-0.6307593922918614,0.1238609088616782,-0.002541424328087241,-0.12174995175836184,-0.08509626843357125,-0.07421073473626873,-0.06851453374835176,-0.3585570374601504,-0.4796542109594003,-0.6429459427886907,-0.6223472605131501,-0.6291727727251318,-0.6368982428269482,-0.0021889305649121565,-0.00620384807990635,-0.0704711457620295,-0.03404918790657761,-0.03769941276408111,-0.041761447411994446,-0.31288695119248694,-0.40448375459844427,-0.5649275437854284,-0.5633428466769157,-0.5887679771092901,-0.608567874053595,0.004753186257003593,-0.029673833830801844,-0.09840269903288863,-0.03742383460080446,-0.03957866234567137,-0.04289872621186666,-0.45283732998756837,-0.50627346159499,-0.6178599077893253,-0.5796965897694106,-0.5971450189692357,-0.6131934440473787
