,name,logP,HST,EBV,BBV_h,VBV_h,RBV_h,IBV_h,JBV_h,HBV_h,KBV_h,BBR_h,VBR_h,RBR_h,IBR_h,JBR_h,HBR_h,KBR_h,BBI_h,VBI_h,RBI_h,IBI_h,JBI_h,HBI_h,KBI_h,BBJ_h,VBJ_h,RBJ_h,IBJ_h,JBJ_h,HBJ_h,KBJ_h,BBH_h,VBH_h,RBH_h,IBH_h,JBH_h,HBH_h,KBH_h,BBK_h,VBK_h,RBK_h,IBK_h,JBK_h,HBK_h,KBK_h,BVR_h,VVR_h,RVR_h,IVR_h,JVR_h,HVR_h,KVR_h,BVI_h,VVI_h,RVI_h,IVI_h,JVI_h,HVI_h,KVI_h,BVJ_h,VVJ_h,RVJ_h,IVJ_h,JVJ_h,HVJ_h,KVJ_h,BVH_h,VVH_h,RVH_h,IVH_h,JVH_h,HVH_h,KVH_h,BVK_h,VVK_h,RVK_h,IVK_h,JVK_h,HVK_h,KVK_h,BRI_h,VRI_h,RRI_h,IRI_h,JRI_h,HRI_h,KRI_h,BRJ_h,VRJ_h,RRJ_h,IRJ_h,JRJ_h,HRJ_h,KRJ_h,BRH_h,VRH_h,RRH_h,IRH_h,JRH_h,HRH_h,KRH_h,BRK_h,VRK_h,RRK_h,IRK_h,JRK_h,HRK_h,KRK_h,BIJ_h,VIJ_h,RIJ_h,IIJ_h,JIJ_h,HIJ_h,KIJ_h,BIH_h,VIH_h,RIH_h,IIH_h,JIH_h,HIH_h,KIH_h,BIK_h,VIK_h,RIK_h,IIK_h,JIK_h,HIK_h,KIK_h,BJH_h,VJH_h,RJH_h,IJH_h,JJH_h,HJH_h,KJH_h,BJK_h,VJK_h,RJK_h,IJK_h,JJK_h,HJK_h,KJK_h,BHK_h,VHK_h,RHK_h,IHK_h,JHK_h,HHK_h,KHK_h
0,RT Aur,0.571489,8.099,0.059,-4.549677419354838,-4.549677419354838,-4.644677419354838,-4.4394838709677416,-4.439225806451613,-4.4594516129032264,-4.4434516129032255,-4.817311827956988,-4.753978494623656,-4.817311827956989,-4.563698924731183,-4.4988817204301075,-4.496430107526882,-4.467763440860216,-4.344045584045584,-4.392706552706553,-4.512037037037037,-4.344045584045584,-4.393390313390313,-4.431039886039886,-4.4247720797720795,-4.4075442043222,-4.441178781925343,-4.552996070726915,-4.373516699410609,-4.407544204322201,-4.439813359528488,-4.4305402750491165,-4.444986713906112,-4.469760850310009,-4.577147918511957,-4.390894596988486,-4.415890168290523,-4.444986713906112,-4.433941541186892,-4.432837951301428,-4.4604869857262806,-4.5693115029387075,-4.3852560873215785,-4.4131821998320735,-4.4433081444164575,-4.432837951301428,-5.352580645161291,-5.162580645161292,-5.162580645161292,-4.812129032258065,-4.618193548387097,-4.570387096774194,-4.516387096774194,-4.1814285714285715,-4.268571428571429,-4.4071428571428575,-4.268571428571429,-4.357142857142857,-4.408571428571429,-4.41,-4.345310734463277,-4.393672316384181,-4.5128531073446325,-4.344632768361582,-4.393672316384181,-4.431214689265537,-4.424887005649718,-4.405360195360196,-4.4395115995116,-4.551587301587302,-4.372503052503053,-4.407057387057387,-4.4395115995116,-4.430341880341881,-4.39172531214529,-4.429103291713962,-4.542792281498298,-4.366174801362089,-4.404018161180477,-4.437627695800227,-4.429103291713962,-3.4154852320675095,-3.6838818565400837,-3.9130801687763705,-3.9130801687763705,-4.186413502109704,-4.302742616033756,-4.3404219409282705,-4.062983725135624,-4.178155515370705,-4.330741410488246,-4.213598553345388,-4.330741410488246,-4.3922061482820975,-4.3992405063291145,-4.184246987951808,-4.270722891566265,-4.408960843373494,-4.2698795180722895,-4.357771084337349,-4.408960843373494,-4.410256024096386,-4.186584022038568,-4.272506887052342,-4.410468319559229,-4.270964187327824,-4.358292011019284,-4.409283746556474,-4.410468319559229,-4.548607594936708,-4.548860759493671,-4.643987341772152,-4.438987341772152,-4.438987341772152,-4.459303797468355,-4.443354430379747,-4.610936768149884,-4.596440281030446,-4.684192037470726,-4.467915690866511,-4.45288056206089,-4.467915690866511,-4.449016393442624,-4.5603067484662585,-4.557791411042945,-4.651533742331289,-4.444417177914111,-4.4415950920245395,-4.460920245398773,-4.444417177914111,-4.788378378378384,-4.731891891891896,-4.798648648648652,-4.550270270270273,-4.492432432432434,-4.492432432432434,-4.465135135135136,-4.581676300578037,-4.574104046242776,-4.665317919075147,-4.454335260115608,-4.446358381502891,-4.463872832369943,-4.446358381502891,-4.211612903225803,-4.291612903225804,-4.426612903225805,-4.282580645161289,-4.363870967741935,-4.412741935483871,-4.412741935483871
1,QZ Nor,0.578244,10.512,0.253,-4.534516129032259,-4.534516129032259,-4.594516129032258,-4.405225806451613,-4.272838709677419,-4.283677419354839,-4.255677419354838,-4.703548387096774,-4.663548387096774,-4.703548387096774,-4.483677419354838,-4.310516129032258,-4.307032258064516,-4.2710322580645155,-4.2932478632478634,-4.3503418803418805,-4.438888888888889,-4.2932478632478634,-4.2190598290598285,-4.25034188034188,-4.233760683760684,-4.197779960707269,-4.277465618860511,-4.377308447937131,-4.24893909626719,-4.197779960707269,-4.237151277013752,-4.2250884086444005,-4.243463241806909,-4.312338352524358,-4.406775907883082,-4.270141718334809,-4.207962798937112,-4.243463241806909,-4.229238263950398,-4.227816960537364,-4.300394626364399,-4.396683459277917,-4.262879932829555,-4.204475230898405,-4.2413014273719565,-4.227816960537363,-5.041612903225804,-4.921612903225805,-4.921612903225805,-4.640580645161289,-4.385870967741935,-4.353741935483871,-4.301741935483871,-4.102448979591836,-4.20469387755102,-4.315816326530611,-4.20469387755102,-4.176530612244898,-4.223979591836735,-4.216428571428571,-4.050338983050847,-4.164915254237288,-4.282203389830508,-4.180508474576271,-4.164915254237288,-4.2167796610169495,-4.211694915254237,-4.133296703296704,-4.228241758241759,-4.335714285714285,-4.2190109890109895,-4.183406593406593,-4.228241758241758,-4.219230769230769,-4.1198978433598175,-4.218013620885357,-4.3270715096481265,-4.212792281498297,-4.180419977298524,-4.22639046538025,-4.218013620885357,-3.488227848101266,-3.735822784810127,-3.919620253164557,-3.919620253164557,-4.039620253164557,-4.139113924050633,-4.160632911392405,-3.7724954792043395,-3.9528209764918625,-4.102983725135624,-4.051555153707052,-4.102983725135624,-4.178390596745027,-4.186455696202532,-3.9212650602409647,-4.066385542168675,-4.1989457831325305,-4.120602409638554,-4.136144578313253,-4.1989457831325305,-4.199969879518072,-3.923112947658402,-4.067796143250689,-4.200137741046832,-4.121460055096419,-4.136556473829201,-4.199201101928375,-4.200137741046832,-3.9856962025316456,-4.115569620253165,-4.240506329113924,-4.150506329113924,-4.150506329113924,-4.207848101265823,-4.205822784810127,-4.161615925058548,-4.249859484777518,-4.353981264637003,-4.232154566744731,-4.189718969555035,-4.232154566744731,-4.221803278688524,-4.133885480572596,-4.228691206543967,-4.336094069529652,-4.219284253578731,-4.183537832310838,-4.228323108384458,-4.219284253578731,-4.6624324324324355,-4.632162162162165,-4.677027027027028,-4.464594594594596,-4.301351351351352,-4.301351351351352,-4.267297297297297,-4.404566473988439,-4.435317919075144,-4.510693641618497,-4.344913294797688,-4.2438728323699415,-4.265722543352601,-4.2438728323699415,-3.942903225806444,-4.082903225806446,-4.212903225806447,-4.130645161290319,-4.140967741935482,-4.201935483870967,-4.201935483870967
2,SU Cyg,0.584952,9.622,0.098,-4.596129032258065,-4.596129032258065,-4.6611290322580645,-4.5518064516129035,-4.522709677419355,-4.55441935483871,-4.54041935483871,-4.779247311827956,-4.735913978494623,-4.779247311827957,-4.636795698924731,-4.5635268817204295,-4.579720430107527,-4.5570537634408605,-4.513418803418803,-4.532991452991453,-4.607777777777778,-4.513418803418803,-4.504273504273504,-4.542991452991453,-4.532905982905984,-4.501650294695481,-4.524007858546169,-4.600186640471513,-4.50795677799607,-4.501650294695481,-4.541365422396857,-4.531836935166995,-4.547732506643047,-4.559185119574845,-4.629911426040744,-4.529344552701506,-4.511922054915855,-4.547732506643047,-4.536023029229407,-4.5348530646515535,-4.549353484466835,-4.621603694374476,-4.523366918555835,-4.509051217464316,-4.545952980688497,-4.5348530646515535,-5.145483870967739,-5.01548387096774,-5.01548387096774,-4.806774193548385,-4.64516129032258,-4.630322580645161,-4.590322580645162,-4.448010204081632,-4.483061224489796,-4.565586734693877,-4.483061224489796,-4.48969387755102,-4.533954081632653,-4.5269642857142856,-4.460282485875706,-4.492429378531074,-4.573502824858757,-4.488757062146893,-4.492429378531074,-4.535649717514125,-4.528079096045198,-4.529413919413919,-4.545201465201465,-4.618095238095238,-4.520842490842491,-4.507838827838828,-4.545201465201465,-4.534358974358975,-4.513291713961408,-4.532894438138479,-4.607695800227015,-4.513359818388196,-4.504245175936436,-4.542973893303065,-4.532894438138479,-3.9918565400843886,-4.134852320675106,-4.271350210970464,-4.271350210970464,-4.388016877637131,-4.470928270042195,-4.4855274261603375,-4.268227848101266,-4.345822784810127,-4.449620253164557,-4.399620253164557,-4.449620253164557,-4.5091139240506335,-4.510632911392405,-4.3856024096385555,-4.435421686746989,-4.525331325301205,-4.454096385542169,-4.475783132530121,-4.525331325301205,-4.521295180722892,-4.378319559228651,-4.429862258953169,-4.5206336088154275,-4.4507162534435265,-4.474159779614325,-4.524325068870524,-4.5206336088154275,-4.475506329113925,-4.504050632911393,-4.583322784810127,-4.495822784810127,-4.495822784810127,-4.537753164556962,-4.529462025316456,-4.6041451990632325,-4.602248243559719,-4.666299765807963,-4.55552693208431,-4.524496487119438,-4.55552693208431,-4.541147540983607,-4.5656237218813915,-4.572842535787322,-4.641451942740287,-4.537648261758692,-4.515910020449898,-4.5502044989775055,-4.537648261758692,-4.970360360360363,-4.881801801801804,-4.902522522522524,-4.725495495495497,-4.606126126126127,-4.606126126126127,-4.574414414414415,-4.730231213872835,-4.698497109826592,-4.74763005780347,-4.614046242774568,-4.552601156069365,-4.572947976878614,-4.552601156069365,-4.300322580645163,-4.370322580645162,-4.470322580645162,-4.4145161290322585,-4.456774193548387,-4.513548387096774,-4.513548387096774
3,Y Lac,0.635863,11.783,0.207,-4.98741935483871,-4.98741935483871,-5.067419354838709,-4.919870967741936,-4.819806451612903,-4.883612903225806,-4.859612903225806,-5.21279569892473,-5.159462365591397,-5.21279569892473,-5.02447311827957,-4.870043010752688,-4.914752688172043,-4.8800860215053765,-4.861367521367521,-4.891196581196581,-4.986111111111111,-4.861367521367521,-4.791709401709402,-4.866196581196581,-4.848162393162394,-4.771728880157171,-4.822770137524558,-4.928290766208251,-4.819764243614931,-4.771728880157171,-4.853811394891945,-4.840019646365422,-4.866970770593445,-4.89547387068202,-4.989725420726306,-4.863968113374668,-4.79295837023915,-4.866970770593445,-4.848671390611161,-4.846842989084803,-4.880109151973132,-4.976742233417296,-4.854626364399664,-4.788471872376155,-4.864189756507137,-4.846842989084803,-5.663548387096771,-5.503548387096773,-5.503548387096773,-5.233677419354837,-4.970516129032258,-4.977032258064516,-4.921032258064516,-4.7616836734693875,-4.815102040816326,-4.921811224489796,-4.815102040816326,-4.769489795918368,-4.852423469387755,-4.839107142857143,-4.67728813559322,-4.750677966101695,-4.867372881355932,-4.77593220338983,-4.750677966101695,-4.840762711864407,-4.831440677966102,-4.821379731379732,-4.860671550671551,-4.9603174603174605,-4.842808302808303,-4.782796092796093,-4.860671550671551,-4.8445299145299145,-4.797377979568672,-4.842349602724177,-4.944835414301929,-4.8316685584562995,-4.77744608399546,-4.857355278093076,-4.842349602724177,-4.171856540084389,-4.364852320675106,-4.541350210970465,-4.541350210970465,-4.638016877637131,-4.770928270042194,-4.785527426160337,-4.400849909584087,-4.5396564195298374,-4.689059674502713,-4.647631103074141,-4.689059674502713,-4.8025678119349005,-4.8063291139240505,-4.624789156626507,-4.710602409638555,-4.833509036144578,-4.751566265060241,-4.738975903614458,-4.833509036144578,-4.826671686746988,-4.612451790633609,-4.701184573002755,-4.825550964187328,-4.745840220385675,-4.736225895316805,-4.8318044077134985,-4.825550964187328,-4.572594936708861,-4.670759493670887,-4.799841772151899,-4.727341772151899,-4.727341772151899,-4.82629746835443,-4.821930379746836,-4.876182669789228,-4.902505854800937,-4.995667447306792,-4.8682435597189695,-4.795011709601874,-4.8682435597189695,-4.849508196721311,-4.8259918200409,-4.864192229038855,-4.963292433537832,-4.844948875255624,-4.783824130879346,-4.861308793456033,-4.844948875255624,-5.740450450450451,-5.562252252252253,-5.553153153153153,-5.26936936936937,-4.987657657657658,-4.987657657657658,-4.928018018018018,-5.2888439306358395,-5.217514450867053,-5.261849710982659,-5.059768786127168,-4.88699421965318,-4.925260115606936,-4.88699421965318,-4.480322580645163,-4.600322580645162,-4.740322580645162,-4.684516129032259,-4.706774193548387,-4.813548387096774,-4.813548387096774
4,T Vul,0.646934,8.606,0.064,-4.9309677419354845,-4.9309677419354845,-4.990967741935484,-4.797548387096774,-4.666322580645161,-4.698645161290323,-4.672645161290323,-5.1,-5.06,-5.1,-4.876,-4.704,-4.722,-4.688000000000001,-4.681994301994303,-4.740911680911681,-4.830370370370371,-4.681994301994303,-4.610826210826211,-4.664245014245014,-4.6500284900284905,-4.59041257367387,-4.671001964636542,-4.771296660117878,-4.639489194499018,-4.590412573673871,-4.651591355599215,-4.641709233791749,-4.661399468556245,-4.725190434012401,-4.817085916740478,-4.672435783879539,-4.606235606731621,-4.661399468556245,-4.648157661647476,-4.646834592779177,-4.71407220822838,-4.807691015952981,-4.665675902602855,-4.602989084802687,-4.659387069689337,-4.646834592779177,-5.438064516129032,-5.318064516129032,-5.318064516129032,-5.032903225806452,-4.779354838709677,-4.768709677419355,-4.718709677419355,-4.485102040816327,-4.59061224489796,-4.703367346938776,-4.59061224489796,-4.566938775510204,-4.637040816326531,-4.632142857142857,-4.441299435028249,-4.557175141242938,-4.6751129943502825,-4.5702824858757065,-4.557175141242938,-4.630988700564972,-4.628163841807909,-4.5593650793650795,-4.6473015873015875,-4.751269841269842,-4.625079365079365,-4.583492063492064,-4.6473015873015875,-4.638888888888889,-4.546855845629967,-4.6377525539160045,-4.743200908059023,-4.619273552780931,-4.580703745743474,-4.645573212258797,-4.6377525539160045,-3.8618565400843887,-4.114852320675106,-4.301350210970464,-4.301350210970464,-4.428016877637131,-4.550928270042195,-4.575527426160337,-4.161916817359855,-4.343905967450271,-4.494900542495479,-4.440614828209765,-4.494900542495479,-4.5923869801084996,-4.6027848101265825,-4.354246987951808,-4.490722891566266,-4.618960843373494,-4.529879518072289,-4.53777108433735,-4.618960843373494,-4.620256024096386,-4.356584022038568,-4.4925068870523415,-4.6204683195592295,-4.530964187327824,-4.5382920110192835,-4.619283746556474,-4.620468319559229,-4.386962025316455,-4.515696202531646,-4.64006329113924,-4.545063291139241,-4.545063291139241,-4.623481012658228,-4.623227848101266,-4.627540983606558,-4.6993442622950825,-4.795245901639344,-4.65672131147541,-4.598688524590164,-4.65672131147541,-4.645081967213115,-4.59635991820041,-4.675541922290389,-4.775132924335378,-4.642249488752556,-4.591738241308794,-4.65241308793456,-4.642249488752556,-5.312432432432436,-5.222162162162165,-5.237027027027029,-4.974594594594596,-4.751351351351352,-4.751351351351352,-4.7072972972972975,-4.97884393063584,-4.967514450867053,-5.02184971098266,-4.8197687861271685,-4.67699421965318,-4.7052601156069365,-4.67699421965318,-4.381612903225803,-4.511612903225804,-4.636612903225805,-4.542580645161289,-4.543870967741935,-4.622741935483871,-4.622741935483871
5,FF Aql,0.650397,7.756,0.196,-4.8264516129032256,-4.8264516129032256,-4.876451612903225,-4.738322580645161,-4.6174838709677415,-4.6169677419354835,-4.584967741935484,-4.967311827956989,-4.933978494623656,-4.967311827956989,-4.803698924731183,-4.648881720430107,-4.6364301075268815,-4.5977634408602155,-4.661994301994302,-4.700911680911681,-4.770370370370371,-4.661994301994302,-4.580826210826211,-4.594245014245014,-4.57002849002849,-4.5575442043222,-4.621178781925344,-4.702996070726916,-4.613516699410609,-4.5575442043222,-4.579813359528488,-4.560540275049116,-4.583383525243578,-4.640903454384411,-4.719663418954827,-4.625509300265722,-4.5633038086802475,-4.583383525243578,-4.562887511071745,-4.560839630562553,-4.623694374475231,-4.70512174643157,-4.615046179680941,-4.558278757346767,-4.580268681780017,-4.560839630562553,-5.249032258064515,-5.149032258064516,-5.149032258064516,-4.934451612903226,-4.711677419354839,-4.675354838709677,-4.623354838709678,-4.531938775510204,-4.601632653061225,-4.686479591836735,-4.601632653061225,-4.551836734693877,-4.5762755102040815,-4.5582142857142856,-4.4398022598870055,-4.531299435028249,-4.62704802259887,-4.558870056497176,-4.531299435028249,-4.563545197740113,-4.5498446327683615,-4.491379731379732,-4.570671550671551,-4.66031746031746,-4.582808302808303,-4.542796092796093,-4.570671550671551,-4.5545299145299145,-4.467377979568672,-4.552349602724178,-4.64483541430193,-4.5716685584563,-4.53744608399546,-4.567355278093076,-4.552349602724177,-4.062953586497891,-4.2436286919831225,-4.383966244725739,-4.383966244725739,-4.447299578059072,-4.511476793248946,-4.515611814345991,-4.212983725135623,-4.358155515370704,-4.480741410488245,-4.453598553345389,-4.480741410488245,-4.532206148282097,-4.529240506329114,-4.314518072289157,-4.43566265060241,-4.546234939759036,-4.500722891566265,-4.503373493975904,-4.546234939759036,-4.5384638554216865,-4.300495867768595,-4.42495867768595,-4.537190082644628,-4.494214876033058,-4.500247933884298,-4.544297520661157,-4.537190082644628,-4.325506329113923,-4.444050632911392,-4.553322784810126,-4.505822784810126,-4.505822784810126,-4.547753164556962,-4.539462025316456,-4.454145199063231,-4.542248243559719,-4.636299765807962,-4.5655269320843095,-4.534496487119438,-4.5655269320843095,-4.551147540983607,-4.41562372188139,-4.512842535787321,-4.6114519427402865,-4.547648261758691,-4.525910020449897,-4.560204498977505,-4.547648261758691,-4.820360360360363,-4.821801801801804,-4.872522522522524,-4.735495495495497,-4.616126126126127,-4.616126126126127,-4.5844144144144146,-4.580231213872835,-4.6384971098265915,-4.71763005780347,-4.624046242774567,-4.5626011560693644,-4.582947976878613,-4.5626011560693644,-4.150322580645163,-4.310322580645162,-4.440322580645162,-4.424516129032259,-4.466774193548387,-4.523548387096774,-4.523548387096774
6,T Vel,0.666501,10.022,0.289,-5.026774193548388,-5.026774193548388,-5.091774193548387,-4.91483870967742,-4.742258064516129,-4.7895161290322585,-4.759516129032258,-5.209892473118279,-5.166559139784946,-5.209892473118279,-4.999827956989247,-4.783075268817204,-4.814817204301075,-4.776150537634408,-4.817891737891738,-4.867321937321938,-4.957037037037037,-4.817891737891738,-4.695698005698006,-4.7606552706552705,-4.74054131054131,-4.6606483300589385,-4.74728880157171,-4.855609037328094,-4.744911591355599,-4.6606483300589385,-4.738929273084479,-4.726257367387033,-4.751479185119575,-4.816625332152348,-4.914198405668733,-4.787068201948627,-4.680894596988486,-4.751479185119575,-4.734508414526129,-4.732812762384551,-4.802376154492023,-4.90215785054576,-4.778404701931151,-4.676733837111671,-4.748900083963056,-4.73281276238455,-5.57612903225806,-5.446129032258062,-5.446129032258062,-5.169806451612901,-4.864709677419354,-4.865419354838709,-4.809419354838709,-4.652704081632653,-4.741224489795918,-4.850484693877551,-4.741224489795918,-4.658877551020408,-4.737831632653061,-4.725535714285714,-4.500338983050847,-4.624915254237288,-4.752203389830508,-4.6705084745762715,-4.624915254237288,-4.7167796610169495,-4.711694915254237,-4.647277167277167,-4.7370818070818075,-4.846984126984127,-4.738705738705739,-4.657667887667888,-4.7370818070818075,-4.725042735042734,-4.629375709421112,-4.723416572077185,-4.835437003405221,-4.730397275822929,-4.6536776390465375,-4.73460839954597,-4.723416572077185,-4.048776371308019,-4.280210970464137,-4.460928270042196,-4.460928270042196,-4.524261603375527,-4.654388185654009,-4.670675105485232,-4.198806509945751,-4.394737793851718,-4.557703435804702,-4.530560578661845,-4.557703435804702,-4.675117540687161,-4.684303797468354,-4.430451807228916,-4.571566265060242,-4.707123493975904,-4.638072289156627,-4.60933734939759,-4.707123493975904,-4.705346385542168,-4.427245179063361,-4.569118457300275,-4.705055096418732,-4.6365840220385675,-4.60862258953168,-4.70668044077135,-4.705055096418732,-4.3113291139240495,-4.480632911392404,-4.630284810126581,-4.582784810126582,-4.582784810126582,-4.690664556962025,-4.694525316455696,-4.642295081967212,-4.7332786885245905,-4.843770491803278,-4.736393442622951,-4.656557377049181,-4.736393442622951,-4.724590163934426,-4.610674846625765,-4.709141104294478,-4.823374233128833,-4.721717791411042,-4.649509202453987,-4.7320245398773,-4.721717791411042,-5.584504504504508,-5.452522522522525,-5.451531531531534,-5.1736936936936955,-4.866576576576577,-4.866576576576577,-4.81018018018018,-5.157456647398844,-5.126531791907515,-5.176069364161849,-4.975491329479769,-4.771387283236994,-4.80757225433526,-4.771387283236994,-4.392903225806444,-4.542903225806446,-4.682903225806447,-4.620645161290319,-4.600967741935482,-4.701935483870967,-4.701935483870967
7,VZ Cyg,0.687034,11.338,0.266,-5.1977419354838705,-5.1977419354838705,-5.2827419354838705,-5.076387096774193,-4.93458064516129,-4.95616129032258,-4.934161290322581,-5.437204301075268,-5.3805376344086016,-5.437204301075268,-5.18752688172043,-4.987956989247312,-4.989247311827956,-4.955913978494624,-4.971282051282051,-5.024871794871794,-5.136666666666667,-4.971282051282051,-4.884102564102564,-4.924871794871795,-4.9135897435897435,-4.859096267190569,-4.939233791748526,-5.064302554027504,-4.919214145383104,-4.85909626719057,-4.909371316306483,-4.903398821218075,-4.917431355181576,-4.983764393268379,-5.101930912311779,-4.946288751107174,-4.872099202834367,-4.917431355181576,-4.9086979627989376,-4.90782535684299,-4.976431570109152,-5.095734676742234,-4.941830394626364,-4.8699580184718725,-4.916104114189756,-4.90782535684299,-5.916129032258064,-5.7461290322580645,-5.7461290322580645,-5.409806451612903,-5.094709677419355,-5.055419354838709,-4.99941935483871,-4.7921938775510196,-4.888163265306122,-5.021147959183673,-4.888163265306122,-4.844183673469388,-4.900127551020407,-4.897321428571429,-4.710819209039549,-4.826045197740113,-4.968658192090396,-4.8503954802259885,-4.826045197740114,-4.88888418079096,-4.889929378531074,-4.811330891330892,-4.902771672771673,-5.033492063492063,-4.897045177045177,-4.848449328449329,-4.902771672771673,-4.899059829059829,-4.8058115777525545,-4.89855845629966,-5.029931895573212,-4.894483541430193,-4.847219069239501,-4.902009080590238,-4.89855845629966,-4.057130801687763,-4.327046413502109,-4.547004219409282,-4.547004219409282,-4.680337552742616,-4.798565400843882,-4.830548523206751,-4.372983725135624,-4.568155515370705,-4.750741410488246,-4.693598553345389,-4.750741410488247,-4.842206148282098,-4.859240506329114,-4.553433734939759,-4.7059036144578315,-4.867138554216867,-4.777349397590361,-4.790963855421687,-4.867138554216867,-4.875632530120482,-4.568760330578513,-4.717603305785124,-4.87702479338843,-4.784462809917356,-4.794380165289256,-4.869256198347107,-4.87702479338843,-4.609873417721521,-4.748987341772153,-4.903544303797469,-4.803544303797469,-4.803544303797469,-4.874936708860759,-4.880759493670887,-4.828899297423886,-4.916182669789227,-5.044824355971897,-4.90519906323185,-4.852365339578454,-4.90519906323185,-4.900655737704918,-4.816728016359919,-4.906891615541922,-5.036973415132925,-4.8995501022494885,-4.849652351738242,-4.903517382413088,-4.899550102249489,-5.452432432432426,-5.3921621621621565,-5.447027027027023,-5.194594594594591,-4.99135135135135,-4.99135135135135,-4.957297297297297,-5.19456647398844,-5.195317919075144,-5.280693641618496,-5.074913294797687,-4.933872832369943,-4.955722543352601,-4.933872832369943,-4.732903225806464,-4.84290322580646,-4.982903225806459,-4.860645161290328,-4.830967741935487,-4.891935483870969,-4.891935483870969
8,V350 Sgr,0.712165,9.853,0.299,-5.27548387096774,-5.27548387096774,-5.365483870967741,-5.196774193548386,-5.07516129032258,-5.130322580645162,-5.080322580645161,-5.529032258064515,-5.469032258064515,-5.5290322580645155,-5.314451612903225,-5.131677419354838,-5.1653548387096775,-5.103354838709677,-5.128603988603988,-5.163361823361822,-5.27074074074074,-5.128603988603988,-5.042421652421652,-5.1100284900284905,-5.066980056980056,-5.017701375245579,-5.0787033398821215,-5.1992043222003925,-5.07713163064833,-5.017701375245579,-5.094705304518664,-5.056905697445972,-5.107050487156776,-5.146908768821966,-5.256837909654561,-5.1186005314437555,-5.037617360496014,-5.107050487156776,-5.065022143489814,-5.060822837951301,-5.111620486985726,-5.227019311502938,-5.0971452560873205,-5.027313182199832,-5.100663308144417,-5.060822837951301,-6.036129032258064,-5.856129032258064,-5.856129032258064,-5.549806451612902,-5.244709677419355,-5.23541935483871,-5.1494193548387095,-5.012448979591836,-5.074693877551019,-5.195816326530611,-5.07469387755102,-5.016530612244898,-5.093979591836735,-5.056428571428571,-4.904830508474577,-4.992542372881355,-5.126398305084745,-5.024745762711864,-4.992542372881355,-5.079110169491526,-5.046652542372881,-5.043296703296704,-5.098241758241759,-5.215714285714286,-5.089010989010989,-5.023406593406594,-5.098241758241759,-5.059230769230769,-4.985289443813848,-5.053961407491487,-5.178297389330306,-5.062088535754824,-5.010476730987514,-5.09022701475596,-5.053961407491487,-4.342953586497889,-4.563628691983121,-4.763966244725737,-4.763966244725737,-4.867299578059071,-5.001476793248945,-4.995611814345991,-4.5877396021699814,-4.750488245931283,-4.921862567811934,-4.87757685352622,-4.921862567811934,-5.035298372513562,-5.017848101265822,-4.811536144578314,-4.92132530120482,-5.066219879518073,-4.98144578313253,-4.971746987951807,-5.066219879518073,-5.038177710843374,-4.760936639118457,-4.882699724517906,-5.033581267217631,-4.957961432506886,-4.9604683195592285,-5.059228650137741,-5.03358126721763,-4.771329113924052,-4.890632911392405,-5.0402848101265825,-4.962784810126582,-4.962784810126582,-5.060664556962026,-5.034525316455696,-5.07161592505855,-5.119859484777519,-5.233981264637004,-5.102154566744732,-5.029718969555035,-5.102154566744731,-5.061803278688524,-4.963517382413088,-5.037341513292433,-5.164253578732106,-5.051983640081799,-5.00562372188139,-5.087218813905931,-5.051983640081799,-5.926486486486493,-5.772432432432437,-5.78540540540541,-5.498918918918921,-5.220270270270271,-5.220270270270271,-5.139459459459459,-5.314566473988439,-5.305317919075144,-5.390693641618497,-5.214913294797688,-5.083872832369941,-5.1357225433526015,-5.083872832369941,-4.219032258064503,-4.469032258064506,-4.684032258064508,-4.706451612903219,-4.839677419354835,-4.984354838709676,-4.984354838709676
