,V1162Aql,abs_g,abs0_g,VI_g,abs_i,abs0_i,VI_i,r_g,r0_g,r_VI_g,r_i,r0_i,r_VI_i,S_VI_g,M_VI_g,S_VI_i,M_VI_i
0,B,-1.663667869239477,-2.488771369239477,-4.818361746790497,-1.455,-2.2801035,-4.60969387755102,-0.9201146985655132,-0.9201146985655132,0.22457355060966933,-0.68432156900515,-0.68432156900515,0.4603666801700319,0.02943273662250359,0.08468848080740912,0.007482726154845631,0.07310419109534688
1,V,-2.551667869239477,-3.181517869239477,-4.959831134545599,-2.343,-2.97285,-4.751163265306122,-0.7197809753940947,-0.7197809753940947,0.15402684840375436,-0.48398784583373144,-0.48398784583373144,0.3898199779641178,0.013346191631981641,0.013346191631981641,0.0032825442654304537,0.0032825442654304537
2,I,-3.495667869239477,-3.878616669239477,-4.959831134545599,-3.287,-3.6699488,-4.751163265306122,-0.37724830846533797,-0.37724830846533797,0.15402684840375436,-0.14145517890497494,-0.14145517890497494,0.3898199779641178,0.008114484512245057,0.00811448451224539,0.0019957869133817585,0.00199578691338248
3,J,-4.120667869239477,-4.304584069239477,-4.823851542708865,-3.912,-4.0959162,-4.615183673469388,-0.10856832800222538,-0.10856832800222538,0.14658355654674704,0.12722480155813987,0.12722480155813987,0.3823766861071105,0.00044325921560445236,0.014670764089824706,-0.003155528060167334,0.00567654952356772
4,H,-4.533667869239476,-4.647670719239477,-4.969545420259885,-4.324999999999999,-4.43900285,-4.760877551020408,-0.011716863598447702,-0.011716863598447702,0.14644235250896287,0.22407626596191665,0.22407626596191665,0.382235482069329,0.0004839324555549751,0.021137828938239053,-0.001980072227443619,0.012005759643061387
5,K,-4.626667869239476,-4.701620019239476,-4.913239297810905,-4.417999999999999,-4.492952149999999,-4.704571428571428,0.02832451409206982,0.02832451409206982,0.1323076451240146,0.2641176436524333,0.2641176436524333,0.3681007746843781,-0.000175860407687356,0.009020100239408274,-0.0016238902745079886,0.0008857112430716851
