,V0600Aql,abs_g,abs0_g,VI_g,abs_i,abs0_i,VI_i,r_g,r0_g,r_VI_g,r_i,r0_i,r_VI_i,S_VI_g,M_VI_g,S_VI_i,M_VI_i
0,B,0.2676516819756145,-3.108925718024386,-5.871302399657037,0.20199999999999996,-3.1745774000000004,-5.936954081632652,1.1830198185941359,1.1830198185941359,-0.45093320764003497,1.1431985742348,1.1431985742348,-0.4907544519993712,0.19419904460516296,0.1546250099481417,0.26071318981849095,0.21220389540177415
1,V,-1.2233483180243852,-3.800888318024385,-5.909572807820303,-1.2889999999999997,-3.8665399999999996,-5.9752244897959175,0.8490263270115275,0.8490263270115275,-0.3982660594267715,0.8092050826521917,0.8092050826521917,-0.43808730378610683,0.15164234032194301,0.15164234032194301,0.2006966611804466,0.2006966611804466
2,I,-3.060348318024385,-4.6274926380243855,-5.909572807820304,-3.1259999999999994,-4.69314432,-5.975224489795918,0.3600877115277141,0.3600877115277141,-0.3982660594267724,0.32026646716837837,0.32026646716837837,-0.4380873037861077,0.0921985429157412,0.09219854291574087,0.12202356999771163,0.12202356999771075
3,J,-4.185348318024385,-4.937989998024385,-5.553725869044793,-4.2509999999999994,-5.003641679999999,-5.619377551020407,0.1758147891757531,0.1758147891757531,-0.188394587664229,0.13599354481641956,0.13599354481641956,-0.22821583202356432,0.05852300860405232,0.20704755849344464,0.06348330087215939,0.25480774718026933
4,H,-4.809348318024385,-5.275883058024385,-5.657554950677445,-4.874999999999999,-5.341534739999999,-5.72320663265306,0.08533803169097443,0.08533803169097443,-0.14042189025435725,0.045516787331639996,0.045516787331639996,-0.1802431346136899,0.03690212000146309,0.21727048982909453,0.03940009540150563,0.2728220598168455
5,K,-4.9873483180243845,-5.294075578024384,-5.545009032310099,-5.052999999999999,-5.359727259999999,-5.6106607142857134,0.05080649628316625,0.05080649628316625,-0.09762129770299222,0.010985251923830042,0.010985251923830042,-0.13744254206232753,0.025024566022591663,0.24331440360216933,0.02604210182380509,0.29956280952075165
