,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
r_KIJ_i,-0.4450831577143992,-0.44592196045863197,-0.3515921993434761,0.09414198407288143,-0.06863431536975728,-0.24061043794776182,-0.11151133507488264,0.47402791061020544,0.09717643312981217,-1.002945655115676,-0.30881204952174635,-0.008261395710989383,0.49875023907216853,0.0642123234664842,-0.17788481376740517,0.14403533521917744,-0.22543198911281337,0.36840885715243754,-0.6912610868468443,0.3763540254797224,0.08398121273126069,-0.23425346643538525,-0.6542296168847432,0.10446938794407501,0.2751144590822614,0.03580104067029666,0.37466824336085036,-0.5976862076331795,0.6131538154985492,0.2840917085458754,0.5649708594920515,0.07765112591014223,-0.2345833058504967,0.5050710624682981,-1.4491943706378976,-0.08661708254353684,0.7181798782450342,-0.0452376502530667,-0.048798318792018236,0.20461472975130413,1.0040379995019526,-0.7669269482615677,-1.4862825048059225,-0.21155098081075785,0.8024368681923546,-0.13642431830318547,0.6592185270361606,0.239735760665023,0.014108662038577968,0.2734744240361584,-0.4583852364266514,0.03410986363851176,0.04054815060466055,0.15184619316156667,0.15580261978315946,0.269569044205876,0.3907460710676025,0.2368585675984205,0.35516608929546667,0.3962435834330309,0.6503079219497909,0.10821098470877999,0.22205252185700797,-0.01138264662432853,0.07120297865825798,0.19672155813722458,0.012407233246152671,-0.23232317142215742,-0.32015150629066547,-0.3176641189154994,0.2298239311530006,0.2638316368710054,0.4887927667697083,-0.10102910871189685,0.082235995151132,0.17475336074545833,-0.20691448546531443,-0.005848238259015481,-0.04342612649945998,-0.06775928481157667,0.22111286705366862,0.1827393626680136,-0.14739148656665524,0.2263892405408372,0.05481958301423351,-0.08839968168293666,0.026848655173602687,-0.06675788241334146,-0.6009876987677458,-0.30081007527914494,-0.5418518212018011,0.11973306878492895,-0.29226942521825716,0.005737326121767694,-0.487410887013354
r_BIH_g,-0.06438562754312027,-0.5869684302006091,0.08870284566612696,-0.5516381521747356,0.4553820825048449,-0.0254888645468343,-0.2057367103514789,0.003240254132531817,-0.14298654039369652,-0.11139239685124558,0.05601815710326452,0.00263172364590325,-0.017643779632650514,0.08988604914538545,0.3366045897191956,0.22362229765095698,-0.27298948580805416,0.09703455596769928,-0.08121940223602309,0.20070688478562548,0.06778962692377188,0.049410169523151914,-0.4781299780464554,0.0014559537590494998,-0.003441071486388836,0.046692031569019576,-0.28432568447623474,0.3231284777303083,0.007613058056152866,-0.2990751367875166,-0.31385174418419215,0.029762121908712302,0.05910498333494463,0.009710452424664062,-0.638014772418221,0.11883491075989117,0.20858369634824125,-0.19044175474594294,0.3395911075673199,0.1810817901171493,0.22147942271409082,0.04148575732817683,0.045150987091416184,0.08085770337107867,0.23021268561380648,0.07610498355360917,0.3459145085886517,0.21309366744029834,-0.06068031993902512,0.4194557314388154,-0.28321095353329095,0.4029538899977583,-0.01311998485745658,-0.3371633745865603,0.110169773942979,-0.020175309945389408,-0.12750499135403537,-0.2676887430124184,0.2916648488871276,0.09518474520614717,0.08822319074118568,-0.24421699204901337,-0.3756714798039029,0.21548430523594675,0.420772732575899,0.2577570720808806,0.17245804884072768,-0.5194817400165039,-0.2236584295316213,0.0691865080964078,-0.05380570034179666,0.22624606053393492,0.2167165449055961,0.05652313282019339,0.16497798332707792,-0.3029432290753862,0.21480985973721722,0.02954945599659542,0.14310152655923503,-0.06164800614437205,-0.026301569257179302,-0.10258424896467133,0.02420880862706376,0.26922525618758364,0.26453664277934674,0.05135672743341679,0.3675256588469411,-0.24860398174403375,0.015055660069919874,-0.11733084316024023,-0.6529561841234894,-0.2764057726009961,0.006424892886838229,-0.13884923464662702,-0.12272597322860257
r_BIH_i,-0.18738840582185556,-0.4306383612420204,-0.23372279731639,0.11307244811732353,-0.06213896792539675,-0.45276022563125906,-0.2642244541688594,0.5071880518356497,-0.001815578013030894,-1.3058495827674887,-0.31857486541967717,0.015444417540797062,0.48674145162905624,0.061124101648431406,-0.04184623012523048,0.1751931303558063,-0.3137728532887474,0.5585384082435256,-0.683237717946378,0.455163222378526,0.026372285928765393,-0.19722993753490936,-0.6216308405648183,0.05340545896972326,0.3223115422999925,-0.03647702762092919,0.5318828891546676,-0.2664414629801257,0.6097528999392416,0.13195269502533513,0.46132526030991716,0.017795120034172385,-0.12193892847277255,0.5707720569216921,-1.5139759058116633,0.026815402757455864,0.7059384521006749,-0.14272136097292254,0.31599233346783695,0.3991822215721639,1.0429511693000295,-1.253103354388843,-1.359594598733346,-0.20373738384427575,0.7419449378818346,-0.043339772327319004,0.8195073180965924,0.31269011036181027,-0.0054089238694281505,0.3567445079310758,-0.6210087075640951,0.024122010466080646,0.0883845030765702,0.14189922323277848,0.26016864752206814,0.28000868425372705,0.3461835808620375,0.14122825403551786,0.17275793731297284,0.290905783198081,0.557548520654275,-0.13383180047109633,0.1460450821843402,0.15772357246488777,0.06375971188859442,0.4246212545082493,-0.037623278571591534,-0.5043620879446564,-0.5675969497724251,-0.3333097806795635,0.04975559796000173,0.33647578687565627,0.37912887230271775,0.030817165637411215,0.18472001798013427,0.36993245901714644,-0.0459023406787189,-0.09190709189780044,0.014454159446070314,-0.06523596089069805,0.22148438886260458,0.11516690724884349,-0.1898483905551771,0.10059744584479713,0.004617164215702907,-0.1548419914275252,0.019613892232870356,-0.08040579975499096,-0.6801043556341728,-0.2219120378893038,-0.894840687235309,0.1153223175721072,-0.22555647090424635,0.27777767141879384,-0.22516523741806793
r_VIH_g,-0.12772064132684324,-0.5955370278240615,0.021471217675100185,-0.5758500416849897,0.4519544653769021,0.052997930548270844,-0.10765615008914065,-0.0296098130954503,-0.127885592460947,0.020579472570976698,0.07279387111279245,-0.014531084570888808,-0.0809582028136413,0.09596517615319211,0.28320251607453883,0.20190139346648195,-0.24263192088671293,0.021464705245676008,-0.11080762905029573,0.12873697347248125,0.1642092231205048,0.02761606110407655,-0.47374748929106225,0.04219476475205841,-0.03281699328622878,0.10636433514612254,-0.36483125823733786,0.1933875508286258,0.01542350515396862,-0.26121588829731923,-0.28254583968340974,0.08692794272968118,0.009320416502304418,-0.03069849221563903,-0.6275629230465869,0.0669413467078499,0.2203059807135661,-0.10884509695457023,0.199041307792589,0.10852651070099384,0.13513792218179166,0.5221575701118866,-0.08864772744889571,0.09886270300479616,0.24030168147255182,-0.015700840984254505,0.29328748420704365,0.1689665719980491,-0.07136756126159849,0.36649119029458976,-0.22317090042193932,0.44191697934430696,-0.06051046485250211,-0.27852687062553905,0.07490285139871311,-0.022551441324346833,-0.1221209129255989,-0.27224665299793305,0.3222621675667581,0.1395025419645224,0.14281979363558328,-0.1583002936260378,-0.3193205417562881,0.14148763053664482,0.4250105640368744,0.149908768344293,0.1868615308530286,-0.3882790957373681,-0.2063732891680088,0.05657452744087177,0.008536135865909955,0.1764741054798744,0.23788580488581879,-0.0546836748025088,0.16036354808369868,-0.33295615504047227,0.16247214096131035,0.005720992920721812,0.0728689603338184,-0.11664108470635348,0.045784235942504026,-0.06292312230837194,0.036035772037841696,0.35388390091885036,0.3283823644499826,0.10667230861812005,0.4255725508300765,-0.2155368748243749,0.014595693544126931,-0.12230841840557716,-0.46316476228627934,-0.2628269737172291,-0.03133193767495612,-0.2861764725392568,-0.2619095059630361
r_VIH_i,-0.25072341960557853,-0.4392069588654728,-0.3009544253074168,0.08886055860706943,-0.06556658505333957,-0.3742734305361539,-0.1661438939065203,0.47433798460766763,0.013285369919718626,-1.1738777133452665,-0.30179915141014924,-0.0017183906759958845,0.42342702844806634,0.06720322865623807,-0.09524830376988724,0.15347222617133127,-0.28341528836740615,0.48296855752150236,-0.7128259447606506,0.3831933110653827,0.12279188212550007,-0.21902404595398473,-0.6172483518094243,0.09414426996273217,0.29293562050015254,0.023195275956173766,0.4513773153935645,-0.3961823898818082,0.6175633470370583,0.16981194351553253,0.4926311648106996,0.07496094085514127,-0.17172349530541275,0.530363112281389,-1.5035240564400292,-0.0250781612945854,0.7176607364660006,-0.061124703181548945,0.17544253369310692,0.3266269421560093,0.9566096687677321,-0.7724315416051333,-1.493393313273657,-0.18573238421055827,0.7520339337405808,-0.1351455968651818,0.7668802937149852,0.2685630149195619,-0.016096165192000633,0.30377996678685015,-0.5609686544527426,0.06308509981263022,0.040994023081525555,0.20053572719380064,0.22490172497780314,0.2776325528747705,0.35156765929047484,0.13667034405000322,0.20335525599260418,0.335223579956458,0.6121451235486743,-0.047915102048119884,0.20239602023195502,0.08372689776558762,0.06799754334957075,0.31677295077166256,-0.023219796559288852,-0.3731594436655188,-0.5503118094088109,-0.34592176133509867,0.11209743416771012,0.28670383182159664,0.4002981322829422,-0.08038964198529008,0.18010558273675592,0.33991953305206124,-0.098240059454624,-0.11573555497367316,-0.055778406779344536,-0.1202290394526786,0.29357019406229057,0.15482803390514377,-0.1780214271443965,0.1852560905760665,0.06846288588634053,-0.09952641024282016,0.07766078421600753,-0.04733869283532943,-0.6805643221599631,-0.22688961313463807,-0.7050492653980971,0.12890111645587687,-0.26331330146603804,0.1304504335261658,-0.3643487701524979
r_IIH_g,-0.3115301183114658,-0.5879508551414476,-0.0361930692594532,-0.5387342582405328,0.4567380928017677,0.1931922155960537,-0.04911233778365354,-0.00712630294223171,-0.05069078293604257,0.16250757714321384,0.08841981456756454,0.00631364568261894,-0.011855645068126641,0.11593774457603967,0.23329406364930172,0.19514817329762657,-0.2017973913389559,-0.09080152920664109,-0.11347952588300725,0.1355784518971639,0.14853672760475423,-0.0007606498058025934,-0.49905065047450936,0.07413430705697,-0.054757042976839365,0.14589499530097694,-0.4485435808172715,-0.002625134863079026,-0.033414095884550576,-0.1652002782689923,-0.2137452415431884,0.08022277815677636,-0.02711545952721206,-0.03302291686282999,-0.5805633681480487,0.0220267201973412,0.21227353492132295,-0.06793911116261331,-0.0377735626159188,-0.04153723858011382,0.12991867575151428,0.5305742463091798,-0.09714305719436389,0.06567589153100073,0.27790573610994684,-0.00805442362833908,0.1757529632234407,0.13510006619607307,-0.02463387410578033,0.30663323494690253,-0.13824051901005863,0.41651596283322423,-0.07544026909266766,-0.32204963108796747,0.0115381869439668,-0.008560300833395651,-0.11764310176040471,-0.16744861832141744,0.43155266192426556,0.1834424762438598,0.19827171799009413,-0.016426735798313885,-0.28446690448511625,0.04021036958711832,0.4373526566767678,0.03034703725674337,0.22825990471799074,-0.2841601694077749,-0.04474297114156478,0.061728421863448624,0.1288485327687523,0.13261648565439188,0.3008534425048657,-0.06760979230678643,0.07546256003118756,-0.47084129287543064,0.06526454838605922,0.06522423113099585,0.09908379286298441,-0.1270362936072562,0.0006940366425780553,-0.011465950921387247,0.07507252436561096,0.4157742089771883,0.33481803605943217,0.13869672935835187,0.38909452061838934,-0.20264689969030591,0.08150518698003584,-0.18776249221861718,-0.2897972991980442,-0.24903448379534066,-0.05182415029173093,-0.4048662129335101,-0.37679229754780685
r_IIH_i,-0.4345328965902038,-0.4316207861828616,-0.35861871224197284,0.12597634205152275,-0.06078295762847574,-0.23407914548837283,-0.10760008160103585,0.49682149476088355,0.09048017944462039,-1.0319496087730329,-0.2861732079553789,0.0191263395775092,0.49252958619357834,0.08717579707908385,-0.14515675619512702,0.14671900600247323,-0.2425807588196509,0.3707023230691835,-0.7154978415933639,0.39003478949006265,0.10711938660974596,-0.24740075686386653,-0.6425515129928749,0.1260838122676411,0.2709955708095393,0.06272593611102639,0.3676649928136282,-0.5921950755735148,0.5687257459985364,0.2658275535438568,0.5614317629509191,0.06825577628223467,-0.208159371334931,0.5280386876341954,-1.4565245015414936,-0.06999278780509588,0.7096282906737548,-0.020218717389594687,-0.06137233671540354,0.17656319287489897,0.9513904223374512,-0.7640148654078418,-1.5018886430191278,-0.21891919568435636,0.7896379883779732,-0.12749917950926903,0.6493457727313796,0.23469650911758322,0.030637521963814862,0.24392201143916026,-0.47603827304086455,0.03768408330154571,0.026064218841358233,0.15701296673136955,0.16153706052305417,0.29162369336571903,0.35604547045566637,0.24146837872651705,0.312645750350109,0.37916351423579275,0.6675970479031825,0.09395845577960227,0.2372496575031242,-0.017550363183941542,0.08033963598946148,0.19721121968411026,0.01817857730567063,-0.26904051733592915,-0.3886814913823704,-0.3407678669125236,0.2324098310705489,0.24284621199611056,0.4632657699019864,-0.09331575948957038,0.09520459468424214,0.2020343952171002,-0.19544765202987868,-0.0562323167634009,-0.02956357425018119,-0.130624248353584,0.24847999476236193,0.2062852052921258,-0.13898467481663168,0.2471463986344009,0.07489855749578744,-0.0675019895025919,0.0411827540043177,-0.03444871770126312,-0.6136548287240595,-0.29234368694768165,-0.5316818023098637,0.14269360637776174,-0.2838055140828164,0.01176069313190986,-0.4792315617372722
r_JIH_g,-0.3313949653942103,-0.597420601753293,-0.03167434428761684,-0.5690036605592619,0.46585077069809877,0.17829268342103255,-0.05757754059063469,-0.01240396755346751,-0.06895359948005542,0.11581869363924113,0.08725598605182938,-0.008289317236128468,-0.02111204606452688,0.12073701852805652,0.2250510838578892,0.21540942498159676,-0.20630001633078798,-0.06509822904834106,-0.1126536297438312,0.13354579621952833,0.141911933977366,0.006591676813552105,-0.4950229120614491,0.0699242114374341,-0.04459130646285736,0.12828069135204334,-0.4383744800218654,0.02364748757428714,-0.0012052858144082634,-0.17350161376580875,-0.23423866632838042,0.07486217405014184,-0.023567760484735523,-0.03190056837481148,-0.5981257886478719,0.020295325411174403,0.22403475220001035,-0.08941242542464689,-0.018894649740443192,-0.008587798849565509,0.14804174136792625,0.5446032120639392,-0.10942677105960819,0.06438701590039564,0.2730931308392437,0.004119371142746964,0.19806498862756605,0.13392670280258745,-0.02583744432688917,0.33571865292976444,-0.12750601662789673,0.401205154968018,-0.05582028616740686,-0.3416242421714948,0.029461675646240693,-0.018851906230141324,-0.12710998091906323,-0.15906011191123426,0.44821407699387716,0.16756202447824897,0.18926390941553173,-0.03346567192001437,-0.30059407434324203,0.04658086021568053,0.44195130186768683,0.05336003483166696,0.23746045220251766,-0.2957018464718111,-0.05355791288439882,0.0746570782473377,0.14897961500393198,0.17678325938970918,0.31647288011391606,-0.052802747365354286,0.07781662318954652,-0.49875460817875705,0.07317487884970042,0.09766078828814173,0.10259589044285988,-0.10277294686446936,-0.025334721346397693,-0.02700399536366671,0.09383294077430104,0.40610643533003987,0.3233478978072091,0.1304791013168618,0.4042951438105806,-0.24489538758151141,0.07939818336455318,-0.175173452428532,-0.28892875849770583,-0.26675170726291597,-0.052187061704063176,-0.4203443367805324,-0.4113135700095949
r_JIH_i,-0.4543977436729456,-0.44109053279470434,-0.3540999872701329,0.0957069397327972,-0.051670279732142,-0.24897867766339132,-0.11606528440801434,0.4915438301496504,0.0722173629006102,-1.078638492277003,-0.2873370364711114,0.0045233766587653434,0.48327318519718077,0.09197507103110336,-0.1533997359865369,0.1669802576864461,-0.24708338381148032,0.3964056232274862,-0.7146719454541852,0.38800213381242976,0.10049459298236041,-0.24004843024450828,-0.6385237745798111,0.12187371664810787,0.28116130732352396,0.04511163216209546,0.37783409360903786,-0.565922453136146,0.6009345560686814,0.2575262180470439,0.5409383381657298,0.06289517217560281,-0.2046116722924518,0.5291610361222165,-1.4740869220413133,-0.07172418259126001,0.7213895079524448,-0.041692031651625605,-0.04249342383992527,0.20951263260545083,0.9695134879538667,-0.7499858996530806,-1.5141723568843695,-0.2202080713149588,0.7848253831072718,-0.11532538473818033,0.6716577981355076,0.23352314572410027,0.029433951742708686,0.2730074294220248,-0.4653037706587,0.022373275436341267,0.0456842017666208,0.137438355647844,0.17946054922533072,0.28133208796897513,0.3465785912970105,0.249856885136702,0.32930716541972327,0.3632830624701846,0.6585892393286228,0.07691951965790356,0.2211224876450011,-0.011179872555377557,0.08493828118038316,0.22022421725903651,0.027379124790200216,-0.2805821943999618,-0.3974964331252009,-0.32783921052863274,0.25254091330573125,0.2870129857314314,0.47888520751103947,-0.07850871454813557,0.09755865784260376,0.17412107991377646,-0.18753732156623482,-0.02379575960625324,-0.026051476670303053,-0.10636090161079448,0.22245123677338707,0.190747160849849,-0.12022425840793893,0.23747862498725603,0.06342841924356701,-0.0757196175440793,0.056383377196510764,-0.07669720559246596,-0.6157618323395386,-0.2797546471575938,-0.5308132616095236,0.12497638291018909,-0.284168425495146,-0.003717430715110659,-0.5137528341990567
r_HIH_g,-0.3115301183114658,-0.5879508551414476,-0.0361930692594532,-0.5387342582405328,0.4567380928017677,0.1931922155960537,-0.04911233778365354,-0.00712630294223171,-0.05069078293604257,0.16250757714321384,0.08841981456756542,0.00631364568261894,-0.011855645068126641,0.11593774457603967,0.23329406364930172,0.19514817329762568,-0.2017973913389559,-0.09080152920664109,-0.11347952588300725,0.1355784518971639,0.14853672760475423,-0.0007606498058025934,-0.49905065047451025,0.07413430705697,-0.054757042976839365,0.14589499530097694,-0.4485435808172715,-0.002625134863079026,-0.033414095884551465,-0.1652002782689932,-0.2137452415431884,0.08022277815677636,-0.02711545952721206,-0.03302291686282999,-0.5805633681480487,0.0220267201973412,0.21227353492132295,-0.06793911116261331,-0.0377735626159188,-0.04153723858011382,0.12991867575151517,0.5305742463091798,-0.097143057194363,0.06567589153100073,0.27790573610994684,-0.008054423628338192,0.1757529632234407,0.13510006619607307,-0.02463387410578033,0.30663323494690253,-0.13824051901005863,0.41651596283322423,-0.07544026909266677,-0.32204963108796747,0.0115381869439668,-0.008560300833395651,-0.11764310176040471,-0.16744861832141744,0.43155266192426556,0.1834424762438598,0.19827171799009413,-0.016426735798313885,-0.28446690448511625,0.04021036958711832,0.4373526566767678,0.03034703725674337,0.22825990471799074,-0.2841601694077749,-0.04474297114156478,0.061728421863448624,0.1288485327687523,0.13261648565439188,0.3008534425048657,-0.06760979230678643,0.07546256003118756,-0.47084129287543064,0.06526454838605922,0.06522423113099673,0.09908379286298441,-0.1270362936072562,0.0006940366425789435,-0.011465950921387247,0.07507252436561096,0.4157742089771883,0.33481803605943306,0.13869672935835275,0.3890945206183902,-0.20264689969030591,0.08150518698003584,-0.18776249221861718,-0.2897972991980442,-0.24903448379533977,-0.05182415029173093,-0.4048662129335101,-0.37679229754780685
