,name,logP,EBV,cluster,r_B_c,r_V_c,r_I_c,r_J_c,r_H_c,r_K_c,r_B0_c,r_V0_c,r_I0_c,r_J0_c,r_H0_c,r_K0_c,r_BBV_c,r_VBV_c,r_IBV_c,r_JBV_c,r_HBV_c,r_KBV_c,r_BBI_c,r_VBI_c,r_IBI_c,r_JBI_c,r_HBI_c,r_KBI_c,r_BBJ_c,r_VBJ_c,r_IBJ_c,r_JBJ_c,r_HBJ_c,r_KBJ_c,r_BBH_c,r_VBH_c,r_IBH_c,r_JBH_c,r_HBH_c,r_KBH_c,r_BBK_c,r_VBK_c,r_IBK_c,r_JBK_c,r_HBK_c,r_KBK_c,r_BVI_c,r_VVI_c,r_IVI_c,r_JVI_c,r_HVI_c,r_KVI_c,r_BVJ_c,r_VVJ_c,r_IVJ_c,r_JVJ_c,r_HVJ_c,r_KVJ_c,r_BVH_c,r_VVH_c,r_IVH_c,r_JVH_c,r_HVH_c,r_KVH_c,r_BVK_c,r_VVK_c,r_IVK_c,r_JVK_c,r_HVK_c,r_KVK_c,r_BIJ_c,r_VIJ_c,r_IIJ_c,r_JIJ_c,r_HIJ_c,r_KIJ_c,r_BIH_c,r_VIH_c,r_IIH_c,r_JIH_c,r_HIH_c,r_KIH_c,r_BIK_c,r_VIK_c,r_IIK_c,r_JIK_c,r_HIK_c,r_KIK_c,r_BJH_c,r_VJH_c,r_IJH_c,r_JJH_c,r_HJH_c,r_KJH_c,r_BJK_c,r_VJK_c,r_IJK_c,r_JJK_c,r_HJK_c,r_KJK_c,r_BHK_c,r_VHK_c,r_IHK_c,r_JHK_c,r_HHK_c,r_KHK_c
0,CFCas,0.687994,0.553,12.457351372009526,0.6460998842802759,0.5051222691157218,0.36874885295782533,0.2888430125558408,0.22675158981893873,0.20295992790959527,0.31174775565275015,0.24989163657562585,0.21356862837344703,0.2143156678541338,0.18055484532918165,0.17258748263732482,0.050355768584902094,0.050355768584901206,0.09225082063508871,0.15605119440084092,0.14443885322286132,0.14884271434642837,0.12853599392071757,0.11003532990995257,0.12853599392071757,0.17347762630775598,0.15524085382269437,0.15594458214410967,0.186368546403056,0.15418231653769254,0.15537736179038308,0.186368546403056,0.1632314584023149,0.1611980735528098,0.15952214668563425,0.13368888163889459,0.14291735337191547,0.18038446341260794,0.15952214668563336,0.15875935479985248,0.15868313965761427,0.1330484182587277,0.14252795163677234,0.18019744810559857,0.159406222813824,0.15868313965761338,0.1903621925281218,0.15723090136598472,0.15723090136598472,0.18725873317291608,0.1637832522562368,0.16156085514737661,0.2459221638093112,0.19964309318368745,0.18301751399114785,0.19964309318368745,0.17145985897524074,0.16660790597368536,0.20084275378114835,0.1652313298034107,0.1620951618559392,0.18959485827664668,0.1652313298034116,0.16251290613143166,0.19680060280465117,0.16214571837096958,0.16021911010501633,0.1886938597383736,0.16467283413413902,0.16214571837096958,0.31484465982901444,0.25225568556514055,0.21500597015907186,0.21500597015907275,0.18098273819628385,0.17286880446707542,0.21046425263638824,0.1725759854180966,0.16656071246966864,0.19173949771613508,0.16656071246966864,0.16338692014957967,0.20196186421242235,0.16608561257537513,0.16261456578129518,0.18984430884605974,0.16538595498513597,0.1626145657812943,-0.08669078045253809,-0.05425991770322014,0.028644483371908613,0.12550341400470977,0.12550341400471066,0.13639344767814165,-0.004228675757769196,0.008688253819503444,0.06691697165772492,0.14388428008934628,0.1368970330503254,0.14388428008934717,0.14340509232479892,0.1213857867069601,0.135437071653298,0.1767919596924843,0.1572952865029542,0.1572952865029542
1,CSVel,0.771201,0.737,12.754923255400634,1.194001025062592,0.9614477985580292,0.6482580036147798,0.3468789087735695,0.2596434369682452,0.1894385491670274,0.09294197598867626,0.12094470766191012,0.13723212434994014,0.10145200623190309,0.10751237751604847,0.08941868135038966,0.211276100156212,0.211276100156212,0.19215361098647588,0.12782877284023897,0.12386235955751701,0.10016811705721196,0.17559168304459405,0.18403608709390884,0.17559168304459405,0.11987468902604714,0.11893191719323948,0.09692655550279738,0.1038929972250493,0.12930426585761534,0.14231473573292774,0.10389299722504841,0.10902545754946935,0.09041346877567769,0.10984828776977196,0.13385028917419728,0.14507871790940996,0.10522043603349118,0.10984828776977196,0.09095444555034948,0.08906664771314698,0.11798644180272788,0.13543349870755517,0.10058819260102148,0.10697693139553799,0.08906664771314698,0.14737186338999742,0.16249424002932944,0.16249424002933033,0.11358446968318958,0.11503284287455173,0.09436307570211167,0.05687497193033142,0.0934126434952347,0.12049262933659932,0.0934126434952347,0.10252907390187982,0.08614236571455614,0.07145680811190047,0.10454381615292174,0.12726038231247294,0.09666294591127844,0.10454381615292263,0.08746697526082059,0.046064456728639236,0.08516034181455279,0.11547522991474768,0.09100297140447555,0.1010354072976769,0.08516034181455279,-0.05538699469052144,0.007716485769392989,0.06838936543928842,0.0683893654392893,0.08701806935350209,0.0759445229451794,0.0017642983484043029,0.05134342702047956,0.0949145457199485,0.08112843228460687,0.0949145457199485,0.08113612895405975,-0.03514720668905369,0.023166705617841288,0.07778309910714576,0.07290082963503508,0.08981455914607217,0.07778309910714576,0.16446527672948186,0.17554264715870804,0.17042767156399208,0.11739460456496786,0.11739460456496964,0.09591583615050858,0.0018225794870376788,0.05138791643928542,0.09494159528658308,0.08114142319489748,0.09492259830475458,0.08114142319489837,-0.28936031396314554,-0.1708891014616194,-0.0402028315971652,0.016236533967833644,0.054690458064690084,0.054690458064690084
2,CVMon,0.730685,0.722,11.163478421109918,1.2669668846587463,1.0647036634308036,0.6902773427489421,0.3968508766151686,0.2968423844156023,0.2258909880301916,0.22360610289534488,0.26824505139767263,0.20603050663279898,0.16428496190149477,0.15268337563760603,0.13111241319824884,0.4122416594696965,0.4122416594696965,0.2935804443405896,0.20633197145852566,0.17874676169864223,0.148248009558821,0.19080833779002404,0.24320858948521362,0.19080833779002404,0.15697431502305736,0.14815177603145102,0.128133074230667,0.14726946762821047,0.2099728107357386,0.17060098431034199,0.14726946762820958,0.14213610007779387,0.1241780165594788,0.14131312441205157,0.20542598385317312,0.16783651356574314,0.14594179417850217,0.14131312441205068,0.12363694416045234,0.12187081028141122,0.19058452268474646,0.15881290517533841,0.14160808751732024,0.13862681994056736,0.12187081028141122,0.015695251767831486,0.10953447801789107,0.10953447801789018,0.11794147447459835,0.12395676185586524,0.11222585496605486,0.031250570070497474,0.12140876679855239,0.11675404559653213,0.12140876679855239,0.1261060081251646,0.11363889533095506,0.038763862058119436,0.12714410419368427,0.1202411307327722,0.12308348531793012,0.12714410419368427,0.11432140048097494,0.019697185708914766,0.11258938942329788,0.11139186415238012,0.1188335086049781,0.12450970082024426,0.11258938942329788,0.050547040876334215,0.1361388971846882,0.12570996487130426,0.12570996487130515,0.12877216172505612,0.11539178084690338,0.05994160265248283,0.14331031838785435,0.13007018896282752,0.12780401986262913,0.13007018896282752,0.11624517997008166,0.022905279992974314,0.1150383163576949,0.11288081172849207,0.11954859526982187,0.12495295659536954,0.11288081172849118,0.0866864812224124,0.16372625622749482,0.142483079169331,0.13376547371180258,0.13376547371180436,0.1186746765729989,-0.027584872834438556,0.07649621496272285,0.08944721408034884,0.10829430166249043,0.11797683624288169,0.10829430166249132,-0.23216745832331753,-0.07967369762420695,-0.005504092772504521,0.06269268718710652,0.08971008206464592,0.08971008206464592
3,EVSct,0.490098,0.655,11.487847283843116,0.24777903473923613,0.07941448315998434,-0.20561130484035317,-0.2938236559865661,-0.3081127696095134,-0.31743506294291457,-0.5463546529246832,-0.5267944387208696,-0.5741863293439122,-0.47083666117577394,-0.4178365844699474,-0.38957392464673557,-0.4636969735472798,-0.4636969735472807,-0.5358230705183695,-0.4524122013450871,-0.4064159432735268,-0.3820653262910785,-0.5982912570688308,-0.566440701426326,-0.5982912570688308,-0.48241336988576666,-0.42501255801963556,-0.39429182990868483,-0.4491753118725512,-0.452611735627638,-0.5290832458632284,-0.4491753118725512,-0.40440951521007307,-0.3807461829786414,-0.397232713442218,-0.4129608971312013,-0.5049755360573949,-0.43759726703158996,-0.397232713442218,-0.3760277331975672,-0.37390901560804934,-0.39515654763946984,-0.49415049156642255,-0.4323983969800054,-0.39401012618421305,-0.37390901560804934,-0.7047306139353626,-0.6476921188816958,-0.6476921188816949,-0.5061387837827365,-0.4397190645790561,-0.4039607485858747,-0.4428169571844629,-0.44775802975886947,-0.5261321926950187,-0.44775802975886947,-0.40353099444782536,-0.3801685919802571,-0.3720753011924387,-0.39375676564282003,-0.4932994241124602,-0.43198966063698396,-0.39375676564282003,-0.3737424415504478,-0.3423150690006018,-0.3710390311452372,-0.47948704153792665,-0.4253560821636899,-0.38964485569875773,-0.3710390311452363,-0.11791140830360014,-0.19973852679637893,-0.3753363348938219,-0.3753363348938219,-0.3586394644116151,-0.3506542711277225,-0.06668681736286697,-0.16063578562024805,-0.35156186825873625,-0.3639183344703918,-0.35156186825873537,-0.3460010449277613,-0.051789724185823616,-0.14926395876754306,-0.34464779753229013,-0.36059776102940244,-0.3495035675983953,-0.34464779753229013,0.07914174783777117,-0.04931627019991325,-0.2838796028831707,-0.3314130359676559,-0.33141303596765415,-0.33275402259274145,0.06898745605242684,-0.05706763797498571,-0.2885924344904156,-0.3336764353579751,-0.33281603353494127,-0.3336764353579742,0.05080799817866222,-0.07094508673358346,-0.2970299233356428,-0.33772865039548616,-0.3353278517602485,-0.3353278517602485
4,GHLup,0.967448,0.347,10.283022125831511,-0.22193789999155333,-0.2308656863125087,-0.11194183561884108,-0.01834194748908402,-0.0036146901674216636,0.003639970607767218,0.35516412097139405,0.20967020755233712,0.15590398785098536,0.1102945335194514,0.07612230662211594,0.0560637419776846,-0.25966499702526846,-0.25966499702526846,-0.12945181653219784,-0.026751346217210425,-0.008827365406430587,0.0002128526329503444,-0.016674588982645844,-0.07417613592402983,-0.016674588982645844,0.02741140122435226,0.02474611845289232,0.02228602710399663,0.0400568915391295,-0.030869662243284246,0.009655747015247407,0.040056891539128614,0.03258459018910642,0.027439497472005137,0.03138663930836927,-0.03748817539653704,0.005631691018069596,0.038124285698380334,0.03138663930836927,0.02665189440676663,0.02617881746026196,-0.04146361192181036,0.003214625610701738,0.03696345823300007,0.03066708529729656,0.026178817460261072,0.17548619288779577,0.0725114838243961,0.07251148382439698,0.07024418619089179,0.051296577627358175,0.03974185385405882,0.1712910517862536,0.06930908603696206,0.07056442596963652,0.06930908603696295,0.0507169436278323,0.039360768517355815,0.14155270434307976,0.04660805745438701,0.056762200591430556,0.06268038569085022,0.04660805745438612,0.0366593461160285,0.12675950133144553,0.035315536071458986,0.04989634759061179,0.05938296944703403,0.04456411108407643,0.0353155360714581,0.16608695269826512,0.06533649131330765,0.06814908837765543,0.06814908837765543,0.04999790398285153,0.038888029745238306,0.11040064928563798,0.022827862754048134,0.0423038422136246,0.055736568838351985,0.04230384221362549,0.03382950294668863,0.08769843161756263,0.005497925602846898,0.03176724042569479,0.05067622719020015,0.03916712358925789,0.0317672404256939,-0.048129727997165084,-0.09818769242366354,-0.03127361533442219,0.020400026726458798,0.020400026726459686,0.019428651880540215,-0.05548522538533973,-0.10380257592608633,-0.03468746450389748,0.018760480743752694,0.019383732812523036,0.018760480743753583,-0.06865393845126722,-0.11385502864816832,-0.040799355758921685,0.015825164548904702,0.0175642388698245,0.0175642388698245
5,QZNor,0.578244,0.263,11.447720637130637,-1.1036392463934093,-0.9722986149613335,-0.7115272167202922,-0.5522318279624105,-0.4639612452759767,-0.4404838608114181,-0.22654752705151715,-0.30276295134156905,-0.30444953323947477,-0.3567274141854382,-0.342775290160799,-0.36080911684066574,-0.5486191587288314,-0.5486191587288323,-0.45393010733093053,-0.4285174267425198,-0.38727526369789356,-0.39006600551975,-0.3719202166615245,-0.4137344701278325,-0.3719202166615245,-0.3891310976710267,-0.36286113506111395,-0.3740147275762311,-0.3940678140313185,-0.4306410330055366,-0.3821994068911687,-0.3940678140313185,-0.36592122294197793,-0.37602660855867853,-0.3614087933696384,-0.4057104828821201,-0.36704163241612964,-0.3867880933952783,-0.36140879336963927,-0.37305987309399313,-0.3742240028061641,-0.4154930855054211,-0.3729894548110986,-0.3896446133612832,-0.36317944444445516,-0.3742240028061641,-0.23218380839401132,-0.3070654561831683,-0.3070654561831674,-0.3579837455991868,-0.3435540435371287,-0.36132111491681584,-0.32639702751121824,-0.37898394405889846,-0.3507918968116126,-0.37898394405889846,-0.35657128984263586,-0.36987941497402677,-0.2905477271164649,-0.35161806589496347,-0.33415344288794113,-0.37099310763502924,-0.35161806589496347,-0.3666228754725198,-0.3128590784746921,-0.3686496318172754,-0.34450863496870454,-0.37596632488434434,-0.3547007793269019,-0.3686496318172763,-0.4432691221123113,-0.46819928344904493,-0.40503482316082096,-0.40503482316082007,-0.37271926627225316,-0.38049604036145634,-0.3441277180747804,-0.3925188223516942,-0.35902110281363253,-0.38293612852039427,-0.35902110281363253,-0.37149006549087016,-0.3775312786211682,-0.4180177235321416,-0.37452443473134434,-0.39038180766508557,-0.363636403927293,-0.37452443473134434,-0.0618873245985716,-0.17706814030878526,-0.22802708813154293,-0.3200245293638666,-0.32002452936386483,-0.34585143432776455,-0.25745521767780755,-0.32635660830820346,-0.3187944766751887,-0.36361676201969484,-0.3470457420717583,-0.36361676201969395,-0.6075848327067672,-0.5936311235974845,-0.4812973819710713,-0.44166092048416417,-0.39542242933911975,-0.39542242933911975
6,RSOri,0.878917,0.352,11.074775336001103,-0.6247683909559982,-0.4295791504938431,-0.22757826505254553,-0.04356258631912535,0.019550117035642245,0.06898850395687273,-0.08143351766885498,-0.014819705236481795,0.02459547766393122,0.07754717169602454,0.09462157662722515,0.1183448779424987,0.20006356067439768,0.20006356067439857,0.1552445033377463,0.1402930853420017,0.13351544775709545,0.14391598658589366,0.11642685823705357,0.13621874965352543,0.11642685823705445,0.12165040052390719,0.12195953696231587,0.13631845407440935,0.12314870538418266,0.1413499306818684,0.11954661630228713,0.12314870538418266,0.12288828072844549,0.13692906461678156,0.122846529742894,0.14111926225340277,0.11940636989778053,0.12308135020307276,0.122846529742894,0.13690161507379361,0.13830594349896508,0.152920341456511,0.12658142605326805,0.1265272653303784,0.12498252507865804,0.13830594349896508,0.050285588452419816,0.08572923073395522,0.08572923073395611,0.10690746099939208,0.11282093403787474,0.1303102013229802,0.08947129699440115,0.11564198534615588,0.10391618553817317,0.11564198534615588,0.11823514262268287,0.13386981912183415,0.09361908213756287,0.1188082335470444,0.10584126444431163,0.1165665298208145,0.1188082335470435,0.1342466026577389,0.11657511339183113,0.1363319215273986,0.11649566673637146,0.12168344671107878,0.12198002107148831,0.13633192152739948,0.13808141645154137,0.152748946763821,0.12647721808011436,0.12647721808011436,0.12495150263928068,0.13828554753053446,0.13340065011081226,0.14917584268692696,0.12430477080136182,0.12543387168966103,0.12430477080136182,0.13786034814538528,0.16971518246391604,0.17689685975036706,0.14115914917593386,0.13352840867218507,0.12932227488984438,0.14115914917593386,0.1200752252128714,0.1390037626121643,0.11812014611590627,0.12246362430783009,0.12246362430783009,0.1366498706164876,0.22749709032467091,0.22100518636162914,0.16797701175558188,0.14640804004267416,0.1373058820064843,0.14640804004267505,0.4198168810893428,0.3678141869453473,0.2572368841104833,0.1892762682131197,0.16387831111213647,0.16387831111213647
7,SNor,0.989194,0.179,9.846596718117892,-1.2193682089402906,-0.9572538502998822,-0.5602256090268924,-0.28830648562889394,-0.1924806968260082,-0.15028863907994872,0.0716897839958417,0.028286602323119858,0.038982986167892975,-0.0005286734629761369,-0.014097874901244367,-0.03300932521781075,-0.11172366113727517,-0.11172366113727517,-0.0461432540160267,-0.04141167039341198,-0.03943973258757616,-0.04967054656959746,0.010655731069041607,-0.018304277773673938,0.010655731069041607,-0.014133210451240608,-0.022530824198764954,-0.038553639949329366,-0.021243594462952764,-0.04265490795076765,-0.004149452078631377,-0.021243594462952764,-0.02693828826082001,-0.04145136494040358,-0.027851255114152096,-0.04769892371504447,-0.007216213663309823,-0.022716447066120082,-0.027851255114152096,-0.042051602816354006,-0.04347044528197941,-0.059621969644681805,-0.01446542558853281,-0.02619797647757416,-0.030009326427415495,-0.04347044528197941,0.10743535245669023,0.055573295804681955,0.05557329580468284,0.007439041033639349,-0.009158983381081676,-0.029762208693504988,0.018373383883150574,-0.012412939747637353,0.014237664588871546,-0.012412939747637353,-0.021464492016051828,-0.03785257072422876,0.0038953210362357993,-0.023464896119326006,0.007518075114883338,-0.015640111008170976,-0.023464896119326895,-0.03916775353246216,-0.01945399021371408,-0.04128879783684791,-0.003318857129366748,-0.020844690309687053,-0.0266910223301986,-0.04128879783684791,-0.09210855181567101,-0.09675029524292,-0.0370394475522593,-0.0370394475522593,-0.03672955336069794,-0.047888716028169576,-0.09115782256286842,-0.09602454772169722,-0.03659819305935752,-0.03682752927606181,-0.03659819305935752,-0.047802352073142984,-0.12117305427669578,-0.11893693834293995,-0.05052892655707186,-0.043517947337465834,-0.040745335761801726,-0.05052892655707186,-0.08845124198732712,-0.09395845567929939,-0.03534200909757956,-0.036224230399683144,-0.036224230399682256,-0.04755648712009819,-0.17426197206677685,-0.15946282978574988,-0.07516866855430049,-0.055351507638766506,-0.048080522112949,-0.05535150763876562,-0.32789085978966437,-0.27673678987955697,-0.14647123629133407,-0.0895955039861569,-0.0693071088899293,-0.0693071088899293
8,STTau,0.605768,0.368,10.104535599921496,-0.4059719478679209,-0.22192093301284532,-0.02915747893140619,0.07860478334450605,0.11979718983711862,0.14846104143247274,0.030753880826952518,0.1114575621740812,0.1735366461422454,0.17595130393908942,0.1801386974659529,0.18813308235971693,0.3717920181325596,0.3717920181325596,0.3318199953650005,0.25196896507896405,0.22725923399443726,0.21911288261877626,0.2972003517144639,0.31485181475996704,0.2972003517144639,0.23534242569416897,0.21695305718399727,0.21233699841743725,0.21759928777871984,0.2540876438166526,0.26025573578092764,0.21759928777871984,0.20595474224325727,0.20510606207518212,0.20408790190497772,0.24377360879852628,0.2539848024899083,0.21458758955342905,0.20408790190497683,0.20387869190802466,0.20385778847424252,0.24359794969109672,0.25387800175258857,0.21453629709405764,0.20405610760653303,0.20385778847424163,0.23821204408790742,0.2698225722969463,0.2698225722969463,0.22219388689496533,0.20880276429819133,0.20697851856433758,0.15008552166333988,0.20255041777437643,0.22892110234722285,0.20255041777437555,0.19662650432960582,0.1989731321761532,0.14061015339392657,0.19531731222520676,0.22452337417332657,0.20043835095401796,0.19531731222520676,0.19811239261580127,0.14476628882148468,0.19848993468898968,0.2264523286313107,0.2013647567134429,0.19589155689115145,0.19848993468898968,0.04076401283286213,0.11909888431599747,0.17818257000452942,0.17818257000452942,0.18152177677363834,0.18904239969460424,0.05100841767486397,0.12691904068393622,0.18293722507623578,0.18046605566396767,0.18293722507623578,0.18997299830239012,0.06985680811711337,0.1413071249909974,0.19168518033492976,0.18466737628163,0.1855414683358143,0.19168518033492976,0.08017266929713429,0.14918182818185333,0.19647299987496947,0.18696678961335866,0.18696678961335955,0.19262227001464183,0.1229974052837246,0.18187246633955567,0.2163489078748535,0.19651245595540878,0.19288379511990517,0.19651245595540878,0.1996674971306831,0.24039925400898987,0.2519331947778696,0.21360227795488385,0.20347714368807157,0.20347714368807157
9,SVVul,1.652569,0.462,11.859077559300124,-0.8347512409112237,-0.8072951222347342,-0.7345431110473513,-0.6348630800769302,-0.568514697631266,-0.5447267732636787,-0.6466578247105108,-0.6637123617761747,-0.6472447926885465,-0.5929369140230305,-0.5425262179882653,-0.5276404247691087,-0.7187269974718689,-0.7187269974718671,-0.6806936911915287,-0.6090011876461734,-0.552483867049185,-0.5341871664168956,-0.6477531638148246,-0.6645484984970249,-0.6477531638148246,-0.5931810659455188,-0.5426775587347414,-0.5277399250388903,-0.5775277726470547,-0.6109413296666659,-0.6151600051659667,-0.5775277726470547,-0.5329746611764463,-0.5213606719480772,-0.5258319568574201,-0.57147887486542,-0.5911668326468078,-0.5660047358450893,-0.5258319568574192,-0.5166646398267298,-0.515748677839615,-0.5637817153098421,-0.5864869596370177,-0.5637571652548621,-0.5244387709778584,-0.515748677839615,-0.5916258974023698,-0.6217032569608021,-0.6217032569608012,-0.5806702554169423,-0.5349225700166826,-0.5226413412960795,-0.5157032533028563,-0.5637470400909432,-0.5864658771039286,-0.5637470400909432,-0.5244324947632393,-0.5157445514885648,-0.4528191820216705,-0.5157439322427075,-0.5572799875322021,-0.549730132599259,-0.5157439322427084,-0.5100321816546263,-0.4443261136103338,-0.5092606739134453,-0.5533381664680066,-0.5478370211671137,-0.5145704624851106,-0.5092606739134453,-0.4215207327743471,-0.49185198625238513,-0.5427536843700844,-0.5427536843700835,-0.5114194900184605,-0.5071890400817791,-0.32539006626233746,-0.4184697980752796,-0.4981373139584049,-0.5213260854223689,-0.4981373139584049,-0.4984565596887016,-0.32624530533532603,-0.4191226523294702,-0.49853424934495116,-0.5215167188645928,-0.49825548057841207,-0.49853424934495116,-0.051720781417341044,-0.2095619470485648,-0.37112134053416135,-0.460324992922569,-0.460324992922569,-0.4735965254165233,-0.15221620088023613,-0.28627600770726325,-0.41776348941465,-0.4827254986349079,-0.47421023790179184,-0.482725498634907,-0.33213541959606374,-0.4236189227575142,-0.5012679817652019,-0.5228296298295811,-0.4990693055258886,-0.4990693055258886
