,name,logP,EBV,r_B_g,r_V_g,r_I_g,r_J_g,r_H_g,r_K_g,r_B0_g,r_V0_g,r_I0_g,r_J0_g,r_H0_g,r_K0_g,r_BVI_g,r_VVI_g,r_IVI_g,r_JVI_g,r_HVI_g,r_KVI_g,r_B_i,r_V_i,r_I_i,r_J_i,r_H_i,r_K_i,r_B0_i,r_V0_i,r_I0_i,r_J0_i,r_H0_i,r_K0_i,r_BVI_i,r_VVI_i,r_IVI_i,r_JVI_i,r_HVI_i,r_KVI_i
37,xSgr,0.845893,0.237,-1.5082236738397996,-1.1085405688332206,-0.67304073003895,-0.3763308490978563,-0.24333201242900415,-0.19797551327562513,-0.4903372647499671,-0.33152804281044856,-0.2006171142171045,-0.1494431914992056,-0.10269274521888327,-0.10551102267891466,-0.05285431460384071,0.0024284076827782997,0.0024284076827782997,-0.05192790795518398,-0.042246627679608295,-0.06577020507022269,-1.4769860354929514,-1.0773029304863728,-0.6418030916921018,-0.3450932107510063,-0.21209437408215415,-0.16673787492877779,-0.45909962640311885,-0.30029040446360034,-0.16937947587025537,-0.11820555315235737,-0.07145510687203327,-0.07427338433206643,-0.021616676256993372,0.03366604602962653,0.03366604602962653,-0.020690269608335754,-0.011008989332757402,-0.03453256672337446
38,V0600Aql,0.859672,0.798,1.1830198185941359,0.8490263270115275,0.3600877115277141,0.1758147891757531,0.08533803169097443,0.05080649628316625,-0.16482499098345427,-0.17986284060495406,-0.2654769023831074,-0.12462084776825932,-0.1008909076476101,-0.07163131466319328,-0.45093320764003497,-0.3982660594267715,-0.3982660594267724,-0.188394587664229,-0.14042189025435725,-0.09762129770299222,1.1431985742348,0.8092050826521917,0.32026646716837837,0.13599354481641956,0.045516787331639996,0.010985251923830042,-0.20464623534279003,-0.21968408496428982,-0.3052981467424418,-0.16444209212759375,-0.14071215200694365,-0.1114525590225286,-0.4907544519993712,-0.43808730378610683,-0.4380873037861077,-0.22821583202356432,-0.1802431346136899,-0.13744254206232753
39,V0459Cyg,0.860413,0.73,1.0692845381793459,0.7926848808319806,0.3770991287910821,0.19609601867221826,0.08775501739124003,0.061283280690895836,0.0095998586451147,-0.01623472186590602,-0.11472398964923336,-0.04010850531556365,-0.05865943069707846,-0.034978152030151755,-0.31953519440630984,-0.2674828539662295,-0.2674828539662304,-0.11347295988885886,-0.10413534260723623,-0.06487667975009082,1.271176496856781,0.9945768395094157,0.5789910874685167,0.39798797734965596,0.28964697606867595,0.26317523936833,0.21149181732254974,0.18565723681152901,0.08716796902820256,0.16178345336187228,0.14323252798035835,0.16691380664728328,-0.1176432357288757,-0.06559089528879447,-0.06559089528879536,0.08841899878857706,0.09775661607020147,0.13701527892734422
40,CKSct,0.870124,0.757,1.6885457156687893,1.2611073596148703,0.817145975852188,0.481678826051283,0.3391169455464187,0.31542888664390656,0.5202738719659443,0.36929679190277387,0.27492515068323353,0.22127014027935132,0.17769923279052868,0.2093034290861686,0.2048992546251336,0.12855280919986534,0.12855280919986534,0.1509728973301021,0.13412457192130312,0.18065489514452082,2.4939924301658873,2.066554074111968,1.6225926903492862,1.2871255405483835,1.1445636600435183,1.1208756011410035,1.3257205864630426,1.1747435063998717,1.0803718651803322,1.0267168547764514,0.9831459472876283,1.0147501435832673,1.0103459691222314,0.933999523696964,0.933999523696964,0.9564196118272008,0.9395712864184045,0.9861016096416195
41,V1344Aql,0.873787,0.546,0.3525280383450047,0.1520365308790672,0.05181946397387538,-0.03431391766260905,-0.0482047118320903,-0.04259716659770074,0.0791946743301799,-0.0566148920330134,-0.07504060115666977,-0.09524013315293622,-0.08597061937917783,-0.06742668592423673,0.017618962717961928,-0.10361925204233913,-0.10361925204233913,-0.10896540627565976,-0.09447840854086476,-0.07302020476534832,-1.068173385536794,-1.2686648930027316,-1.3688819599079234,-1.4550153415444056,-1.4689061357138877,-1.4632985904795,-1.3415067495516184,-1.4773163159148126,-1.4957420250384672,-1.5159415570347337,-1.5066720432609753,-1.488128109806035,-1.4030824611638382,-1.5243206759241383,-1.5243206759241383,-1.529666830157458,-1.5151798324226604,-1.4937216286471466
42,RSOri,0.878917,0.352,-0.6849491323741232,-0.4797140951345322,-0.28348826128107474,-0.09975371207304029,-0.0337046556008298,0.010316880685240726,-0.13442139608877168,-0.05946391476403612,-0.027976151615813016,0.02295934059514515,0.04236062704622956,0.06032665214933175,-0.029194432506700174,0.02086201163449264,0.02086201163449264,0.046414511103515466,0.05689961972436475,0.06988543739075492,-0.9854031520000084,-0.7801681147604178,-0.5839422809069603,-0.40020773169892276,-0.33415867522671405,-0.2901371389406444,-0.43487541571465727,-0.35991793438992126,-0.32843017124169727,-0.2774946790307391,-0.2580933925796547,-0.2401273674765534,-0.3296484521325862,-0.2795920079913925,-0.2795920079913925,-0.2540395085223697,-0.24355439990151773,-0.23056858223513021
43,BKAur,0.903222,0.425,-0.18065946710639458,-0.06750656065279559,0.09329328936810066,0.18787775264553908,0.22737964924373788,0.26136259927466376,0.07514423112745128,0.12776343799899426,0.212017448548389,0.24489659225186244,0.262723518999711,0.2845997291142277,0.35670737862670343,0.3426971383801032,0.3426971383801032,0.3076572327631464,0.3016265187686926,0.31017683945957764,0.31567297394766336,0.4288258804012619,0.5896257304221582,0.6842101936995988,0.7237120902977967,0.7576950403287208,0.5714766721815092,0.6240958790530522,0.7083498896024478,0.7412290333059213,0.7590559600537707,0.7809321701682865,0.8530398196807605,0.8390295794341611,0.8390295794341611,0.8039896738172043,0.7979589598227532,0.8065092805136365
44,GHLup,0.967448,0.347,-0.3199344751209834,-0.3126460793384913,-0.18626187373767467,-0.07829149887736797,-0.05702296537599327,-0.051856976498039664,0.30333072266044603,0.16312888080000398,0.10300930202653014,0.06063478948307299,0.029092302409073234,0.004760243758442861,0.10242090584092978,0.009762608418693475,0.009762608418693475,0.015851837947730374,0.0013330071080570605,-0.01349034265493465,-0.45356581374559757,-0.44627741796310527,-0.31989321236228907,-0.21192283750198015,-0.19065430400060634,-0.1854883151226545,0.16969938403583207,0.029497542175390024,-0.030622036598082936,-0.07299654914154008,-0.10453903621553984,-0.1288710948661711,-0.03121043278368507,-0.12386873020592049,-0.12386873020592049,-0.11777950067688359,-0.13229833151655424,-0.1471216812795486
45,FNAql,0.976878,0.486,0.08129491504674213,0.09659526337760171,0.058470025343732246,0.14487404306248308,0.14487021624244534,0.15879720621539928,0.12190362916943132,0.12759428179186738,0.07731742853960544,0.15392575643944895,0.1504810385754265,0.1624860894066984,-0.046113405933789764,-0.0006629969128812974,-0.0006629969128812974,0.1164746310576632,0.1272664711298681,0.14722347324083174,0.5408792744126658,0.556179622743525,0.5180543847096555,0.604458402428409,0.6044545756083695,0.6183815655813216,0.5814879885353545,0.5871786411577906,0.5369017879055304,0.613510115805374,0.6100653979413506,0.6220704487726225,0.41347095343213347,0.4589213624530428,0.4589213624530428,0.5760589904235864,0.586850830495794,0.6068078326067559
46,YZSgr,0.980171,0.281,-0.7964250402493467,-0.5963744947030278,-0.3279316095013747,-0.08532854767521592,0.0012709253416058885,0.054463660447733986,0.11351877985550152,0.09823910843044326,0.09439346120377579,0.117498624439758,0.12699598750876362,0.13712267922061816,0.10066725468474935,0.08842878387261877,0.08842878387261877,0.11463400966887338,0.12522031876379724,0.13595525059823554,-0.7107748427341896,-0.5107242971878709,-0.24228141198621778,0.0003216498399432055,0.08692112285676412,0.14011385796289044,0.19916897737065842,0.18388930594560016,0.18004365871893402,0.20314882195491624,0.21264618502392185,0.2227728767357755,0.1863174521999058,0.1740789813877761,0.1740789813877761,0.20028420718403073,0.21087051627895725,0.2216054481133929
47,SNor,0.989194,0.179,-1.2663624812036725,-0.9865162996187613,-0.5787766710359614,-0.2888881628140707,-0.18563561526703776,-0.14471472397000973,0.08043102416598868,0.041570345701589684,0.04630000931881195,0.011313137619472613,0.0004480675359452846,-0.02237241317688632,0.09623678778476741,0.053635814112872104,0.053635814112872104,0.014836254395566684,0.0026319173183884104,-0.020936622435945296,-1.2248668861645182,-0.9450207045796071,-0.5372810759968072,-0.2473925677749147,-0.14414002022788264,-0.1032191289308555,0.12192661920514247,0.08306594074074392,0.08779560435796707,0.05280873265862773,0.041943662575100404,0.019123181862267913,0.13773238282392075,0.09513140915202634,0.09513140915202634,0.056331849434721804,0.04412751235754531,0.020558972603209824
48,DDCas,0.991759,0.45,0.08995680231880265,0.1201662562564767,0.15912733521860156,0.26794980886275166,0.26667228173062973,0.3008001685534998,0.2915624578385514,0.27406370321811613,0.25269698297127885,0.3128878633755505,0.29452771963068525,0.3191139647419359,0.22015836721774207,0.21955676381291855,0.21955676381291855,0.2969718370692336,0.2846619635983467,0.3126276389527165,0.013518230603873693,0.04372768454154752,0.08268876350367238,0.19151123714782425,0.19023371001570233,0.2243615968385706,0.2151238861236222,0.19762513150318695,0.17625841125635144,0.23644929166062312,0.21808914791575784,0.24267539302700758,0.143719795502812,0.14311819209799026,0.14311819209799026,0.22053326535430529,0.2082233918834202,0.23618906723778732
49,BZCyg,1.006127,0.885,1.6027338543092189,1.221579759383156,0.742382865265411,0.298437001750508,0.12779178924213408,0.05207917380975058,-0.02790473880398947,-0.02318252543608823,-0.014432603904690033,-0.06503358541671123,-0.09751018431015002,-0.096047538083738,0.001336070395327127,-0.000861297039661757,-0.0008612970396626451,-0.05851578672495439,-0.0934700419703951,-0.09339131190456484,1.2514801634414034,0.8703260685153404,0.3911291743975953,-0.052816689117305415,-0.22346190162568025,-0.2991745170580655,-0.37915842967180513,-0.3744362163039039,-0.36568629477250436,-0.41628727628452555,-0.44876387517796434,-0.4473012289515532,-0.349917620472489,-0.352114987907477,-0.35211498790747786,-0.4097694775927696,-0.44472373283820765,-0.44464500277238006
50,SYAur,1.006262,0.432,-0.31905640629805765,-0.10413875004765938,0.08672864269666558,0.24583193525661784,0.3222114556598674,0.35850973472884373,-0.03283744414020884,0.11434900732474373,0.21956919917908646,0.30963036040935954,0.36175773974427194,0.38450977785616125,0.3187912582301715,0.38276786409602703,0.38276786409602703,0.3880086665865745,0.41034155281987506,0.41645162181194273,-0.7113416725181541,-0.4964240162677558,-0.30555662352343127,-0.14645333096347635,-0.07007381056022766,-0.03377553149125312,-0.42512271036030524,-0.2779362588953531,-0.1727160670410095,-0.08265490581073553,-0.03052752647582313,-0.007775488363934713,-0.07349400798992534,-0.00951740212406893,-0.00951740212406893,-0.0042765996335214496,0.018056286599781757,0.024166355591846767
51,YSct,1.014575,0.757,1.1714211394432335,0.8487570736930556,0.4795831085439404,0.21371332295778966,0.09361584109678667,0.044584979349509446,0.08731101840329725,0.02119209579997383,-0.02357639801505318,-0.02793565058698988,-0.056173419901861976,-0.05389525301976583,-0.06229797878467647,-0.09301324556489021,-0.09301324556489021,-0.061283610265530086,-0.07684458668890137,-0.0674856886421864,1.259629273172158,0.9369652074219799,0.5677912422728646,0.3019214566867161,0.18182397482571222,0.13279311307843322,0.17551915213222147,0.10940022952889761,0.06463173571387237,0.06027248314193567,0.03203471382706358,0.03431288070915883,0.02591015494424731,-0.004805111835965548,-0.004805111835965548,0.02692452346339458,0.011363547040025956,0.02072244508673826
52,TWNor,1.032868,1.157,2.8046593623253413,2.124717846730763,1.141254989491582,0.3640460341079246,0.11729995337527743,-0.029254663087710853,0.03868732182948209,0.013288808184305445,-0.1424938659446635,-0.25249124514764,-0.26486870260163187,-0.28051471867473854,-0.48191294120355366,-0.3841159727569421,-0.384115972756943,-0.36853344118248543,-0.3367989679519958,-0.3278058876067478,3.2707711605188265,2.5908296449242485,1.6073667876850677,0.8301578323014125,0.5834117515687645,0.4368571351057744,0.5047991200229678,0.47940060637779114,0.3236179322488226,0.21362055304584704,0.20124309559185427,0.1855970795187476,-0.015801143010068408,0.08199582543654405,0.08199582543654316,0.0975783570110007,0.1293128302414921,0.13830591058673747
53,ZLac,1.036854,0.37,-0.6570917506721006,-0.5059147463453848,-0.3394794744570855,-0.13623705121574137,-0.08925286983186087,-0.06548581605469384,-0.09070832146103847,-0.07356098358884999,-0.07660838670111225,-0.009989752490832338,-0.010996838772928896,-0.014035718286664611,-0.10089224512701733,-0.08133497112012922,-0.0813349711201301,-0.012259756849966053,-0.0124039305160899,-0.01496082280288924,-0.5199683812204285,-0.368791376893713,-0.20235610500541368,0.0008863182359331034,0.04787049961981271,0.07163755339697797,0.04641504799063334,0.06356238586282181,0.06051498275056133,0.12713361696084036,0.12612653067874469,0.1230876511650072,0.03623112432465447,0.05578839833154259,0.0557883983315417,0.12486361260170575,0.12471943893558546,0.12216254664878345
54,XXCen,1.039548,0.271,-1.1447723985169984,-0.8761635596022348,-0.5254454076664112,-0.26422204764238977,-0.15874430726655664,-0.12375984766224857,-0.1579206596746161,-0.12284162155461509,-0.06742566933345895,-0.0442520417324852,-0.0223930364799374,-0.034114537034581005,0.02727040514608703,0.0185256034993575,0.018525603499356613,-0.002972812016724724,0.0031944312548324305,-0.017291837253159414,-0.8574130188133908,-0.5888041798986277,-0.2380860279628041,0.023137332061219595,0.12861507243705272,0.16359953204135813,0.12943872002899104,0.1645177581489916,0.21993371037014953,0.24310733797112416,0.2649663432236711,0.2532448426690266,0.3146297848496937,0.3058849832029651,0.3058849832029642,0.28438656768688286,0.2905538109584427,0.2700675424504482
55,TYSct,1.043507,0.965,1.7508730634499845,1.3165860720507498,0.7591894957416399,0.29685440317569256,0.14705745908572698,0.09636141002991927,-0.19649075905492408,-0.16995119703696648,-0.14462516386369195,-0.13721447939792064,-0.12200578661914996,-0.0805365249915182,-0.11185529105239755,-0.10534396955412095,-0.10534396955412184,-0.11834916897292924,-0.11031187844475365,-0.07284826492106067,2.2118118066392665,1.7775248152400316,1.2201282389309216,0.7577931463649765,0.6079962022750101,0.5573001532192006,0.2644479841343581,0.29098754615231437,0.3163135793255911,0.32372426379136243,0.3389329565701331,0.380402218197764,0.34908345213688374,0.35559477363516123,0.35559477363516034,0.34258957421635294,0.3506268647445312,0.3880904782682215
56,V340Nor,1.052579,0.322,-0.708554107849598,-0.6040194201906353,-0.36709591936866115,-0.2521277237043016,-0.22326261613316944,-0.21022655469758433,0.07009360386054109,-0.009631853999690243,-0.0057082791245663955,-0.07856655437654503,-0.11567846665260895,-0.13949443432086017,0.08320555050955303,0.00037726557970874097,0.0003772655797078528,-0.07564389145936001,-0.11386681600873683,-0.13830334909091313,-0.31221556984305154,-0.2076808821840892,0.029242618637885354,0.14421081430224714,0.1730759218733784,0.18611198330896173,0.4664321418670876,0.38670668400685626,0.39063025888198144,0.3177719836300028,0.2806600713539389,0.2568441036856868,0.4795440885160991,0.3967158035862557,0.3967158035862548,0.32069464654718605,0.2824717219978128,0.2580351889156338
57,AAGem,1.053181,0.309,-0.31894709135422317,-0.13909244659726383,0.1531177260096448,0.3173051213559539,0.35228051939225224,0.4173651622339012,0.5150582646016684,0.49755286329272863,0.5401980744227597,0.5032055518438323,0.4675133204823396,0.4931259541108117,0.6575715977147834,0.6063416671958715,0.6063416671958706,0.5349718825835499,0.48720409398880893,0.5060718217752846,-0.4504210901960439,-0.2705664454390848,0.021643727167823368,0.18583112251413514,0.2208065205504317,0.28589116339207976,0.38358426575984694,0.3660788644509072,0.40872407558094004,0.37173155300201266,0.3360393216405191,0.3616519552689903,0.526097598872961,0.4748676683540509,0.47486766835405003,0.40349788374172846,0.35573009514699105,0.3745978229334641
58,RXAur,1.065337,0.263,-0.9837619855920032,-0.6794465460123549,-0.3124476986253031,-0.06783407182753631,0.03936838749539007,0.11343401965950228,0.05196564054886643,0.11118522966769717,0.16825642098816918,0.16303040667103907,0.18247273889347948,0.20751920096542964,0.24268824419636026,0.2567750034444103,0.2567750034444103,0.20554262061383977,0.20882448794706487,0.2248443840448573,-0.8003784081544918,-0.49606296857484367,-0.12906412118779187,0.11554950560997757,0.22275196493290306,0.2968175970970135,0.23534921798637765,0.2945688071052084,0.3516399984256813,0.34641398410855206,0.3658563163309916,0.39090277840294174,0.4260718216338706,0.4401585808819224,0.4401585808819224,0.388926198051351,0.39220806538457964,0.4082279614823694
59,UUMus,1.065819,0.404,-0.1877392708770751,-0.06316765302294902,0.0750607222716404,0.13284985446259512,0.16514061944035507,0.1642451490093233,0.2516558837130507,0.2722484955191309,0.27899374058522497,0.23079136983688286,0.22585094232647052,0.20415967068583285,0.27419739145943733,0.28945575334080065,0.28945575334080065,0.23581588912081042,0.22896545599219387,0.20620733436660998,0.26925770345656597,0.3938293213106916,0.5320576966052815,0.5898468287962384,0.6221375937739975,0.6212421233429639,0.7086528580466913,0.7292454698527715,0.7359907149188674,0.6877883441705253,0.6828479166601129,0.6611566450194735,0.731194365793078,0.7464527276744422,0.7464527276744422,0.6928128634544519,0.685962430325838,0.6632043087002506
60,RYCas,1.084181,0.618,0.5380869584369066,0.4434177992701547,0.35139014020418236,0.14586522681366887,0.09652003418572619,0.08010637733967751,0.08268219515409525,0.09578057539014484,0.14002670808513695,0.04435515744070617,0.0335976966634437,0.03873754769795834,0.2305455467623574,0.20865336287736902,0.20865336287736902,0.07731401138697525,0.05402767119863139,0.05216940940893533,0.6364906524239051,0.541821493257153,0.4497938341911807,0.24426892080066942,0.19492372817272585,0.1785100713266754,0.18108588914109358,0.19418426937714317,0.23843040207213662,0.14275885142770584,0.13200139065044336,0.13714124168495712,0.3289492407493553,0.3070570568643678,0.3070570568643678,0.17571770537397402,0.15243136518563283,0.150573103395935
61,UNor,1.101875,0.857,1.1837727154516469,0.8755077438130847,0.44390594946904827,0.051823758956299315,-0.06427977338819524,-0.1472655242559906,-0.2726036636379261,-0.23622995014842196,-0.23203056845954784,-0.27280364768046095,-0.2655042959952292,-0.2795623098374085,-0.2585700156470452,-0.22551724175843546,-0.22551724175843546,-0.26967553683058476,-0.26356529577664034,-0.2782874975390017,1.6938420193244665,1.3855770476859046,0.9539752533418682,0.561893062829121,0.44578953048462555,0.3628037796168284,0.2374656402348938,0.27383935372439794,0.27803873541327295,0.23726565619235984,0.2445650078775916,0.23050699403541142,0.25149928822577383,0.28455206211438444,0.28455206211438444,0.24039376704223603,0.24650400809618223,0.23178180633381817
62,ZSct,1.110645,0.492,0.10965840896294354,0.06505460634338389,-0.004370922961014045,0.027740210796497244,0.030243401673764936,0.03896538989432141,0.20281620933390565,0.13616743105404172,0.038865674463065325,0.04850515561200908,0.043114822946392906,0.0474278160348911,-0.1223503751920596,-0.11205133575967174,-0.11205133575967174,-0.023974724297594285,-0.0018127738468880494,0.017889782784057395,0.040416083285012894,-0.00418771933454698,-0.07361324863894492,-0.04150211488143096,-0.03899892400416505,-0.03027693578360946,0.13357388365597478,0.06692510537611085,-0.03037665121486466,-0.02073717006592002,-0.026127502731537078,-0.02181450964303977,-0.19159270086999047,-0.18129366143760173,-0.18129366143760173,-0.09321704997552427,-0.07105509952481626,-0.05135254289387259
63,BNPup,1.135867,0.416,-0.037279424748762,0.07952201835542327,0.22910717968156113,0.34440212469842457,0.37852615629396524,0.3892835601686153,0.3921523107822469,0.4073325034935973,0.4284159546455708,0.44012278635877067,0.43785985410397377,0.4282930079000593,0.4626097623360357,0.46111681765679613,0.46111681765679524,0.4558278060944252,0.4475948149675135,0.4346933412854783,-0.40529759502594054,-0.2884961519217555,-0.13891099059561807,-0.023616045578752853,0.010507986016787818,0.021265389891435227,0.024134140505068125,0.039314333216418085,0.06039778436839338,0.07210461608159324,0.06984168382679545,0.060274837622880995,0.09459159205885648,0.09309864737961782,0.09309864737961693,0.08780963581724688,0.07957664469033787,0.0666751710083
64,TTAql,1.138459,0.435,-0.21078484113992846,-0.20360577544768566,-0.18278630636980964,-0.04654756471571542,-0.029948661217003902,-0.01698208291624237,0.1397623755953794,0.06398751977010608,-0.020089582877392154,0.03158967748787944,0.018485725217415983,0.014861519214676377,-0.14120957457865746,-0.15049488494289953,-0.15049488494289953,-0.03103918468831779,-0.020335590035636564,-0.010661886946172316,-0.054876845449461475,-0.047697779757219116,-0.026878310679342654,0.10936043097475334,0.12595933447346397,0.13892591277422373,0.29567037128584595,0.21989551546057218,0.13581841281307572,0.1874976731783473,0.17439372090788385,0.17076951490514336,0.014698421111808635,0.005413110747567451,0.005413110747567451,0.1248688110021492,0.13557240565483308,0.14524610874429467
65,LSPup,1.150646,0.462,-0.06498594981898731,0.009670386892020932,0.12229329291836688,0.18896955371518143,0.19980119790985817,0.20175126723339432,0.17841669868206056,0.19547393536610258,0.23526185039060898,0.24322418986961303,0.23343164018366647,0.22386188950181118,0.3113814147078342,0.29697371859188504,0.29697371859188504,0.27286212657154163,0.25180310094753366,0.23594036370567828,-0.2857932516652879,-0.2111369149542801,-0.09851400892793372,-0.031837748131117394,-0.021006103936441534,-0.01905603461290717,-0.04239060316424048,-0.025333366480198016,0.014454548544309276,0.022416888023314208,0.012624338337366758,0.0030545876555105878,0.09057411286153272,0.07616641674558444,0.07616641674558444,0.05205482472524192,0.03099579910123662,0.015133061859378572
66,TXCyg,1.167607,1.13,2.3898766797313487,1.8365476216568726,1.070247338554065,0.3570994229481306,0.12203843687647797,0.025357259070884375,-0.18334705656462358,-0.12774530681333562,-0.12404276195582131,-0.21647411216516943,-0.23349858317663053,-0.20839359941706892,-0.1709737561479292,-0.11830003931967514,-0.11830003931967603,-0.21371609405702152,-0.23178898976027718,-0.20726961258532484,2.3945907504823536,1.8412616924078775,1.07496140930507,0.3618134936991373,0.1267525076274838,0.030071329821888426,-0.17863298581361864,-0.12303123606233157,-0.11932869120481548,-0.2117600414141636,-0.2287845124256247,-0.20367952866606398,-0.16625968539692515,-0.1135859685686702,-0.11358596856867109,-0.20900202330601658,-0.22707491900926957,-0.2025555418343199
67,UZSct,1.168739,1.02,2.2144074070482507,1.658679995875655,1.0909187700162768,0.494183037200985,0.29632944117346494,0.25273961577927473,0.10728620976588399,0.050190532301328084,0.11295717616308654,0.024504113837282127,0.005192848266511341,0.061329369613931206,0.3170420859365555,0.21030952174459028,0.2103095217445894,0.07125885875471383,0.03417438535574213,0.08038352935767712,1.8600846889548006,1.3043572777822048,0.7365960519228265,0.1398603191075365,-0.05799327691998357,-0.10158310231417644,-0.2470365083275663,-0.3041321857921222,-0.24136554193036197,-0.32981860425616727,-0.34912986982693806,-0.2929933484795191,-0.03728063215689481,-0.14401319634886,-0.1440131963488609,-0.28306385933873557,-0.3201483327377055,-0.2739391887357723
68,RWCas,1.170032,0.38,-0.36035283358575887,-0.2673930279349128,-0.13353852851535564,-0.016803455369251985,0.00657983493455383,0.045094354653389956,0.24131131183911192,0.19189257925964398,0.1457071206589342,0.11730794193155791,0.08971052983676842,0.09974934190954343,0.08696704967857816,0.07407253180885576,0.07407253180885576,0.0829044880759282,0.0683851012481762,0.08572875626289811,-0.7732088954578593,-0.6802490898070137,-0.5463945903874565,-0.4296595172413511,-0.4062762269375453,-0.3677617072187118,-0.17154475003298852,-0.2209634826124569,-0.2671489412131649,-0.2955481199405412,-0.3231455320353316,-0.31310671996255746,-0.32588901219352273,-0.33878353006324424,-0.33878353006324424,-0.3299515737961718,-0.34447096062392113,-0.3271273056092019
69,VWCen,1.177138,0.439,0.27783337426597,0.2655699492496564,0.2868083186089718,0.22713082188785538,0.1788159793768198,0.15290395336724316,0.63399100010664,0.5374459995097092,0.4521089571670842,0.30651862856379,0.22802554447388879,0.18525720334818985,0.34880853717592863,0.31974946292138107,0.3197494629213802,0.24295123987999911,0.18862247135140198,0.15935131549417836,0.3711691317375412,0.35890570672122735,0.38014407608054235,0.3204665793594277,0.2721517368483921,0.24623971083881369,0.727326757578211,0.6307817569812797,0.5454447146386565,0.3998543860353623,0.3213613019454611,0.27859296081976126,0.44214429464749916,0.4130852203929525,0.4130852203929516,0.3362869973515705,0.28195822882297605,0.25268707296574977
70,SZCyg,1.179252,0.571,0.6709149296880434,0.5197750749460948,0.3430201289455228,0.2801123799447405,0.1981848365090535,0.1814434103207736,0.46977263881030673,0.36623134145163805,0.24966553898089305,0.23527760976435896,0.1703934207465565,0.1631717060349347,0.0802287581045027,0.06886960045484258,0.0688696004548417,0.14844798139329463,0.11657094562613679,0.12778565885631465,0.7709590486374935,0.6198191938955446,0.4430642478949727,0.3801564988941921,0.29822895545850425,0.28148752927022347,0.5698167577597566,0.4662754604010879,0.3497096579303447,0.3353217287138106,0.27043753969600726,0.26321582498438456,0.18027287705395167,0.16891371940429334,0.16891371940429245,0.24849210034274538,0.2166150645755902,0.2278297778057654
71,SVMon,1.182801,0.234,-0.8386509772771826,-0.5639045733134949,-0.1849694891400997,0.08541502044921412,0.1591376777790945,0.2286826559265691,0.3882225915264299,0.372640135696896,0.38444969393821715,0.35888607548024876,0.3286522701099752,0.340131476298807,0.4276882070777859,0.40276655978190057,0.40276655978190146,0.36768299131307014,0.3341051528693617,0.34371652076492154,-0.6863572166993384,-0.4116108127356508,-0.03267572856225609,0.2377087810270604,0.31143143835693987,0.3809764165044127,0.540516352104274,0.5249338962747396,0.5367434545160625,0.5111798360580941,0.4809460306878197,0.4924252368766515,0.5799819676556295,0.555060320359746,0.555060320359746,0.5199767518909146,0.486398913447208,0.49601028134276604
72,XCyg,1.214482,0.228,-1.1993206552329678,-1.0097361103695088,-0.6467145663647766,-0.32879440042356656,-0.2372675699592932,-0.1911659347926573,0.07139906647705363,-0.03972105562903483,-0.05694541308256973,-0.04555000443934887,-0.06169484505126821,-0.07573414327853989,0.01383807600733622,-0.08366074301049764,-0.08366074301049764,-0.05838039315473598,-0.0696479284673126,-0.08096296607693532,-1.2345467354753816,-1.0449621906119226,-0.6819406466071909,-0.36402048066597903,-0.2724936502017057,-0.22639201503507156,0.03617298623463938,-0.07494713587144908,-0.0921714933249822,-0.08077608468176134,-0.09692092529368157,-0.11096022352095325,-0.02138800423507803,-0.118886823252911,-0.118886823252911,-0.09360647339714934,-0.1048740087097233,-0.11618904631934868
73,CDCyg,1.232334,0.493,-0.20354599634809567,-0.11747328850547767,-0.09195064034023925,-0.0005302207077306775,0.028267216706928444,0.03180950845341002,-0.043719634646116834,0.004531567755574173,-0.01777168773351967,0.03509519732049604,0.050350095690177454,0.04632808634847674,-0.11825347314283174,-0.05236449216558192,-0.05236449216558192,0.018481547823518518,0.04005190884445042,0.03955745521785747,-0.19298685066082255,-0.106914142818205,-0.08139149465296569,0.010028924979543774,0.038826362394202896,0.04236865414068269,-0.033160488958843715,0.015090713442846848,-0.007212542046245218,0.04565434300777049,0.060909241377451906,0.05688723203574941,-0.10769432745555907,-0.04180534647830836,-0.04180534647830836,0.02904069351079208,0.05061105453172665,0.05011660090513104
74,YOph,1.233609,0.647,-0.3760210741423289,-0.38527071629979837,-0.5011409144372347,-0.5112562429866445,-0.4772252169622071,-0.49058003270288086,-0.867072057102587,-0.7601187948954156,-0.7290485462233711,-0.6207118819365656,-0.5450727191880151,-0.5351869540557574,-0.7632403587342713,-0.6808579564463182,-0.6808579564463191,-0.5975677171094285,-0.5307265074287271,-0.5257549142803173,0.2876958097211253,0.2784461675636556,0.16257596942621877,0.15246064087681077,0.1864916669012473,0.17313685116057265,-0.20335517323913344,-0.09640191103196205,-0.06533166235991494,0.04300500192689061,0.11864416467543926,0.12852992980769695,-0.09952347487081781,-0.017141072582863792,-0.01714107258286468,0.06614916675402593,0.13299037643473,0.1379619695831371
