,name,logP,EBV,r_B_g,r_V_g,r_I_g,r_J_g,r_H_g,r_K_g,r_B0_g,r_V0_g,r_I0_g,r_J0_g,r_H0_g,r_K0_g,r_BBI_g,r_VBI_g,r_IBI_g,r_JBI_g,r_HBI_g,r_KBI_g,r_BVI_g,r_VVI_g,r_IVI_g,r_JVI_g,r_HVI_g,r_KVI_g,r_BVK_g,r_VVK_g,r_IVK_g,r_JVK_g,r_HVK_g,r_KVK_g,r_BJK_g,r_VJK_g,r_IJK_g,r_JJK_g,r_HJK_g,r_KJK_g
10,XSct,0.62305,0.589,0.9393434854972944,0.8320940775924526,0.6680605858162756,0.37663823469616453,0.3368884152745508,0.33496477301022143,0.3125040988363277,0.35359072899629496,0.3771305498698121,0.2369152569060864,0.2502793091786444,0.2780228745272799,0.43310331657687495,0.44565120055396523,0.43310331657687495,0.2637969146009267,0.2669422545305844,0.28897807064264125,0.3911703369595605,0.41364129244914505,0.41364129244914416,0.2544500214343177,0.26114846116361257,0.28516889157816827,0.2001387306701412,0.2678156387930999,0.3249792950262709,0.21186893056675338,0.23475401785186634,0.2678156387930999,0.6237814345806205,0.5912070158239988,0.5216012522610551,0.306299212659777,0.2932878570944606,0.306299212659777
11,YLac,0.635863,0.217,-1.0882103364015083,-0.7913675074391207,-0.42509279420076274,-0.1417271258869648,-0.041082310327717586,-0.00794009967317244,-0.13291532004633932,-0.06213467052677801,0.018280770641942112,0.07120886249143865,0.09090883315341447,0.07883860791939679,0.14923123095315916,0.15324437603772623,0.14923123095316004,0.13409954408827485,0.12989244058159155,0.10446871446057138,0.1358199552879027,0.14300676102607923,0.14300676102607834,0.131110160504873,0.1280394322644831,0.1032504382741859,0.07670442429473745,0.09788040148931199,0.11556993442772523,0.117933263520138,0.11987156118832676,0.09788040148931287,-0.07514094715255926,-0.018032095798701242,0.0450951360766112,0.08408681431203746,0.0988913991791982,0.08408681431203746
12,TVul,0.646934,0.06,-1.7043872390610035,-1.3084164030466292,-0.7686911210331258,-0.3631883916756391,-0.20147450533881361,-0.14141135051312492,-0.07778731023477947,-0.06673706806477853,-0.013750085364160114,-0.0006180258609385092,0.02326945429290017,0.006348490349716407,0.041712354409822794,0.02448404998453757,0.04171235440982368,0.026018540609461738,0.039780476659827535,0.017203803397584316,0.09928653501473583,0.06843380617149197,0.06843380617149197,0.03885186941605134,0.047735382529666914,0.022433824383830903,0.030887016125025646,0.01622043297324094,0.036688075266956055,0.023605564442163107,0.03828476198078157,0.01622043297324094,-0.02503507765699009,-0.026468188234405332,0.010733393572705197,0.011140487049531522,0.0305581215421995,0.011140487049531522
13,XYCas,0.653376,0.533,0.15673781351267801,0.06127441787940269,0.08617128006177,0.04308128493578156,0.03999912339519529,0.04259815775755538,-0.2139993395833688,-0.22173104249925846,-0.08589603984845562,-0.03955630949478728,-0.011224864933343959,0.008920507972495884,0.025053826588619543,-0.03924770954354084,0.02505382658862043,0.013728823728282435,0.021804618331642267,0.030636024594224764,0.23993906213232385,0.12478682140585118,0.1247868214058494,0.061626906765503975,0.0514948684334815,0.05015613377720296,0.1289672110613509,0.04007548471045119,0.07328232869504792,0.03689119645044858,0.036162116491613716,0.04007548471045119,0.15307945164287506,0.05848177523069875,0.08447335333135708,0.04226583328236089,0.03949365507577962,0.04226583328236089
14,TVel,0.666501,0.289,-0.40343185529634207,-0.2716303161850304,-0.09627164249749143,0.035542971372856336,0.07491375481968898,0.0746045959064876,0.26655600785570144,0.23981080072492666,0.21468455658376273,0.18488377751056362,0.16748459698038953,0.13546608881877376,0.1697588551972391,0.16591984449709507,0.16975885519724088,0.16330761829203677,0.15411033390315332,0.12667306502766085,0.18258820217987193,0.17571323914032355,0.17571323914032355,0.16616728952786008,0.15588293833357802,0.1278384789902045,0.11140098788173969,0.1213718541799178,0.1426736770843986,0.15029960511942253,0.146047147655743,0.1213718541799178,-0.10764729957924679,-0.045840578996407366,0.04100851771319114,0.10147357463193529,0.11578169725083054,0.10147357463193529
15,VZCyg,0.687034,0.266,-0.5922079605570383,-0.4170410191515863,-0.18157336446323002,0.04191411314211013,0.13112233045002242,0.14652121477285007,0.1880654201966836,0.17858751577491905,0.1805687847720856,0.21583764534064986,0.23893109527171852,0.2174010104291062,0.17407597232456862,0.16790854793361198,0.1740759723245695,0.21271938673098845,0.23699820209244304,0.21613021325598947,0.1946864977127234,0.18364177342075116,0.18364177342075028,0.2173134885732324,0.23984591590561521,0.21800246708895799,0.2457790161069937,0.22264369585912647,0.20735494226328388,0.22870204992523835,0.24690526386695932,0.22264369585912647,0.19990361826533398,0.18762430819373677,0.18606315456272515,0.21847638872694475,0.24056675469952538,0.21847638872694475
16,CFCas,0.687994,0.553,0.8209174974715898,0.6666158169612189,0.4885561070053823,0.37240232172588206,0.3037899544385878,0.26626869662468966,0.387413972785172,0.33569709582654905,0.2873575245555031,0.27577405515455844,0.2438936659132107,0.22688936880966448,0.2006989483110031,0.1931665427928344,0.200698948311004,0.23415513366871377,0.21809563581411062,0.20992823299865204,0.2258710177722385,0.21238186299224893,0.21238186299224715,0.23976600716694207,0.22157360877020427,0.21221485610238222,0.22562268743656944,0.21219229785051752,0.21226660738607528,0.23971065414555692,0.22153929747954937,0.21219229785051752,0.01724669468221407,0.05312665452658205,0.11555469624512149,0.1932634862949696,0.1927484160379187,0.1932634862949696
17,VLac,0.697493,0.335,-0.8093778821558496,-0.6434216872270742,-0.43480476880290064,-0.302408925064785,-0.25024601429984994,-0.20497709519371643,-0.31445983796298327,-0.2656216534920608,-0.20510234829201224,-0.1920913152141619,-0.18186420819381421,-0.1600188911792486,-0.11038816920376515,-0.10984175367586246,-0.11038816920376426,-0.14660358446783128,-0.15366804632708142,-0.14148108310112217,-0.11221420068730925,-0.11123567083887576,-0.11123567083887576,-0.14701060827943113,-0.1539203453335869,-0.14164695924352166,-0.1574341641493806,-0.1457547269167918,-0.13222325693424786,-0.15709017265418268,-0.1601682944836913,-0.1457547269167918,-0.07159928602232402,-0.08023191918621375,-0.09238538983405853,-0.1379575127968522,-0.14830866628445438,-0.1379575127968522
18,V0386Cyg,0.720788,0.841,1.7831702532046483,1.317020669457246,0.7071063801871711,0.33320720423535466,0.1667237419322456,0.07593046200186748,0.151760187264125,0.071669474082801,-0.050067146600490275,-0.030435344813984244,-0.05868482443053047,-0.07226633024769047,-0.22486916795332146,-0.21583385051066895,-0.22486916795332057,-0.11438631559527579,-0.11072292618194624,-0.10647922587431413,-0.2550637236927944,-0.23888312970110714,-0.23888312970110803,-0.12111670511888395,-0.11489484571541553,-0.10922209009797612,-0.06226467502071564,-0.09170828338654147,-0.14940082314185155,-0.0781416499950307,-0.08825619853248057,-0.09170828338654147,-0.16499467353447006,-0.1701281295802488,-0.1970800896276259,-0.10104024508359366,-0.10245019069354022,-0.10104024508359366
19,CRSer,0.724391,1.036,2.208997670578537,1.645842415203303,0.9647019855029919,0.4201491947865126,0.2273391009245218,0.14384553753724116,-0.24524077140451128,-0.22762204432574062,-0.1743644058906657,-0.1269024273959687,-0.11175796625023704,-0.07909673314671384,-0.11297860783879088,-0.12665856068778414,-0.1129786078387891,-0.09742109017368428,-0.09348357571176535,-0.06708207859379822,-0.06726243887913608,-0.09176072178728578,-0.09176072178728667,-0.08723092121473996,-0.08716706687077469,-0.06292923576463938,-0.024391557279058063,-0.059034857970432064,-0.07186339658663865,-0.07767496898021786,-0.08124368551992589,-0.059034857970432064,0.11675610412451753,0.04871144844450992,-0.006353642286354599,-0.04621304750705413,-0.061741604058819455,-0.04621304750705413
20,V1162Aql,0.730464,0.195,-0.8762203134126079,-0.6850140488865926,-0.34916456763292913,-0.08444797241152369,0.010876923052856036,0.0498885438360519,0.23189935664812733,0.16087882902236572,0.16513830213571845,0.16255274793789276,0.16398353395437493,0.1505497963072191,0.10731676204519758,0.06577761176822161,0.10731676204519847,0.1347831924996834,0.14677021363137754,0.1392327514539753,0.24613382036876885,0.17174483186254985,0.17174483186254985,0.1657256207672253,0.16595028046844984,0.15184285064519987,0.21654063603877116,0.1491546148167524,0.15800997989870424,0.1591292773898525,0.1618614511831593,0.14915461481675152,0.14100995412683925,0.09149760572367249,0.12295451837011129,0.14229343073467504,0.1514255325373135,0.14229343073467504
21,CVMon,0.730685,0.722,1.4049174395895871,1.1932460317787297,0.784204317629928,0.46200349712471933,0.3573696955104104,0.274399700239214,0.28328156068962373,0.3370354371986055,0.2636282761252131,0.21199000350732256,0.20239557789140594,0.17251063948417933,0.24660662795546529,0.3090393053404705,0.24660662795546617,0.20381513300474818,0.19732827802508623,0.16917909979306067,0.03796681322496909,0.14977227119505265,0.14977227119505088,0.15730915903428588,0.16850094484476408,0.15022632272975667,0.03864196363412198,0.15028765318677273,0.15008562344601906,0.15745965057586897,0.16859422898526422,0.15028765318677273,-0.015666224687940655,0.10883102087985463,0.12487999100340996,0.1453543139422484,0.16109057853771436,0.1453543139422484
22,SWCas,0.735675,0.467,0.08910279084405426,0.06619344203323374,0.032608447077638214,0.03727231220227445,0.02857109691080062,0.038016196158076276,0.04959936075003135,0.036038151885124936,0.01427403066758881,0.028466967479025662,0.02311298939399098,0.03442771663045274,-0.016321127010654024,-0.014282831138298313,-0.016321127010653136,0.013773240436186995,0.014004891466753655,0.028439519650663492,-0.02313277903306421,-0.01948256550655092,-0.01948256550655092,0.012254918000656367,0.01306373954609974,0.027820751260842158,0.04720472944058596,0.03421018905348827,0.013162629265953463,0.027933202332188323,0.02278212812146485,0.03421018905348827,0.09473566935331235,0.07049334929221018,0.03522279069109402,0.03852788512189598,0.029349380124674695,0.03852788512189598
23,XLac,0.735997,0.336,-1.1906516936893063,-1.0093828094343922,-0.8148092746143947,-0.6320250830823815,-0.5736661194568304,-0.5521942345512478,-0.6756514960247095,-0.6162528875530202,-0.5757862821105197,-0.5172311458930219,-0.5025096035963044,-0.5054117738473636,-0.4892933333073488,-0.47399474807411757,-0.4892933333073479,-0.47569176916518074,-0.4767608803506205,-0.4884830552493753,-0.5404187074286,-0.5130217512201121,-0.5130217512201121,-0.4870876540838127,-0.48382476792004603,-0.49312726862374845,-0.5108366731479679,-0.4904400456623774,-0.4992920742410085,-0.4804937960609532,-0.47973747921409693,-0.49044004566237653,-0.5861522048119303,-0.547932817924945,-0.5342476797766516,-0.49728168556162267,-0.49014367099362044,-0.49728168556162267
24,VCen,0.739882,0.294,-0.6934598482983753,-0.4800405433590642,-0.23355431233353574,-0.06331835653860729,0.00176667880321979,0.015561738499235922,0.0017081429756564681,0.0506220453997388,0.08908854163181745,0.09163511937896285,0.09781660736856157,0.07871058656153451,0.16476843106621253,0.17509554775894287,0.16476843106621164,0.12798138206785215,0.12034631129557916,0.09352293334227912,0.13025689313897892,0.14875086231830537,0.14875086231830448,0.12028873391918449,0.11557792323082339,0.09038791577484329,0.04347430520261675,0.08250461198520576,0.1084731421157814,0.10094482882191969,0.10358735192053103,0.08250461198520576,-0.09615970668233675,-0.02408623678193411,0.043665906065358584,0.06982030098191583,0.08429440829368051,0.06982030098191583
25,FMCas,0.764123,0.325,-0.545297219875086,-0.43846006479150623,-0.292039298703358,-0.14474485706613027,-0.10712939586220482,-0.08031784193326796,0.03400751548808456,0.0037572904475555724,-0.023171146718008018,-0.01561738933632384,-0.02708805456393648,-0.027693976659818098,-0.0726934068623164,-0.07769379531610898,-0.0726934068623164,-0.03940110637931227,-0.04183070108715814,-0.03738665586569567,-0.05598292503969127,-0.06493770232173901,-0.0649377023217399,-0.035676327224958726,-0.039521848255176906,-0.035868680799366004,-0.012758840823674511,-0.03194221818737475,-0.04487644796804524,-0.02604164585772306,-0.03354966562685924,-0.03194221818737475,-0.05743947522739834,-0.066049572694034,-0.06561371950809569,-0.03600099337366647,-0.039723096792562806,-0.036000993373667356
26,CSVel,0.771201,0.737,1.3390820037996005,1.1008369652162986,0.7597424323965325,0.4366818128890797,0.3466200889212674,0.2660204282212968,0.17956056113640795,0.21570609295431975,0.22158286206124922,0.17822359818858136,0.1864114010418474,0.1606898544221229,0.2579782451984336,0.2755669204825848,0.2579782451984345,0.1957029598268356,0.19724621082446525,0.16781329289798474,0.19919976401925954,0.23069785088016026,0.23069785088016026,0.1826011915029273,0.18912490922642622,0.16247387361529597,0.09775434947105133,0.15325860313343753,0.18361478825015443,0.15998893116088553,0.1751084053842682,0.15325860313343842,0.04679059388749085,0.1143549729169786,0.15996138107854474,0.14862907113767942,0.16806684831509067,0.14862907113767942
27,MWCyg,0.774852,0.635,0.48306697589535075,0.2288428345884297,-0.07845420689378413,-0.24715050431014163,-0.32052988906659685,-0.35282584033030684,-0.2425564330823735,-0.3250681646312068,-0.41523209441932263,-0.4088925160822763,-0.42078777992535343,-0.41874124923744205,-0.5647859435544591,-0.5710448901824163,-0.5647859435544591,-0.4807177199432271,-0.4653095672501202,-0.44801247957803714,-0.5438695657926598,-0.5550781896008905,-0.5550781896008914,-0.476055443373423,-0.4624195944448646,-0.44611244220883606,-0.3818433125763221,-0.43139402684032735,-0.47987821864246794,-0.4399396678473382,-0.44003276098520416,-0.43139402684032735,-0.3171335454134132,-0.3819972580136799,-0.4498449831958684,-0.42551581134995686,-0.43109194582757926,-0.42551581134995686
28,FMAql,0.786342,0.589,0.5085749699660096,0.34271076010406243,0.09707057303666389,0.08466791046738376,0.04443590383705942,0.021095751374399008,-0.015153247873386455,-0.05708177259776637,-0.1460032868460477,-0.03207150908155043,-0.027926544581974078,-0.026479560017118153,-0.2593320955289231,-0.24347783951038782,-0.2593320955289222,-0.08649916062003538,-0.061664232693155796,-0.04866069197972056,-0.312314430692898,-0.28392237016991295,-0.28392237016991295,-0.09830896357261665,-0.06898469274253127,-0.0534735911282036,0.03035060965289027,-0.0223460034937375,-0.12488393923079766,-0.021928664503173323,-0.021639370374145095,-0.0223460034937375,0.02719041267231237,-0.024758367601049436,-0.1263506566080448,-0.022633074822507204,-0.022076008277566395,-0.022633074822508092
29,CRCep,0.794695,0.709,1.2488462443071278,0.970605577296344,0.5560778101529626,0.29479653417007334,0.15912562845250378,0.13348032258559428,0.22263655059118292,0.18723939888722585,0.07979117368021882,0.06605361007461052,0.017336350160451097,0.04025974735491111,-0.04392675959879355,-0.01624404400588464,-0.04392675959879355,0.006636444749823056,-0.019494153003199344,0.016045217650629162,-0.1364378754832538,-0.08686321643677175,-0.08686321643677264,-0.013984353599997057,-0.03227622321319146,0.007641536131353099,0.004085649901814037,0.020406650269388038,-0.021643137479426144,0.017338447478202568,-0.012860377339378282,0.020406650269388038,0.02731886178881915,0.038141926519009495,-0.010860089519657556,0.022517148143093024,-0.009650292338193367,0.022517148143092136
30,RSCas,0.799056,0.833,1.4221692431588764,1.0603424717992285,0.6469617492252979,0.22931011132492518,0.09345423746184167,0.03417170257590563,-0.12596788547837034,-0.12144159586279102,-0.07156296391320982,-0.11577083643238506,-0.12044867878498611,-0.10646060147587377,-0.024443031845379437,-0.0439417075933326,-0.02444303184537855,-0.09314086905770225,-0.10642119900821267,-0.09723811477180888,0.04071835904701704,0.00579981217185388,0.00579981217185388,-0.07861634528626826,-0.09741798393071299,-0.09131887391975191,-0.10369194603811849,-0.10443706193893387,-0.06122420728750466,-0.11080551252661852,-0.11737085814476789,-0.10443706193893476,-0.05546841846664652,-0.06762520883094059,-0.038842600597845944,-0.10005645141908381,-0.11070791273221925,-0.10005645141908381
31,RRLac,0.807281,0.319,-1.040151820664795,-0.8294258995845025,-0.5377572202818586,-0.37733530321119346,-0.2936539982154951,-0.2472523342207822,-0.4082070511199052,-0.347025312145655,-0.2444576631190385,-0.23647433167905074,-0.2063394918890662,-0.1898466643155592,-0.10263483134621065,-0.11376407567718338,-0.10263483134620888,-0.16836205063025655,-0.16411920808827052,-0.16208857717581182,-0.06544271381157074,-0.08537314626143111,-0.08537314626143111,-0.16007189924085719,-0.1589804498640195,-0.15871005657533743,-0.17449078703656173,-0.1686159502499711,-0.13598477108646279,-0.18437879800551027,-0.1740473973859462,-0.168615950249972,-0.0551304947836444,-0.07750122333934861,-0.08058701712480598,-0.1577732977476085,-0.15755563181512144,-0.1577732977476085
32,XXSgr,0.807815,0.521,0.256630265962815,0.2676517661024289,0.1985833488217419,0.14420481341271518,0.13198591822732997,0.1334320031584877,0.03418963123162744,0.0978497548572479,0.095343725984673,0.0946226261291212,0.1012517541919502,0.11322556382031213,0.14830909579927365,0.18496384994705561,0.14830909579927543,0.12005994189534608,0.11701940540320788,0.12359214113599837,0.025814891887049107,0.09145682405986033,0.09145682405985944,0.09275589033628417,0.10009463371762539,0.11246480505542245,0.0570526388838557,0.115302432454369,0.10595495396372279,0.09971880798748156,0.10441068883702886,0.11530243245436989,0.1750558068123098,0.20538118659822668,0.16072283648318653,0.12602180419748876,0.12071494333707022,0.12602180419748876
33,BBSgr,0.821971,0.281,-0.7363777227072925,-0.5905206099014406,-0.38361962499795865,-0.1827082826963471,-0.11728154822520587,-0.10665789255186553,0.06563248650879272,0.02170092385129685,-0.01138893247629369,-0.003939594840548288,-0.006469450615961492,-0.03380353003528924,-0.07809694208161222,-0.08801619721007992,-0.07809694208161133,-0.03597699419046929,-0.02632824952806967,-0.04685986744159454,-0.04494841091249313,-0.0627119749435785,-0.0627119749435785,-0.028588161288651825,-0.021748185297832734,-0.04384866499188078,-0.016899675342997966,-0.04130072641724514,-0.04969393583956716,-0.022336076718961984,-0.01787274931456828,-0.04130072641724514,-0.16050482623751794,-0.15092297900848273,-0.11634426541504084,-0.054345774475602404,-0.037714377033580604,-0.054345774475602404
34,VCar,0.82586,0.166,-1.249836246264664,-0.9848264986990629,-0.6050108482760668,-0.2946462469735609,-0.18749269322195694,-0.15054553001708548,0.04122918237152229,0.0007196300308507375,-0.005798802008278869,-0.00686677738442576,-0.009108843921844745,-0.03326554069822585,-0.04652959189847827,-0.06627180070960659,-0.04652959189847827,-0.02642827516063928,-0.021234292885865536,-0.04123752095634092,0.019445646730551935,-0.015909023130195266,-0.015909023130196154,-0.011722344107451654,-0.01211863014399217,-0.03524435042439045,-0.009304953445832709,-0.037856046165602564,-0.02925281313572281,-0.0181308748337905,-0.016091041313402776,-0.037856046165602564,-0.1586689675769044,-0.1518743775633684,-0.09857595862556501,-0.05142422760193721,-0.036728359296396285,-0.05142422760193721
35,V0495Cyg,0.827263,0.978,1.5298629459391433,1.0346492804340124,0.4381556677363809,-0.09695545161468644,-0.26153968972461783,-0.34947581757998325,-0.6140012973335418,-0.6018883098504788,-0.55685918715659,-0.5748244279777586,-0.5577529935661119,-0.5442237908238372,-0.5073685846101714,-0.5204892925043945,-0.5073685846101714,-0.551055914912701,-0.5430197714264686,-0.5345373077596545,-0.4635213209840643,-0.48701809889668013,-0.487018098896681,-0.5412823263792497,-0.5369614853834728,-0.5305542357203361,-0.528257233854653,-0.5364348262788079,-0.5170634691450138,-0.5557120107748297,-0.5459059130396398,-0.5364348262788079,-0.38228548998304657,-0.42500601416307937,-0.44931475137865107,-0.5231747976370364,-0.5257372980466908,-0.5231747976370364
36,USgr,0.828997,0.402,-0.22900671097052017,-0.19126057481110825,-0.12690048989731428,-0.03936364033412243,-0.00662380936914353,-0.005415693958972234,0.06545278468054283,0.033517666143901614,0.009764680603332465,0.02627160602474099,0.03406105224371192,0.021332916714674965,-0.03846661181681732,-0.04581011744186725,-0.03846661181681643,0.0031078932176962226,0.019702723414689594,0.011892910467966367,-0.013925814957586269,-0.027076684724899103,-0.02707668472489999,0.008578055571050847,0.023093474736460173,0.014122188961286142,0.04733471231699227,0.019687076553405625,0.0013556821323108537,0.0222330738643155,0.03155771552783193,0.019687076553405625,0.028055773141885787,0.004970329091491976,-0.007592100324534279,0.017935783605437905,0.02889398423722689,0.017935783605437905
