,name,logP,EBV,r_B_g,r_V_g,r_I_g,r_J_g,r_H_g,r_K_g,r_B0_g,r_V0_g,r_I0_g,r_J0_g,r_H0_g,r_K0_g,r_BBI_g,r_VBI_g,r_IBI_g,r_JBI_g,r_HBI_g,r_KBI_g,r_BVI_g,r_VVI_g,r_IVI_g,r_JVI_g,r_HVI_g,r_KVI_g,r_BVK_g,r_VVK_g,r_IVK_g,r_JVK_g,r_HVK_g,r_KVK_g,r_BJK_g,r_VJK_g,r_IJK_g,r_JJK_g,r_HJK_g,r_KJK_g
37,TWCMa,0.844792,0.329,-0.44050742099826556,-0.26801845479765607,-0.07688204129535015,0.09655715486571825,0.14124892991269888,0.1767709567295359,0.172810769520499,0.20016337002582896,0.20777250819732895,0.23326624771417492,0.22598984020574786,0.23248459388353204,0.23805276049862822,0.2499664165740203,0.2380527604986291,0.24780873730624808,0.23500419163097241,0.23841115642276556,0.19823926698137928,0.2195744367898591,0.21957443678985822,0.23893427920927301,0.22950324329003902,0.2347945108284506,0.22087070510913698,0.2368503437576157,0.2300781882262557,0.24397884404385728,0.23263018245120115,0.23685034375761482,0.1668918879127279,0.19564513979088893,0.205025424214484,0.23194692448557408,0.22517204053322537,0.23194692448557408
38,xSgr,0.845893,0.237,-1.4765574665748178,-1.0834590761339187,-0.6527806089579227,-0.3589299861679036,-0.2270324440785494,-0.1824188302747709,-0.47326444667021317,-0.31758654185559454,-0.18713010811670117,-0.13529520615863255,-0.08840951537417485,-0.09127999869564984,0.06068994578719522,0.09001223101265765,0.06068994578719611,-0.016276364481103478,-0.014634137485018961,-0.04277574472432821,-0.037300344124421514,0.015210482988520901,0.015210482988520901,-0.038118474904151434,-0.028173253877388227,-0.05167715273920148,-0.1367586900986728,-0.060711918518538965,-0.030950337127770844,-0.0602878161442133,-0.041915208550167726,-0.060711918518538965,-0.13997010114126773,-0.06316337732968069,-0.032440824084947195,-0.06100364211706566,-0.04235892259498275,-0.06100364211706566
39,V0600Aql,0.859672,0.798,1.2132263228112032,0.8729516493165335,0.37941391083384657,0.19241353227990388,0.10088624610119368,0.06564606979876508,-0.14853917099219816,-0.16656399480819983,-0.25261160079399136,-0.11112503580451794,-0.08726608548538461,-0.05805629185207728,-0.34274840609241064,-0.31481531931217877,-0.34274840609241064,-0.15441442255967885,-0.1140995752206031,-0.0756981994680519,-0.4360962216079791,-0.38607319375154514,-0.38607319375154603,-0.17522172189597462,-0.1269972504941279,-0.08417788652633629,0.012805994583874991,-0.04339974627684562,-0.1777277376869275,-0.07516107523336224,-0.06497335650121006,-0.04339974627684562,0.2533108554684764,0.14019175058162858,-0.06610410759697682,-0.021552358150687567,-0.03174329556982336,-0.021552358150687567
40,V0459Cyg,0.860413,0.73,1.099412543234028,0.8165480271980816,0.3963751041306569,0.21265162578747887,0.10326282587434488,0.0760842898601286,0.025843355856519423,-0.002970436448871183,-0.10189212176669038,-0.026647765597431317,-0.04507001604575578,-0.021438407313858043,-0.21252341862553958,-0.18492980628250333,-0.2125234186255387,-0.07977990158885095,-0.07800466198564138,-0.04309157232406058,-0.3047367659963962,-0.2553216745045317,-0.2553216745045326,-0.10033432710968437,-0.09074559013382899,-0.051468204642481474,-0.0016175315817692493,-0.02393294594374762,-0.11463732753957512,-0.032768818369934394,-0.04886423026432851,-0.02393294594374762,0.06528994170322822,0.02714146114403526,-0.08358408803020367,-0.017855091500301512,-0.03961976258143807,-0.017855091500301512
41,CKSct,0.870124,0.757,1.7176449685427402,1.2841556739395306,0.8357637528931927,0.49766912468056024,0.35409522372154534,0.32972449990550334,0.5359627180098188,0.3821081544487508,0.2873188610427988,0.2342712489892529,0.1908246226937127,0.22238084508610179,0.07196919574942484,0.02791462600570327,0.07196919574942662,0.13084673868388386,0.1267155940455229,0.18023181520137843,0.2191923752501328,0.14029873249479152,0.14029873249479152,0.16366289777869714,0.14705711732004811,0.19360552387357988,0.29845673019475516,0.20080587367389402,0.1770870743316868,0.18133098300299455,0.15800890987346428,0.20080587367389402,0.4459255555061823,0.31337749604902854,0.24553062073576637,0.2142018967365349,0.17838437352336545,0.2142018967365349
42,V1344Aql,0.873787,0.546,0.38123924475226656,0.17477748965148843,0.07018896788465012,-0.01853685402294669,-0.03342617307804474,-0.02849218923453556,0.09467430533681176,-0.04397437249771352,-0.0628121643020636,-0.08241239777051401,-0.07302026012705198,-0.05452366083028881,-0.19921070210895486,-0.2683140728379918,-0.19921070210895397,-0.14791959026987467,-0.1136257458886405,-0.08122008517078338,0.03172148068451719,-0.09202996383534323,-0.09202996383534323,-0.09644463044110285,-0.08171832215916108,-0.060242276199468314,0.0789880763746389,-0.055948593079524045,-0.07009249041580468,-0.08590887018040316,-0.07518759405235897,-0.055948593079524045,0.3058549145373535,0.11723219941109697,0.03520143141849097,-0.035340078773140604,-0.043841870611555755,-0.035340078773140604
43,RSOri,0.878917,0.352,-0.6567813817064507,-0.45740358516991586,-0.2654664617541602,-0.08427528220261848,-0.01920585018834764,0.024154874112028324,-0.11923476894265184,-0.0470626593960235,-0.015979178883632983,0.03554426812335709,0.05506585737672509,0.07298544427912201,0.07345016407346439,0.10002507573078478,0.07345016407346616,0.07849388678038594,0.08168873743467842,0.09048888475921046,-0.01535885192420583,0.032231933747828734,0.032231933747827846,0.05869828932136212,0.06941817873576461,0.08242150086323896,0.059270356839912886,0.08920079539982861,0.06686900163224507,0.07533319692374718,0.07972954269477395,0.0892007953998295,0.16427933952006502,0.1693603241633026,0.11560599512043535,0.09873977932268119,0.09423841740096428,0.09873977932268119
44,BKAur,0.903222,0.425,-0.155066510152312,-0.04723543826589616,0.10966772923620027,0.2019413104377179,0.2405531293410723,0.27393567173192146,0.08894265967128279,0.13903110358417692,0.22291778668104456,0.25633114065793894,0.27426737341593377,0.2961013902120815,0.33895322431912867,0.3298788628573428,0.33895322431912867,0.3120586863657042,0.30881081784437825,0.3188122735655874,0.3692782587960206,0.35302774413741034,0.35302774413741034,0.31881815969948324,0.3130007653560707,0.3215669904379155,0.32249779642787235,0.31731746752050505,0.331315895954333,0.3083907589273469,0.306537205288409,0.31731746752050505,0.39009310427200994,0.368916939157252,0.3626883747094727,0.32345780464527785,0.3158767096546624,0.32345780464527785
45,GHLup,0.967448,0.347,-0.30114541452769217,-0.2977640417722647,-0.17424058430969191,-0.06796674273494219,-0.04735165946876929,-0.042626459654397486,0.3134608342558898,0.17140103363505066,0.11101178153795566,0.06902945928399351,0.03756721917995254,0.013204184319074663,-0.06432870856532702,-0.11698793035061072,-0.06432870856532613,-0.015180118199817905,-0.014631183301450967,-0.021114102395220158,0.11164981321712997,0.01734681910164504,0.01734681910164504,0.024045628640239514,0.009683406349407342,-0.005128267210402271,0.07823055888253094,-0.008164062069802469,0.001836203349404819,0.016596451338176443,0.005065936857373998,-0.008164062069803357,-0.10926234611431784,-0.1512884170292299,-0.08518340446592898,-0.02519586030997445,-0.020839571390280476,-0.02519586030997445
46,FNAql,0.976878,0.486,0.09908499169766949,0.1106860470924449,0.06985216226882995,0.1546498486310428,0.15402731446722306,0.16753695141770653,0.13149513912654598,0.1354266176488399,0.08489442916711809,0.16187409523350915,0.15850535773792895,0.17048107931391865,0.044533700313367675,0.06904383992885688,0.04453370031336856,0.14249032413927498,0.14649007497061373,0.16258152876523901,-0.03737518462614542,0.006517973562814916,0.006517973562814916,0.12423277116038989,0.13517289315836045,0.15514095066768085,0.1836192535207033,0.1752160179497242,0.10908638455005626,0.17349260012136813,0.16570723919238883,0.1752160179497242,0.1966694116429304,0.18517797071478181,0.11514325183120988,0.1764014903287654,0.16751035264286696,0.1764014903287654
47,YZSgr,0.980171,0.281,-0.7789838134523115,-0.5825600205250461,-0.3167726676125442,-0.07574443820843246,0.01024845984440148,0.06303202590296575,0.12292220760741879,0.1059178581465039,0.10182188261975877,0.1252911023636596,0.1348629558839507,0.14496089346488095,0.0835469572743186,0.0758604151441391,0.08354695727431949,0.11651432900697056,0.1294225587005231,0.1413840577475982,0.10923412612773209,0.09546894098643843,0.09546894098643843,0.12224001855292066,0.13297170187797924,0.14371747232283205,0.1809771182397384,0.15023458382003163,0.1287664518292626,0.13823158626033027,0.1428842832308579,0.15023458382003163,0.2718668685472929,0.21961607260442406,0.17095039701017178,0.15849098098537429,0.15544233270083563,0.15849098098537429
48,SNor,0.989194,0.179,-1.2498771220749245,-0.9734589286752477,-0.568229295746657,-0.27982931114453,-0.17715009517767832,-0.1366159483896201,0.08931909639482605,0.04882826099631821,0.053321315573654715,0.01867854823956705,0.007883886152873387,-0.014963772818703092,0.02214375041799599,-0.0024506290623298455,0.022143750417996877,0.003705112342442085,-0.0013975929477405558,-0.02106596073568312,0.10433415123235434,0.06029013491809554,0.06029013491809554,0.022025415424725914,0.00995848533271726,-0.013599809822012254,-0.005536254680858832,-0.023580403946951378,0.00929684728814717,-0.002464781923867676,-0.005222082201858491,-0.023580403946951378,-0.16542911508687652,-0.1456360225775004,-0.06491296883922715,-0.038105022563987845,-0.02731414917398567,-0.038105022563987845
49,DDCas,0.991759,0.45,0.1061704335777558,0.13300840279608783,0.16950085831597583,0.27685934364767206,0.2750179351492079,0.3087654521656997,0.3003040281371332,0.2812019864292008,0.259602557164909,0.3201318700685407,0.3018409737867991,0.3264004886180416,0.2243511407103309,0.22322268304996395,0.2243511407103318,0.3032019134818045,0.29134671987515937,0.31950095151591107,0.2281222619732981,0.2261014015713112,0.2261014015713112,0.3040424992900377,0.2918677679275232,0.3198435190199511,0.36751178962110664,0.3325056211497923,0.2907951670750277,0.33511253140695363,0.3111269316712262,0.3325056211497923,0.3477716021246744,0.3174367757326664,0.2816333090614158,0.33071242854515326,0.3083994706507287,0.33071242854515326
50,BZCyg,1.006127,0.885,1.6174253857501568,1.2332163136283163,0.7517825449734477,0.3065101291287142,0.13535397118866754,0.05929669422548134,-0.019983807777889773,-0.016714368454162187,-0.008175309732699532,-0.05846963003937056,-0.09088348226826248,-0.08944505694233218,0.0020519934175506904,0.0001068538324346946,0.0020519934175524668,-0.053557833131683275,-0.08783884103438666,-0.08744333149022765,0.008552332337202095,0.005068944610794546,0.0050689446107936575,-0.052108902624403264,-0.08694070260350362,-0.08685284268760363,-0.1281304614890182,-0.09926906594357199,-0.058368565806260264,-0.08257560170627709,-0.10582588251384539,-0.09926906594357199,-0.2545376184303887,-0.19576307887591593,-0.11703692566912771,-0.11075185348252159,-0.123291298854598,-0.11075185348252159
51,SYAur,1.006262,0.432,-0.3043791763239512,-0.09251352340270458,0.0961191722893373,0.2538972038514231,0.32976627620267607,0.3657202292515125,-0.024924223742017304,0.12081086788121453,0.22582040218996013,0.31618792610632696,0.3683779910250635,0.3911058318142997,0.4429895369002761,0.4779969447073942,0.44298953690027787,0.4204862605395716,0.4330286709306037,0.43361097495661394,0.3260004955040454,0.38869233295454464,0.38869233295454464,0.3944093139077385,0.4168645362033381,0.4229837261580247,0.3769899678043389,0.4276155942524804,0.41235767582368954,0.4057749062067373,0.4239096464982621,0.4276155942524804,0.5423732125437803,0.5538623459619769,0.4891157008630618,0.44263895770591066,0.44676030855768367,0.44263895770591066
52,YSct,1.014575,0.757,1.1852177168709062,0.8596847718898082,0.4884101943660415,0.22129466513472007,0.10071736275686227,0.05136283499047867,0.09474943546963033,0.02726623646898707,-0.01770027516981809,-0.02177154720815988,-0.049950392154308965,-0.047694970724597496,-0.1150926171481439,-0.13291853652167962,-0.115092617148143,-0.06854550092143352,-0.07894383606561828,-0.0667569587104877,-0.05552130495596774,-0.08744425240551568,-0.08744425240551568,-0.055267009959514724,-0.07071299064059211,-0.061345518900664864,-0.016713880561693983,-0.057820264318282355,-0.06943286764847745,-0.04661680543804181,-0.06535104879680453,-0.057820264318282355,-0.10154932063750888,-0.12258014223875247,-0.10880687342412543,-0.06552668979081844,-0.07707258670040762,-0.06552668979081933
53,TWNor,1.032868,1.157,2.8165180380289776,2.134110613145611,1.1488422007924446,0.37056248202740605,0.12340397756610866,-0.02342884197854911,0.045080920256372004,0.018509759884081767,-0.13744311799056508,-0.24719296712496064,-0.2595197768742308,-0.2751853435166707,-0.2955266155035847,-0.24149599260443466,-0.2955266155035847,-0.3231146468516064,-0.3065808180746501,-0.3061260280628044,-0.4760881359063509,-0.3793292142859359,-0.3793292142859368,-0.3633619475826064,-0.3315286311990011,-0.3225281814429044,-0.3916280303168227,-0.31485585124049464,-0.3401294095543079,-0.3445357255733361,-0.3198589524877793,-0.31485585124049464,-0.16688447322999256,-0.1432958839986398,-0.2358209494712611,-0.29444021513871466,-0.2888065984170005,-0.29444021513871466
54,ZLac,1.036854,0.37,-0.6456553390187569,-0.49685643781511946,-0.33216242878469604,-0.12995264115282712,-0.08336619790213629,-0.0598674409436617,-0.08454238646260848,-0.06852593968065435,-0.07173748591894125,-0.004880135697563404,-0.005838377739799228,-0.008896111665659845,-0.060647201687389796,-0.05028534061560119,-0.06064720168738891,0.00044611922943271765,-0.002536829309023325,-0.006725480376919002,-0.09527484965688426,-0.07671865967628477,-0.07671865967628566,-0.007272409936287971,-0.007321260059007351,-0.009871045345141383,0.004123986635737431,-0.0008416854071064961,-0.03058545932062362,0.014883666550312036,0.006412472283712667,-0.0008416854071073843,-0.11495237789732915,-0.0917396736002889,-0.08585143614208057,-0.011658546002095704,-0.010040063579251246,-0.011658546002096593
55,XXCen,1.039548,0.271,-1.1336213805795328,-0.8673312996271791,-0.5183109576295228,-0.2580944639682352,-0.15300453623783916,-0.1182816781505549,-0.15190859453977668,-0.11793222631438738,-0.0626763210553456,-0.039269934560900666,-0.017363303968226163,-0.029103188426331528,0.014607471364217695,0.009179274375685331,0.014607471364218583,-0.0021533763593986066,0.005643877656678953,-0.013976919844214564,0.03274761946365423,0.023026715672965103,0.023026715672964215,0.0018900764994063124,0.008150264531486151,-0.01232907432983854,-0.019824554093292868,-0.01710471452317819,-0.0013731938862893145,-0.009828301117866367,0.0008864756659825446,-0.01710471452317819,-0.07492340704680966,-0.05916490761746562,-0.02694579128761898,-0.022109877501398145,-0.006726419284081686,-0.022109877501398145
56,TYSct,1.043507,0.965,1.7616046776305236,1.325086139661264,0.7660556101731282,0.30275152074996026,0.15258135013408314,0.1016335387220959,-0.19070481522296268,-0.16522645030322813,-0.14005444452528337,-0.13241975551967222,-0.11716522864949219,-0.07571365948367781,-0.0961863171973798,-0.09307492509285886,-0.09618631719737891,-0.11135151015824363,-0.104105802586413,-0.0671276279836448,-0.10658408162829858,-0.10101214984928664,-0.10101214984928752,-0.11366917978712099,-0.1055424402673264,-0.06807215772966035,-0.05760407064451645,-0.06362282848762035,-0.07827944246139396,-0.1027514979495141,-0.09877497310086714,-0.06362282848762035,0.238688166321265,0.1625544516389299,0.05923634385554877,-0.036707732152560624,-0.05783688539795939,-0.036707732152560624
57,V340Nor,1.052579,0.322,-0.6987835522401222,-0.5962805673139226,-0.3608446926896831,-0.24675871637458524,-0.21823341141515762,-0.20542656601921383,0.07536139349707094,-0.005330227056522752,-0.0015468858131839625,-0.07420121701942506,-0.1112713998285706,-0.13510347552858182,-0.06815690550069942,-0.11488618048993438,-0.06815690550069764,-0.10619155542198033,-0.13110102740001572,-0.1481406339871585,0.08800470224394363,0.004321153666280608,0.00432115366627972,-0.07138301384836598,-0.10952449991774049,-0.13395496122256922,-0.1176045037769331,-0.1526324387160667,-0.09110663050218637,-0.11721346282401157,-0.13793310013894722,-0.15263243871606758,-0.38580599752603373,-0.35736640341003856,-0.21558488103612206,-0.17699578051465004,-0.17498994774855436,-0.17699578051465004
58,AAGem,1.053181,0.309,-0.30924030969313554,-0.1314041064266518,0.1593281499519592,0.322639084333022,0.35727689770254045,0.4221338206335776,0.5202916705493035,0.5018264128423855,0.5443323056675347,0.5075423959595815,0.4718916216902338,0.497488252426594,0.5651538244024108,0.5360723318142249,0.5651538244024126,0.5175422042993585,0.4780901330241383,0.501563516784242,0.6623394246333447,0.6102598129065395,0.6102598129065386,0.5392049487783135,0.49151806710184776,0.510391827034228,0.513841057445231,0.4969022807018737,0.5413384333261035,0.5061045493745517,0.47100035377280136,0.4969022807018737,0.44415913859430933,0.4437099762355192,0.5089975122105583,0.49057239647037676,0.46137254666439365,0.49057239647037676
59,RXAur,1.065337,0.263,-0.9753429715664805,-0.6727781933091257,-0.3070611917376094,-0.06320774863582557,0.04370191229689713,0.11757003542163158,0.056504747290189616,0.11489182108527896,0.1718421770141898,0.1667918955673402,0.1862701849022823,0.2113027671345673,0.27173556344181193,0.27919015402545,0.2717355634418128,0.21476700878587085,0.2160081831644547,0.23085426875444615,0.24682353878731078,0.2601733413120888,0.2601733413120888,0.20921409947356828,0.21256614006333674,0.22859126804155583,0.1998626806892423,0.22432535803112152,0.23837776747726203,0.19874648835552655,0.20607765508948006,0.2243253580311224,0.3935523874813196,0.3721800960403403,0.32827344818686566,0.24192007185421893,0.23283936266915095,0.24192007185421893
60,UUMus,1.065819,0.404,-0.17937131838497966,-0.05653974404786055,0.0804145598585504,0.137448118886903,0.16944786130411682,0.16835607973103706,0.2561674606569535,0.2759326063658296,0.2825577489100741,0.23453004520770104,0.22962535672899254,0.20792028943026697,0.3054142948614942,0.3135256095754029,0.3054142948614942,0.2455072021448963,0.23642969030992766,0.21239385681220568,0.2783076053838931,0.29283348020318734,0.29283348020318734,0.2394651003682089,0.23268441489355585,0.20993149341691097,0.15503677372666136,0.1987336087091185,0.235620758334794,0.2119879378919416,0.21565233815312812,0.1987336087091176,0.05467162211106125,0.12211898915522479,0.18903906964602513,0.1896164689822042,0.20178509201387573,0.1896164689822042
61,RYCas,1.084181,0.618,0.544509699566363,0.44850498680101225,0.35549942654422306,0.14939458026901242,0.09982601608500552,0.08326168251757338,0.08614501247095774,0.09860827909459591,0.14276222825872242,0.04722474161873791,0.03649471199014265,0.0416239743005109,0.1917982214196341,0.17925958363557193,0.19179822141963498,0.07077492254470386,0.05109259811206002,0.05122147954088607,0.23370030176944034,0.21124590451328462,0.21124590451328462,0.08011492824099431,0.05688212219092659,0.055027851725332866,0.0014123912674923744,0.03392688886294426,0.10343594299787817,0.028337775671095855,0.024787380358213262,0.03392688886294426,0.04373457786471846,0.06623390153258235,0.123078606701017,0.03777142337063122,0.030634949651419774,0.03777142337063122
62,UNor,1.101875,0.857,1.1883210109950813,0.87911026054369,0.44681596068861706,0.05432308786720963,-0.06193862613718615,-0.1450310794621652,-0.27015145261889906,-0.23422749794026387,-0.230093396469627,-0.27077153761010564,-0.2634527604227843,-0.2775182727217551,-0.19539923957681093,-0.1771647398928673,-0.19539923957681005,-0.2541092122602642,-0.25312440121620394,-0.2707278045141157,-0.25633596045937246,-0.22368132071925118,-0.22368132071925118,-0.2676920538615697,-0.2615439023457782,-0.27626327763245584,-0.3345225252224795,-0.2833657213017746,-0.2599694362734253,-0.2851198988316668,-0.27234677885121705,-0.2833657213017746,-0.32123944681694727,-0.2732259667937358,-0.2538044655325393,-0.28215909051531796,-0.27051148328525976,-0.28215909051531796
63,ZSct,1.110645,0.492,0.1132776388463006,0.0679212486013876,-0.0020553303469919015,0.029729009852390575,0.03210633032720711,0.04074341185733932,0.20476751511771063,0.13776084880857198,0.040407146578976594,0.05012217311288847,0.044747297964706334,0.049054324281994965,-0.1019448535229488,-0.09637073030643517,-0.1019448535229488,-0.01824424798869373,0.0023694821448909664,0.0211926663673081,-0.12057266325160132,-0.11059043238937694,-0.11059043238937694,-0.022396400996912647,-0.00020428393212057472,0.019500521819438177,0.07286564550384522,0.03707239872165147,-0.020811431073870956,0.02072114568750738,0.026522688498973324,0.03707239872165147,0.1966814921785751,0.13158831221381107,0.03665424432936071,0.04831979242721918,0.0436300688410558,0.04831979242721918
64,BNPup,1.135867,0.416,-0.036332132616656354,0.08027232926246342,0.2297132596309206,0.3449226701621573,0.37901375661584513,0.38974893713293124,0.3926630428097502,0.40774956241239213,0.4288194173860784,0.4405460222419366,0.43828713581597967,0.428718727877774,0.4601343400960589,0.4592543695011777,0.4601343400960598,0.45558542591186324,0.44760950589905235,0.4348477999213376,0.463075058155483,0.4614991924473033,0.4614991924473024,0.4562409142121302,0.44801581885230135,0.4351149338519269,0.42384307318392533,0.43155111231634447,0.44329075972768006,0.4474960748138903,0.4425952163485958,0.43155111231634447,0.3031037617863124,0.3393836990357224,0.38725297245306045,0.42058319013594936,0.4259129145448055,0.42058319013594936
65,TTAql,1.138459,0.435,-0.21011213717098376,-0.20307295446458928,-0.18235590863545248,-0.046177907893282466,-0.029602399846651473,-0.01665160309872782,0.14012506356704524,0.06428368732016665,-0.0198030704303207,0.031890231507865074,0.01878915231638789,0.015163837273659553,-0.15831632608616086,-0.1635341673769375,-0.15831632608616086,-0.03463258206368813,-0.022445879383786504,-0.011946487435296582,-0.14087915238484072,-0.15022334775760982,-0.15022334775760982,-0.030745822734845163,-0.020036621032687663,-0.010362499900597122,0.0670864670166198,0.008529033464879987,-0.053701899974335277,0.015609872582121653,0.008697559968581459,0.008529033464879987,0.01346855231379962,-0.03240067241513511,-0.07858716114938602,0.0036583984651583634,0.0012892832042998847,0.0036583984651583634
66,LSPup,1.150646,0.462,-0.06560429752613905,0.00918061925509539,0.1218976724605012,0.18862976614273474,0.19948291537501905,0.20144749106014004,0.17808331685878365,0.19520169893824324,0.23499848890785557,0.24294792141021393,0.2331527307976664,0.22358399954243513,0.2842925410529178,0.27627744259788845,0.2842925410529187,0.2666220385588307,0.247827440400064,0.23323201303793262,0.3110776915021294,0.2967241223301089,0.2967241223301089,0.2725924690406387,0.25152828943159644,0.23566516792606684,0.22028628370497128,0.22741770416434193,0.2545858200853228,0.25235499493623426,0.23898382774359028,0.22741770416434104,0.03145477554785625,0.08327151473142802,0.16694493691011036,0.21026430762182358,0.21289336745623455,0.21026430762182358
67,TXCyg,1.167607,1.13,2.38746153810623,1.8346346878934026,1.0687021247132265,0.3557722811144588,0.12079528938915107,0.024170770510705708,-0.1846491788319824,-0.1288086074792778,-0.12507139887336294,-0.21755316113436418,-0.23458794707330632,-0.20947898163864132,-0.07347127036219625,-0.04393997505959213,-0.07347127036219536,-0.1927715204678151,-0.21922672460534187,-0.1993796143807005,-0.17216003782752498,-0.11927491205602703,-0.11927491205602792,-0.21476932207077581,-0.23286234820169582,-0.20834447188327587,-0.30460172156611165,-0.2203754339938797,-0.1807440293942415,-0.24429067447662867,-0.25116154267244895,-0.2203754339938797,-0.12350943814183601,-0.08213704970054003,-0.09669509174389201,-0.2039250662629719,-0.226140395115352,-0.2039250662629728
68,UZSct,1.168739,1.02,2.2118723449753315,1.6566720780867592,1.0892968307636384,0.4927899980131647,0.2950245669526783,0.2514942138046754,0.10591943245562074,0.04907443494194297,0.11187746373159069,0.023371486214878168,0.004049393543464674,0.06019009427044342,0.11703769594781388,0.057561658981785335,0.11703769594781477,0.025849755634513194,0.005585581094677217,0.06120007393118332,0.31579690111490244,0.2092862430787985,0.20928624307879762,0.0701533341908398,0.03304773081623669,0.079255299438727,0.12244782487370731,0.061691528390865,0.11954865654853553,0.02705567750196458,0.006333087457718989,0.061691528390865,0.3847192969226043,0.2618987589625412,0.24127465273611293,0.085516188828894,0.04257059619119463,0.085516188828894
69,RWCas,1.170032,0.38,-0.36302487192988475,-0.2695094389613315,-0.1352481055395991,-0.018271764238091848,0.005204454824752958,0.04378166023634655,0.23987068384821653,0.19071617613645575,0.14456906843985617,0.11611411537046212,0.08850529115745065,0.0985485084329838,0.06202863800070446,0.05495888922995995,0.06202863800070624,0.07647298759376575,0.06393322222737563,0.08239339129111034,0.08565458414784288,0.0729939626247198,0.0729939626247198,0.08173922902503516,0.06719757051182818,0.08453956502508664,0.10282227897699148,0.08609907318132404,0.08096186984313647,0.08556592130756346,0.06956959552257125,0.08609907318132315,0.1068594405644161,0.0891808759198156,0.08283560590813721,0.0864658077072038,0.07012740181824029,0.0864658077072038
70,VWCen,1.177138,0.439,0.2744085490825612,0.26285728691168675,0.284617106623382,0.22524884994606786,0.1770531167864826,0.1512214367568463,0.6321445075089618,0.5359381712066491,0.45065028427471976,0.30498846816019665,0.22648075684386892,0.18371806198794705,0.2934587063168559,0.2773993916706923,0.2934587063168568,0.22949514453569808,0.1796852377478615,0.1529519472231673,0.34712631393542015,0.31836703107417463,0.31836703107417463,0.2414576952415146,0.18710038047989297,0.1578270963121815,0.10841199550385383,0.13614236051572703,0.20757443137463927,0.18824809143844767,0.15411771510881156,0.13614236051572703,-0.2861458513676176,-0.16504683556936595,0.024451400154901215,0.10030084618160195,0.09960247061741256,0.10030084618160195
71,SZCyg,1.179252,0.571,0.6672661541277358,0.5168850307797235,0.3406856329311845,0.2781073452762133,0.19630669978926818,0.1796508734293818,0.46780540349116206,0.36462491578997325,0.24811148301741603,0.23364739169920679,0.16874761897612167,0.16153191974560244,0.0578352669945712,0.05167061312081955,0.05783526699457209,0.14226473531981387,0.11210289019300568,0.12429035772797192,0.07843653376654647,0.06739677096202268,0.06739677096202179,0.14685677340944459,0.11494932476226438,0.12616177051107513,0.16581695307331135,0.1340993811198592,0.10795195793798662,0.16633393557553333,0.12702249720083092,0.1340993811198592,-0.0782712916488526,-0.05222752324820501,-0.005334799917797284,0.11192647950005874,0.09329732751021425,0.11192647950005874
72,SVMon,1.182801,0.234,-0.8426757225099664,-0.567092407503043,-0.18754453152058215,0.08320338709705499,0.15706601793470742,0.22670541611310924,0.38605265236694297,0.37086818400604926,0.38273550811694523,0.3570878798177102,0.32683688499785113,0.33832272650269246,0.37986253987762986,0.3661429072966502,0.37986253987763074,0.3557080990185657,0.3259816099134518,0.3377604185742724,0.42571131202325496,0.4011419700032324,0.40114197000323326,0.365927825328888,0.3323164402633436,0.34192530703635526,0.33765929330973776,0.33392668854253404,0.36027507887512833,0.34630096314236347,0.3201504743189556,0.33392668854253404,0.24395813882547124,0.26239908969958226,0.3167862987786121,0.32541490428022257,0.30720397892838314,0.32541490428022257
73,XCyg,1.214482,0.228,-1.2067015839522872,-1.0155822386487365,-0.6514369035961511,-0.33285028649371906,-0.24106676040681485,-0.19479196955512457,0.0674196428526792,-0.04297061513349387,-0.06008903649888353,-0.04884769242726872,-0.0650240565505582,-0.07905118635681063,-0.17052390408542362,-0.2246069105060915,-0.17052390408542184,-0.10188549067606623,-0.09790022601299686,-0.10066590550615029,0.01021267349385191,-0.08664005739214087,-0.08664005739214087,-0.06159916956679368,-0.07292822559937129,-0.08424784998559076,0.013769758286794165,-0.08392472548913066,-0.08498913559510957,-0.06080629265111437,-0.07243675052492815,-0.08392472548913155,-0.16128889499530175,-0.2175572852464569,-0.1662377319275663,-0.09982700010025258,-0.09662424384100188,-0.09982700010025347
74,CDCyg,1.232334,0.493,-0.2128181086664691,-0.12481734507260489,-0.09788296171599331,-0.005625329009554925,0.023494576042331516,0.02725439040980593,-0.0487186888587674,0.00044938760503043795,-0.02172078824799062,0.03095255693231369,0.046167854656981255,0.042161131598445145,0.0016620088621968065,0.03890793548363014,0.0016620088621976947,0.04218245291286493,0.053128851823009526,0.046737698795998206,-0.12280779693901689,-0.05610718344859578,-0.05610718344859578,0.014438038184654722,0.035931115296278016,0.03543089964306212,0.01330444920181506,0.04779529452150655,0.00706552315722675,0.04477756175192571,0.05473746380886446,0.04779529452150655,0.036155489248925754,0.06523883654220075,0.01767119670580808,0.04987107602196872,0.057894744914611884,0.04987107602196872
