,name,logP,mMplx,EBV,BV,BI,BJ,BH,BK,VI,VJ,VH,VK,IJ,IH,IK,JH,JK,HK
10,TMon,1.431915,10.70152955401106,0.179,1.0019869000000001,1.9261509799999998,2.5455097690000006,3.0100442050000003,3.1042682310000003,0.9241640799999997,1.5435228690000002,2.008057305,2.1022813310000004,0.6193587890000006,1.0838932250000002,1.1781172510000006,0.4645344359999997,0.5587584619999999,0.09422402600000024
11,TVul,0.646934,8.825900509473547,0.06,0.5776659999999996,1.2016371999999993,1.5950926599999997,1.9038137000000002,1.9578273399999997,0.6239711999999998,1.0174266600000001,1.3261477000000006,1.3801613400000001,0.3934554600000003,0.7021765000000006,0.7561901400000002,0.3087210400000004,0.3627346799999999,0.05401363999999951
12,UCar,1.58897,11.261865589942282,0.263,0.9169193000000003,1.8230430599999998,2.4260394930000007,2.851383385,2.9512265070000003,0.9061237599999994,1.5091201930000002,1.9344640849999997,2.034307207,0.6029964330000008,1.0283403250000005,1.1281834470000005,0.42534389199999967,0.5251870139999998,0.09984312200000015
13,SMus,0.98498,9.670087552177986,0.14,0.6885539999999999,1.4614868000000003,1.95754954,2.3315653000000003,2.4159304599999993,0.7729328000000004,1.2689955400000001,1.6430113000000004,1.7273764599999997,0.4960627399999998,0.8700785,0.9544436599999994,0.37401576000000014,0.4583809199999996,0.08436515999999944
14,XCyg,1.214482,10.20609284619512,0.228,0.9305308000000004,1.7994213600000002,2.325152108,2.7474920600000003,2.831743892,0.8688905599999999,1.3946213079999996,1.8169612599999998,1.9012130919999997,0.5257307479999997,0.9480706999999999,1.0323225319999998,0.42233995200000013,0.506591784,0.0842518319999999
15,UAql,0.846591,8.75756640938445,0.36,0.6699959999999996,1.409823199999999,1.8355559599999995,2.1698821999999995,2.2219640399999996,0.7398271999999995,1.16555996,1.4998861999999997,1.5519680399999998,0.4257327600000004,0.7600590000000003,0.8121408400000003,0.33432624,0.3864080799999999,0.05208183999999991
16,USgr,0.828997,8.972529157278565,0.402,0.6984621999999989,1.459769239999999,1.8998208219999997,2.244551789999999,2.3099431779999993,0.7613070400000002,1.2013586220000008,1.5460895900000002,1.6114809780000001,0.4400515820000004,0.7847825500000001,0.850173938,0.3447309679999998,0.4101223559999996,0.06539138799999981
17,SNor,0.989194,9.801063709316807,0.179,0.7689868999999996,1.5471509800000003,2.067509769,2.4550442049999996,2.535268231,0.7781640800000007,1.2985228690000001,1.6860573049999998,1.7662813310000005,0.5203587889999995,0.9078932249999992,0.9881172509999997,0.38753443599999976,0.46775846200000015,0.08022402600000045
18,RSPup,1.61742,11.18956144845464,0.457,0.9800727000000001,1.92960334,2.5250724269999996,2.968381015,3.064701573,0.9495306399999999,1.5449997269999993,1.9883083149999998,2.0846288729999998,0.5954690869999995,1.038777675,1.1350982330000001,0.44330858800000045,0.5396291460000007,0.09632055800000018
19,UVul,0.902584,9.424227880666464,0.603,0.6976933000000002,1.5266538600000004,1.839231233,2.147327685,2.178914767,0.8289605600000002,1.141537933,1.4496343849999997,1.4812214670000001,0.31257737299999966,0.6206738249999996,0.6522609070000001,0.308096452,0.3396835340000004,0.03158708200000039
20,SVVul,1.652569,12.009268521327334,0.462,1.030128199999999,1.9954064399999991,2.538913481999999,2.945365489999999,3.020770517999999,0.9652782400000001,1.5087852819999998,1.91523729,1.990642318,0.5435070419999998,0.94995905,1.025364078,0.40645200800000025,0.481857036,0.07540502799999972
21,TTAql,1.138459,10.012201662846625,0.435,0.8678284999999998,1.7838697,2.2581717849999996,2.664649325,2.7379982149999993,0.9160412,1.3903432849999997,1.7968208250000002,1.8701697149999996,0.4743020849999997,0.8807796250000002,0.9541285149999998,0.4064775400000005,0.47982643000000014,0.07334888999999961
22,VCen,0.739882,9.253674536741,0.294,0.5802634000000003,1.2506222799999995,1.6818540339999997,2.0176871299999997,2.0828539659999996,0.6703588799999993,1.1015906339999995,1.4374237299999995,1.5025905659999994,0.4312317539999999,0.7670648500000001,0.832231686,0.33583309600000033,0.40099993200000006,0.0651668359999998
23,BBSgr,0.821971,9.626426814990603,0.281,0.7061190999999998,1.47273422,1.916867291,2.272527495,2.3500747090000003,0.7666151200000002,1.2107481910000002,1.566408395,1.6439556090000005,0.4441330709999998,0.7997932749999997,0.8773404890000003,0.355660204,0.4332074180000004,0.07754721400000046
24,RZVel,1.309564,10.912703981873618,0.3,0.8293299999999992,1.6771859999999992,2.2674632999999993,2.675068499999999,2.772136699999999,0.8478559999999999,1.4381332999999998,1.8457385,1.9428067,0.5902772999999999,0.9978825,1.0949507000000003,0.4076052000000001,0.5046734000000003,0.09706820000000016
25,WGem,0.898368,9.988686583975696,0.255,0.6628304999999999,1.3929581000000002,1.8368938050000003,2.183208225,2.2065161950000003,0.7301276000000003,1.1740633050000004,1.5203777250000003,1.5436856950000006,0.44393570500000007,0.7902501249999998,0.8135580950000002,0.34631441999999985,0.36962239000000013,0.023307970000000303
26,AWPer,0.810474,9.8177428121674,0.489,0.5824278999999996,1.2479431799999987,1.6446551789999995,1.9410816549999992,1.9665428209999993,0.6655152799999993,1.0622272789999998,1.3586537549999995,1.3841149209999997,0.3967119990000006,0.6931384750000003,0.7185996410000006,0.2964264759999998,0.321887642,0.025461166000000243
27,SUCyg,0.584952,9.871773225070816,0.098,0.4720877999999999,1.0395407600000004,1.4352846779999997,1.7148957100000004,1.759951322,0.5674529600000003,0.9631968779999999,1.2428079100000005,1.2878635220000003,0.3957439179999994,0.6753549500000001,0.7204105619999999,0.2796110320000007,0.32466664400000045,0.04505561199999973
28,YZSgr,0.980171,10.335841662469749,0.281,0.7431190999999997,1.5287342199999991,1.9918672909999993,2.3565274949999995,2.405074709,0.7856151199999994,1.2487481909999996,1.6134083949999998,1.6619556090000003,0.46313307099999995,0.8277932750000002,0.8763404890000008,0.3646602040000003,0.4132074180000008,0.048547214000000546
29,RXCam,0.898288,10.976978113507236,0.532,0.6929052,1.4736498399999998,1.9026882519999995,2.2471481399999993,2.2747357479999994,0.7807446399999997,1.2097830519999995,1.5542429399999993,1.5818305479999992,0.4290384119999998,0.7734982999999996,0.8010859079999997,0.3444598879999998,0.3720474959999998,0.027587608000000027
30,RYSco,1.307927,10.579139586576137,0.718,0.7339697999999987,1.5991251599999994,2.142575498,2.509970609999999,2.6005005019999996,0.8651553600000008,1.4086056980000012,1.7760008100000004,1.8665307020000008,0.5434503380000003,0.9108454499999996,1.0013753420000002,0.36739511199999947,0.4579250039999999,0.09052989200000047
31,VYCar,1.276818,11.233730155298584,0.242,0.9396861999999992,1.8200700399999992,2.3969070619999995,2.825048589999999,2.9197369379999993,0.8803838399999998,1.457220862,1.8853623899999998,1.980050738,0.5768370220000002,1.00497855,1.0996668980000002,0.4281415279999998,0.5228298760000001,0.09468834800000026
32,V1344Aql,0.873787,9.784160203326994,0.546,0.8250605999999999,1.5972985199999998,2.0874432059999997,2.4347046699999995,2.473728794,0.77223792,1.262382606,1.6096440699999996,1.648668194,0.49014468599999994,0.8374061499999997,0.8764302740000001,0.3472614639999998,0.38628558800000007,0.03902412400000026
33,GHLup,0.967448,10.313512735964563,0.347,0.8638516999999997,1.7029351399999992,2.2305692169999993,2.6337225649999993,2.7171847829999995,0.8390834399999997,1.3667175169999997,1.7698708649999997,1.8533330829999999,0.5276340769999999,0.9307874249999999,1.0142496430000003,0.403153348,0.48661556600000033,0.08346221800000027
34,BFOph,0.609329,9.631421859037507,0.235,0.6306084999999995,1.3077456999999995,1.7395295849999997,2.068270324999999,2.132240414999999,0.6771372000000001,1.1089210850000002,1.4376618249999997,1.501631915,0.4317838850000001,0.7605246249999995,0.8244947149999997,0.3287407399999995,0.39271082999999973,0.06397009000000023
35,V350Sgr,0.712165,10.496148295376148,0.299,0.6123188999999993,1.2964253799999992,1.7036950889999998,2.0476716049999997,2.0849229109999996,0.6841064799999999,1.0913761890000004,1.4353527050000006,1.472604011,0.40726970900000065,0.7512462250000007,0.7884975310000004,0.34397651600000007,0.3812278219999997,0.03725130599999966
36,VCar,0.82586,10.4873315372246,0.166,0.702842599999999,1.442262919999999,1.8925230259999992,2.24988457,2.3224889739999997,0.73942032,1.1896804260000002,1.5470419700000007,1.6196463740000004,0.4502601060000002,0.8076216500000006,0.8802260540000004,0.3573615440000005,0.4299659480000002,0.07260440399999976
37,WZSgr,1.339443,11.096991802432486,0.435,0.9638284999999999,1.9528696999999995,2.6141717849999995,3.0916493249999997,3.2089982149999994,0.9890411999999995,1.6503432849999995,2.1278208249999997,2.2451697149999994,0.661302085,1.1387796250000002,1.2561285150000003,0.47747754000000026,0.5948264300000004,0.1173488900000001
38,RXAur,1.065337,10.923172488040027,0.263,0.7019193000000005,1.4520430600000003,1.9620394930000002,2.3283833849999995,2.366226507,0.7501237599999997,1.2601201929999997,1.626464084999999,1.6643072069999993,0.509996433,0.8763403249999995,0.9141834469999998,0.3663438919999995,0.4041870139999998,0.03784312200000031
39,FMAql,0.786342,9.97112727686199,0.589,0.6935378999999995,1.5100051799999994,1.8484762789999996,2.1887711549999986,2.240921720999999,0.8164672799999999,1.154938379,1.4952332549999994,1.5473838209999995,0.33847109900000005,0.6787659749999994,0.7309165409999996,0.3402948759999993,0.3924454419999995,0.05215056600000019
40,XXCen,1.039548,11.240092300400269,0.271,0.7160081000000007,1.4601280200000009,1.936185181000001,2.2965585450000003,2.3699368190000003,0.7441199200000002,1.220177081,1.5805504449999996,1.6539287189999998,0.4760571610000001,0.8364305249999995,0.9098087989999997,0.3603733639999994,0.4337516379999996,0.07337827400000024
41,RYVel,1.449158,12.162467718193092,0.545,0.834049499999999,1.6895378999999997,2.282674994999999,2.657307774999999,2.7525150049999993,0.8554884000000007,1.4486254950000002,1.8232582750000002,1.9184655050000003,0.5931370949999994,0.9677698749999993,1.0629771049999999,0.37463277999999994,0.46984001000000025,0.09520723000000031
42,SWVel,1.370016,11.92958438038239,0.344,0.8128184000000003,1.6666532800000002,2.2382645840000004,2.6515318800000007,2.7475434160000005,0.8538348799999999,1.4254461840000001,1.8387134800000005,1.9347250160000002,0.5716113040000003,0.9848786000000007,1.0808901360000005,0.4132672960000004,0.5092788320000002,0.09601153599999984
43,V1162Aql,0.730464,10.436754472933435,0.195,0.6951644999999997,1.3953208999999998,1.8268011449999997,2.167394524999999,2.2246888549999992,0.7001563999999999,1.131636645,1.4722300249999993,1.5295243549999993,0.431480245,0.7720736249999993,0.8293679549999994,0.3405933799999994,0.39788770999999934,0.057294329999999984
44,SVul,1.837426,13.209169635414105,0.787,1.1107356999999989,2.146607939999999,2.7705820569999995,3.182356364999999,3.2702519429999994,1.0358722400000004,1.6598463570000006,2.071620665,2.1595162430000006,0.6239741170000003,1.035748425,1.1236440030000003,0.41177430799999976,0.49966988599999995,0.08789557800000025
45,FNAql,0.976878,10.69064156833194,0.486,0.7233946000000004,1.5576613199999996,1.972350546,2.3468909699999996,2.396901454,0.8342667199999992,1.2489559459999997,1.6234963699999991,1.6735068539999995,0.41468922600000024,0.7892296499999999,0.8392401340000003,0.37454042399999976,0.42455090799999995,0.05001048400000027
46,TVel,0.666501,10.140673284092124,0.289,0.6262079000000007,1.3378191800000012,1.785012979000001,2.134702655000001,2.2087850210000006,0.7116112800000004,1.1588050790000004,1.5084947550000003,1.582577121,0.447193799,0.7968834749999998,0.8709658409999996,0.3496896759999999,0.4237720419999996,0.0740823659999998
47,SZAql,1.234029,11.404277487351148,0.534,0.8709273999999988,1.8191710799999994,2.352224673999999,2.7619419299999985,2.8511633259999987,0.9482436800000005,1.4812972740000003,1.8910145299999999,1.980235926,0.5330535939999997,0.9427708499999993,1.0319922459999997,0.40971725599999964,0.4989386519999999,0.0892213960000003
48,RWCam,1.215224,10.664019985660214,0.633,0.7370263000000009,1.5744724600000004,2.0582775630000008,2.462234535,2.498328437,0.8374461599999995,1.3212512629999997,1.7252082349999989,1.761302136999999,0.4838051030000001,0.8877620749999994,0.9238559769999997,0.40395697199999936,0.4400508739999995,0.03609390200000018
49,SSSct,0.564814,10.15875930724322,0.325,0.625607499999999,1.3422014999999992,1.7336685749999987,2.0569908749999986,2.089481424999999,0.7165940000000002,1.1080610749999997,1.4313833749999998,1.4638739250000001,0.3914670749999995,0.7147893749999994,0.7472799250000001,0.32332229999999995,0.3558128500000005,0.03249055000000055
50,XPup,1.414321,12.012082148621722,0.421,0.7786731,1.6522210199999994,2.1614168310000004,2.585092795,2.6770051689999996,0.8735479199999995,1.3827437310000001,1.806419695,1.8983320689999996,0.5091958110000006,0.9328717750000005,1.0247841490000003,0.42367596400000007,0.5155883379999997,0.09191237399999963
51,RYCMa,0.670099,10.423410378124547,0.239,0.6086528999999987,1.2987881799999994,1.7256024289999994,2.0468579049999995,2.1120955709999993,0.6901352800000008,1.1169495290000007,1.4382050050000006,1.5034426710000006,0.4268142489999997,0.7480697249999999,0.8133073909999999,0.32125547600000015,0.3864931420000002,0.065237666
52,SVMon,1.182801,11.65973424638912,0.234,0.8225974000000001,1.6529850800000003,2.2087613740000007,2.6408734300000005,2.6980266260000003,0.8303876800000002,1.3861639740000005,1.8182760300000005,1.875429226,0.5557762940000003,0.9878883500000004,1.045041546,0.43211205600000013,0.48926525199999976,0.057153195999999656
53,XVul,0.800689,10.329613452877272,0.742,0.7112361999999981,1.4813800399999995,1.861012561999999,2.1804960899999988,2.215631437999999,0.7701438400000012,1.149776362000001,1.4692598900000007,1.5043952380000007,0.37963252199999964,0.6991160499999993,0.7342513979999998,0.3194835279999998,0.354618876,0.035135348000000316
54,STTau,0.605768,10.228596543757622,0.368,0.4830848000000011,1.1039081600000005,1.5247016480000002,1.8420573600000008,1.8846743520000002,0.6208233599999995,1.0416168479999992,1.3589725599999998,1.4015895519999992,0.4207934879999996,0.7381492000000002,0.7807661919999997,0.3173557120000006,0.35997270400000003,0.04261699199999945
55,AQPup,1.478624,12.674482964487549,0.518,0.8637497999999991,1.7810011599999995,2.304933297999999,2.7315916099999997,2.8207427019999987,0.9172513600000004,1.4411834979999998,1.8678418100000003,1.9569929019999996,0.5239321379999994,0.95059045,1.0397415419999994,0.4266583120000007,0.5158094039999999,0.08915109199999931
56,ZLac,1.036854,11.475027813245717,0.37,0.7341069999999994,1.5374293999999995,1.972238069999999,2.3538511499999992,2.4201019299999995,0.8033224,1.2381310699999997,1.6197441499999998,1.6859949300000001,0.4348086699999996,0.8164217499999997,0.8826725300000001,0.38161308000000016,0.44786386000000045,0.06625078000000037
57,V340Nor,1.052579,11.565688423685124,0.322,0.8365741999999992,1.6369196399999995,2.213363941999999,2.6338001899999997,2.7208400579999994,0.8003454400000003,1.3767897420000001,1.7972259900000003,1.884265858,0.5764443019999999,0.99688055,1.083920418,0.420436248,0.507476116,0.08703986799999994
58,TXCyg,1.167607,10.39214402759162,1.13,0.7565429999999982,1.6045005999999993,2.2490784299999995,2.65449135,2.7125815699999993,0.8479576000000011,1.4925354300000016,1.8979483500000014,1.956038570000001,0.6445778300000002,1.0499907500000003,1.1080809700000003,0.40541292000000023,0.4635031399999999,0.058090219999999776
59,RSOri,0.878917,11.133251054317014,0.352,0.6139071999999995,1.3347382399999992,1.7494102719999995,2.0897070399999995,2.1262537279999996,0.7208310399999995,1.135503072,1.47579984,1.512346528,0.41467203200000025,0.7549688000000003,0.7915154880000004,0.3402967680000001,0.3768434560000001,0.03654668800000001
60,XLac,0.735997,11.441570549779795,0.336,0.5687295999999996,1.2365683199999986,1.6121188959999992,1.938356719999999,1.9878331039999986,0.6678387199999991,1.0433892959999997,1.3696271199999992,1.4191035039999988,0.3755505760000005,0.7017884000000001,0.751264784,0.3262378239999996,0.3757142079999994,0.04947638399999978
61,UNor,1.101875,11.019494108019003,0.857,0.7465126999999989,1.5698513399999985,2.140356826999999,2.5161390149999985,2.6052171729999993,0.8233386399999996,1.393844127,1.7696263149999996,1.858704473,0.5705054870000003,0.9462876750000002,1.0353658330000008,0.37578218799999996,0.4648603460000004,0.08907815800000049
62,RUSct,1.29448,11.409167264589872,0.911,0.7381120999999988,1.7149248199999985,2.404840220999999,2.5285713449999982,2.6047617789999986,0.9768127199999996,1.6667281209999998,1.7904592449999996,1.866649679,0.6899154010000003,0.813646525,0.8898369590000004,0.12373112399999975,0.1999215580000001,0.07619043400000039
63,CDCyg,1.232334,12.026730340705887,0.493,0.7814722999999999,1.66498566,2.1607280230000003,2.550669235000001,2.6303979770000003,0.88351336,1.3792557230000004,1.7691969350000007,1.8489256770000007,0.49574236300000035,0.8856835750000007,0.9654123170000007,0.3899412120000004,0.46966995400000033,0.07972874199999996
64,XXSgr,0.807815,10.700680846379209,0.521,0.5957831000000003,1.3312830199999999,1.7872379309999997,2.1287822949999997,2.1703840690000002,0.7354999199999995,1.1914548309999995,1.5329991949999995,1.574600969,0.45595491099999985,0.797499275,0.8391010490000005,0.34154436400000016,0.3831461380000006,0.04160177400000048
65,GYSge,1.708102,12.338323733079116,1.31,0.9835409999999991,2.008412199999999,2.4853564099999996,2.8329324499999986,2.886063589999999,1.0248712000000002,1.5018154100000003,1.8493914499999997,1.9025225899999998,0.4769442100000001,0.8245202499999995,0.87765139,0.34757603999999964,0.40070717999999983,0.053131140000000215
66,DLCas,0.903126,11.183710222574446,0.488,0.6704168000000001,1.45318256,1.8928869680000004,2.26168476,2.3243290320000005,0.7827657599999998,1.2224701680000003,1.59126796,1.6539122320000001,0.4397044080000004,0.8085022000000002,0.8711464720000004,0.36879779199999985,0.43144206399999996,0.06264427200000017
67,SUCru,1.108822,14.03216803639442,0.952,0.7725671999999999,1.7271102399999996,2.427336872,3.0588440399999994,3.1755271279999997,0.9545430399999997,1.654769672,2.2862768399999993,2.402959928,0.7002266320000006,1.3317337999999999,1.4484168880000006,0.6315071679999995,0.7481902559999999,0.11668308800000043
68,KQSco,1.457818,11.649350298572724,0.869,1.077645899999999,2.142978779999999,2.9135753589999993,3.3979017549999995,3.5097826409999993,1.0653328800000001,1.8359294590000002,2.3202558550000005,2.4321367410000003,0.770596579,1.2549229750000004,1.3668038610000004,0.4843263960000004,0.5962072820000004,0.11188088599999996
69,SVPer,1.046469,13.8096364420701,0.408,0.6425287999999991,1.3753329599999995,1.8134300879999996,2.197933159999999,2.241225911999999,0.7328041600000004,1.1709012880000005,1.5554043599999998,1.5986971120000002,0.438097128,0.8226001999999996,0.8658929519999999,0.3845030719999996,0.42779582399999994,0.043292752000000365
70,V0386Cyg,0.720788,10.247669788899994,0.841,0.7083350999999987,1.5416814199999993,1.9670654509999994,2.3277886949999993,2.3957965489999995,0.8333463200000006,1.2587303510000005,1.6194535950000004,1.687461449000001,0.4253840309999998,0.7861072749999998,0.8541151290000004,0.36072324400000005,0.4287310980000005,0.06800785400000048
71,V496Aql,0.832958,10.028755594314887,0.397,0.7554066999999994,0.2669661399999994,1.9709797669999993,2.320567314999999,2.3578742329999995,-0.48844056,1.2155730669999998,1.5651606149999997,1.602467533,1.704013627,2.053601175,2.0909080930000004,0.3495875479999999,0.3868944660000002,0.03730691800000034
72,SZCyg,1.179252,11.752407283637574,0.571,0.9133380999999995,1.87631402,2.429648481,2.8916270449999995,2.9730735189999997,0.9629759200000005,1.5163103810000007,1.978288945,2.059735419,0.5533344610000002,1.0153130249999998,1.0967594989999996,0.4619785639999995,0.5434250379999994,0.08144647399999999
73,BGLac,0.726883,11.17620975184459,0.3,0.6553299999999997,1.3771860000000002,1.7514633,2.0940684999999997,2.1541366999999996,0.7218560000000005,1.0961333000000002,1.4387385,1.4988067,0.3742772999999997,0.7168824999999994,0.7769506999999998,0.3426051999999997,0.40267339999999996,0.06006820000000023
74,RRLac,0.807281,11.85568488986323,0.319,0.5955408999999994,1.2226377800000001,1.6640593090000002,1.984609505,2.018198691,0.6270968800000007,1.0685184090000006,1.3890686050000007,1.4226577910000002,0.441421529,0.761971725,0.7955609109999997,0.32055019600000006,0.3541393819999997,0.03358918599999966
75,YSct,1.014575,11.284443371534875,0.757,0.8134027000000007,1.6577893400000001,2.169535727,2.5704495150000004,2.6368382730000004,0.8443866399999994,1.3561330269999994,1.7570468149999996,1.8234355729999998,0.5117463869999999,0.9126601750000003,0.9790489330000005,0.4009137880000004,0.4673025460000005,0.06638875800000013
76,SYAur,1.006262,11.687437432598164,0.432,0.5927951999999994,1.2795878399999996,1.6858671519999997,2.0094586399999996,2.0493568479999995,0.6867926400000003,1.0930719520000003,1.4166634400000002,1.456561648,0.40627931199999995,0.7298707999999999,0.7697690079999998,0.323591488,0.3634896959999998,0.039898207999999796
77,VLac,0.697493,11.529159144373626,0.335,0.5637185000000011,1.199807700000001,1.612350685,1.937959825,1.9606193150000006,0.6360891999999997,1.0486321849999989,1.374241324999999,1.3969008149999995,0.4125429849999992,0.7381521249999994,0.7608116149999999,0.3256091400000002,0.3482686300000007,0.02265949000000054
78,RWCas,1.170032,12.37826125900343,0.38,0.8532179999999989,1.740035599999999,2.299920179999999,2.7258200999999995,2.7862398199999996,0.8868176000000001,1.4467021800000004,1.8726021000000004,1.9330218200000004,0.5598845800000003,0.9857845000000004,1.0462042200000004,0.4258999200000002,0.48631964000000005,0.06041971999999991
79,MWCyg,0.774852,11.343996712306986,0.635,0.7300484999999984,1.5449936999999991,1.9898139849999987,2.344028324999999,2.3957560149999986,0.8149452000000008,1.2597654850000002,1.6139798250000008,1.665707515,0.44482028499999926,0.799034625,0.8507623149999994,0.35421434000000074,0.40594203,0.0517276899999993
80,VXPer,1.036883,12.032511286029786,0.475,0.7232725000000011,1.509294500000001,1.9769002250000003,2.343525125,2.3955497750000005,0.7860219999999999,1.2536277249999992,1.6202526249999991,1.6722772749999995,0.4676057249999992,0.8342306249999993,0.8862552749999997,0.36662490000000014,0.4186495500000004,0.05202465000000027
81,CRCep,0.794695,10.777190256394054,0.709,0.6918699000000004,1.5312795799999994,2.002661599,2.395398555,2.428576401,0.8394096799999992,1.310791699,1.7035286549999995,1.7367065009999998,0.47138201900000076,0.8641189750000005,0.8972968210000007,0.39273695599999975,0.425914802,0.033177846000000316
82,VZCyg,0.687034,11.304265852073843,0.266,0.6169526000000006,1.3073249200000003,1.6933441259999997,2.00557407,2.069867874,0.6903723199999996,1.0763915259999992,1.3886214699999995,1.452915273999999,0.38601920599999945,0.6982491499999999,0.7625429539999995,0.3122299440000005,0.376523748,0.06429380399999957
83,WZCar,1.361977,12.751916383984494,0.372,0.7931291999999994,1.6309506399999993,2.215774491999999,2.630644939999999,2.7285295079999994,0.8378214399999999,1.4226452919999997,1.8375157399999997,1.935400308,0.5848238519999998,0.9996942999999997,1.0975788680000003,0.41487044799999995,0.5127550160000003,0.0978845680000004
84,FMCas,0.764123,11.658909330309497,0.325,0.6696074999999995,1.4132014999999998,1.8456685749999997,2.201990874999999,2.2504814249999994,0.7435940000000003,1.1760610750000002,1.5323833749999998,1.5808739250000001,0.43246707499999987,0.7887893749999992,0.8372799249999999,0.3563222999999994,0.40481285,0.04849055000000056
85,KNCen,1.531857,13.009043814606148,0.791,0.8297800999999996,1.700650419999999,2.394654900999999,2.8619439449999993,2.9831070989999993,0.8708703199999993,1.5648748009999995,2.0321638449999995,2.1533269989999995,0.6940044810000001,1.161293525,1.2824566790000003,0.4672890440000001,0.5884521980000001,0.12116315400000005
86,ZSct,1.110645,12.285185837075556,0.492,0.8484611999999988,1.7702250399999997,2.2819598119999998,2.6762723399999997,2.741184187999999,0.9217638400000008,1.4334986120000008,1.8278111400000008,1.892722988,0.5117347720000001,0.9060472999999999,0.9709591479999994,0.39431252799999994,0.4592243759999993,0.0649118479999994
87,VYCyg,0.895256,11.590401287510868,0.606,0.6407265999999981,1.3859357199999982,1.7615358659999987,2.090518369999999,2.131556133999999,0.7452091200000001,1.1208092660000004,1.4497917700000007,1.4908295340000008,0.37560014600000036,0.7045826500000005,0.7456204140000008,0.3289825040000003,0.37002026800000043,0.04103776400000017
88,ASPer,0.696531,10.935062411642551,0.679,0.6295368999999997,1.4094609799999993,1.790615268999999,2.0954917049999993,2.1341627309999986,0.7799240799999995,1.1610783689999993,1.4659548049999995,1.504625830999999,0.3811542889999997,0.686030725,0.7247017509999996,0.30487643600000036,0.34354746199999975,0.0386710259999994
89,VXCyg,1.303917,12.467048737564072,0.753,0.9623583000000003,1.92174686,2.519462883,2.9728619349999996,3.012983116999999,0.9593885599999997,1.5571045829999997,2.010503634999999,2.050624816999999,0.5977160229999997,1.0511150749999993,1.0912362569999994,0.4533990519999997,0.4935202339999996,0.04012118199999998
90,V0600Aql,0.859672,11.407800416983084,0.798,0.7018577999999992,1.5409747599999988,1.874032377999999,2.2017222099999985,2.233603621999998,0.8391169599999997,1.1721745779999997,1.4998644099999994,1.531745821999999,0.333057618,0.6607474499999995,0.6926288619999996,0.3276898319999997,0.3595712439999996,0.03188141199999997
