ID,B_mag,V_mag,I_mag,J_mag,H_mag,K_mag,overtone,BPmag,Gmag,RPmag,plx,IRSB,sig_mM0_IRSB,EBV,E(BP-RP),DR3Name,RA_ICRS,DE_ICRS,QLT,RUWE,[Fe/H],Mb,Mv,Mi,Mj,Mh,Mk,Wvi,Wjk
RXCam,8.888,7.669,6.223,5.266,4.724,4.599,0,7.921562,7.179552,6.326295,10.854503346390041,9.702,0.076,0.532,,Gaia DR3 470361114339849472,61.24359254184,58.65978110563,5,2.143,,-3.065,-3.751,-4.523,-4.938,-5.289,-5.308,-5.72,-5.562
XYCas,11.085,9.953,8.736,7.832,7.335,7.212,0,10.25398,9.585123,8.798761,11.621368055041328,11.165,0.068,0.533,,Gaia DR3 426881614218441600,12.47192037703,60.12737898732,3,1.18,,-2.335,-2.934,-3.476,-3.836,-4.142,-4.158,-4.317,-4.379
SZAql,10.033,8.634,7.018,5.955,5.347,5.16,0,9.052635,8.201151,7.225074,11.256058008028884,11.548,0.028,0.534,,Gaia DR3 4267549637851481344,286.16423460279,1.30614320294,2,0.94,,-3.774,-4.641,-5.578,-6.096,-6.513,-6.593,-7.036,-6.935
YZAur,11.716,10.349,,7.605,6.906,6.732,0,10.813904,9.882999,8.947021,12.859470664965789,13.044,0.041,0.538,,Gaia DR3 188724234539584256,78.84159556243,40.07802053944,3,0.987,,-3.604,-4.435,,-5.946,-6.453,-6.519,,-6.912
RYVel,9.744,8.371,6.834,5.7,5.123,4.928,0,8.770825,7.879678,6.983576,11.955188031554531,11.812,0.034,0.545,,Gaia DR3 5355057622307185280,155.17091157355,-55.32138032787,3,1.075,,-4.374,-5.2,-6.048,-6.626,-7.008,-7.093,-7.361,-7.415
V1344Aql,9.131,7.766,6.311,5.279,4.729,4.59,0,8.014604,7.250043,6.381505,9.712609588121726,11.159,0.127,0.546,0.5901,Gaia DR3 4293157229319068544,287.99653924734,4.3548290869,4,0.917,-0.2792,-4.338,-5.156,-5.92,-6.395,-6.749,-6.779,-7.105,-7.043
CFCas,12.338,11.128,9.691,8.701,8.132,7.966,0,11.468504,10.724333,9.874154,12.252554504981493,12.348,0.025,0.553,,Gaia DR3 2011892703004353792,359.57487036665,61.2210537331,3,1.036,,-2.349,-3.005,-3.743,-4.169,-4.539,-4.595,-4.886,-4.888
RZGem,11.055,10.006,8.662,7.703,7.164,7.01,0,10.396838,9.675486,8.828489,12.518599690025018,11.807,0.115,0.563,0.8364,Gaia DR3 3423693395726613504,90.65244278873,22.23414673031,4,2.989,-0.285,-3.134,-3.621,-4.25,-4.635,-4.972,-5.013,-5.229,-5.273
CTCar,12.182,12.226,10.931,9.467,8.792,8.578,0,12.503415,11.683173,10.73966,14.59427946365433,14.995,0.047,0.57,,Gaia DR3 5253717937706836480,159.23232981378,-61.58130906345,3,0.834,,-5.224,-4.611,-5.184,-6.066,-6.537,-6.636,-6.074,-7.029
SZCyg,10.91,9.432,7.755,6.635,5.961,5.775,0,9.855323,8.952725,8.012443,11.579416265073641,11.502,0.05,0.571,,Gaia DR3 2071433765909167232,308.22621041712,46.6012487157,2,0.956,,-3.008,-3.918,-4.869,-5.406,-5.875,-5.947,-6.348,-6.319
XSct,11.138,10.011,8.62,7.479,6.951,6.826,0,10.391963,9.592002,8.728516,10.8546488763081,12.098,0.188,0.589,,Gaia DR3 4104857784196182400,277.83228317708,-13.10818493797,3,0.799,,-3.452,-3.99,-4.635,-5.175,-5.491,-5.499,-5.636,-5.721
FMAql,9.546,8.27,6.717,5.794,5.235,5.075,0,8.617665,7.822873,6.906029,9.893257091898544,10.527,0.051,0.589,,Gaia DR3 4312361436842603520,287.31662690693,10.55246519356,2,1.261,,-3.473,-4.159,-4.966,-5.288,-5.637,-5.679,-6.218,-5.947
BEMon,11.715,10.58,,8.354,7.851,7.737,0,10.900059,10.196047,9.391505,11.331866120196013,11.439,0.143,0.592,,Gaia DR3 3133819112256378368,100.02325672527,7.60583514562,4,1.166,,-2.229,-2.771,,-3.644,-3.934,-3.93,,-4.127
UVul,8.419,7.125,5.542,4.631,4.099,3.957,0,7.601454,6.700444,5.792493,9.363454954252909,8.805,0.039,0.603,,Gaia DR3 1825621002188696448,294.15720454195,20.33293147254,3,2.883,,-2.938,-3.628,-4.447,-4.743,-5.058,-5.08,-5.716,-5.312
WWMon,13.637,12.51,11.137,10.064,9.507,9.392,0,13.051188,12.31651,11.39435,13.166368025984259,13.385,0.048,0.605,0.9973,Gaia DR3 3326443821335586816,98.40492430617,9.20356771487,5,1.094,-0.4897,-2.308,-2.832,-3.436,-3.892,-4.232,-4.226,-4.378,-4.455
VYCyg,10.822,9.582,8.079,7.102,6.548,6.396,0,9.990324,9.205185,8.323429,11.429397374880352,11.342,0.066,0.606,,Gaia DR3 1873112207907294848,316.06930218182,39.97223311596,5,1.073,,-3.084,-3.721,-4.454,-4.812,-5.148,-5.179,-5.595,-5.431
V0336Aql,11.152,9.85,,7.254,6.69,6.554,0,10.255092,9.433443,8.525646,11.32859689426671,10.806,0.043,0.613,1.1354,Gaia DR3 4265899816338237696,285.33220795089,0.14700310624,4,1.096,-0.2145,-2.247,-2.936,,-4.13,-4.474,-4.488,,-4.734
RYCas,11.321,9.95,8.403,7.175,6.551,6.373,0,10.242566,9.384336,8.493246,11.996823112034367,11.922,0.059,0.618,0.7186,Gaia DR3 1999252442448732288,358.02927448682,58.74171978277,3,1.134,-1.8015,-3.216,-3.971,-4.733,-5.33,-5.732,-5.787,-5.918,-6.101
GHCyg,11.159,9.896,8.43,7.356,6.799,6.638,0,10.179724,9.393191,8.509033,11.717694705460506,12.304,0.099,0.63,,Gaia DR3 2030063919381336832,299.79497615604,29.45072316718,6,1.073,,-3.811,-4.446,-5.111,-5.542,-5.873,-5.909,-6.147,-6.161
RWCam,10.034,8.671,7.042,5.93,5.291,5.139,0,9.069653,8.229256,7.255794,10.557587712401588,11.221,0.066,0.633,,Gaia DR3 473043922712140928,58.59070073087,58.65332973792,2,8.013,,-3.866,-4.596,-5.422,-5.888,-6.3,-6.325,-6.706,-6.626
MWCyg,10.841,9.483,7.874,6.799,6.209,6.041,0,9.850045,9.016481,8.090841,11.199703416360896,10.428,0.032,0.635,0.9076,Gaia DR3 2055014277739104896,303.09510555228,32.87159966536,4,1.208,-2.2118,-2.274,-2.995,-3.801,-4.228,-4.591,-4.631,-5.05,-4.908
CPCep,12.223,10.577,8.773,7.457,6.726,6.537,0,10.902071,9.859632,8.864258,12.531832906000954,12.684,0.042,0.649,1.0169,Gaia DR3 2198162651499971200,329.46951559015,56.16388559015,2,1.009,-0.1676,-3.207,-4.204,-5.186,-5.839,-6.337,-6.396,-6.71,-6.779
ASPer,11.02,9.719,8.09,7.035,6.478,6.315,0,10.073069,9.226171,8.296702,10.814865478528557,10.969,0.109,0.679,1.2495,Gaia DR3 270272675510149504,64.94524474253,48.95326102831,5,1.079,-0.3998,-2.822,-3.443,-4.213,-4.574,-4.888,-4.914,-5.407,-5.149
CRCep,11.048,9.655,7.929,6.754,6.098,5.935,0,9.933943,9.031693,8.090185,10.66520836988451,10.107,0.029,0.709,,Gaia DR3 2008504454839717120,341.60317447817,59.44218743844,2,1.056,,-2.059,-2.742,-3.57,-4.022,-4.423,-4.445,-4.854,-4.736
RYSco,9.462,8.018,6.255,4.999,4.365,4.143,0,8.513703,7.489791,6.469172,10.476692647650534,10.258,0.028,0.718,,Gaia DR3 4041690364529590144,267.71811125846,-33.70567624871,2,0.733,,-3.834,-4.56,-5.414,-5.936,-6.312,-6.391,-6.739,-6.704
CVMon,11.596,10.305,8.616,7.404,6.791,6.576,0,10.594475,9.701135,8.769544,10.978800580030445,11.066,0.034,0.722,0.5633,Gaia DR3 3127142323596470144,99.27018871085,3.06396219477,2,1.1,-1.4814,-2.525,-3.092,-3.868,-4.343,-4.697,-4.767,-5.07,-5.059
V0459Cyg,12.035,10.601,8.837,7.715,7.073,6.903,0,11.019217,10.057569,9.072442,11.882068946790401,11.706,0.072,0.73,,Gaia DR3 2165771172070496512,317.72653587334,49.14204142755,4,1.086,,-2.76,-3.464,-4.302,-4.68,-5.059,-5.084,-5.604,-5.361
CSVel,13.049,11.709,10.068,8.84,8.234,8.018,0,12.0446,11.1879,10.216908,12.547220228688158,12.675,0.074,0.737,,Gaia DR3 5308893149150949248,145.29271952315,-53.81603750378,3,0.905,,-2.744,-3.352,-4.054,-4.531,-4.872,-4.94,-5.152,-5.221
XVul,10.28,8.835,7.137,6.021,5.426,5.255,0,9.223192,8.322478,7.346799,10.238056595920463,9.606,0.056,0.742,,Gaia DR3 2027263738133623168,299.36918285728,26.5564491634,5,1.059,,-2.466,-3.168,-3.926,-4.285,-4.614,-4.636,-5.103,-4.878
VXCyg,11.769,10.062,8.161,6.816,6.083,5.905,0,10.519523,9.421895,8.398459,12.23020280080577,12.263,0.064,0.753,1.2215,Gaia DR3 1873250780732545920,314.33678002732,40.17748649759,3,0.998,0.163,-3.68,-4.636,-5.581,-6.158,-6.621,-6.648,-7.051,-6.985
CKSct,12.165,10.575,8.778,7.498,6.82,6.652,0,10.93036,9.911044,8.920671,11.40572101874594,10.626,0.048,0.757,1.2191,Gaia DR3 4253442933709196288,280.25276444138,-6.09722740672,2,0.971,0.0828,-1.664,-2.497,-3.335,-3.842,-4.248,-4.265,-4.635,-4.556
YSct,11.194,9.632,7.841,6.578,5.896,5.691,0,9.911994,8.931744,7.900858,11.143930014246287,11.08,0.042,0.757,1.1386,Gaia DR3 4156450099578283776,279.51377343258,-8.36894716336,4,0.944,0.0047,-3.089,-3.892,-4.726,-5.216,-5.626,-5.68,-6.017,-6.0
CYAur,13.446,11.867,,8.708,7.961,7.774,0,12.11607,11.216944,10.131946,12.605420508306517,13.606,0.101,0.768,,Gaia DR3 206577210999441536,74.41700356968,46.09253021377,4,1.16,,-3.41,-4.223,,-5.622,-6.094,-6.128,,-6.475
SVul,10.85,8.961,6.941,5.536,4.832,4.6,0,9.310813,8.151961,7.080046,12.882775885631403,12.999,0.028,0.787,,Gaia DR3 2027971514401523456,297.09917637974,27.2864809379,3,1.035,,-5.479,-6.58,-7.604,-8.206,-8.627,-8.702,-9.191,-9.043
KNCen,11.468,9.856,7.996,6.517,5.756,5.49,0,10.297581,9.240802,8.212314,12.70949627515709,12.974,0.046,0.791,,Gaia DR3 5864135319959353600,204.15365781403,-64.55831585329,3,1.034,,-4.853,-5.676,-6.532,-7.203,-7.681,-7.788,-7.863,-8.19
AAMon,13.133,12.734,11.085,9.846,9.198,9.013,0,13.095647,12.185216,11.227003,12.250058676111092,13.099,0.101,0.792,1.2863,Gaia DR3 3102535635624415872,104.34904133924,-3.84333603279,4,1.163,-0.2141,-3.317,-2.935,-3.569,-4.0,-4.364,-4.39,-4.571,-4.659
V0600Aql,11.527,10.036,8.199,7.074,6.45,6.272,0,10.304283,9.388953,8.407346,11.259348318024383,11.325,0.036,0.798,0.0043,Gaia DR3 4307944836090489600,290.25978306915,8.51632750768,4,1.126,-0.2468,-3.174,-3.868,-4.693,-5.004,-5.341,-5.36,-5.975,-5.604
RSCas,11.423,9.944,8.217,6.884,6.227,6.03,0,10.305975,9.329637,8.343407,10.872222441629962,10.485,0.058,0.833,1.2549,Gaia DR3 2015820463470505600,354.31690503772,62.42898845585,4,1.045,-0.1898,-2.587,-3.232,-3.904,-4.386,-4.745,-4.775,-4.947,-5.042
V0386Cyg,11.167,9.627,7.742,6.482,5.809,5.587,0,10.015031,8.998431,7.964559,10.159435638990368,9.744,0.085,0.841,1.3702,Gaia DR3 1968971582984827136,318.66846943872,41.716336531,4,0.951,-0.1374,-2.135,-2.835,-3.654,-4.055,-4.426,-4.481,-4.926,-4.774
UNor,10.841,9.247,7.352,5.931,5.237,4.991,0,9.551569,8.493722,7.443438,10.894666037511602,10.408,0.066,0.857,1.3007,Gaia DR3 5884368498528237952,235.58714333319,-55.31194067495,2,0.984,-0.16,-3.194,-3.932,-4.739,-5.285,-5.672,-5.747,-5.994,-6.064
KQSco,11.747,9.81,7.658,6.025,5.218,4.947,0,10.256292,8.963354,7.867073,11.484080204997342,12.204,0.074,0.869,1.6617,Gaia DR3 5964193485048327808,252.91060533045,-45.42670590081,3,0.909,-0.0953,-4.134,-5.201,-6.252,-6.998,-7.494,-7.591,-7.884,-7.999
BMPer,12.21,10.401,,6.8,6.012,5.773,0,10.963252,9.701406,8.599289,12.166066800810436,12.213,0.037,0.871,,Gaia DR3 258412862056729472,67.4141211273,48.42196837944,2,0.991,,-3.689,-4.627,,-6.235,-6.711,-6.775,,-7.147
BZCyg,11.837,10.221,8.324,6.886,6.155,5.924,0,10.510661,9.456697,8.45659,11.344383530323437,11.72,0.087,0.885,1.3121,Gaia DR3 2070224337474904064,311.49912578441,45.30693439453,3,1.138,-0.219,-3.628,-4.356,-5.134,-5.668,-6.082,-6.136,-6.339,-6.458
RUSct,11.126,9.487,7.371,5.777,5.315,5.072,0,9.898445,8.713349,7.622946,11.260624817506708,11.75,0.069,0.911,0.7365,Gaia DR3 4258436301367796480,280.48492497805,-4.11066312434,3,0.867,0.2185,-4.479,-5.207,-6.168,-6.832,-6.968,-7.028,-7.66,-7.162
SUCru,11.516,9.802,7.657,6.012,5.027,4.736,0,10.112465,9.364089,7.786679,13.570427790707452,10.387,0.148,0.952,,Gaia DR3 6054171091399658880,184.57063908216,-63.28011877437,3,1.52,,-2.899,-3.66,-4.6,-5.273,-5.916,-6.017,-6.057,-6.528
TYSct,12.507,10.818,8.825,7.355,6.638,6.429,0,11.021042,9.899057,8.871976,11.915950557847639,11.479,0.038,0.965,,Gaia DR3 4256744187345732224,280.53296920017,-4.29349280288,4,0.905,,-3.055,-3.778,-4.549,-5.034,-5.405,-5.421,-5.746,-5.687
V0495Cyg,12.246,10.618,8.694,7.233,6.542,6.314,0,10.934063,9.849618,8.819245,11.622048975110923,12.541,0.101,0.978,,Gaia DR3 2055809495218465152,303.99301316376,35.01469729736,4,1.318,,-4.433,-5.082,-5.768,-6.23,-6.57,-6.603,-6.831,-6.86
UZSct,13.124,11.247,9.184,7.534,6.746,6.534,0,11.622959,10.364139,9.268289,12.235944074870769,12.613,0.043,1.02,1.2352,Gaia DR3 4104869264724284544,277.8431918063,-12.92871602632,2,0.913,0.2063,-3.805,-4.659,-5.432,-6.041,-6.463,-6.471,-6.629,-6.768
CRSer,12.492,10.853,8.895,7.463,6.763,6.548,0,11.121695,10.01851,8.980744,11.063017638117676,11.711,0.112,1.036,,Gaia DR3 4147381366335558784,272.50887793975,-13.54596188866,2,1.19,,-3.602,-4.205,-4.851,-5.225,-5.554,-5.561,-5.853,-5.793
AASer,14.396,12.238,9.571,7.706,6.78,6.527,0,12.657625,11.081848,9.84074,12.581332991007699,11.97,0.03,1.046,1.4787,Gaia DR3 4260210878780635904,280.3406709082,-1.11123399344,2,0.952,-0.1895,-2.0,-3.11,-4.453,-5.251,-5.801,-5.845,-6.535,-6.254
V0916Aql,12.574,10.791,8.896,7.486,6.767,6.581,0,11.191147,10.064854,9.007915,12.126544342672084,12.348,0.031,1.089,1.226,Gaia DR3 4313179507891570304,287.50172438518,12.53653558769,1,0.916,0.2422,-4.382,-5.071,-5.591,-5.889,-6.217,-6.186,-6.391,-6.389
TXCyg,11.363,9.489,7.228,5.462,4.637,4.372,0,9.865825,8.521427,7.313939,10.297969519686204,10.316,0.054,1.13,,Gaia DR3 2161786374436607616,315.02658089008,42.59755012053,3,0.952,,-3.734,-4.481,-5.307,-5.92,-6.34,-6.378,-6.594,-6.694
TWNor,13.63,11.701,9.287,7.506,6.694,6.39,0,12.008674,10.565082,9.417015,11.971016997017266,11.529,0.104,1.157,,Gaia DR3 5981406000300438016,241.23009532876,-51.95352728432,3,0.891,,-2.794,-3.563,-4.514,-5.114,-5.511,-5.584,-5.986,-5.907
CNSct,14.501,12.479,,7.991,7.078,6.769,0,12.745399,11.178543,9.939811,11.839416731868187,11.431,0.027,1.206,1.749,Gaia DR3 4256740751371777408,280.62703839147,-4.33066326768,5,0.937,-1.1884,-2.033,-2.847,,-4.577,-5.058,-5.125,,-5.503
HZPer,15.842,13.774,,9.295,8.347,8.072,0,14.075144,12.531315,11.312087,11.958086208782056,12.97,0.089,1.213,2.2806,Gaia DR3 256735552768873856,66.40539208275,45.62032007941,3,1.16,-0.1309,-2.261,-3.114,,-4.819,-5.332,-5.364,,-5.74
V0438Cyg,12.847,10.943,8.639,6.921,6.081,5.789,0,11.313254,9.948211,8.838357,11.222520857106748,11.25,0.05,1.238,1.958,Gaia DR3 2062267687221984128,304.72629821519,40.06447451486,5,1.094,-0.097,-3.642,-4.306,-5.042,-5.496,-5.893,-5.937,-6.184,-6.24
GYSge,12.442,10.163,7.5,5.723,4.889,4.596,0,10.446804,8.8266,7.660206,12.114431411927002,12.34,0.026,1.31,1.7857,Gaia DR3 1825211056159949440,293.80677127848,19.2023880239,2,0.95,-0.08,-5.441,-6.408,-7.413,-7.853,-8.217,-8.247,-8.97,-8.518
