,Unnamed: 0,index,name,logP,IRSB,EBV,B_mag,V_mag,I_mag,J_mag,H_mag,K_mag
51,51,62,RXCam,0.898288,9.626,0.491839294054714,8.888,7.669,6.223,5.266,4.724,4.599
52,52,63,WGem,0.898368,9.775,0.2305148536113825,7.865,6.95,5.901,5.204,4.763,4.693
53,53,65,DLCas,0.903126,11.087,0.4719563637953618,10.121,8.968,7.575,6.651,6.101,5.949
54,54,66,BKAur,0.903222,11.848,0.3926242570897477,10.524,9.457,8.249,7.387,6.885,6.772
55,55,67,SSge,0.923352,9.082,0.0713272572718527,6.424,5.617,4.775,4.227,3.846,3.765
56,56,68,FNAql,0.976878,10.727,0.4341672414048624,9.593,8.389,6.947,6.05,5.495,5.356
57,57,69,YZSgr,0.980171,10.321000000000002,0.2587121422591322,8.372,7.351,6.214,5.472,5.003,4.903
58,58,70,SMus,0.98498,9.57,0.1483171698021068,6.963,6.136,5.188,4.553,4.127,4.017
59,59,71,SNor,0.989194,9.688,0.2130392369075742,7.375,6.429,5.427,4.729,4.275,4.162
60,60,72,DDCas,0.991759,12.333,0.4204771809062705,11.076,9.879,8.507,7.627,7.068,6.948
61,61,73,betaDor,0.993131,7.523000000000001,0.0425490474095089,4.545,3.743,2.947,2.438,2.029,1.959
62,62,75,BZCyg,1.006127,11.25,0.9445285563374914,11.837,10.221,8.324,6.886,6.155,5.924
63,63,77,ZetaGem,1.006497,7.732,0.0371767364146944,4.708,3.849,3.117,2.612,2.201,2.131
64,64,78,YSct,1.014575,11.108,0.7797748089176325,11.194,9.632,7.841,6.578,5.896,5.691
65,65,79,TWNor,1.032868,11.751,1.2434070436391382,13.63,11.701,9.287,7.506,6.694,6.39
66,66,80,ZLac,1.036854,11.35,0.3212118020051794,9.514,8.414,7.148,6.346,5.827,5.693
67,67,81,VXPer,1.036883,12.138,0.43645318605254,10.492,9.299,7.919,6.98,6.437,6.298
68,68,82,XXCen,1.039548,11.099,0.2371155532303947,8.803,7.819,6.736,5.991,5.53,5.407
69,69,83,TYSct,1.043507,11.798,0.9467460478445548,12.507,10.818,8.825,7.355,6.638,6.429
70,70,84,SVPer,1.046469,11.843,0.3606393792942948,10.023,8.977,7.734,6.891,6.355,6.237
71,71,85,V0438Cyg,1.049647,11.207,1.2131320877797729,12.847,10.943,8.639,6.921,6.081,5.789
72,72,87,AAGem,1.053181,12.672,0.3603250197669843,10.809,9.729,8.581,7.734,7.2,7.106
73,73,88,RXAur,1.065337,10.936,0.2508403961160053,8.631,7.669,6.59,5.819,5.355,5.269
74,74,89,UUMus,1.065819,12.553,0.4399624224855643,10.936,9.794,8.486,7.528,6.989,6.828
75,75,90,RYCas,1.084181,12.009,0.6918116326874175,11.321,9.95,8.403,7.175,6.551,6.373
76,76,91,UNor,1.101875,10.729,0.8765739434734647,10.841,9.247,7.352,5.931,5.237,4.991
77,77,93,ZSct,1.110645,12.158,0.4846332140053806,10.927,9.592,8.055,7.055,6.478,6.323
78,78,95,BNPup,1.135867,12.892,0.4038947289913561,11.069,9.882,8.552,7.626,7.076,6.921
79,79,96,TTAql,1.138459,10.03,0.4017006611350421,8.436,7.138,5.678,4.772,4.204,4.051
80,80,97,CYAur,1.141376,13.556,0.7828345959547597,13.446,11.867,9.962,8.708,7.961,7.774
81,81,98,LSPup,1.150646,13.363,0.4573913163225188,11.685,10.448,9.074,8.094,7.518,7.353
82,82,99,TXCyg,1.167607,10.118,1.202103269125888,11.363,9.489,7.228,5.462,4.637,4.372
83,83,100,UZSct,1.168739,12.215,1.0914105342771123,13.124,11.247,9.184,7.534,6.746,6.534
84,84,101,RWCas,1.170032,12.247,0.4142798414843119,10.462,9.233,7.871,6.934,6.367,6.237
85,85,103,SZCyg,1.179252,11.821,0.6212624273904312,10.91,9.432,7.755,6.635,5.961,5.775
86,86,104,SVMon,1.182801,11.821,0.2678296230106778,9.31,8.256,7.133,6.345,5.826,5.726
87,87,105,XCyg,1.214482,10.145,0.2232646845357026,7.533,6.377,5.223,4.471,3.964,3.838
88,88,106,RWCam,1.215224,11.229,0.5797471285424499,10.034,8.671,7.042,5.93,5.291,5.139
89,89,107,CDCyg,1.232334,12.045,0.4343264675732076,10.217,8.948,7.448,6.463,5.89,5.72
90,90,108,SZAql,1.234029,11.47,0.5156383455911441,10.033,8.634,7.018,5.955,5.347,5.16
91,91,110,CPCep,1.251989,12.7,0.7830706383996953,12.223,10.577,8.773,7.457,6.726,6.537
92,92,113,VYCar,1.276818,11.324,0.2596507779106415,8.642,7.463,6.28,5.463,4.945,4.806
93,93,115,VXCyg,1.303917,12.203,0.790176053867231,11.769,10.062,8.161,6.816,6.083,5.905
94,94,116,RYSco,1.307927,10.677,0.6520804636791837,9.462,8.018,6.255,4.999,4.365,4.143
95,95,117,RZVel,1.309564,10.944,0.3019009003506132,8.216,7.09,5.867,4.979,4.46,4.308
96,96,118,WZSgr,1.339443,11.259,0.5282551559494951,9.424,8.03,6.497,5.404,4.765,4.568
97,97,119,BMPer,1.360896,12.375,0.8624652758729671,12.21,10.401,8.214,6.8,6.012,5.773
98,98,120,WZCar,1.361977,13.102,0.3586106284136174,10.427,9.266,7.963,7.009,6.456,6.29
99,99,122,SWVel,1.370016,12.076,0.3178771220230174,9.281,8.128,6.844,5.931,5.39,5.231
100,100,123,XPup,1.414321,12.438,0.3429852110098618,9.702,8.507,7.107,6.18,5.6,5.431
101,101,124,TMon,1.431915,10.585,0.2083078317135651,7.307,6.128,4.98,4.183,3.652,3.525
102,102,125,RYVel,1.449158,12.007,0.4802521823930711,9.744,8.371,6.834,5.7,5.123,4.928
103,103,126,KQSco,1.457818,11.837,1.005825306827287,11.747,9.81,7.658,6.025,5.218,4.947
104,104,127,AQPup,1.478624,12.49,0.4324429576065691,10.081,8.705,7.14,6.102,5.483,5.299
105,105,128,KNCen,1.531857,12.763,0.8385835415804822,11.468,9.856,7.996,6.517,5.756,5.49
106,106,129,lCar,1.550816,8.556000000000001,0.1851873214261416,5.009,3.729,2.557,1.766,1.212,1.093
107,107,130,UCar,1.58897,11.163,0.20396499178151,7.469,6.292,5.057,4.193,3.67,3.522
108,108,131,RSPup,1.61742,11.328,0.3946052758825286,8.442,7.01,5.489,4.44,3.827,3.647
