,Unnamed: 0,Unnamed: 0.1,index,name,logP,IRSB,EBV,B_mag,V_mag,I_mag,J_mag,H_mag,K_mag
26,26,26,31,SWCas,0.735675,11.475,0.4408038772436955,10.808,9.703,8.387,7.5,6.982,6.859
27,27,27,32,VCen,0.739882,8.821,0.3868073354602748,7.705,6.834,5.796,5.073,4.628,4.509
28,28,28,33,RZGem,0.742669,11.115,0.6617508722010298,11.055,10.006,8.662,7.703,7.164,7.01
29,29,29,34,YSgr,0.761428,8.123000000000001,0.2843821372750319,6.595,5.743,4.797,4.131,3.702,3.612
30,30,30,35,FMCas,0.764123,11.335,0.3317891729258218,10.119,9.128,7.978,7.223,6.746,6.638
31,31,31,36,CSVel,0.771201,12.575,0.757750099979681,13.049,11.709,10.068,8.84,8.234,8.018
32,32,32,37,MWCyg,0.774852,11.127,0.5054736373381059,10.841,9.483,7.874,6.799,6.209,6.041
33,33,33,38,CRCep,0.794695,10.7,0.7135529304203627,11.048,9.655,7.929,6.754,6.098,5.935
34,34,34,39,RSCas,0.799056,10.837,0.7755108452752439,11.423,9.944,8.217,6.884,6.227,6.03
35,35,35,40,XVul,0.800689,10.637,0.4728293819219216,10.28,8.835,7.137,6.021,5.426,5.255
36,36,36,41,RRLac,0.807281,11.112,0.3588619623296767,9.753,8.842,7.816,7.058,6.619,6.527
37,37,37,42,XXSgr,0.807815,10.337000000000002,0.5970014444564808,9.967,8.856,7.469,6.496,5.961,5.824
38,38,38,43,AWPer,0.810474,9.475,0.4322007640587944,8.533,7.467,6.19,5.308,4.83,4.715
39,39,39,44,BBSgr,0.821971,9.51,0.2666690662167822,7.924,6.94,5.822,5.099,4.639,4.51
40,40,40,45,VCar,0.82586,10.215000000000002,0.1883294758233853,8.235,7.368,6.421,5.806,5.387,5.284
41,41,41,47,USgr,0.828997,9.001000000000001,0.351766498649091,7.786,6.69,5.426,4.587,4.093,3.954
42,42,42,48,TWCMa,0.844792,11.846,0.3799789182746338,10.534,9.564,8.419,7.66,7.175,7.069
43,43,43,49,xSgr,0.845893,6.948999999999999,0.356093484480758,5.311,4.561,3.655,3.016,2.618,2.521
44,44,44,50,UAql,0.846591,8.901000000000002,0.3238296519231234,7.475,6.449,5.259,4.476,4.008,3.89
45,45,45,51,etaAql,0.85593,6.832,0.1895378831912155,4.689,3.904,3.018,2.46,2.066,1.985
46,46,46,53,V0459Cyg,0.860413,12.18,0.5939978897672478,12.035,10.601,8.837,7.715,7.073,6.903
47,47,47,55,CKSct,0.870124,12.198,0.5969487600660027,12.165,10.575,8.778,7.498,6.82,6.652
48,48,48,58,RSOri,0.878917,10.737,0.3952168244494778,9.376,8.414,7.253,6.489,6.018,5.917
49,49,49,60,GHCyg,0.893092,11.748,0.5543204368676791,11.159,9.896,8.43,7.356,6.799,6.638
50,50,50,61,VYCyg,0.895256,11.627,0.4852502000509004,10.822,9.582,8.079,7.102,6.548,6.396
51,51,51,62,RXCam,0.898288,9.846,0.4488596854403891,8.888,7.669,6.223,5.266,4.724,4.599
52,52,52,63,WGem,0.898368,9.655,0.2946114350432254,7.865,6.95,5.901,5.204,4.763,4.693
53,53,53,65,DLCas,0.903126,11.007,0.5006198156890624,10.121,8.968,7.575,6.651,6.101,5.949
54,54,54,66,BKAur,0.903222,11.808000000000002,0.4112170980419204,10.524,9.457,8.249,7.387,6.885,6.772
55,55,55,67,SSge,0.923352,9.002,0.1055494863480937,6.424,5.617,4.775,4.227,3.846,3.765
56,56,56,68,FNAql,0.976878,10.867,0.4197565092528064,9.593,8.389,6.947,6.05,5.495,5.356
57,57,57,69,YZSgr,0.980171,10.361,0.2659930740160252,8.372,7.351,6.214,5.472,5.003,4.903
58,58,58,70,SMus,0.98498,9.09,0.2960028487256112,6.963,6.136,5.188,4.553,4.127,4.017
59,59,59,71,SNor,0.989194,9.568,0.2410370328624407,7.375,6.429,5.427,4.729,4.275,4.162
60,60,60,72,DDCas,0.991759,12.533,0.3823023291033129,11.076,9.879,8.507,7.627,7.068,6.948
61,61,61,73,betaDor,0.993131,7.403,0.0828761255102357,4.545,3.743,2.947,2.438,2.029,1.959
62,62,62,75,BZCyg,1.006127,11.37,0.8716525875220742,11.837,10.221,8.324,6.886,6.155,5.924
63,63,63,77,ZetaGem,1.006497,7.952,-0.041033251868238,4.708,3.849,3.117,2.612,2.201,2.131
64,64,64,78,YSct,1.014575,11.548,0.6304882385845401,11.194,9.632,7.841,6.578,5.896,5.691
65,65,65,79,TWNor,1.032868,11.971,1.1548122858705645,13.63,11.701,9.287,7.506,6.694,6.39
66,66,66,80,ZLac,1.036854,11.33,0.340832457722828,9.514,8.414,7.148,6.346,5.827,5.693
67,67,67,81,VXPer,1.036883,11.878,0.4478380032826413,10.492,9.299,7.919,6.98,6.437,6.298
68,68,68,82,XXCen,1.039548,10.919,0.2940679158012669,8.803,7.819,6.736,5.991,5.53,5.407
69,69,69,83,TYSct,1.043507,12.178,0.8298913809318658,12.507,10.818,8.825,7.355,6.638,6.429
70,70,70,84,SVPer,1.046469,11.483,0.4855512573308189,10.023,8.977,7.734,6.891,6.355,6.237
71,71,71,85,V0438Cyg,1.049647,11.467,1.096231471234543,12.847,10.943,8.639,6.921,6.081,5.789
72,72,72,87,AAGem,1.053181,12.592,0.3861622574150286,10.809,9.729,8.581,7.734,7.2,7.106
73,73,73,88,RXAur,1.065337,10.636,0.3611311922976932,8.631,7.669,6.59,5.819,5.355,5.269
74,74,74,89,UUMus,1.065819,12.273,0.5125510010494971,10.936,9.794,8.486,7.528,6.989,6.828
75,75,75,90,RYCas,1.084181,11.889,0.7006539619879131,11.321,9.95,8.403,7.175,6.551,6.373
76,76,76,91,UNor,1.101875,10.729,0.8468453238537451,10.841,9.247,7.352,5.931,5.237,4.991
77,77,77,93,ZSct,1.110645,12.438,0.4191621996897638,10.927,9.592,8.055,7.055,6.478,6.323
78,78,78,95,BNPup,1.135867,12.792,0.4337640619294758,11.069,9.882,8.552,7.626,7.076,6.921
79,79,79,96,TTAql,1.138459,10.39,0.3148750071372527,8.436,7.138,5.678,4.772,4.204,4.051
80,80,80,97,CYAur,1.141376,13.776,0.7376722469871532,13.446,11.867,9.962,8.708,7.961,7.774
81,81,81,98,LSPup,1.150646,13.283,0.4713276656171307,11.685,10.448,9.074,8.094,7.518,7.353
82,82,82,99,TXCyg,1.167607,10.118,1.1726805514287608,11.363,9.489,7.228,5.462,4.637,4.372
83,83,83,100,UZSct,1.168739,12.815,0.8827698222765803,13.124,11.247,9.184,7.534,6.746,6.534
84,84,84,101,RWCas,1.170032,12.287,0.4165754192893479,10.462,9.233,7.871,6.934,6.367,6.237
85,85,85,103,SZCyg,1.179252,12.101,0.5368622912106986,10.91,9.432,7.755,6.635,5.961,5.775
86,86,86,104,SVMon,1.182801,11.641,0.3316428799542504,9.31,8.256,7.133,6.345,5.826,5.726
87,87,87,105,XCyg,1.214482,10.465,0.1297551090088452,7.533,6.377,5.223,4.471,3.964,3.838
88,88,88,106,RWCam,1.215224,11.109,0.643894187475491,10.034,8.671,7.042,5.93,5.291,5.139
89,89,89,107,CDCyg,1.232334,11.905,0.4933960891994852,10.217,8.948,7.448,6.463,5.89,5.72
90,90,90,108,SZAql,1.234029,11.63,0.4785403045599563,10.033,8.634,7.018,5.955,5.347,5.16
91,91,91,110,CPCep,1.251989,13.12,0.6447628039612866,12.223,10.577,8.773,7.457,6.726,6.537
92,92,92,113,VYCar,1.276818,11.484,0.2082454448147956,8.642,7.463,6.28,5.463,4.945,4.806
93,93,93,115,VXCyg,1.303917,12.743,0.6398256583270013,11.769,10.062,8.161,6.816,6.083,5.905
94,94,94,116,RYSco,1.307927,10.357,0.7532021207645637,9.462,8.018,6.255,4.999,4.365,4.143
95,95,95,117,RZVel,1.309564,10.604,0.3993634800686193,8.216,7.09,5.867,4.979,4.46,4.308
96,96,96,118,WZSgr,1.339443,11.199,0.5274130877472013,9.424,8.03,6.497,5.404,4.765,4.568
97,97,97,119,BMPer,1.360896,12.755,0.7761887342073815,12.21,10.401,8.214,6.8,6.012,5.773
98,98,98,120,WZCar,1.361977,12.582,0.5074206591602721,10.427,9.266,7.963,7.009,6.456,6.29
99,99,99,122,SWVel,1.370016,11.636,0.4521516505788894,9.281,8.128,6.844,5.931,5.39,5.231
100,100,100,123,XPup,1.414321,11.938,0.5083884785677154,9.702,8.507,7.107,6.18,5.6,5.431
101,101,101,124,TMon,1.431915,10.645,0.1892715810837279,7.307,6.128,4.98,4.183,3.652,3.525
102,102,102,125,RYVel,1.449158,11.787,0.5436888050123871,9.744,8.371,6.834,5.7,5.123,4.928
103,103,103,126,KQSco,1.457818,12.257,0.8491018218322629,11.747,9.81,7.658,6.025,5.218,4.947
104,104,104,127,AQPup,1.478624,12.35,0.4910164615753424,10.081,8.705,7.14,6.102,5.483,5.299
105,105,105,128,KNCen,1.531857,12.143,0.9795697199199234,11.468,9.856,7.996,6.517,5.756,5.49
106,106,106,129,lCar,1.550816,8.956000000000001,0.0662790189952752,5.009,3.729,2.557,1.766,1.212,1.093
107,107,107,130,UCar,1.58897,10.823,0.3190373352133809,7.469,6.292,5.057,4.193,3.67,3.522
108,108,108,131,RSPup,1.61742,11.348,0.3966301432244072,8.442,7.01,5.489,4.44,3.827,3.647
