,VI_hrd_M-1.0,VI_hrd_M-0.98,VI_hrd_M-0.96,VI_hrd_M-0.94,VI_hrd_M-0.92,VI_hrd_M-0.9,VI_hrd_M-0.88,VI_hrd_M-0.86,VI_hrd_M-0.84,VI_hrd_M-0.82,VI_hrd_M-0.8,VI_hrd_M-0.78,VI_hrd_M-0.76,VI_hrd_M-0.74,VI_hrd_M-0.72,VI_hrd_M-0.7,VI_hrd_M-0.68,VI_hrd_M-0.66,VI_hrd_M-0.64,VI_hrd_M-0.62,VI_hrd_M-0.6,VI_hrd_M-0.58,VI_hrd_M-0.56,VI_hrd_M-0.54,VI_hrd_M-0.52,VI_hrd_M-0.5,VI_hrd_M-0.48,VI_hrd_M-0.46,VI_hrd_M-0.44,VI_hrd_M-0.42,VI_hrd_M-0.4,VI_hrd_M-0.38,VI_hrd_M-0.36,VI_hrd_M-0.34,VI_hrd_M-0.32,VI_hrd_M-0.3,VI_hrd_M-0.28,VI_hrd_M-0.26,VI_hrd_M-0.24,VI_hrd_M-0.22,VI_hrd_M-0.2,VI_hrd_M-0.18,VI_hrd_M-0.16,VI_hrd_M-0.14,VI_hrd_M-0.12,VI_hrd_M-0.1,VI_hrd_M-0.08,VI_hrd_M-0.06,VI_hrd_M-0.04,VI_hrd_M-0.02,VI_hrd_M0.0,VI_hrd_M0.02,VI_hrd_M0.04,VI_hrd_M0.06,VI_hrd_M0.08,VI_hrd_M0.1,VI_hrd_M0.12,VI_hrd_M0.14,VI_hrd_M0.16,VI_hrd_M0.18,VI_hrd_M0.2,VI_hrd_M0.22,VI_hrd_M0.24,VI_hrd_M0.26,VI_hrd_M0.28,VI_hrd_M0.3,VI_hrd_M0.32,VI_hrd_M0.34,VI_hrd_M0.36,VI_hrd_M0.38,VI_hrd_M0.4,VI_hrd_M0.42,VI_hrd_M0.44,VI_hrd_M0.46,VI_hrd_M0.48,VI_hrd_M0.5,VI_hrd_M0.52,VI_hrd_M0.54,VI_hrd_M0.56,VI_hrd_M0.58,VI_hrd_M0.6,VI_hrd_M0.62,VI_hrd_M0.64,VI_hrd_M0.66,VI_hrd_M0.68,VI_hrd_M0.7,VI_hrd_M0.72,VI_hrd_M0.74,VI_hrd_M0.76,VI_hrd_M0.78,VI_hrd_M0.8,VI_hrd_M0.82,VI_hrd_M0.84,VI_hrd_M0.86,VI_hrd_M0.88,VI_hrd_M0.9,VI_hrd_M0.92,VI_hrd_M0.94,VI_hrd_M0.96,VI_hrd_M0.98,VI_hrd_S-1.0,VI_hrd_S-0.98,VI_hrd_S-0.96,VI_hrd_S-0.94,VI_hrd_S-0.92,VI_hrd_S-0.9,VI_hrd_S-0.88,VI_hrd_S-0.86,VI_hrd_S-0.84,VI_hrd_S-0.82,VI_hrd_S-0.8,VI_hrd_S-0.78,VI_hrd_S-0.76,VI_hrd_S-0.74,VI_hrd_S-0.72,VI_hrd_S-0.7,VI_hrd_S-0.68,VI_hrd_S-0.66,VI_hrd_S-0.64,VI_hrd_S-0.62,VI_hrd_S-0.6,VI_hrd_S-0.58,VI_hrd_S-0.56,VI_hrd_S-0.54,VI_hrd_S-0.52,VI_hrd_S-0.5,VI_hrd_S-0.48,VI_hrd_S-0.46,VI_hrd_S-0.44,VI_hrd_S-0.42,VI_hrd_S-0.4,VI_hrd_S-0.38,VI_hrd_S-0.36,VI_hrd_S-0.34,VI_hrd_S-0.32,VI_hrd_S-0.3,VI_hrd_S-0.28,VI_hrd_S-0.26,VI_hrd_S-0.24,VI_hrd_S-0.22,VI_hrd_S-0.2,VI_hrd_S-0.18,VI_hrd_S-0.16,VI_hrd_S-0.14,VI_hrd_S-0.12,VI_hrd_S-0.1,VI_hrd_S-0.08,VI_hrd_S-0.06,VI_hrd_S-0.04,VI_hrd_S-0.02,VI_hrd_S0.0,VI_hrd_S0.02,VI_hrd_S0.04,VI_hrd_S0.06,VI_hrd_S0.08,VI_hrd_S0.1,VI_hrd_S0.12,VI_hrd_S0.14,VI_hrd_S0.16,VI_hrd_S0.18,VI_hrd_S0.2,VI_hrd_S0.22,VI_hrd_S0.24,VI_hrd_S0.26,VI_hrd_S0.28,VI_hrd_S0.3,VI_hrd_S0.32,VI_hrd_S0.34,VI_hrd_S0.36,VI_hrd_S0.38,VI_hrd_S0.4,VI_hrd_S0.42,VI_hrd_S0.44,VI_hrd_S0.46,VI_hrd_S0.48,VI_hrd_S0.5,VI_hrd_S0.52,VI_hrd_S0.54,VI_hrd_S0.56,VI_hrd_S0.58,VI_hrd_S0.6,VI_hrd_S0.62,VI_hrd_S0.64,VI_hrd_S0.66,VI_hrd_S0.68,VI_hrd_S0.7,VI_hrd_S0.72,VI_hrd_S0.74,VI_hrd_S0.76,VI_hrd_S0.78,VI_hrd_S0.8,VI_hrd_S0.82,VI_hrd_S0.84,VI_hrd_S0.86,VI_hrd_S0.88,VI_hrd_S0.9,VI_hrd_S0.92,VI_hrd_S0.94,VI_hrd_S0.96,VI_hrd_S0.98
B,-0.10213637523660432,-0.10079723054185447,-0.09945808584710458,-0.09811894115235473,-0.09677979645760486,-0.095440651762855,-0.09410150706810513,-0.09276236237335526,-0.0914232176786054,-0.09008407298385554,-0.08874492828910567,-0.08740578359435582,-0.08606663889960595,-0.08472749420485609,-0.08338834951010621,-0.08204920481535635,-0.08071006012060648,-0.07937091542585663,-0.07803177073110674,-0.07669262603635689,-0.07535348134160702,-0.07401433664685717,-0.0726751919521073,-0.07133604725735744,-0.06999690256260757,-0.0686577578678577,-0.06731861317310782,-0.06597946847835796,-0.0646403237836081,-0.06330117908885824,-0.06196203439410838,-0.060622889699358515,-0.05928374500460865,-0.05794460030985878,-0.056605455615108914,-0.05526631092035905,-0.05392716622560919,-0.05258802153085933,-0.05124887683610945,-0.04990973214135959,-0.04857058744660973,-0.047231442751859865,-0.045892298057109995,-0.04455315336236013,-0.043214008667610264,-0.0418748639728604,-0.04053571927811054,-0.03919657458336067,-0.03785742988861081,-0.03651828519386094,-0.035179140499111076,-0.033839995804361214,-0.032500851109611345,-0.031161706414861483,-0.029822561720111614,-0.028483417025361755,-0.027144272330611893,-0.025805127635862023,-0.02446598294111216,-0.023126838246362295,-0.02178769355161243,-0.020448548856862564,-0.0191094041621127,-0.017770259467362833,-0.016431114772612967,-0.015091970077863105,-0.013752825383113239,-0.012413680688363373,-0.01107453599361351,-0.009735391298863645,-0.00839624660411378,-0.007057101909363917,-0.005717957214614048,-0.004378812519864186,-0.003039667825114323,-0.0017005231303644543,-0.00036137843561458513,0.0009777662591352772,0.002316910953885146,0.0036560556486350017,0.004995200343384871,0.006334345038134733,0.007673489732884602,0.009012634427634472,0.010351779122384334,0.011690923817134196,0.013030068511884058,0.014369213206633927,0.01570835790138379,0.01704750259613366,0.01838664729088352,0.019725791985633383,0.021064936680383246,0.022404081375133115,0.023743226069882984,0.025082370764632846,0.02642151545938271,0.02776066015413257,0.029099804848882433,0.030438949543632313,-0.057061422432345965,-0.05643138879935669,-0.0558013551663674,-0.05517132153337812,-0.05454128790038885,-0.05391125426739956,-0.05328122063441028,-0.052651187001421,-0.052021153368431716,-0.051391119735442435,-0.050761086102453154,-0.050131052469463866,-0.04950101883647459,-0.04887098520348531,-0.048240951570496036,-0.04761091793750675,-0.04698088430451747,-0.046350850671528186,-0.045720817038538905,-0.045090783405549624,-0.04446074977256034,-0.043830716139571055,-0.04320068250658178,-0.0425706488735925,-0.04194061524060322,-0.04131058160761394,-0.04068054797462465,-0.04005051434163537,-0.039420480708646094,-0.038790447075656806,-0.03816041344266753,-0.037530379809678244,-0.03690034617668896,-0.03627031254369969,-0.03564027891071041,-0.03501024527772112,-0.034380211644731845,-0.03375017801174256,-0.03312014437875328,-0.032490110745763995,-0.031860077112774714,-0.031230043479785436,-0.03060000984679615,-0.029969976213806874,-0.029339942580817596,-0.02870990894782831,-0.02807987531483903,-0.02744984168184975,-0.026819808048860472,-0.026189774415871187,-0.025559740782881906,-0.024929707149892625,-0.024299673516903344,-0.023669639883914063,-0.02303960625092478,-0.0224095726179355,-0.02177953898494622,-0.021149505351956935,-0.020519471718967657,-0.019889438085978376,-0.019259404452989095,-0.01862937081999981,-0.01799933718701053,-0.01736930355402125,-0.016739269921031967,-0.016109236288042686,-0.015479202655053405,-0.014849169022064124,-0.014219135389074843,-0.013589101756085563,-0.01295906812309628,-0.012329034490107001,-0.011699000857117718,-0.011068967224128437,-0.010438933591139156,-0.009808899958149875,-0.009178866325160592,-0.00854883269217131,-0.007918799059182028,-0.00728876542619275,-0.006658731793203468,-0.006028698160214186,-0.005398664527224904,-0.0047686308942356224,-0.0041385972612463405,-0.0035085636282570615,-0.0028785299952677795,-0.0022484963622784976,-0.0016184627292892188,-0.0009884290962999369,-0.000358395463310655,0.0002716381696786237,0.0009016718026679056,0.0015317054356571876,0.0021617390686464693,0.0027917727016357513,0.0034218063346250333,0.004051839967614315,0.004681873600603593,0.005311907233592879
V,-0.07866788250890275,-0.07749317284578049,-0.07631846318265824,-0.07514375351953599,-0.07396904385641373,-0.07279433419329148,-0.07161962453016923,-0.07044491486704697,-0.06927020520392473,-0.06809549554080248,-0.06692078587768022,-0.06574607621455797,-0.06457136655143571,-0.06339665688831346,-0.062221947225191206,-0.06104723756206896,-0.059872527898946704,-0.05869781823582445,-0.057523108572702195,-0.05634839890957995,-0.05517368924645769,-0.05399897958333544,-0.0528242699202132,-0.051649560257090936,-0.05047485059396868,-0.04930014093084643,-0.04812543126772418,-0.046950721604601925,-0.04577601194147967,-0.044601302278357416,-0.04342659261523517,-0.042251882952112914,-0.04107717328899066,-0.03990246362586841,-0.03872775396274616,-0.03755304429962391,-0.03637833463650166,-0.0352036249733794,-0.034028915310257146,-0.0328542056471349,-0.031679495984012644,-0.030504786320890393,-0.02933007665776814,-0.028155366994645888,-0.026980657331523633,-0.025805947668401382,-0.024631238005279128,-0.023456528342156877,-0.022281818679034622,-0.02110710901591237,-0.019932399352790117,-0.01875768968966787,-0.017582980026545614,-0.016408270363423363,-0.015233560700301109,-0.014058851037178858,-0.012884141374056605,-0.011709431710934352,-0.0105347220478121,-0.009360012384689847,-0.008185302721567594,-0.007010593058445341,-0.0058358833953230885,-0.004661173732200836,-0.003486464069078581,-0.0023117544059563302,-0.0011370447428340777,3.7664920288174955e-05,0.0012123745834104276,0.0023870842465326804,0.003561793909654933,0.0047365035727771855,0.005911213235899437,0.00708592289902169,0.008260632562143943,0.009435342225266196,0.010610051888388448,0.011784761551510701,0.012959471214632957,0.014134180877755202,0.01530889054087746,0.01648360020399971,0.017658309867121965,0.018833019530244216,0.02000772919336647,0.021182438856488725,0.022357148519610976,0.02353185818273323,0.02470656784585548,0.025881277508977736,0.027055987172099987,0.028230696835222238,0.029405406498344493,0.030580116161466744,0.031754825824588995,0.03292953548771125,0.034104245150833504,0.03527895481395576,0.036453664477078006,0.03762837414020026,-0.07866788250890275,-0.07749317284578049,-0.07631846318265824,-0.07514375351953599,-0.07396904385641373,-0.07279433419329148,-0.07161962453016923,-0.07044491486704697,-0.06927020520392473,-0.06809549554080248,-0.06692078587768022,-0.06574607621455797,-0.06457136655143571,-0.06339665688831346,-0.062221947225191206,-0.06104723756206896,-0.059872527898946704,-0.05869781823582445,-0.057523108572702195,-0.05634839890957995,-0.05517368924645769,-0.05399897958333544,-0.0528242699202132,-0.051649560257090936,-0.05047485059396868,-0.04930014093084643,-0.04812543126772418,-0.046950721604601925,-0.04577601194147967,-0.044601302278357416,-0.04342659261523517,-0.042251882952112914,-0.04107717328899066,-0.03990246362586841,-0.03872775396274616,-0.03755304429962391,-0.03637833463650166,-0.0352036249733794,-0.034028915310257146,-0.0328542056471349,-0.031679495984012644,-0.030504786320890393,-0.02933007665776814,-0.028155366994645888,-0.026980657331523633,-0.025805947668401382,-0.024631238005279128,-0.023456528342156877,-0.022281818679034622,-0.02110710901591237,-0.019932399352790117,-0.01875768968966787,-0.017582980026545614,-0.016408270363423363,-0.015233560700301109,-0.014058851037178858,-0.012884141374056605,-0.011709431710934352,-0.0105347220478121,-0.009360012384689847,-0.008185302721567594,-0.007010593058445341,-0.0058358833953230885,-0.004661173732200836,-0.003486464069078581,-0.0023117544059563302,-0.0011370447428340777,3.7664920288174955e-05,0.0012123745834104276,0.0023870842465326804,0.003561793909654933,0.0047365035727771855,0.005911213235899437,0.00708592289902169,0.008260632562143943,0.009435342225266196,0.010610051888388448,0.011784761551510701,0.012959471214632957,0.014134180877755202,0.01530889054087746,0.01648360020399971,0.017658309867121965,0.018833019530244216,0.02000772919336647,0.021182438856488725,0.022357148519610976,0.02353185818273323,0.02470656784585548,0.025881277508977736,0.027055987172099987,0.028230696835222238,0.029405406498344493,0.030580116161466744,0.031754825824588995,0.03292953548771125,0.034104245150833504,0.03527895481395576,0.036453664477078006,0.03762837414020026
R,-0.09736486616687288,-0.0963659065613417,-0.09536694695581048,-0.09436798735027929,-0.09336902774474812,-0.09237006813921692,-0.09137110853368571,-0.09037214892815451,-0.08937318932262331,-0.08837422971709212,-0.08737527011156092,-0.08637631050602973,-0.08537735090049853,-0.08437839129496733,-0.08337943168943614,-0.08238047208390495,-0.08138151247837375,-0.08038255287284256,-0.07938359326731136,-0.07838463366178015,-0.07738567405624895,-0.07638671445071776,-0.07538775484518657,-0.07438879523965537,-0.07338983563412418,-0.07239087602859298,-0.07139191642306178,-0.07039295681753059,-0.06939399721199939,-0.06839503760646819,-0.067396078000937,-0.06639711839540581,-0.06539815878987461,-0.06439919918434342,-0.06340023957881222,-0.06240127997328102,-0.06140232036774983,-0.06040336076221863,-0.05940440115668743,-0.05840544155115624,-0.057406481945625046,-0.056407522340093844,-0.055408562734562655,-0.05440960312903146,-0.05341064352350026,-0.05241168391796906,-0.05141272431243786,-0.05041376470690667,-0.04941480510137548,-0.048415845495844274,-0.047416885890313086,-0.04641792628478189,-0.04541896667925069,-0.04442000707371949,-0.0434210474681883,-0.042422087862657096,-0.04142312825712591,-0.040424168651594705,-0.03942520904606351,-0.038426249440532315,-0.03742728983500112,-0.036428330229469924,-0.03542937062393873,-0.03443041101840753,-0.03343145141287634,-0.03243249180734514,-0.03143353220181394,-0.03043457259628275,-0.02943561299075155,-0.028436653385220355,-0.027437693779689163,-0.026438734174157964,-0.02543977456862677,-0.02444081496309557,-0.02344185535756438,-0.022442895752033183,-0.021443936146501984,-0.02044497654097079,-0.01944601693543959,-0.018447057329908402,-0.017448097724377207,-0.016449138118846008,-0.015450178513314811,-0.014451218907783614,-0.013452259302252417,-0.012453299696721225,-0.011454340091190026,-0.01045538048565883,-0.009456420880127636,-0.008457461274596439,-0.007458501669065242,-0.006459542063534049,-0.005460582458002853,-0.004461622852471655,-0.0034626632469404576,-0.00246370364140926,-0.0014647440358780627,-0.0004657844303468705,0.0005331751751843218,0.0015321347807155242,-0.08988400224342999,-0.08856124158016769,-0.08723848091690539,-0.0859157202536431,-0.08459295959038081,-0.0832701989271185,-0.08194743826385621,-0.0806246776005939,-0.07930191693733162,-0.0779791562740693,-0.07665639561080702,-0.07533363494754472,-0.07401087428428242,-0.07268811362102012,-0.07136535295775782,-0.07004259229449553,-0.06871983163123323,-0.06739707096797094,-0.06607431030470863,-0.06475154964144633,-0.06342878897818403,-0.06210602831492174,-0.06078326765165945,-0.059460506988397145,-0.05813774632513484,-0.05681498566187255,-0.05549222499861026,-0.05416946433534796,-0.05284670367208565,-0.051523943008823354,-0.050201182345561056,-0.048878421682298764,-0.04755566101903646,-0.04623290035577417,-0.04491013969251187,-0.04358737902924957,-0.04226461836598728,-0.040941857702724974,-0.03961909703946268,-0.038296336376200384,-0.036973575712938085,-0.03565081504967579,-0.03432805438641348,-0.03300529372315119,-0.03168253305988889,-0.030359772396626593,-0.029037011733364294,-0.027714251070101996,-0.026391490406839704,-0.025068729743577402,-0.023745969080315104,-0.02242320841705281,-0.021100447753790514,-0.019777687090528216,-0.018454926427265917,-0.01713216576400362,-0.01580940510074132,-0.014486644437479022,-0.013163883774216727,-0.01184112311095443,-0.01051836244769213,-0.009195601784429831,-0.007872841121167535,-0.006550080457905236,-0.0052273197946429385,-0.003904559131380642,-0.0025817984681183433,-0.0012590378048560444,6.37228584062491e-05,0.0013864835216685478,0.0027092441849308462,0.004032004848193145,0.005354765511455444,0.006677526174717743,0.008000286837980037,0.009323047501242335,0.010645808164504634,0.011968568827766932,0.01329132949102923,0.014614090154291524,0.015936850817553822,0.01725961148081612,0.01858237214407842,0.019905132807340718,0.021227893470603016,0.02255065413386531,0.023873414797127606,0.02519617546038991,0.026518936123652203,0.02784169678691451,0.029164457450176803,0.030487218113439095,0.0318099787767014,0.03313273943996369,0.034455500103226,0.03577826076648829,0.037101021429750594,0.03842378209301288,0.039746542756275184,0.041069303419537476
I,-0.07866788250890232,-0.07749317284578007,-0.07631846318265782,-0.07514375351953557,-0.07396904385641333,-0.07279433419329108,-0.07161962453016885,-0.07044491486704658,-0.06927020520392435,-0.0680954955408021,-0.06692078587767987,-0.06574607621455762,-0.06457136655143537,-0.06339665688831313,-0.06222194722519088,-0.06104723756206863,-0.05987252789894639,-0.05869781823582415,-0.0575231085727019,-0.056348398909579656,-0.055173689246457415,-0.05399897958333517,-0.05282426992021293,-0.05164956025709068,-0.05047485059396844,-0.04930014093084619,-0.048125431267723943,-0.0469507216046017,-0.04577601194147946,-0.0446013022783572,-0.04342659261523496,-0.04225188295211272,-0.04107717328899047,-0.039902463625868224,-0.038727753962745984,-0.03755304429962374,-0.036378334636501496,-0.03520362497337925,-0.03402891531025701,-0.03285420564713476,-0.03167949598401251,-0.030504786320890265,-0.02933007665776802,-0.028155366994645777,-0.026980657331523532,-0.02580594766840129,-0.02463123800527904,-0.023456528342156797,-0.022281818679034553,-0.02110710901591231,-0.01993239935279006,-0.018757689689667817,-0.017582980026545573,-0.01640827036342333,-0.015233560700301083,-0.014058851037178837,-0.012884141374056591,-0.011709431710934347,-0.010534722047812103,-0.009360012384689859,-0.008185302721567611,-0.007010593058445368,-0.005835883395323124,-0.004661173732200879,-0.0034864640690786333,-0.002311754405956389,-0.001137044742834144,3.766492028810038e-05,0.001212374583410345,0.0023870842465325893,0.0035617939096548373,0.004736503572777078,0.005911213235899326,0.0070859228990215704,0.008260632562143816,0.00943534222526606,0.010610051888388304,0.011784761551510554,0.012959471214632798,0.014134180877755038,0.015308890540877286,0.016483600203999527,0.017658309867121774,0.018833019530244025,0.020007729193366266,0.021182438856488506,0.022357148519610754,0.023531858182733,0.024706567845855242,0.02588127750897749,0.027055987172099737,0.028230696835221978,0.029405406498344222,0.03058011616146647,0.03175482582458872,0.03292953548771095,0.034104245150833205,0.035278954813955446,0.036453664477077694,0.037628374140199934,-0.07866788250890204,-0.07749317284577979,-0.07631846318265754,-0.07514375351953528,-0.07396904385641306,-0.0727943341932908,-0.07161962453016854,-0.07044491486704631,-0.06927020520392406,-0.06809549554080181,-0.06692078587767956,-0.06574607621455733,-0.06457136655143507,-0.06339665688831282,-0.06222194722519057,-0.06104723756206832,-0.05987252789894608,-0.05869781823582383,-0.057523108572701584,-0.056348398909579336,-0.05517368924645709,-0.05399897958333484,-0.0528242699202126,-0.05164956025709035,-0.050474850593968106,-0.04930014093084586,-0.04812543126772361,-0.04695072160460136,-0.04577601194147912,-0.04460130227835686,-0.04342659261523462,-0.04225188295211237,-0.041077173288990125,-0.03990246362586788,-0.03872775396274563,-0.03755304429962338,-0.036378334636501135,-0.035203624973378894,-0.03402891531025664,-0.0328542056471344,-0.031679495984012145,-0.030504786320889897,-0.02933007665776765,-0.028155366994645402,-0.026980657331523154,-0.02580594766840091,-0.024631238005278663,-0.023456528342156415,-0.022281818679034168,-0.02110710901591192,-0.019932399352789672,-0.018757689689667425,-0.017582980026545177,-0.016408270363422933,-0.015233560700300684,-0.014058851037178436,-0.01288414137405619,-0.011709431710933943,-0.010534722047811695,-0.00936001238468945,-0.0081853027215672,-0.007010593058444954,-0.005835883395322708,-0.004661173732200459,-0.0034864640690782113,-0.002311754405955967,-0.001137044742833719,3.766492028852904e-05,0.0012123745834107735,0.002387084246533025,0.003561793909655273,0.004736503572777518,0.005911213235899766,0.007085922899022014,0.008260632562144259,0.009435342225266506,0.010610051888388754,0.011784761551511003,0.01295947121463325,0.014134180877755491,0.015308890540877739,0.016483600203999988,0.017658309867122236,0.018833019530244483,0.02000772919336673,0.02118243885648897,0.02235714851961122,0.02353185818273347,0.024706567845855724,0.025881277508977972,0.02705598717210022,0.02823069683522246,0.029405406498344708,0.030580116161466955,0.0317548258245892,0.03292953548771145,0.0341042451508337,0.03527895481395594,0.036453664477078186,0.037628374140200434
J,-0.1607814175819906,-0.15754849951047922,-0.15431558143896792,-0.15108266336745657,-0.1478497452959452,-0.1446168272244339,-0.1413839091529225,-0.13815099108141116,-0.13491807300989977,-0.13168515493838845,-0.12845223686687712,-0.12521931879536577,-0.12198640072385442,-0.11875348265234305,-0.1155205645808317,-0.11228764650932034,-0.109054728437809,-0.10582181036629766,-0.1025888922947863,-0.09935597422327494,-0.09612305615176359,-0.09289013808025223,-0.08965722000874089,-0.08642430193722954,-0.08319138386571819,-0.07995846579420683,-0.07672554772269548,-0.07349262965118412,-0.07025971157967277,-0.06702679350816143,-0.06379387543665006,-0.060560957365138716,-0.057328039293627356,-0.054095121222116016,-0.050862203150604655,-0.0476292850790933,-0.04439636700758196,-0.0411634489360706,-0.03793053086455925,-0.0346976127930479,-0.03146469472153655,-0.028231776650025193,-0.02499885857851384,-0.021765940507002493,-0.01853302243549114,-0.01530010436397979,-0.012067186292468437,-0.008834268220957085,-0.005601350149445732,-0.002368432077934381,0.0008644859935769708,0.0040974040650883226,0.0073303221365996745,0.010563240208111026,0.013796158279622377,0.017029076351133734,0.020261994422645084,0.023494912494156438,0.026727830565667784,0.029960748637179138,0.03319366670869049,0.036426584780201846,0.03965950285171319,0.042892420923224546,0.04612533899473591,0.049358257066247246,0.0525911751377586,0.05582409320926996,0.0590570112807813,0.06228992935229266,0.06552284742380401,0.06875576549531535,0.07198868356682671,0.07522160163833806,0.07845451970984942,0.08168743778136076,0.08492035585287211,0.08815327392438346,0.09138619199589483,0.09461911006740617,0.09785202813891752,0.10108494621042886,0.10431786428194022,0.10755078235345158,0.11078370042496294,0.11401661849647428,0.11724953656798562,0.12048245463949697,0.12371537271100834,0.12694829078251968,0.13018120885403103,0.13341412692554241,0.13664704499705377,0.1398799630685651,0.14311288114007645,0.1463457992115878,0.14957871728309918,0.15281163535461048,0.15604455342612186,0.15927747149763322,-0.0707948322990334,-0.06979213041178428,-0.06878942852453516,-0.06778672663728605,-0.06678402475003693,-0.0657813228627878,-0.06477862097553869,-0.06377591908828957,-0.06277321720104045,-0.06177051531379133,-0.06076781342654222,-0.0597651115392931,-0.05876240965204398,-0.05775970776479487,-0.05675700587754575,-0.05575430399029662,-0.05475160210304751,-0.053748900215798395,-0.05274619832854927,-0.051743496441300156,-0.05074079455405103,-0.04973809266680192,-0.04873539077955281,-0.047732688892303685,-0.04672998700505457,-0.04572728511780545,-0.04472458323055633,-0.04372188134330721,-0.0427191794560581,-0.04171647756880898,-0.040713775681559865,-0.03971107379431074,-0.038708371907061626,-0.03770567001981251,-0.036702968132563386,-0.03570026624531427,-0.034697564358065154,-0.03369486247081603,-0.03269216058356692,-0.031689458696317806,-0.03068675680906869,-0.029684054921819567,-0.028681353034570447,-0.02767865114732133,-0.026675949260072215,-0.0256732473728231,-0.024670545485573975,-0.02366784359832486,-0.022665141711075743,-0.021662439823826624,-0.020659737936577507,-0.01965703604932839,-0.018654334162079268,-0.017651632274830152,-0.016648930387581036,-0.015646228500331916,-0.014643526613082799,-0.01364082472583368,-0.012638122838584565,-0.011635420951335445,-0.010632719064086327,-0.009630017176837211,-0.008627315289588093,-0.007624613402338973,-0.006621911515089854,-0.0056192096278407395,-0.004616507740591621,-0.0036138058533425003,-0.0026111039660933837,-0.0016084020788442671,-0.0006057001915951467,0.00039700169565396994,0.0013997035829030864,0.002402405470152207,0.00340510735740132,0.00440780924465044,0.0054105111318995605,0.0064132130191486775,0.007415914906397798,0.00841861679364691,0.009421318680896027,0.010424020568145146,0.011426722455394264,0.012429424342643384,0.013432126229892503,0.014434828117141614,0.015437530004390737,0.016440231891639855,0.01744293377888897,0.018445635666138088,0.01944833755338721,0.02045103944063632,0.021453741327885446,0.022456443215134562,0.02345914510238368,0.024461846989632795,0.025464548876881918,0.026467250764131027,0.027469952651380147,0.02847265453862927
