,VI_hrd_M-1.0,VI_hrd_M-0.98,VI_hrd_M-0.96,VI_hrd_M-0.94,VI_hrd_M-0.92,VI_hrd_M-0.9,VI_hrd_M-0.88,VI_hrd_M-0.86,VI_hrd_M-0.84,VI_hrd_M-0.82,VI_hrd_M-0.8,VI_hrd_M-0.78,VI_hrd_M-0.76,VI_hrd_M-0.74,VI_hrd_M-0.72,VI_hrd_M-0.7,VI_hrd_M-0.68,VI_hrd_M-0.66,VI_hrd_M-0.64,VI_hrd_M-0.62,VI_hrd_M-0.6,VI_hrd_M-0.58,VI_hrd_M-0.56,VI_hrd_M-0.54,VI_hrd_M-0.52,VI_hrd_M-0.5,VI_hrd_M-0.48,VI_hrd_M-0.46,VI_hrd_M-0.44,VI_hrd_M-0.42,VI_hrd_M-0.4,VI_hrd_M-0.38,VI_hrd_M-0.36,VI_hrd_M-0.34,VI_hrd_M-0.32,VI_hrd_M-0.3,VI_hrd_M-0.28,VI_hrd_M-0.26,VI_hrd_M-0.24,VI_hrd_M-0.22,VI_hrd_M-0.2,VI_hrd_M-0.18,VI_hrd_M-0.16,VI_hrd_M-0.14,VI_hrd_M-0.12,VI_hrd_M-0.1,VI_hrd_M-0.08,VI_hrd_M-0.06,VI_hrd_M-0.04,VI_hrd_M-0.02,VI_hrd_M0.0,VI_hrd_M0.02,VI_hrd_M0.04,VI_hrd_M0.06,VI_hrd_M0.08,VI_hrd_M0.1,VI_hrd_M0.12,VI_hrd_M0.14,VI_hrd_M0.16,VI_hrd_M0.18,VI_hrd_M0.2,VI_hrd_M0.22,VI_hrd_M0.24,VI_hrd_M0.26,VI_hrd_M0.28,VI_hrd_M0.3,VI_hrd_M0.32,VI_hrd_M0.34,VI_hrd_M0.36,VI_hrd_M0.38,VI_hrd_M0.4,VI_hrd_M0.42,VI_hrd_M0.44,VI_hrd_M0.46,VI_hrd_M0.48,VI_hrd_M0.5,VI_hrd_M0.52,VI_hrd_M0.54,VI_hrd_M0.56,VI_hrd_M0.58,VI_hrd_M0.6,VI_hrd_M0.62,VI_hrd_M0.64,VI_hrd_M0.66,VI_hrd_M0.68,VI_hrd_M0.7,VI_hrd_M0.72,VI_hrd_M0.74,VI_hrd_M0.76,VI_hrd_M0.78,VI_hrd_M0.8,VI_hrd_M0.82,VI_hrd_M0.84,VI_hrd_M0.86,VI_hrd_M0.88,VI_hrd_M0.9,VI_hrd_M0.92,VI_hrd_M0.94,VI_hrd_M0.96,VI_hrd_M0.98,VI_hrd_S-1.0,VI_hrd_S-0.98,VI_hrd_S-0.96,VI_hrd_S-0.94,VI_hrd_S-0.92,VI_hrd_S-0.9,VI_hrd_S-0.88,VI_hrd_S-0.86,VI_hrd_S-0.84,VI_hrd_S-0.82,VI_hrd_S-0.8,VI_hrd_S-0.78,VI_hrd_S-0.76,VI_hrd_S-0.74,VI_hrd_S-0.72,VI_hrd_S-0.7,VI_hrd_S-0.68,VI_hrd_S-0.66,VI_hrd_S-0.64,VI_hrd_S-0.62,VI_hrd_S-0.6,VI_hrd_S-0.58,VI_hrd_S-0.56,VI_hrd_S-0.54,VI_hrd_S-0.52,VI_hrd_S-0.5,VI_hrd_S-0.48,VI_hrd_S-0.46,VI_hrd_S-0.44,VI_hrd_S-0.42,VI_hrd_S-0.4,VI_hrd_S-0.38,VI_hrd_S-0.36,VI_hrd_S-0.34,VI_hrd_S-0.32,VI_hrd_S-0.3,VI_hrd_S-0.28,VI_hrd_S-0.26,VI_hrd_S-0.24,VI_hrd_S-0.22,VI_hrd_S-0.2,VI_hrd_S-0.18,VI_hrd_S-0.16,VI_hrd_S-0.14,VI_hrd_S-0.12,VI_hrd_S-0.1,VI_hrd_S-0.08,VI_hrd_S-0.06,VI_hrd_S-0.04,VI_hrd_S-0.02,VI_hrd_S0.0,VI_hrd_S0.02,VI_hrd_S0.04,VI_hrd_S0.06,VI_hrd_S0.08,VI_hrd_S0.1,VI_hrd_S0.12,VI_hrd_S0.14,VI_hrd_S0.16,VI_hrd_S0.18,VI_hrd_S0.2,VI_hrd_S0.22,VI_hrd_S0.24,VI_hrd_S0.26,VI_hrd_S0.28,VI_hrd_S0.3,VI_hrd_S0.32,VI_hrd_S0.34,VI_hrd_S0.36,VI_hrd_S0.38,VI_hrd_S0.4,VI_hrd_S0.42,VI_hrd_S0.44,VI_hrd_S0.46,VI_hrd_S0.48,VI_hrd_S0.5,VI_hrd_S0.52,VI_hrd_S0.54,VI_hrd_S0.56,VI_hrd_S0.58,VI_hrd_S0.6,VI_hrd_S0.62,VI_hrd_S0.64,VI_hrd_S0.66,VI_hrd_S0.68,VI_hrd_S0.7,VI_hrd_S0.72,VI_hrd_S0.74,VI_hrd_S0.76,VI_hrd_S0.78,VI_hrd_S0.8,VI_hrd_S0.82,VI_hrd_S0.84,VI_hrd_S0.86,VI_hrd_S0.88,VI_hrd_S0.9,VI_hrd_S0.92,VI_hrd_S0.94,VI_hrd_S0.96,VI_hrd_S0.98
B,-0.16859039095962908,-0.1672512462648792,-0.16591210157012934,-0.16457295687537948,-0.16323381218062963,-0.16189466748587975,-0.1605555227911299,-0.15921637809638,-0.15787723340163015,-0.15653808870688027,-0.1551989440121304,-0.15385979931738056,-0.1525206546226307,-0.15118150992788082,-0.14984236523313094,-0.14850322053838108,-0.14716407584363123,-0.14582493114888134,-0.1444857864541315,-0.14314664175938163,-0.14180749706463178,-0.1404683523698819,-0.13912920767513204,-0.13779006298038218,-0.13645091828563233,-0.13511177359088244,-0.13377262889613256,-0.1324334842013827,-0.13109433950663285,-0.12975519481188297,-0.1284160501171331,-0.12707690542238326,-0.1257377607276334,-0.12439861603288353,-0.12305947133813366,-0.12172032664338378,-0.12038118194863391,-0.11904203725388406,-0.11770289255913419,-0.11636374786438433,-0.11502460316963446,-0.11368545847488461,-0.11234631378013474,-0.11100716908538488,-0.109668024390635,-0.10832887969588514,-0.10698973500113527,-0.10565059030638542,-0.10431144561163554,-0.10297230091688568,-0.10163315622213581,-0.10029401152738596,-0.09895486683263609,-0.09761572213788622,-0.09627657744313635,-0.0949374327483865,-0.09359828805363662,-0.09225914335888676,-0.09091999866413689,-0.08958085396938703,-0.08824170927463716,-0.0869025645798873,-0.08556341988513744,-0.08422427519038757,-0.0828851304956377,-0.08154598580088784,-0.08020684110613797,-0.0788676964113881,-0.07752855171663824,-0.07618940702188838,-0.07485026232713851,-0.07351111763238866,-0.07217197293763879,-0.07083282824288893,-0.06949368354813906,-0.0681545388533892,-0.06681539415863931,-0.06547624946388945,-0.06413710476913959,-0.06279796007438973,-0.06145881537963987,-0.060119670684890006,-0.05878052599014014,-0.05744138129539027,-0.056102236600640405,-0.05476309190589054,-0.05342394721114068,-0.05208480251639081,-0.05074565782164095,-0.04940651312689108,-0.04806736843214122,-0.046728223737391356,-0.04538907904264149,-0.044049934347891624,-0.042710789653141755,-0.04137164495839189,-0.04003250026364203,-0.03869335556889217,-0.037354210874142306,-0.03601506617939243,-0.11641142175583505,-0.11578138812284577,-0.11515135448985649,-0.11452132085686721,-0.11389128722387792,-0.11326125359088865,-0.11263121995789938,-0.11200118632491007,-0.1113711526919208,-0.11074111905893153,-0.11011108542594224,-0.10948105179295296,-0.10885101815996368,-0.1082209845269744,-0.10759095089398511,-0.10696091726099584,-0.10633088362800655,-0.10570084999501728,-0.105070816362028,-0.1044407827290387,-0.10381074909604943,-0.10318071546306015,-0.10255068183007088,-0.10192064819708159,-0.1012906145640923,-0.10066058093110303,-0.10003054729811374,-0.09940051366512447,-0.09877048003213518,-0.09814044639914589,-0.09751041276615662,-0.09688037913316734,-0.09625034550017805,-0.09562031186718878,-0.09499027823419949,-0.0943602446012102,-0.09373021096822093,-0.09310017733523165,-0.09247014370224237,-0.09184011006925308,-0.0912100764362638,-0.09058004280327453,-0.08995000917028524,-0.08931997553729595,-0.08868994190430668,-0.08805990827131739,-0.08742987463832812,-0.08679984100533884,-0.08616980737234954,-0.08553977373936027,-0.08490974010637099,-0.0842797064733817,-0.08364967284039243,-0.08301963920740314,-0.08238960557441387,-0.08175957194142458,-0.0811295383084353,-0.08049950467544603,-0.07986947104245673,-0.07923943740946746,-0.07860940377647818,-0.0779793701434889,-0.07734933651049962,-0.07671930287751033,-0.07608926924452104,-0.07545923561153177,-0.0748292019785425,-0.07419916834555321,-0.07356913471256392,-0.07293910107957464,-0.07230906744658537,-0.07167903381359608,-0.07104900018060681,-0.07041896654761752,-0.06978893291462823,-0.06915889928163896,-0.06852886564864968,-0.06789883201566038,-0.06726879838267111,-0.06663876474968183,-0.06600873111669255,-0.06537869748370327,-0.06474866385071398,-0.06411863021772471,-0.06348859658473542,-0.06285856295174615,-0.062228529318756866,-0.06159849568576758,-0.06096846205277831,-0.060338428419789016,-0.05970839478679974,-0.05907836115381046,-0.05844832752082118,-0.0578182938878319,-0.05718826025484261,-0.056558226621853336,-0.055928192988864055,-0.05529815935587477,-0.05466812572288549,-0.054038092089896204
V,-0.14180624173404097,-0.14063153207091872,-0.13945682240779647,-0.1382821127446742,-0.13710740308155195,-0.1359326934184297,-0.13475798375530745,-0.1335832740921852,-0.13240856442906293,-0.13123385476594068,-0.13005914510281844,-0.1288844354396962,-0.12770972577657394,-0.1265350161134517,-0.12536030645032942,-0.12418559678720717,-0.12301088712408492,-0.12183617746096267,-0.12066146779784041,-0.11948675813471817,-0.1183120484715959,-0.11713733880847366,-0.11596262914535141,-0.11478791948222915,-0.1136132098191069,-0.11243850015598465,-0.11126379049286239,-0.11008908082974014,-0.1089143711666179,-0.10773966150349563,-0.10656495184037339,-0.10539024217725113,-0.10421553251412888,-0.10304082285100663,-0.10186611318788437,-0.10069140352476212,-0.09951669386163987,-0.09834198419851761,-0.09716727453539536,-0.09599256487227312,-0.09481785520915086,-0.09364314554602861,-0.09246843588290635,-0.0912937262197841,-0.09011901655666185,-0.08894430689353959,-0.08776959723041734,-0.0865948875672951,-0.08542017790417283,-0.08424546824105059,-0.08307075857792834,-0.08189604891480608,-0.08072133925168383,-0.07954662958856157,-0.07837191992543932,-0.07719721026231706,-0.07602250059919481,-0.07484779093607255,-0.0736730812729503,-0.07249837160982806,-0.0713236619467058,-0.07014895228358355,-0.0689742426204613,-0.06779953295733904,-0.06662482329421679,-0.06545011363109453,-0.06427540396797228,-0.06310069430485003,-0.06192598464172778,-0.060751274978605524,-0.05957656531548327,-0.058401855652361015,-0.05722714598923877,-0.05605243632611651,-0.05487772666299426,-0.05370301699987201,-0.052528307336749756,-0.0513535976736275,-0.05017888801050525,-0.049004178347383,-0.047829468684260745,-0.04665475902113849,-0.045480049358016236,-0.04430533969489399,-0.043130630031771734,-0.04195592036864948,-0.04078121070552723,-0.03960650104240498,-0.03843179137928272,-0.03725708171616047,-0.03608237205303822,-0.03490766238991597,-0.03373295272679371,-0.03255824306367146,-0.03138353340054921,-0.030208823737426956,-0.0290341140743047,-0.02785940441118245,-0.0266846947480602,-0.025509985084937944,-0.14180624173404097,-0.14063153207091872,-0.13945682240779647,-0.1382821127446742,-0.13710740308155195,-0.1359326934184297,-0.13475798375530745,-0.1335832740921852,-0.13240856442906293,-0.13123385476594068,-0.13005914510281844,-0.1288844354396962,-0.12770972577657394,-0.1265350161134517,-0.12536030645032942,-0.12418559678720717,-0.12301088712408492,-0.12183617746096267,-0.12066146779784041,-0.11948675813471817,-0.1183120484715959,-0.11713733880847366,-0.11596262914535141,-0.11478791948222915,-0.1136132098191069,-0.11243850015598465,-0.11126379049286239,-0.11008908082974014,-0.1089143711666179,-0.10773966150349563,-0.10656495184037339,-0.10539024217725113,-0.10421553251412888,-0.10304082285100663,-0.10186611318788437,-0.10069140352476212,-0.09951669386163987,-0.09834198419851761,-0.09716727453539536,-0.09599256487227312,-0.09481785520915086,-0.09364314554602861,-0.09246843588290635,-0.0912937262197841,-0.09011901655666185,-0.08894430689353959,-0.08776959723041734,-0.0865948875672951,-0.08542017790417283,-0.08424546824105059,-0.08307075857792834,-0.08189604891480608,-0.08072133925168383,-0.07954662958856157,-0.07837191992543932,-0.07719721026231706,-0.07602250059919481,-0.07484779093607255,-0.0736730812729503,-0.07249837160982806,-0.0713236619467058,-0.07014895228358355,-0.0689742426204613,-0.06779953295733904,-0.06662482329421679,-0.06545011363109453,-0.06427540396797228,-0.06310069430485003,-0.06192598464172778,-0.060751274978605524,-0.05957656531548327,-0.058401855652361015,-0.05722714598923877,-0.05605243632611651,-0.05487772666299426,-0.05370301699987201,-0.052528307336749756,-0.0513535976736275,-0.05017888801050525,-0.049004178347383,-0.047829468684260745,-0.04665475902113849,-0.045480049358016236,-0.04430533969489399,-0.043130630031771734,-0.04195592036864948,-0.04078121070552723,-0.03960650104240498,-0.03843179137928272,-0.03725708171616047,-0.03608237205303822,-0.03490766238991597,-0.03373295272679371,-0.03255824306367146,-0.03138353340054921,-0.030208823737426956,-0.0290341140743047,-0.02785940441118245,-0.0266846947480602,-0.025509985084937944
R,-0.12222415021934002,-0.12122519061380883,-0.12022623100827762,-0.11922727140274643,-0.11822831179721525,-0.11722935219168405,-0.11623039258615285,-0.11523143298062165,-0.11423247337509045,-0.11323351376955926,-0.11223455416402806,-0.11123559455849685,-0.11023663495296568,-0.10923767534743448,-0.10823871574190327,-0.10723975613637209,-0.10624079653084088,-0.10524183692530968,-0.10424287731977849,-0.10324391771424729,-0.10224495810871609,-0.10124599850318491,-0.10024703889765371,-0.09924807929212251,-0.09824911968659132,-0.09725016008106012,-0.09625120047552892,-0.09525224086999774,-0.09425328126446654,-0.09325432165893534,-0.09225536205340415,-0.09125640244787295,-0.09025744284234175,-0.08925848323681056,-0.08825952363127937,-0.08726056402574817,-0.08626160442021696,-0.08526264481468578,-0.08426368520915457,-0.08326472560362339,-0.08226576599809218,-0.08126680639256098,-0.08026784678702979,-0.0792688871814986,-0.0782699275759674,-0.0772709679704362,-0.076272008364905,-0.07527304875937381,-0.07427408915384262,-0.07327512954831142,-0.07227616994278023,-0.07127721033724903,-0.07027825073171783,-0.06927929112618664,-0.06828033152065545,-0.06728137191512425,-0.06628241230959304,-0.06528345270406184,-0.06428449309853065,-0.06328553349299947,-0.06228657388746826,-0.06128761428193707,-0.06028865467640588,-0.05928969507087468,-0.05829073546534348,-0.05729177585981229,-0.056292816254281085,-0.055293856648749896,-0.0542948970432187,-0.0532959374376875,-0.05229697783215631,-0.051298018226625115,-0.05029905862109391,-0.04930009901556271,-0.04830113941003153,-0.04730217980450033,-0.046303220198969125,-0.04530426059343793,-0.04430530098790673,-0.04330634138237554,-0.042307381776844344,-0.04130842217131315,-0.040309462565781946,-0.03931050296025075,-0.038311543354719556,-0.03731258374918836,-0.036313624143657165,-0.03531466453812597,-0.034315704932594775,-0.03331674532706358,-0.032317785721532384,-0.03131882611600119,-0.03031986651046999,-0.029320906904938795,-0.028321947299407596,-0.0273229876938764,-0.026324028088345202,-0.02532506848281401,-0.02432610887728282,-0.023327149271751616,-0.14746325650730244,-0.14614049584404015,-0.14481773518077787,-0.14349497451751553,-0.14217221385425327,-0.14084945319099096,-0.13952669252772867,-0.13820393186446633,-0.13688117120120405,-0.13555841053794176,-0.13423564987467945,-0.13291288921141717,-0.13159012854815488,-0.13026736788489257,-0.12894460722163026,-0.12762184655836797,-0.1262990858951057,-0.12497632523184339,-0.12365356456858108,-0.12233080390531878,-0.1210080432420565,-0.1196852825787942,-0.1183625219155319,-0.11703976125226961,-0.11571700058900729,-0.114394239925745,-0.1130714792624827,-0.1117487185992204,-0.1104259579359581,-0.10910319727269581,-0.10778043660943351,-0.10645767594617121,-0.10513491528290893,-0.10381215461964663,-0.10248939395638432,-0.10116663329312202,-0.09984387262985973,-0.09852111196659744,-0.09719835130333512,-0.09587559064007282,-0.09455282997681054,-0.09323006931354824,-0.09190730865028594,-0.09058454798702364,-0.08926178732376135,-0.08793902666049905,-0.08661626599723675,-0.08529350533397445,-0.08397074467071215,-0.08264798400744985,-0.08132522334418756,-0.08000246268092527,-0.07867970201766296,-0.07735694135440067,-0.07603418069113836,-0.07471142002787606,-0.07338865936461378,-0.07206589870135147,-0.07074313803808918,-0.06942037737482687,-0.06809761671156458,-0.06677485604830229,-0.06545209538503999,-0.06412933472177769,-0.06280657405851539,-0.06148381339525309,-0.0601610527319908,-0.058838292068728495,-0.057515531405466204,-0.0561927707422039,-0.05487001007894161,-0.05354724941567931,-0.05222448875241701,-0.050901728089154705,-0.04957896742589241,-0.048256206762630115,-0.04693344609936782,-0.04561068543610552,-0.04428792477284322,-0.04296516410958093,-0.04164240344631863,-0.04031964278305633,-0.03899688211979403,-0.037674121456531734,-0.036351360793269435,-0.03502860013000714,-0.033705839466744845,-0.03238307880348254,-0.03106031814022025,-0.029737557476957947,-0.02841479681369565,-0.027092036150433357,-0.025769275487171055,-0.02444651482390876,-0.023123754160646458,-0.021800993497384166,-0.02047823283412186,-0.01915547217085958,-0.017832711507597274,-0.01650995084433498
I,-0.14180624173404038,-0.1406315320709181,-0.13945682240779586,-0.13828211274467364,-0.1371074030815514,-0.13593269341842912,-0.1347579837553069,-0.13358327409218465,-0.1324085644290624,-0.13123385476594016,-0.1300591451028179,-0.12888443543969566,-0.12770972577657344,-0.12653501611345117,-0.12536030645032895,-0.1241855967872067,-0.12301088712408444,-0.12183617746096222,-0.12066146779783996,-0.1194867581347177,-0.11831204847159547,-0.11713733880847321,-0.11596262914535098,-0.11478791948222873,-0.11361320981910648,-0.11243850015598424,-0.111263790492862,-0.11008908082973974,-0.10891437116661751,-0.10773966150349526,-0.10656495184037303,-0.10539024217725076,-0.10421553251412853,-0.10304082285100628,-0.10186611318788405,-0.10069140352476179,-0.09951669386163954,-0.09834198419851731,-0.09716727453539505,-0.09599256487227281,-0.09481785520915056,-0.09364314554602832,-0.09246843588290607,-0.09129372621978384,-0.09011901655666159,-0.08894430689353934,-0.08776959723041709,-0.08659488756729486,-0.08542017790417261,-0.08424546824105036,-0.08307075857792812,-0.08189604891480587,-0.08072133925168362,-0.07954662958856137,-0.07837191992543914,-0.07719721026231689,-0.07602250059919465,-0.0748477909360724,-0.07367308127295016,-0.07249837160982792,-0.07132366194670567,-0.07014895228358342,-0.06897424262046119,-0.06779953295733893,-0.06662482329421669,-0.06545011363109444,-0.0642754039679722,-0.06310069430484995,-0.06192598464172771,-0.06075127497860547,-0.059576565315483214,-0.05840185565236097,-0.05722714598923873,-0.056052436326116485,-0.05487772666299424,-0.053703016999872,-0.052528307336749756,-0.051353597673627495,-0.050178888010505254,-0.049004178347383014,-0.047829468684260766,-0.046654759021138525,-0.04548004935801628,-0.04430533969489403,-0.04313063003177179,-0.04195592036864955,-0.0407812107055273,-0.039606501042405054,-0.03843179137928281,-0.037257081716160566,-0.03608237205303832,-0.03490766238991608,-0.03373295272679384,-0.03255824306367158,-0.031383533400549335,-0.030208823737427094,-0.029034114074304847,-0.027859404411182606,-0.026684694748060355,-0.025509985084938114,-0.1418062417340405,-0.14063153207091825,-0.13945682240779597,-0.13828211274467375,-0.1371074030815515,-0.13593269341842923,-0.134757983755307,-0.13358327409218476,-0.13240856442906251,-0.13123385476594027,-0.13005914510281802,-0.12888443543969577,-0.12770972577657355,-0.12653501611345128,-0.12536030645032906,-0.1241855967872068,-0.12301088712408455,-0.12183617746096231,-0.12066146779784005,-0.1194867581347178,-0.11831204847159556,-0.11713733880847332,-0.11596262914535106,-0.11478791948222881,-0.11361320981910658,-0.11243850015598432,-0.11126379049286207,-0.11008908082973982,-0.10891437116661759,-0.10773966150349533,-0.1065649518403731,-0.10539024217725085,-0.1042155325141286,-0.10304082285100634,-0.1018661131878841,-0.10069140352476186,-0.09951669386163961,-0.09834198419851736,-0.0971672745353951,-0.09599256487227287,-0.0948178552091506,-0.09364314554602837,-0.09246843588290612,-0.09129372621978388,-0.09011901655666163,-0.08894430689353938,-0.08776959723041713,-0.08659488756729489,-0.08542017790417264,-0.08424546824105039,-0.08307075857792814,-0.08189604891480591,-0.08072133925168365,-0.0795466295885614,-0.07837191992543915,-0.0771972102623169,-0.07602250059919466,-0.07484779093607241,-0.07367308127295016,-0.07249837160982792,-0.07132366194670568,-0.07014895228358342,-0.06897424262046119,-0.06779953295733893,-0.06662482329421669,-0.06545011363109443,-0.0642754039679722,-0.06310069430484995,-0.061925984641727695,-0.06075127497860545,-0.0595765653154832,-0.05840185565236096,-0.057227145989238705,-0.056052436326116464,-0.05487772666299422,-0.05370301699987196,-0.052528307336749715,-0.05135359767362747,-0.05017888801050522,-0.04900417834738298,-0.04782946868426073,-0.046654759021138484,-0.045480049358016236,-0.04430533969489399,-0.04313063003177174,-0.0419559203686495,-0.04078121070552725,-0.039606501042405005,-0.03843179137928275,-0.0372570817161605,-0.03608237205303825,-0.03490766238991601,-0.03373295272679376,-0.03255824306367151,-0.031383533400549266,-0.030208823737427015,-0.029034114074304767,-0.027859404411182526,-0.02668469474806028,-0.02550998508493803
J,-0.25252871699849444,-0.2492957989269831,-0.24606288085547173,-0.24282996278396038,-0.23959704471244903,-0.2363641266409377,-0.23313120856942635,-0.22989829049791496,-0.22666537242640364,-0.22343245435489226,-0.22019953628338093,-0.2169666182118696,-0.21373370014035822,-0.21050078206884687,-0.2072678639973355,-0.20403494592582416,-0.2008020278543128,-0.19756910978280146,-0.1943361917112901,-0.19110327363977875,-0.18787035556826742,-0.18463743749675604,-0.18140451942524471,-0.17817160135373336,-0.174938683282222,-0.17170576521071065,-0.16847284713919927,-0.16523992906768795,-0.16200701099617662,-0.15877409292466524,-0.15554117485315389,-0.15230825678164253,-0.14907533871013118,-0.14584242063861982,-0.14260950256710847,-0.13937658449559714,-0.1361436664240858,-0.13291074835257444,-0.12967783028106308,-0.12644491220955176,-0.12321199413804038,-0.11997907606652902,-0.11674615799501767,-0.11351323992350634,-0.11028032185199498,-0.10704740378048362,-0.10381448570897227,-0.10058156763746091,-0.09734864956594957,-0.09411573149443822,-0.09088281342292687,-0.08764989535141551,-0.08441697727990416,-0.0811840592083928,-0.07795114113688147,-0.07471822306537011,-0.07148530499385876,-0.06825238692234739,-0.06501946885083605,-0.0617865507793247,-0.05855363270781334,-0.05532071463630199,-0.05208779656479064,-0.04885487849327928,-0.04562196042176793,-0.04238904235025658,-0.03915612427874523,-0.035923206207233875,-0.03269028813572253,-0.02945737006421117,-0.026224451992699817,-0.022991533921188467,-0.019758615849677117,-0.016525697778165767,-0.013292779706654415,-0.010059861635143065,-0.006826943563631712,-0.0035940254921203608,-0.00036110742060899495,0.0028718106509023414,0.006104728722413693,0.009337646793925044,0.012570564865436396,0.01580348293694776,0.019036401008459113,0.02226931907997045,0.025502237151481803,0.028735155222993154,0.03196807329450452,0.03520099136601587,0.03843390943752722,0.04166682750903856,0.044899745580549925,0.04813266365206126,0.051365581723572626,0.05459849979508399,0.057831417866595326,0.061064335938106666,0.06429725400961803,0.06753017208112937,-0.13327445229582374,-0.1322717504085746,-0.13126904852132548,-0.13026634663407635,-0.12926364474682725,-0.12826094285957812,-0.12725824097232902,-0.1262555390850799,-0.12525283719783079,-0.12425013531058166,-0.12324743342333254,-0.12224473153608342,-0.1212420296488343,-0.12023932776158519,-0.11923662587433607,-0.11823392398708696,-0.11723122209983784,-0.11622852021258873,-0.11522581832533961,-0.1142231164380905,-0.11322041455084136,-0.11221771266359225,-0.11121501077634315,-0.11021230888909402,-0.1092096070018449,-0.10820690511459577,-0.10720420322734665,-0.10620150134009754,-0.10519879945284842,-0.1041960975655993,-0.10319339567835019,-0.10219069379110106,-0.10118799190385194,-0.10018529001660283,-0.09918258812935371,-0.0981798862421046,-0.09717718435485548,-0.09617448246760636,-0.09517178058035725,-0.09416907869310813,-0.09316637680585901,-0.0921636749186099,-0.09116097303136078,-0.09015827114411167,-0.08915556925686254,-0.08815286736961342,-0.0871501654823643,-0.08614746359511517,-0.08514476170786606,-0.08414205982061694,-0.08313935793336782,-0.08213665604611871,-0.08113395415886959,-0.08013125227162048,-0.07912855038437136,-0.07812584849712224,-0.07712314660987313,-0.076120444722624,-0.07511774283537488,-0.07411504094812577,-0.07311233906087665,-0.07210963717362753,-0.07110693528637842,-0.0701042333991293,-0.06910153151188018,-0.06809882962463107,-0.06709612773738195,-0.06609342585013282,-0.0650907239628837,-0.06408802207563459,-0.06308532018838546,-0.06208261830113635,-0.061079916413887235,-0.06007721452663812,-0.059074512639389,-0.05807181075213989,-0.05706910886489077,-0.05606640697764165,-0.055063705090392524,-0.054061003203143415,-0.0530583013158943,-0.052055599428645176,-0.05105289754139606,-0.05005019565414694,-0.04904749376689782,-0.04804479187964871,-0.04704208999239959,-0.04603938810515047,-0.04503668621790135,-0.04403398433065223,-0.04303128244340311,-0.042028580556154,-0.04102587866890488,-0.04002317678165576,-0.039020474894406645,-0.03801777300715753,-0.037015071119908406,-0.0360123692326593,-0.03500966734541018,-0.03400696545816105
