,VI_grd_M-1.0,VI_grd_M-0.98,VI_grd_M-0.96,VI_grd_M-0.94,VI_grd_M-0.92,VI_grd_M-0.9,VI_grd_M-0.88,VI_grd_M-0.86,VI_grd_M-0.84,VI_grd_M-0.82,VI_grd_M-0.8,VI_grd_M-0.78,VI_grd_M-0.76,VI_grd_M-0.74,VI_grd_M-0.72,VI_grd_M-0.7,VI_grd_M-0.68,VI_grd_M-0.66,VI_grd_M-0.64,VI_grd_M-0.62,VI_grd_M-0.6,VI_grd_M-0.58,VI_grd_M-0.56,VI_grd_M-0.54,VI_grd_M-0.52,VI_grd_M-0.5,VI_grd_M-0.48,VI_grd_M-0.46,VI_grd_M-0.44,VI_grd_M-0.42,VI_grd_M-0.4,VI_grd_M-0.38,VI_grd_M-0.36,VI_grd_M-0.34,VI_grd_M-0.32,VI_grd_M-0.3,VI_grd_M-0.28,VI_grd_M-0.26,VI_grd_M-0.24,VI_grd_M-0.22,VI_grd_M-0.2,VI_grd_M-0.18,VI_grd_M-0.16,VI_grd_M-0.14,VI_grd_M-0.12,VI_grd_M-0.1,VI_grd_M-0.08,VI_grd_M-0.06,VI_grd_M-0.04,VI_grd_M-0.02,VI_grd_M0.0,VI_grd_M0.02,VI_grd_M0.04,VI_grd_M0.06,VI_grd_M0.08,VI_grd_M0.1,VI_grd_M0.12,VI_grd_M0.14,VI_grd_M0.16,VI_grd_M0.18,VI_grd_M0.2,VI_grd_M0.22,VI_grd_M0.24,VI_grd_M0.26,VI_grd_M0.28,VI_grd_M0.3,VI_grd_M0.32,VI_grd_M0.34,VI_grd_M0.36,VI_grd_M0.38,VI_grd_M0.4,VI_grd_M0.42,VI_grd_M0.44,VI_grd_M0.46,VI_grd_M0.48,VI_grd_M0.5,VI_grd_M0.52,VI_grd_M0.54,VI_grd_M0.56,VI_grd_M0.58,VI_grd_M0.6,VI_grd_M0.62,VI_grd_M0.64,VI_grd_M0.66,VI_grd_M0.68,VI_grd_M0.7,VI_grd_M0.72,VI_grd_M0.74,VI_grd_M0.76,VI_grd_M0.78,VI_grd_M0.8,VI_grd_M0.82,VI_grd_M0.84,VI_grd_M0.86,VI_grd_M0.88,VI_grd_M0.9,VI_grd_M0.92,VI_grd_M0.94,VI_grd_M0.96,VI_grd_M0.98,VI_grd_S-1.0,VI_grd_S-0.98,VI_grd_S-0.96,VI_grd_S-0.94,VI_grd_S-0.92,VI_grd_S-0.9,VI_grd_S-0.88,VI_grd_S-0.86,VI_grd_S-0.84,VI_grd_S-0.82,VI_grd_S-0.8,VI_grd_S-0.78,VI_grd_S-0.76,VI_grd_S-0.74,VI_grd_S-0.72,VI_grd_S-0.7,VI_grd_S-0.68,VI_grd_S-0.66,VI_grd_S-0.64,VI_grd_S-0.62,VI_grd_S-0.6,VI_grd_S-0.58,VI_grd_S-0.56,VI_grd_S-0.54,VI_grd_S-0.52,VI_grd_S-0.5,VI_grd_S-0.48,VI_grd_S-0.46,VI_grd_S-0.44,VI_grd_S-0.42,VI_grd_S-0.4,VI_grd_S-0.38,VI_grd_S-0.36,VI_grd_S-0.34,VI_grd_S-0.32,VI_grd_S-0.3,VI_grd_S-0.28,VI_grd_S-0.26,VI_grd_S-0.24,VI_grd_S-0.22,VI_grd_S-0.2,VI_grd_S-0.18,VI_grd_S-0.16,VI_grd_S-0.14,VI_grd_S-0.12,VI_grd_S-0.1,VI_grd_S-0.08,VI_grd_S-0.06,VI_grd_S-0.04,VI_grd_S-0.02,VI_grd_S0.0,VI_grd_S0.02,VI_grd_S0.04,VI_grd_S0.06,VI_grd_S0.08,VI_grd_S0.1,VI_grd_S0.12,VI_grd_S0.14,VI_grd_S0.16,VI_grd_S0.18,VI_grd_S0.2,VI_grd_S0.22,VI_grd_S0.24,VI_grd_S0.26,VI_grd_S0.28,VI_grd_S0.3,VI_grd_S0.32,VI_grd_S0.34,VI_grd_S0.36,VI_grd_S0.38,VI_grd_S0.4,VI_grd_S0.42,VI_grd_S0.44,VI_grd_S0.46,VI_grd_S0.48,VI_grd_S0.5,VI_grd_S0.52,VI_grd_S0.54,VI_grd_S0.56,VI_grd_S0.58,VI_grd_S0.6,VI_grd_S0.62,VI_grd_S0.64,VI_grd_S0.66,VI_grd_S0.68,VI_grd_S0.7,VI_grd_S0.72,VI_grd_S0.74,VI_grd_S0.76,VI_grd_S0.78,VI_grd_S0.8,VI_grd_S0.82,VI_grd_S0.84,VI_grd_S0.86,VI_grd_S0.88,VI_grd_S0.9,VI_grd_S0.92,VI_grd_S0.94,VI_grd_S0.96,VI_grd_S0.98,VI_ird_M-1.0,VI_ird_M-0.98,VI_ird_M-0.96,VI_ird_M-0.94,VI_ird_M-0.92,VI_ird_M-0.9,VI_ird_M-0.88,VI_ird_M-0.86,VI_ird_M-0.84,VI_ird_M-0.82,VI_ird_M-0.8,VI_ird_M-0.78,VI_ird_M-0.76,VI_ird_M-0.74,VI_ird_M-0.72,VI_ird_M-0.7,VI_ird_M-0.68,VI_ird_M-0.66,VI_ird_M-0.64,VI_ird_M-0.62,VI_ird_M-0.6,VI_ird_M-0.58,VI_ird_M-0.56,VI_ird_M-0.54,VI_ird_M-0.52,VI_ird_M-0.5,VI_ird_M-0.48,VI_ird_M-0.46,VI_ird_M-0.44,VI_ird_M-0.42,VI_ird_M-0.4,VI_ird_M-0.38,VI_ird_M-0.36,VI_ird_M-0.34,VI_ird_M-0.32,VI_ird_M-0.3,VI_ird_M-0.28,VI_ird_M-0.26,VI_ird_M-0.24,VI_ird_M-0.22,VI_ird_M-0.2,VI_ird_M-0.18,VI_ird_M-0.16,VI_ird_M-0.14,VI_ird_M-0.12,VI_ird_M-0.1,VI_ird_M-0.08,VI_ird_M-0.06,VI_ird_M-0.04,VI_ird_M-0.02,VI_ird_M0.0,VI_ird_M0.02,VI_ird_M0.04,VI_ird_M0.06,VI_ird_M0.08,VI_ird_M0.1,VI_ird_M0.12,VI_ird_M0.14,VI_ird_M0.16,VI_ird_M0.18,VI_ird_M0.2,VI_ird_M0.22,VI_ird_M0.24,VI_ird_M0.26,VI_ird_M0.28,VI_ird_M0.3,VI_ird_M0.32,VI_ird_M0.34,VI_ird_M0.36,VI_ird_M0.38,VI_ird_M0.4,VI_ird_M0.42,VI_ird_M0.44,VI_ird_M0.46,VI_ird_M0.48,VI_ird_M0.5,VI_ird_M0.52,VI_ird_M0.54,VI_ird_M0.56,VI_ird_M0.58,VI_ird_M0.6,VI_ird_M0.62,VI_ird_M0.64,VI_ird_M0.66,VI_ird_M0.68,VI_ird_M0.7,VI_ird_M0.72,VI_ird_M0.74,VI_ird_M0.76,VI_ird_M0.78,VI_ird_M0.8,VI_ird_M0.82,VI_ird_M0.84,VI_ird_M0.86,VI_ird_M0.88,VI_ird_M0.9,VI_ird_M0.92,VI_ird_M0.94,VI_ird_M0.96,VI_ird_M0.98,VI_ird_S-1.0,VI_ird_S-0.98,VI_ird_S-0.96,VI_ird_S-0.94,VI_ird_S-0.92,VI_ird_S-0.9,VI_ird_S-0.88,VI_ird_S-0.86,VI_ird_S-0.84,VI_ird_S-0.82,VI_ird_S-0.8,VI_ird_S-0.78,VI_ird_S-0.76,VI_ird_S-0.74,VI_ird_S-0.72,VI_ird_S-0.7,VI_ird_S-0.68,VI_ird_S-0.66,VI_ird_S-0.64,VI_ird_S-0.62,VI_ird_S-0.6,VI_ird_S-0.58,VI_ird_S-0.56,VI_ird_S-0.54,VI_ird_S-0.52,VI_ird_S-0.5,VI_ird_S-0.48,VI_ird_S-0.46,VI_ird_S-0.44,VI_ird_S-0.42,VI_ird_S-0.4,VI_ird_S-0.38,VI_ird_S-0.36,VI_ird_S-0.34,VI_ird_S-0.32,VI_ird_S-0.3,VI_ird_S-0.28,VI_ird_S-0.26,VI_ird_S-0.24,VI_ird_S-0.22,VI_ird_S-0.2,VI_ird_S-0.18,VI_ird_S-0.16,VI_ird_S-0.14,VI_ird_S-0.12,VI_ird_S-0.1,VI_ird_S-0.08,VI_ird_S-0.06,VI_ird_S-0.04,VI_ird_S-0.02,VI_ird_S0.0,VI_ird_S0.02,VI_ird_S0.04,VI_ird_S0.06,VI_ird_S0.08,VI_ird_S0.1,VI_ird_S0.12,VI_ird_S0.14,VI_ird_S0.16,VI_ird_S0.18,VI_ird_S0.2,VI_ird_S0.22,VI_ird_S0.24,VI_ird_S0.26,VI_ird_S0.28,VI_ird_S0.3,VI_ird_S0.32,VI_ird_S0.34,VI_ird_S0.36,VI_ird_S0.38,VI_ird_S0.4,VI_ird_S0.42,VI_ird_S0.44,VI_ird_S0.46,VI_ird_S0.48,VI_ird_S0.5,VI_ird_S0.52,VI_ird_S0.54,VI_ird_S0.56,VI_ird_S0.58,VI_ird_S0.6,VI_ird_S0.62,VI_ird_S0.64,VI_ird_S0.66,VI_ird_S0.68,VI_ird_S0.7,VI_ird_S0.72,VI_ird_S0.74,VI_ird_S0.76,VI_ird_S0.78,VI_ird_S0.8,VI_ird_S0.82,VI_ird_S0.84,VI_ird_S0.86,VI_ird_S0.88,VI_ird_S0.9,VI_ird_S0.92,VI_ird_S0.94,VI_ird_S0.96,VI_ird_S0.98
B,-0.12806952014362802,-0.12713290363289492,-0.1261962871221618,-0.12525967061142868,-0.12432305410069559,-0.12338643758996248,-0.12244982107922937,-0.12151320456849625,-0.12057658805776314,-0.11963997154703002,-0.1187033550362969,-0.1177667385255638,-0.11683012201483067,-0.11589350550409756,-0.11495688899336445,-0.11402027248263133,-0.11308365597189823,-0.11214703946116511,-0.111210422950432,-0.11027380643969889,-0.10933718992896577,-0.10840057341823267,-0.10746395690749956,-0.10652734039676644,-0.10559072388603333,-0.10465410737530022,-0.1037174908645671,-0.10278087435383398,-0.10184425784310086,-0.10090764133236775,-0.09997102482163465,-0.09903440831090153,-0.09809779180016842,-0.09716117528943531,-0.09622455877870219,-0.09528794226796908,-0.09435132575723595,-0.09341470924650286,-0.09247809273576975,-0.09154147622503662,-0.09060485971430352,-0.0896682432035704,-0.08873162669283728,-0.08779501018210417,-0.08685839367137106,-0.08592177716063794,-0.08498516064990483,-0.08404854413917172,-0.08311192762843861,-0.0821753111177055,-0.08123869460697238,-0.08030207809623927,-0.07936546158550616,-0.07842884507477303,-0.07749222856403994,-0.07655561205330681,-0.0756189955425737,-0.07468237903184059,-0.07374576252110747,-0.07280914601037436,-0.07187252949964125,-0.07093591298890813,-0.06999929647817502,-0.0690626799674419,-0.0681260634567088,-0.06718944694597569,-0.06625283043524256,-0.06531621392450945,-0.06437959741377634,-0.06344298090304322,-0.06250636439231011,-0.06156974788157701,-0.06063313137084389,-0.05969651486011078,-0.05875989834937767,-0.057823281838644554,-0.05688666532791144,-0.05595004881717833,-0.05501343230644521,-0.0540768157957121,-0.05314019928497899,-0.05220358277424588,-0.051266966263512764,-0.05033034975277965,-0.04939373324204654,-0.04845711673131343,-0.04752050022058031,-0.046583883709847194,-0.045647267199114085,-0.04471065068838097,-0.04377403417764785,-0.04283741766691474,-0.04190080115618163,-0.040964184645448515,-0.040027568134715405,-0.03909095162398229,-0.03815433511324918,-0.03721771860251607,-0.03628110209178295,-0.035344485581049835,-0.11932773952836313,-0.1183630956138663,-0.11739845169936948,-0.11643380778487267,-0.11546916387037584,-0.11450451995587901,-0.11353987604138219,-0.11257523212688536,-0.11161058821238853,-0.11064594429789171,-0.1096813003833949,-0.10871665646889805,-0.10775201255440123,-0.1067873686399044,-0.10582272472540759,-0.10485808081091075,-0.10389343689641393,-0.10292879298191711,-0.10196414906742027,-0.10099950515292345,-0.10003486123842663,-0.09907021732392982,-0.09810557340943298,-0.09714092949493615,-0.09617628558043934,-0.0952116416659425,-0.09424699775144567,-0.09328235383694886,-0.09231770992245203,-0.09135306600795519,-0.09038842209345838,-0.08942377817896155,-0.08845913426446472,-0.0874944903499679,-0.08652984643547107,-0.08556520252097424,-0.08460055860647742,-0.08363591469198059,-0.08267127077748378,-0.08170662686298694,-0.08074198294849011,-0.0797773390339933,-0.07881269511949647,-0.07784805120499964,-0.07688340729050282,-0.07591876337600599,-0.07495411946150916,-0.07398947554701234,-0.07302483163251551,-0.0720601877180187,-0.07109554380352186,-0.07013089988902503,-0.06916625597452822,-0.06820161206003139,-0.06723696814553455,-0.06627232423103774,-0.06530768031654091,-0.06434303640204407,-0.06337839248754726,-0.06241374857305043,-0.06144910465855361,-0.060484460744056785,-0.05951981682955995,-0.05855517291506313,-0.05759052900056631,-0.056625885086069486,-0.055661241171572666,-0.05469659725707583,-0.05373195334257901,-0.052767309428082186,-0.05180266551358535,-0.05083802159908853,-0.049873377684591706,-0.04890873377009488,-0.04794408985559806,-0.04697944594110123,-0.0460148020266044,-0.04505015811210757,-0.04408551419761075,-0.04312087028311393,-0.04215622636861711,-0.041191582454120274,-0.040226938539623454,-0.03926229462512663,-0.0382976507106298,-0.03733300679613298,-0.03636836288163615,-0.03540371896713933,-0.034439075052642494,-0.033474431138145674,-0.03250978722364884,-0.03154514330915203,-0.030580499394655195,-0.02961585548015837,-0.028651211565661548,-0.027686567651164718,-0.02672192373666789,-0.02575727982217107,-0.024792635907674245,-0.023827991993177415,-0.09483891608259389,-0.09460948279276103,-0.09438004950292818,-0.09415061621309533,-0.09392118292326247,-0.0936917496334296,-0.09346231634359675,-0.09323288305376391,-0.09300344976393105,-0.09277401647409819,-0.09254458318426534,-0.09231514989443247,-0.09208571660459962,-0.09185628331476678,-0.09162685002493393,-0.09139741673510106,-0.0911679834452682,-0.09093855015543535,-0.0907091168656025,-0.09047968357576965,-0.09025025028593679,-0.09002081699610393,-0.08979138370627107,-0.08956195041643822,-0.08933251712660537,-0.08910308383677251,-0.08887365054693966,-0.08864421725710679,-0.08841478396727394,-0.0881853506774411,-0.08795591738760823,-0.08772648409777538,-0.08749705080794253,-0.08726761751810966,-0.08703818422827682,-0.08680875093844397,-0.0865793176486111,-0.08634988435877824,-0.08612045106894539,-0.08589101777911254,-0.08566158448927969,-0.08543215119944683,-0.08520271790961398,-0.08497328461978111,-0.08474385132994826,-0.08451441804011542,-0.08428498475028255,-0.0840555514604497,-0.08382611817061685,-0.08359668488078398,-0.08336725159095112,-0.08313781830111829,-0.08290838501128542,-0.08267895172145256,-0.08244951843161971,-0.08222008514178684,-0.081990651851954,-0.08176121856212115,-0.08153178527228828,-0.08130235198245543,-0.08107291869262258,-0.08084348540278972,-0.08061405211295687,-0.08038461882312402,-0.08015518553329117,-0.0799257522434583,-0.07969631895362544,-0.0794668856637926,-0.07923745237395974,-0.07900801908412688,-0.07877858579429403,-0.07854915250446116,-0.07831971921462832,-0.07809028592479547,-0.0778608526349626,-0.07763141934512975,-0.0774019860552969,-0.07717255276546403,-0.07694311947563119,-0.07671368618579834,-0.07648425289596547,-0.07625481960613262,-0.07602538631629976,-0.07579595302646691,-0.07556651973663406,-0.0753370864468012,-0.07510765315696834,-0.07487821986713548,-0.07464878657730263,-0.07441935328746979,-0.07418991999763692,-0.07396048670780407,-0.07373105341797122,-0.07350162012813835,-0.07327218683830551,-0.07304275354847266,-0.07281332025863979,-0.07258388696880694,-0.07235445367897408,-0.07212502038914123,-0.08370468626377676,-0.08345977722043303,-0.08321486817708931,-0.08296995913374558,-0.08272505009040186,-0.08248014104705813,-0.08223523200371441,-0.08199032296037068,-0.08174541391702694,-0.08150050487368322,-0.0812555958303395,-0.08101068678699577,-0.08076577774365204,-0.08052086870030832,-0.0802759596569646,-0.08003105061362087,-0.07978614157027715,-0.07954123252693342,-0.07929632348358968,-0.07905141444024597,-0.07880650539690225,-0.07856159635355851,-0.07831668731021478,-0.07807177826687105,-0.07782686922352733,-0.07758196018018361,-0.07733705113683988,-0.07709214209349616,-0.07684723305015242,-0.07660232400680869,-0.07635741496346497,-0.07611250592012125,-0.07586759687677752,-0.07562268783343379,-0.07537777879009007,-0.07513286974674635,-0.07488796070340262,-0.07464305166005888,-0.07439814261671517,-0.07415323357337143,-0.07390832453002771,-0.07366341548668398,-0.07341850644334026,-0.07317359739999653,-0.0729286883566528,-0.07268377931330909,-0.07243887026996536,-0.07219396122662163,-0.07194905218327789,-0.07170414313993417,-0.07145923409659045,-0.07121432505324672,-0.070969416009903,-0.07072450696655927,-0.07047959792321554,-0.07023468887987182,-0.0699897798365281,-0.06974487079318437,-0.06949996174984063,-0.06925505270649691,-0.0690101436631532,-0.06876523461980946,-0.06852032557646573,-0.06827541653312201,-0.06803050748977828,-0.06778559844643456,-0.06754068940309084,-0.0672957803597471,-0.06705087131640337,-0.06680596227305964,-0.06656105322971594,-0.0663161441863722,-0.06607123514302847,-0.06582632609968474,-0.06558141705634102,-0.0653365080129973,-0.06509159896965357,-0.06484668992630985,-0.06460178088296611,-0.06435687183962238,-0.06411196279627866,-0.06386705375293494,-0.06362214470959121,-0.06337723566624748,-0.06313232662290374,-0.06288741757956004,-0.06264250853621631,-0.062397599492872574,-0.062152690449528855,-0.06190778140618513,-0.061662872362841396,-0.06141796331949768,-0.06117305427615395,-0.06092814523281022,-0.06068323618946649,-0.060438327146122774,-0.06019341810277904,-0.059948509059435315,-0.05970360001609158,-0.05945869097274787
V,-0.12052939124654852,-0.11949009242380933,-0.11845079360107012,-0.11741149477833092,-0.11637219595559174,-0.11533289713285252,-0.11429359831011333,-0.11325429948737414,-0.11221500066463494,-0.11117570184189574,-0.11013640301915653,-0.10909710419641735,-0.10805780537367814,-0.10701850655093896,-0.10597920772819974,-0.10493990890546055,-0.10390061008272135,-0.10286131125998216,-0.10182201243724295,-0.10078271361450375,-0.09974341479176455,-0.09870411596902536,-0.09766481714628616,-0.09662551832354697,-0.09558621950080777,-0.09454692067806857,-0.09350762185532936,-0.09246832303259017,-0.09142902420985097,-0.09038972538711178,-0.08935042656437259,-0.08831112774163338,-0.08727182891889418,-0.08623253009615499,-0.08519323127341578,-0.08415393245067658,-0.08311463362793738,-0.08207533480519819,-0.081036035982459,-0.07999673715971979,-0.0789574383369806,-0.0779181395142414,-0.07687884069150219,-0.07583954186876299,-0.0748002430460238,-0.07376094422328461,-0.0727216454005454,-0.0716823465778062,-0.07064304775506701,-0.0696037489323278,-0.06856445010958861,-0.06752515128684941,-0.0664858524641102,-0.06544655364137102,-0.06440725481863181,-0.06336795599589262,-0.062328657173153425,-0.06128935835041423,-0.06025005952767502,-0.059210760704935826,-0.05817146188219662,-0.05713216305945743,-0.056092864236718235,-0.05505356541397903,-0.05401426659123983,-0.05297496776850064,-0.05193566894576144,-0.05089637012302224,-0.04985707130028304,-0.04881777247754384,-0.047778473654804636,-0.046739174832065446,-0.045699876009326255,-0.04466057718658705,-0.043621278363847854,-0.04258197954110866,-0.04154268071836945,-0.040503381895630255,-0.03946408307289105,-0.03842478425015187,-0.03738548542741267,-0.03634618660467347,-0.03530688778193427,-0.034267588959195065,-0.033228290136455875,-0.03218899131371668,-0.03114969249097748,-0.03011039366823828,-0.02907109484549908,-0.02803179602275988,-0.026992497200020678,-0.025953198377281488,-0.024913899554542287,-0.023874600731803086,-0.022835301909063896,-0.021796003086324695,-0.020756704263585495,-0.0197174054408463,-0.0186781066181071,-0.0176388077953679,-0.12052939124654852,-0.11949009242380933,-0.11845079360107012,-0.11741149477833092,-0.11637219595559174,-0.11533289713285252,-0.11429359831011333,-0.11325429948737414,-0.11221500066463494,-0.11117570184189574,-0.11013640301915653,-0.10909710419641735,-0.10805780537367814,-0.10701850655093896,-0.10597920772819974,-0.10493990890546055,-0.10390061008272135,-0.10286131125998216,-0.10182201243724295,-0.10078271361450375,-0.09974341479176455,-0.09870411596902536,-0.09766481714628616,-0.09662551832354697,-0.09558621950080777,-0.09454692067806857,-0.09350762185532936,-0.09246832303259017,-0.09142902420985097,-0.09038972538711178,-0.08935042656437259,-0.08831112774163338,-0.08727182891889418,-0.08623253009615499,-0.08519323127341578,-0.08415393245067658,-0.08311463362793738,-0.08207533480519819,-0.081036035982459,-0.07999673715971979,-0.0789574383369806,-0.0779181395142414,-0.07687884069150219,-0.07583954186876299,-0.0748002430460238,-0.07376094422328461,-0.0727216454005454,-0.0716823465778062,-0.07064304775506701,-0.0696037489323278,-0.06856445010958861,-0.06752515128684941,-0.0664858524641102,-0.06544655364137102,-0.06440725481863181,-0.06336795599589262,-0.062328657173153425,-0.06128935835041423,-0.06025005952767502,-0.059210760704935826,-0.05817146188219662,-0.05713216305945743,-0.056092864236718235,-0.05505356541397903,-0.05401426659123983,-0.05297496776850064,-0.05193566894576144,-0.05089637012302224,-0.04985707130028304,-0.04881777247754384,-0.047778473654804636,-0.046739174832065446,-0.045699876009326255,-0.04466057718658705,-0.043621278363847854,-0.04258197954110866,-0.04154268071836945,-0.040503381895630255,-0.03946408307289105,-0.03842478425015187,-0.03738548542741267,-0.03634618660467347,-0.03530688778193427,-0.034267588959195065,-0.033228290136455875,-0.03218899131371668,-0.03114969249097748,-0.03011039366823828,-0.02907109484549908,-0.02803179602275988,-0.026992497200020678,-0.025953198377281488,-0.024913899554542287,-0.023874600731803086,-0.022835301909063896,-0.021796003086324695,-0.020756704263585495,-0.0197174054408463,-0.0186781066181071,-0.0176388077953679,-0.08340299788429474,-0.08315240706272164,-0.08290181624114856,-0.08265122541957547,-0.08240063459800237,-0.08215004377642929,-0.08189945295485619,-0.0816488621332831,-0.08139827131171001,-0.08114768049013692,-0.0808970896685638,-0.08064649884699071,-0.08039590802541763,-0.08014531720384453,-0.07989472638227144,-0.07964413556069835,-0.07939354473912526,-0.07914295391755216,-0.07889236309597908,-0.07864177227440598,-0.07839118145283289,-0.0781405906312598,-0.07788999980968671,-0.07763940898811361,-0.07738881816654052,-0.07713822734496743,-0.07688763652339434,-0.07663704570182124,-0.07638645488024816,-0.07613586405867506,-0.07588527323710197,-0.07563468241552888,-0.07538409159395577,-0.07513350077238269,-0.0748829099508096,-0.0746323191292365,-0.07438172830766342,-0.07413113748609032,-0.07388054666451722,-0.07362995584294414,-0.07337936502137105,-0.07312877419979795,-0.07287818337822487,-0.07262759255665177,-0.07237700173507867,-0.07212641091350558,-0.07187582009193248,-0.0716252292703594,-0.0713746384487863,-0.07112404762721321,-0.07087345680564013,-0.07062286598406703,-0.07037227516249393,-0.07012168434092085,-0.06987109351934775,-0.06962050269777466,-0.06936991187620156,-0.06911932105462847,-0.06886873023305538,-0.06861813941148229,-0.06836754858990919,-0.06811695776833611,-0.06786636694676301,-0.06761577612518992,-0.06736518530361683,-0.06711459448204374,-0.06686400366047064,-0.06661341283889755,-0.06636282201732446,-0.06611223119575137,-0.06586164037417827,-0.06561104955260519,-0.06536045873103209,-0.065109867909459,-0.0648592770878859,-0.06460868626631282,-0.06435809544473972,-0.06410750462316663,-0.06385691380159353,-0.06360632298002045,-0.06335573215844735,-0.06310514133687425,-0.06285455051530116,-0.06260395969372808,-0.06235336887215498,-0.06210277805058188,-0.061852187229008794,-0.061601596407435705,-0.06135100558586261,-0.06110041476428952,-0.06084982394271643,-0.060599233121143334,-0.060348642299570245,-0.060098051477997155,-0.05984746065642405,-0.05959686983485096,-0.059346279013277874,-0.05909568819170478,-0.05884509737013169,-0.0585945065485586,-0.08340299788429474,-0.08315240706272164,-0.08290181624114856,-0.08265122541957547,-0.08240063459800237,-0.08215004377642929,-0.08189945295485619,-0.0816488621332831,-0.08139827131171001,-0.08114768049013692,-0.0808970896685638,-0.08064649884699071,-0.08039590802541763,-0.08014531720384453,-0.07989472638227144,-0.07964413556069835,-0.07939354473912526,-0.07914295391755216,-0.07889236309597908,-0.07864177227440598,-0.07839118145283289,-0.0781405906312598,-0.07788999980968671,-0.07763940898811361,-0.07738881816654052,-0.07713822734496743,-0.07688763652339434,-0.07663704570182124,-0.07638645488024816,-0.07613586405867506,-0.07588527323710197,-0.07563468241552888,-0.07538409159395577,-0.07513350077238269,-0.0748829099508096,-0.0746323191292365,-0.07438172830766342,-0.07413113748609032,-0.07388054666451722,-0.07362995584294414,-0.07337936502137105,-0.07312877419979795,-0.07287818337822487,-0.07262759255665177,-0.07237700173507867,-0.07212641091350558,-0.07187582009193248,-0.0716252292703594,-0.0713746384487863,-0.07112404762721321,-0.07087345680564013,-0.07062286598406703,-0.07037227516249393,-0.07012168434092085,-0.06987109351934775,-0.06962050269777466,-0.06936991187620156,-0.06911932105462847,-0.06886873023305538,-0.06861813941148229,-0.06836754858990919,-0.06811695776833611,-0.06786636694676301,-0.06761577612518992,-0.06736518530361683,-0.06711459448204374,-0.06686400366047064,-0.06661341283889755,-0.06636282201732446,-0.06611223119575137,-0.06586164037417827,-0.06561104955260519,-0.06536045873103209,-0.065109867909459,-0.0648592770878859,-0.06460868626631282,-0.06435809544473972,-0.06410750462316663,-0.06385691380159353,-0.06360632298002045,-0.06335573215844735,-0.06310514133687425,-0.06285455051530116,-0.06260395969372808,-0.06235336887215498,-0.06210277805058188,-0.061852187229008794,-0.061601596407435705,-0.06135100558586261,-0.06110041476428952,-0.06084982394271643,-0.060599233121143334,-0.060348642299570245,-0.060098051477997155,-0.05984746065642405,-0.05959686983485096,-0.059346279013277874,-0.05909568819170478,-0.05884509737013169,-0.0585945065485586
